loss,_runtime,l2_error,loss_interior,step,_timestamp,time,_step,loss_boundary
0.054263699314375635,14.92319655418396,0.237515752859482,0.019066161933439085,46,1715680413.7515705,11.186579465866089,42,0.035197537380936554
0.0483327061038982,15.720417499542236,0.21641606213614636,0.01392601423827675,50,1715680414.5487914,11.9837646484375,43,0.03440669186562145
0.042958189461567826,16.72217869758606,0.17284595915179043,0.013992391158289966,55,1715680415.5505526,12.985576391220093,44,0.02896579830327786
0.02969128423075644,17.915472745895386,0.15800690050727942,0.010924013850046037,61,1715680416.7438467,14.178505420684814,45,0.018767270380710403
0.0158641759110609,19.10981321334839,0.1016482702746503,0.0063276013120770426,67,1715680417.9381871,15.373129606246948,46,0.00953657459898386
0.01085495903078421,20.299081325531006,0.07772320226604926,0.0053957041521731025,73,1715680419.1274552,16.562422275543213,47,0.005459254878611107
0.007616158064179548,21.890958547592163,0.058835214273839156,0.003428531442197915,81,1715680420.7193325,18.154131650924683,48,0.004187626621981633
0.0040820094980719476,23.480507135391235,0.043563269961022,0.0019818868731051164,89,1715680422.308881,19.74368667602539,49,0.002100122624966831
0.003199227671746359,25.279672861099243,0.03943141948371531,0.0014708464447889256,98,1715680424.1080468,21.542725801467896,50,0.001728381226957433
0.0024675226222958197,27.067344427108765,0.03750889899299455,0.0010592617368712133,107,1715680425.8957183,23.330678462982178,51,0.0014082608854246064
0.0018935487812261147,29.249852180480957,0.03487291143528358,0.0007329356020385833,118,1715680428.078226,25.513070583343506,52,0.0011606131791875316
0.0009919397354760104,31.636930465698242,0.02880377030482698,0.0002851936493405664,130,1715680430.4653044,27.900227308273315,53,0.0007067460861354441
0.0007744956273096617,34.26699090003967,0.026539842445221753,0.00020333188264231485,143,1715680433.0953648,30.530250549316406,54,0.0005711637446673468
0.0006036172117665345,37.0483763217926,0.024371092987687578,0.00014824631464238118,157,1715680435.8767502,33.31159687042236,55,0.00045537089712415337
0.000313383850565087,40.02410864830017,0.01951183473543554,6.783121600336604e-05,172,1715680438.8524826,36.28740572929382,56,0.00024555263456172094
0.00022903184670521753,43.62209725379944,0.017450539677380698,5.2161666696402747e-05,190,1715680442.4504712,39.88525032997131,57,0.00017687018000881477
0.00018823008980410982,47.24659490585327,0.015305955987275386,4.182129927025201e-05,208,1715680446.0749688,43.509870290756226,58,0.0001464087905338578
9.447473005077434e-05,51.44446611404419,0.012639584527539154,2.7149683770036994e-05,229,1715680450.27284,47.70751357078552,59,6.732504628073735e-05
6.370722343734703e-05,56.00284194946289,0.01114185862864787,1.7687591566333545e-05,252,1715680454.8312159,52.265939474105835,60,4.601963187101349e-05
4.68520269164472e-05,60.964864015579224,0.010017090139334365,1.254288088117492e-05,277,1715680459.793238,57.22804808616638,61,3.430914603527228e-05
7.201421132566777e-05,66.53701162338257,0.008794732999312584,2.1839519787145175e-05,305,1715680465.3653855,62.8003044128418,62,5.01746915385226e-05
3.633153331819663e-05,72.49928879737854,0.007523649892327728,1.0276779667080126e-05,335,1715680471.3276627,68.76258301734924,63,2.60547536511165e-05
2.442055435124843e-05,79.24361228942871,0.0067407427345651414,7.426044234645526e-06,369,1715680478.0719862,75.50691866874695,64,1.6994510116602907e-05
3.1747585870273024e-05,86.57937979698181,0.005790061181130034,1.0337803189779896e-05,406,1715680485.4077537,82.84265041351318,65,2.140978268049313e-05
1.5331689740366435e-05,94.53600764274597,0.005005654648528881,5.582768423196956e-06,446,1715680493.3643816,90.7991726398468,66,9.748921317169478e-06
9.469741996860388e-06,103.5186026096344,0.00424014047814362,3.7411714977024628e-06,491,1715680502.3469765,99.78148674964905,67,5.728570499157925e-06
7.105836634967994e-06,113.26920509338379,0.0032953582213238156,3.0980249912302692e-06,540,1715680512.097579,109.53245067596436,68,4.007811643737724e-06
3.5645751025850103e-06,123.97118854522705,0.002637904661935992,1.858073914586635e-06,594,1715680522.7995625,120.23442959785461,69,1.7065011879983753e-06
3.6377377973072486e-06,135.69998168945312,0.002216158719872307,1.914469292612617e-06,653,1715680534.5283556,131.9632785320282,70,1.7232685046946316e-06
4.011644144929478e-06,148.63338565826416,0.0017268196833392215,2.0493023424659798e-06,718,1715680547.4617596,144.8963987827301,71,1.9623418024634986e-06
1.4619591622784843e-06,162.97743773460388,0.001396233387574898,8.473113320527189e-07,790,1715680561.8058116,159.24068427085876,72,6.146478302257655e-07
1.2765170444236348e-06,178.65588307380676,0.0012370939840578555,7.801331166094853e-07,869,1715680577.484257,174.91917824745178,73,4.963839278141495e-07
1.4039224277324215e-06,195.9471287727356,0.001132291551519,8.312959727445728e-07,956,1715680594.7755027,192.21010565757751,74,5.726264549878487e-07
1.4256339806395151e-06,215.07007694244385,0.0010891025468158263,9.0297452491798e-07,1052,1715680613.8984509,211.3333077430725,75,5.226594557215351e-07
9.056525260025722e-07,235.95266461372375,0.0009510460523009392,6.353512088431839e-07,1157,1715680634.7810385,232.21589040756226,76,2.703013171593883e-07
9.050864871404672e-07,258.808354139328,0.0008636299135247434,5.31174857299638e-07,1272,1715680657.636728,255.07143354415894,77,3.7391162984082925e-07
2.2627888095532435e-06,284.34339594841003,0.0008576320860886352,1.659927482975444e-06,1400,1715680683.1717699,280.6065812110901,78,6.028613265777995e-07
8.414272901007156e-07,311.9590344429016,0.0007128110637774798,5.626940735111784e-07,1539,1715680710.7874084,308.22213530540466,79,2.787332165895372e-07
6.607108168657784e-07,342.57661151885986,0.0007196538251794431,4.416458944275991e-07,1693,1715680741.4049854,338.839546918869,80,2.1906492243817921e-07
6.702011424266162e-07,376.3421287536621,0.0006310675716467874,4.3713655934024553e-07,1863,1715680775.1705027,372.6053698062897,81,2.3306458308637065e-07
5.103115548351355e-07,413.31422114372253,0.000541530632200948,3.320830843323289e-07,2049,1715680812.142595,409.577260017395,82,1.7822847050280658e-07
4.86161453984989e-07,454.13401532173157,0.0005069244349497186,3.4536039243477874e-07,2254,1715680852.9623892,450.39704942703247,83,1.408010615502103e-07
3.441607046330864e-07,498.9196388721466,0.0004820909319002453,2.5025210149122506e-07,2479,1715680897.7480128,495.182621717453,84,9.390860314186133e-08
3.608586616252639e-07,548.1304748058319,0.00042659938459535426,2.5246827361141196e-07,2727,1715680946.9588487,544.3934674263,85,1.0839038801385196e-07
9.892459582013669e-07,602.3910717964172,0.0004059771471075676,8.35545015674895e-07,3000,1715681001.2194457,598.6540071964264,86,1.5370094252647188e-07
2.1388970021156725e-07,661.7046971321106,0.00039407775721371556,1.4833651553282298e-07,3299,1715681060.533071,657.9675848484039,87,6.555318467874427e-08
2.648857302400732e-07,727.5153522491455,0.0003500355974506996,1.8926750951852153e-07,3629,1715681126.3437262,723.7782952785492,88,7.561822072155167e-08
1.6888990928466097e-07,799.6061751842499,0.0003400420100521025,1.2632074914608912e-07,3992,1715681198.434549,795.8691833019257,89,4.256916013857186e-08
1.9238902836044202e-07,878.727349281311,0.0003053445164107228,1.4955037539683885e-07,4391,1715681277.5557232,874.9902830123901,90,4.2838652963603156e-08
2.313899369730255e-07,966.1261322498322,0.000273469006533035,1.7837416986957084e-07,4831,1715681364.9545062,962.3891251087189,91,5.3015767103454664e-08
2.654593994638604e-07,1061.9548335075378,0.0002596219125776449,1.994321482792411e-07,5314,1715681460.7832074,1058.2178299427032,92,6.60272511846193e-08
1.1372331316577133e-07,1167.3761072158813,0.00027164072116785993,8.185095797428833e-08,5845,1715681566.2044811,1163.6390414237976,93,3.1872355191482994e-08
1.3536261682481086e-07,1283.310388326645,0.00022679921727954667,9.643782189319806e-08,6429,1715681682.1387622,1279.5732929706573,94,3.892479493161279e-08
8.847970461400686e-08,1410.7926275730133,0.00021150157547913543,6.658591690968595e-08,7072,1715681809.6210015,1407.0556118488312,95,2.1893787704320908e-08
9.756383980611065e-08,1550.597135066986,0.00021902414886125393,7.474346507190519e-08,7779,1715681949.425509,1546.8601732254028,96,2.2820374734205474e-08
8.20183810744418e-08,1704.3619947433472,0.0002032409580671827,6.302430552044467e-08,8557,1715682103.1903687,1700.624992609024,97,1.8994075553997137e-08
1.368826096915112e-07,1873.625926733017,0.00019227976173124439,1.0600721760773383e-07,9413,1715682272.4543006,1869.8888471126556,98,3.087539208377737e-08
7.115640710423439e-08,2059.8242495059967,0.00017204477153784064,5.3278191261633946e-08,10354,1715682458.6526234,2056.087257862091,99,1.787821584260045e-08
5.126502236596038e-08,2264.672173976898,0.0001695193588034963,3.8067697938947834e-08,11389,1715682663.500548,2260.9351801872253,100,1.319732442701255e-08
9.435707086230763e-08,2490.80877494812,0.0001675192507375251,7.209522001542306e-08,12528,1715682889.6371489,2487.0717153549194,101,2.2261850846884577e-08
4.3763719957306413e-08,2738.958384990692,0.0001641375385381923,3.290199403317327e-08,13781,1715683137.786759,2735.221396923065,102,1.0861725924133148e-08
7.603640832429545e-08,3003.7508132457733,0.0001449382559235779,5.845745814241187e-08,15118,1715683402.5791872,3000.0138354301453,103,1.7578950181883582e-08
