_step,_runtime,_timestamp,time,loss_boundary,step,loss_interior,loss,l2_error
48,14.346680164337158,1715706476.4688473,10.491149187088013,0.00010753474768153335,81,5.041717021544988e-05,0.00015795191789698323,0.01424481740075744
49,15.18488621711731,1715706477.3070533,11.329438924789429,7.406203335117911e-05,89,2.6676024933776757e-05,0.00010073805828495587,0.012172114135230767
50,16.060248136520386,1715706478.1824152,12.204757452011108,4.842004355373758e-05,98,1.7394498092784188e-05,6.581454164652177e-05,0.010308893710009502
51,17.028963565826416,1715706479.1511307,13.173109769821167,4.3454430318722314e-05,107,1.787985354225391e-05,6.133428386097622e-05,0.008250225511314598
52,18.220032691955566,1715706480.3421998,14.364296436309814,2.389203767250502e-05,118,9.515524716501165e-06,3.340756238900619e-05,0.007183629090594224
53,19.461591482162476,1715706481.5837586,15.605888366699219,1.2744700241727498e-05,130,5.947915272167762e-06,1.869261551389526e-05,0.005718906036705438
54,20.762415885925293,1715706482.884583,16.90664029121399,6.6530189744582e-06,143,3.7572430445120124e-06,1.0410262018970213e-05,0.004549370241340147
55,22.31795835494995,1715706484.4401255,18.462235689163208,3.4365950378374673e-06,157,2.4511497414156188e-06,5.887744779253086e-06,0.0034962543092122017
56,23.834380388259888,1715706485.9565475,19.978495359420776,1.6388375394345607e-06,172,1.5633996496295935e-06,3.202237189064154e-06,0.002608542577611476
57,25.70575475692749,1715706487.8279219,21.849915266036987,8.190628763464688e-07,190,9.211944330864792e-07,1.7402573094329479e-06,0.002079181133812549
58,27.649343729019165,1715706489.7715108,23.79350996017456,1.5758626570092208e-06,208,1.0797452215863794e-06,2.6556078785956e-06,0.0015282090530420193
59,29.874611139297485,1715706491.9967782,26.01877737045288,4.622173489183841e-07,229,4.877558248284143e-07,9.499731737467985e-07,0.0012742738268043299
60,32.16879916191101,1715706494.2909663,28.31273603439331,2.0283809092203072e-07,252,2.620673053707934e-07,4.6490539629282413e-07,0.000996321511230246
61,34.765406370162964,1715706496.8875735,30.909876823425293,1.008473777572747e-07,277,1.4943440371160322e-07,2.5028178146887794e-07,0.0008361579262532232
62,37.7281060218811,1715706499.8502731,33.87261700630188,3.5601739134895957e-07,305,3.1961455379954117e-07,6.756319451485007e-07,0.0007043431206123117
63,40.833059787750244,1715706502.955227,36.97729134559631,9.288699580964727e-08,335,1.2017182220892056e-07,2.1305881801856784e-07,0.000600108456559451
64,44.39342737197876,1715706506.5155945,40.53749465942383,4.3180262375607924e-08,369,7.295064257275706e-08,1.1613090494836499e-07,0.0005280111488229947
65,48.141582012176514,1715706510.2637491,44.28607726097107,1.3901259069506782e-07,406,1.6128777419392444e-07,3.0030036488899227e-07,0.0004326884187555552
66,52.258002519607544,1715706514.3801696,48.402549028396606,3.655820810363957e-08,446,6.511754719328541e-08,1.0167575529692499e-07,0.0003588844774914389
67,56.846723318099976,1715706518.9688904,52.99107503890991,1.5406720885881684e-08,491,3.918706695585164e-08,5.459378784173333e-08,0.00035170591276623354
68,61.932791233062744,1715706524.0549583,58.0768666267395,2.1632364553189093e-08,540,4.8472737961951706e-08,7.01051025151408e-08,0.0002745487055571171
69,67.40685367584229,1715706529.5290208,63.55096983909607,1.0094373425062288e-08,594,2.6892240198598654e-08,3.698661362366094e-08,0.0002885535446622166
70,73.44575667381287,1715706535.5679238,69.59023404121399,1.1818502914153367e-08,653,3.230411514866807e-08,4.412261806282144e-08,0.0002443700216885753
71,80.20605254173279,1715706542.3282197,76.3505072593689,1.9134400266264476e-08,718,3.7979410079798653e-08,5.711381034606313e-08,0.00020999802454673154
72,87.39872193336487,1715706549.520889,83.54327654838562,5.482819090473171e-09,790,1.578961410187205e-08,2.1272433192345224e-08,0.00023024719787275236
73,95.23331904411316,1715706557.3554862,91.37758278846741,5.276015600137544e-09,869,1.647944921661317e-08,2.1755464816750713e-08,0.00018789487844046794
74,104.45031905174255,1715706566.5724862,100.5947437286377,5.502910201206624e-09,956,1.561936325595925e-08,2.1122273457165876e-08,0.00017514074353038413
75,114.02098035812378,1715706576.1431475,110.16539144515991,5.821395610396483e-09,1052,1.6610449175211603e-08,2.2431844785608085e-08,0.00016846041086984127
76,125.12527179718018,1715706587.247439,121.2693178653717,4.421477337991645e-09,1157,1.537395557057583e-08,1.9795432908567474e-08,0.00015635672949724188
77,137.0664885044098,1715706599.1886556,133.2098274230957,3.402141380784841e-09,1272,9.993820895557115e-09,1.3395962276341955e-08,0.00015137786173665
78,150.41824650764465,1715706612.5404136,146.56274127960205,2.7504384567559256e-08,1400,5.2910070561329824e-08,8.041445512888908e-08,0.00014600125035283966
79,164.9642207622528,1715706627.0863879,161.1085925102234,4.860065857676272e-09,1539,1.2505241271687916e-08,1.7365307129364188e-08,0.00013088731945843374
80,180.50251579284668,1715706642.624683,176.64679837226868,2.2947358332430167e-09,1693,7.474662133396834e-09,9.76939796663985e-09,0.00014741418850539582
81,198.16199445724487,1715706660.2841616,194.30644488334656,2.4897876984113595e-09,1863,7.401494818510924e-09,9.891282516922284e-09,0.00011170822647401837
82,217.5674123764038,1715706679.6895795,213.71162223815918,2.772650698526017e-09,2049,7.911426262454706e-09,1.0684076960980722e-08,0.0001078827017599436
83,238.4635853767395,1715706700.5857525,234.6078028678894,2.132523182926245e-09,2254,6.63467240648847e-09,8.767195589414715e-09,0.00010485522565025121
84,261.9258825778961,1715706724.0480497,258.0699827671051,1.3365375556557931e-09,2479,5.043803015916011e-09,6.380340571571804e-09,9.901434948987931e-05
85,287.99509024620056,1715706750.1172574,284.139155626297,2.721242908318964e-09,2727,8.079682309849883e-09,1.0800925218168846e-08,9.368299330914403e-05
86,316.6668646335602,1715706778.7890317,312.8113672733307,7.780994211565423e-09,3000,3.32924516321726e-08,4.107344584373802e-08,9.735823781203313e-05
87,347.30565190315247,1715706809.427819,343.4491112232208,1.0480769637015165e-09,3299,3.764013205261154e-09,4.812090168962671e-09,8.854186580424613e-05
88,381.5654203891754,1715706843.6875875,377.7094373703003,2.2712549591820856e-09,3629,5.1010244675088005e-09,7.372279426690886e-09,8.555648920331399e-05
89,419.35645174980164,1715706881.4786189,415.50065302848816,8.591997146403757e-10,3992,3.0526363026326975e-09,3.9118360172730734e-09,9.081518853494822e-05
90,461.31534719467163,1715706923.4375143,457.4594178199768,8.812400280203742e-10,4391,3.0653005291191604e-09,3.9465405571395345e-09,7.80062722904018e-05
91,507.1861922740936,1715706969.3083594,503.329931974411,1.6329141296943734e-09,4831,4.6450649250683714e-09,6.277979054762745e-09,7.755710329555609e-05
92,557.0121006965637,1715707019.1342678,553.1563699245453,3.030666660889936e-09,5314,8.391556004339274e-09,1.1422222665229211e-08,7.009207935757084e-05
93,612.0062339305878,1715707074.128401,608.1504487991333,1.2978236634431456e-09,5845,2.9981965029892553e-09,4.296020166432401e-09,6.779690462235015e-05
94,671.911913394928,1715707134.0340805,668.0561628341675,1.4451985754502554e-09,6429,3.2665652422882716e-09,4.711763817738527e-09,6.613111683694327e-05
95,738.4982903003693,1715707200.6204574,734.6424679756165,6.864770870893671e-10,7072,2.632461191928108e-09,3.318938279017475e-09,6.149929587818419e-05
96,811.9162747859955,1715707274.038442,808.0604724884033,6.301253188170441e-10,7779,2.159632017323975e-09,2.789757336141019e-09,5.529351861444854e-05
97,892.0232264995575,1715707354.1453936,888.1674420833588,7.956862572730579e-10,8557,2.615419589475225e-09,3.4111058467482833e-09,5.8662200797448345e-05
98,980.8244028091431,1715707442.94657,976.9684555530548,1.5946453474300268e-09,9413,3.3100426337750433e-09,4.90468798120507e-09,5.218466766215344e-05
99,1077.5839729309082,1715707539.70614,1073.728038072586,5.3919389177894e-10,10354,1.8818969935654887e-09,2.421090885344429e-09,5.435832686937103e-05
100,1184.107414007187,1715707646.229581,1180.2515823841095,3.810827449691854e-10,11389,1.2787905554471337e-09,1.6598733004163192e-09,4.8798582484654385e-05
101,1301.2224597930908,1715707763.344627,1297.3667254447937,6.994006230587466e-10,12528,2.079218920165234e-09,2.7786195432239804e-09,4.83255916117013e-05
102,1429.857428073883,1715707891.9795952,1426.001663684845,4.097350982535337e-10,13781,1.4011251802567634e-09,1.810860278510297e-09,4.7575999172094e-05
103,1572.4628205299377,1715708034.5849876,1568.606611251831,3.8360284940336106e-10,15159,1.3590960863571352e-09,1.7426989357604963e-09,4.565742782645801e-05
104,1729.0617690086365,1715708191.183936,1725.2055706977844,3.0995587454895667e-10,16675,1.1586641885331096e-09,1.4686200630820664e-09,4.4215992054103006e-05
105,1900.4566037654877,1715708362.5787709,1896.6007494926453,3.896130001182432e-10,18342,1.2043719419629401e-09,1.5939849420811833e-09,4.0002512564056554e-05
106,2089.751181602478,1715708551.8733487,2085.895407676697,1.9687513707462219e-10,20177,9.112621108976589e-10,1.108137247972281e-09,4.1768126706324466e-05
107,2297.5472123622894,1715708759.6693795,2293.691327571869,1.9298629367149532e-10,22194,7.214527331842193e-10,9.144390268557147e-10,3.8710260016377645e-05
108,2526.690399646759,1715708988.8125668,2522.8342759609222,1.0614267847384074e-09,24414,1.781130960920714e-09,2.8425577456591214e-09,3.989443035178707e-05
109,2779.161280155182,1715709241.2834473,2775.3053159713745,2.411453114146321e-10,26855,8.355842329515011e-10,1.0767295443661334e-09,3.4027538184239156e-05
110,3003.9673261642456,1715709466.0894933,3000.1109726428986,5.038612711151487e-10,29022,1.4108070083616662e-09,1.9146682794768146e-09,3.446256628053019e-05
