loss,_runtime,_step,_timestamp,loss_interior,l2_error,loss_boundary,step,time
0.01092257159330372,31.897112369537354,42,1716179464.9895735,0.0025613476269082456,0.12838330856053373,0.008361223966395473,46,27.239269733428955
0.009949122186784523,33.64815974235535,43,1716179466.7406209,0.0012875065822685844,0.1349548451289736,0.008661615604515938,50,28.989284992218018
0.012610823580335426,35.79369902610779,44,1716179468.8861601,0.0017098585788718928,0.14396575845672177,0.010900965001463533,55,31.127838611602783
0.01055172257578151,38.328892946243286,45,1716179471.421354,0.001639587121896132,0.13569584387080583,0.008912135453885379,61,33.67133855819702
0.008510352437449699,40.86538577079773,46,1716179473.9578469,0.0008010267462634246,0.12439737300160338,0.007709325691186274,67,36.200114250183105
0.008307465362277259,43.40087819099426,47,1716179476.4933393,0.0007601143701775186,0.12456788283530655,0.0075473509920997404,73,38.74098467826843
0.00819130765505077,46.71704816818237,48,1716179479.8095093,0.0008636349046440479,0.12247568158151005,0.007327672750406722,81,42.05259037017822
0.007726305994701549,50.03572225570679,49,1716179483.1281834,0.0006214967838313877,0.12127448724189234,0.007104809210870161,89,45.37108635902405
0.007576630858338746,53.74866962432861,50,1716179486.8411307,0.0005514028700049747,0.12110330294766569,0.007025227988333772,98,49.08897161483765
0.007392030717458823,57.457985639572144,51,1716179490.5504467,0.000511243309550196,0.1201288531439759,0.006880787407908627,107,52.792375326156616
0.007212903517253872,61.94822931289673,52,1716179495.0406904,0.0005179768751326774,0.11873625046210408,0.006694926642121195,118,57.282827615737915
0.007018817975977803,66.83526754379272,53,1716179499.9277287,0.0004549823757322158,0.11775218571928378,0.006563835600245587,130,62.17561888694763
0.006812201754735451,72.1094024181366,54,1716179505.2018635,0.0004068257790637055,0.1164982146386344,0.006405375975671745,143,67.44921374320984
0.006581469632264714,77.77552056312561,55,1716179510.8679817,0.00036804810820833395,0.11489403805308143,0.00621342152405638,157,73.11700582504272
0.006319966563851617,83.83101105690002,56,1716179516.9234722,0.0003197415064387764,0.11305742623250262,0.006000225057412841,172,79.17119121551514
0.005979703141403538,91.0582001209259,57,1716179524.1506612,0.0002666344255395051,0.11045554237300227,0.005713068715864032,190,86.39930820465088
0.005759205239289815,98.32076692581177,58,1716179531.413228,0.000352225012596016,0.10681026015154614,0.0054069802266938,208,93.65546083450317
0.005124187963047862,106.72411751747131,59,1716179539.8165786,0.00024536381981192593,0.10292218065609308,0.004878824143235936,229,102.05985379219055
0.004514577148584683,115.90045070648193,60,1716179548.9929118,0.00016427293811708925,0.09743790236940972,0.004350304210467594,252,111.243643283844
0.00381372362105638,125.85155892372131,61,1716179558.94402,0.00011057588842662596,0.09002147797646624,0.003703147732629754,277,121.19392013549805
0.0030343590429503225,136.97138333320618,62,1716179570.0638444,0.00010133663230422411,0.08015393358782819,0.0029330224106460983,305,132.30757069587708
0.0032819066968512137,148.86598825454712,63,1716179581.9584494,0.0003708045276741637,0.07312868324697636,0.00291110216917705,335,144.20263004302979
0.0022143781181876553,162.32314038276672,64,1716179595.4156015,0.000194968293104098,0.06708248626310338,0.0020194098250835573,369,157.66664814949036
0.00214822390809543,176.9811611175537,65,1716179610.0736222,0.00033243727235417403,0.06093408458039115,0.0018157866357412557,406,172.32481002807617
0.0026400123961304294,192.77755999565125,66,1716179625.870021,0.0004768228111484651,0.06956474939770747,0.002163189584981964,446,188.11407160758972
0.0018071870854434223,210.52314162254333,67,1716179643.6156027,0.00030281618134162175,0.05581926256900452,0.0015043709041018007,491,205.85956239700317
0.0016611164278895515,229.82937169075012,68,1716179662.9218328,0.00028362714789410376,0.05372404136245243,0.0013774892799954478,540,225.17305707931519
0.0019168948350095352,251.1139793395996,69,1716179684.2064404,0.00040563940357874747,0.056159634728361954,0.0015112554314307878,594,246.45817375183105
0.0016809114234977774,274.3297789096832,70,1716179707.42224,0.0002899943580210168,0.05413937798325085,0.0013909170654767605,653,269.6725742816925
0.0015264975066755838,299.8781373500824,71,1716179732.9705985,0.0002233785435365803,0.052829736355659615,0.0013031189631390035,718,295.2213888168335
0.0016748236140742526,328.1960883140564,72,1716179761.2885494,0.0002612613616190808,0.05475524153098458,0.0014135622524551717,790,323.53875827789307
0.0015064056239394016,359.2178785800934,73,1716179792.3103397,0.0002091166602241034,0.052153898400499096,0.0012972889637152983,869,354.55918407440186
0.0013833979641079389,393.352712392807,74,1716179826.4451735,0.00015120656966882495,0.05098856901676226,0.0012321913944391139,956,388.68845295906067
0.0013662869401230133,431.0296583175659,75,1716179864.1221194,0.00016430355247519003,0.05089468097707017,0.0012019833876478231,1052,426.36674666404724
0.0033199418697970303,472.2159790992737,76,1716179905.3084402,0.0008106002887055101,0.06856008115453262,0.00250934158109152,1157,467.56004428863525
0.0013240852603526208,517.3069660663605,77,1716179950.3994272,0.00012824118014502237,0.04987971765765794,0.0011958440802075983,1272,512.6432356834412
0.0013927697277806973,567.616546869278,78,1716180000.709008,0.0001453922314110722,0.0501392735264745,0.0012473774963696251,1400,562.951502084732
0.0015403231991139986,622.2154853343964,79,1716180055.3079464,0.00026741664235815785,0.04956062985370344,0.0012729065567558407,1539,617.557713508606
0.0017968963267309642,682.4435007572174,80,1716180115.5359619,0.00023158205948688821,0.06250686968385319,0.001565314267244076,1693,677.7867522239685
0.0012519500596009543,749.0102558135986,81,1716180182.102717,0.00010190703257380803,0.04907675776584337,0.0011500430270271463,1863,744.3533067703247
0.00129130585160921,821.8359885215759,82,1716180254.9284496,8.083482983292649e-05,0.04993248554275426,0.0012104710217762835,2049,817.1711957454681
0.0013486836458563231,902.1286709308624,83,1716180335.221132,0.00010419672123221249,0.05175297804070431,0.0012444869246241105,2254,897.4648988246918
0.0011961526714420012,990.2277462482452,84,1716180423.3202074,7.491044145051095e-05,0.0492035041105755,0.0011212422299914902,2479,985.5705254077911
0.0012690939460335594,1087.3458979129791,85,1716180520.438359,0.0001048080595218569,0.049193245071818145,0.0011642858865117025,2727,1082.6804945468903
0.0012050001549912086,1194.1419208049774,86,1716180627.234382,7.447094145649963e-05,0.050610021063201234,0.001130529213534709,3000,1189.4856610298157
0.0011944652639584055,1311.0847804546356,87,1716180744.1772416,9.209351141812528e-05,0.048367311968003056,0.0011023717525402803,3299,1306.4290096759796
0.001123326046154605,1440.0559887886047,88,1716180873.14845,5.8799262772395786e-05,0.048358020410966686,0.0010645267833822092,3629,1435.398853778839
0.0011568624401450942,1581.916697025299,89,1716181015.0091581,4.5852738340768686e-05,0.04840176025983891,0.0011110097018043256,3992,1577.2589416503906
0.001119202963816003,1738.0212354660034,90,1716181171.1136966,4.092808844202308e-05,0.04773939093405906,0.00107827487537398,4391,1733.362065076828
0.0012140297913100448,1910.485447883606,91,1716181343.577909,0.00010792605705202456,0.04770744313173811,0.0011061037342580203,4831,1905.8266441822052
0.0011469850939202532,2099.7096951007843,92,1716181532.8021562,3.48040781394765e-05,0.04756804187575701,0.0011121810157807767,5314,2095.0503215789795
0.0010159061936953558,2307.7793822288513,93,1716181740.8718433,4.328743343177756e-05,0.047144720739713646,0.0009726187602635782,5845,2303.1131703853607
0.0010200912312254011,2536.589343070984,94,1716181969.6818042,4.405640613150657e-05,0.04677161627092946,0.0009760348250938947,6429,2531.9237763881683
0.001038410770187864,2788.493702173233,95,1716182221.5861633,2.2839793069632012e-05,0.046518704515770073,0.001015570977118232,7072,2783.836182832718
0.0010051559557911172,3065.51872587204,96,1716182498.611187,3.317583215355247e-05,0.04599921398848163,0.0009719801236375648,7779,3060.8524057865143
0.0009720153113140078,3370.3430273532867,97,1716182803.4354885,2.8467937105244376e-05,0.045423682764484795,0.0009435473742087635,8557,3365.6764919757843
0.001070011631695389,3705.7216074466705,98,1716183138.8140686,0.00017338795119812973,0.04368666071620046,0.0008966236804972592,9413,3701.0626966953278
0.0007537807480348144,4074.2921135425568,99,1716183507.3845747,6.008871795860178e-06,0.042624909234871826,0.0007477718762389543,10354,4069.631856918335
0.0008084198412148729,4479.809785604477,100,1716183912.9022467,2.704547698505248e-05,0.04153281201183926,0.0007813743642298205,11389,4475.150469779968
0.0007500933074320118,4926.013309717178,101,1716184359.1057708,3.672881617897966e-05,0.03979388474264507,0.0007133644912530321,12528,4921.347322940826
0.0005603053908708432,5417.1083998680115,102,1716184850.200861,4.425017093729722e-06,0.038226831980566776,0.0005558803737771135,13781,5412.448194503784
0.0004955142527517333,5957.372530698776,103,1716185390.4649918,3.8165415052491225e-06,0.03480694280869126,0.0004916977112464843,15159,5952.706634283066
0.0008785188542529977,6551.925999879837,104,1716185985.018461,0.00019344283471072146,0.034499980660838765,0.0006850760195422762,16675,6547.258194684982
0.0004373080929139278,7205.663134813309,105,1716186638.755596,1.4412379536538293e-05,0.0318201923553263,0.0004228957133773895,18342,7200.99932050705
0.0005613574856952606,7925.377436637878,106,1716187358.4698977,0.00019151296322406663,0.028740630940361632,0.00036984452247119395,20177,7920.714406013489
0.00023382487148209397,8715.870504617691,107,1716188148.9629657,5.233868254930479e-06,0.024188738394793765,0.00022859100322716348,22194,8711.209568500519
0.000325864964749587,9583.949174880981,108,1716189017.041636,7.425129922398378e-05,0.02360136408405593,0.00025161366552560325,24414,9579.288148403168
0.0001626762986293619,10004.7951669693,109,1716189437.887628,3.5088461035601643e-06,0.02034248190430133,0.00015916745252580173,25490,10000.124806165695
