step,_step,loss,_runtime,time,l2_error,loss_interior,loss_boundary,_timestamp
0,0,0.47515823206807667,53.475152015686035,49.34087419509888,0.12147091648446054,0.000583574582742953,0.47457465748533373,1716291543.7055001
1,1,0.008106686972860573,132.48405170440674,128.59371519088745,0.116740534880096,0.0008185216261178973,0.007288165346742676,1716291622.7143998
2,2,0.00665080537046856,224.51862478256226,220.62806749343872,0.09910031067824528,9.434956568673162e-05,0.006556455804781829,1716291714.748973
3,3,0.004811572313405741,350.9981667995453,347.10761046409607,0.062483701870046,0.00019606687833081775,0.004615505435074923,1716291841.228515
4,4,0.0025028555684556888,486.6183190345764,482.72751116752625,0.05484363620063854,0.0007078453924359027,0.0017950101760197859,1716291976.8486671
5,5,0.0017005068667673951,649.7895612716675,645.8971943855286,0.049925502017814476,0.0004079871066064074,0.0012925197601609878,1716292140.0199094
6,6,0.0012341327890922564,826.7487077713013,822.8574209213257,0.049393209883702965,0.00020549920537377313,0.0010286335837184832,1716292316.979056
7,7,0.0010769475204232988,1004.1849634647369,1000.2938754558563,0.048701814234509165,0.0001285895308482668,0.000948357989575032,1716292494.4153116
8,8,0.000916257194836055,1184.6126766204834,1180.7215509414673,0.048056738125020586,9.008505859221772e-05,0.0008261721362438373,1716292674.8430247
9,9,0.000792049039401281,1367.3602237701416,1363.4688527584076,0.04836471588967697,8.571555033679757e-05,0.0007063334890644834,1716292857.5905719
