loss,step,_runtime,l2_error,loss_interior,time,_step,_timestamp,loss_boundary
0.06086582597867248,0,5.13068962097168,0.18307352072774877,0.0002182996565360616,0.9568603038787842,0,1714078432.3080275,0.06064752632213642
0.05016078646600871,1,5.136591911315918,0.2776541450942759,0.00022286707797077032,1.2783470153808594,1,1714078432.3139298,0.04993791938803794
0.052755927123021046,2,5.141177654266357,0.304787547720385,0.00033490733725686833,1.2830729484558105,2,1714078432.3185155,0.052421019785764175
0.05705883571718598,3,5.145591735839844,0.22527283598320036,0.0018545850603265749,1.2874729633331299,3,1714078432.3229296,0.055204250656859404
0.0514014606706008,4,5.150091886520386,0.1273593848677571,0.006987893957805777,1.2919950485229492,4,1714078432.3274298,0.044413566712795026
0.05383190804140517,5,5.154581785202026,0.1111991441885345,0.013388654284171509,1.2964937686920166,5,1714078432.3319197,0.04044325375723366
0.05872045746633779,6,5.159021615982056,0.12556574859106265,0.013543762290733962,1.3008918762207031,6,1714078432.3363595,0.045176695175603826
0.04953124933257445,7,5.164076566696167,0.2158865139001909,0.0063146284257602145,1.3059351444244385,7,1714078432.3414145,0.04321662090681423
0.04551749010498382,8,5.168374061584473,0.298549917305759,0.0005852409348499012,1.3102924823760986,8,1714078432.345712,0.04493224917013392
0.054768806715820954,9,5.172598361968994,0.280516431673486,0.0011011316459730192,1.314499855041504,9,1714078432.3499362,0.05366767506984794
0.05466494118923734,10,5.1771275997161865,0.18713459243408653,0.002467077411945026,1.3190133571624756,10,1714078432.3544655,0.05219786377729232
0.049164880433198804,11,5.181540489196777,0.1327781689225696,0.0010858778283129528,1.3234596252441406,11,1714078432.3588784,0.04807900260488585
0.05333252539314325,12,5.185958623886108,0.12810425086479185,0.00014109531462266247,1.327876091003418,12,1714078432.3632965,0.05319143007852059
0.052712789523782305,13,5.191704034805298,0.1628154603276255,0.0014948722668777067,1.3323094844818115,13,1714078432.369042,0.051217917256904597
0.04605110151297209,14,5.196045637130737,0.2572165572519805,0.0031853196274708702,1.3379158973693848,14,1714078432.3733835,0.04286578188550122
0.058436195754632464,16,5.203845262527466,0.23625850506211493,0.0046240257326785866,1.3457040786743164,15,1714078432.3811831,0.053812170021953876
0.050964136465138456,17,5.208212375640869,0.1488540065120339,0.005239037165384286,1.3501100540161133,16,1714078432.3855503,0.04572509929975417
0.04797444359075635,18,5.212671756744385,0.13014242324861613,0.00479903337054159,1.3545873165130615,17,1714078432.3900096,0.04317541022021476
0.05003735159012111,20,5.220447778701782,0.20410039504006383,0.0001520480995717201,1.3623437881469727,18,1714078432.3977857,0.04988530349054939
0.04809585584574036,21,5.224676847457886,0.28183233452992246,0.0010580218313608128,1.3665518760681152,19,1714078432.4020147,0.04703783401437955
0.05162218520722656,23,5.232462167739868,0.18606508036345876,0.0013782658916999058,1.3743553161621094,20,1714078432.4098,0.05024391931552666
0.042985321830407604,24,5.236778020858765,0.11790926139203334,0.00012645119750097442,1.3786733150482178,21,1714078432.414116,0.04285887063290663
0.051135661704289945,26,5.244787693023682,0.13417058783241698,0.00895924242085138,1.3866634368896484,22,1714078432.4221256,0.042176419283438564
0.04684708506839757,28,5.252967357635498,0.2747769057301688,0.005374053515264927,1.3948428630828857,23,1714078432.4303052,0.041473031553132644
0.04210833106690623,31,5.264335870742798,0.11919686690791143,0.00025148650808066276,1.4061658382415771,24,1714078432.4416738,0.041856844558825566
0.04881754856951445,33,5.272364377975464,0.1773536827293785,0.0002949254871413226,1.414252519607544,25,1714078432.4497023,0.04852262308237313
0.04592136900429994,35,5.2803778648376465,0.26007357088804905,0.00024296168398014754,1.4222826957702637,26,1714078432.4577157,0.04567840732031979
0.0460064342055748,38,5.291822671890259,0.10295511356216232,0.009538364390192398,1.4337103366851807,27,1714078432.4691606,0.0364680698153824
0.03965339379148836,41,5.303261041641235,0.2606422251862114,0.0009266633092952805,1.4451069831848145,28,1714078432.480599,0.038726730482193085
0.04050073610347347,44,5.314661026000977,0.11169760422424428,0.0011849562181144664,1.456533432006836,29,1714078432.491999,0.039315779885359003
0.040686770317237456,48,5.329561710357666,0.24251736967094822,0.0015134659034633717,1.471472978591919,30,1714078432.5068996,0.039173304413774084
0.03896184624092686,51,5.340715408325195,0.1069569422042704,0.005308555972786621,1.4826226234436035,31,1714078432.5180533,0.03365329026814024
0.04244643038953131,55,5.3558478355407715,0.19531768795366897,0.004104352121928172,1.497657299041748,32,1714078432.5331857,0.038342078267603136
0.03614509086358532,59,5.370103120803833,0.14874916150032855,0.004634233665622023,1.5120055675506592,33,1714078432.547441,0.031510857197963295
0.033740152322471795,64,5.388951539993286,0.09606805302979274,0.001659119995105693,1.5307552814483643,34,1714078432.5662894,0.0320810323273661
0.02845265600976976,69,5.4077887535095215,0.09671039278849282,0.0016833014583750722,1.5495753288269043,35,1714078432.5851266,0.02676935455139469
0.03193404927678199,74,5.428066253662109,0.15073403012043984,0.001947110874983948,1.5698649883270264,36,1714078432.6054041,0.029986938401798047
