_step,l2_error,loss_interior,_timestamp,loss_boundary,loss,step,time,_runtime
23,0.17094670514734966,0.012818633542357816,1714847724.5809455,0.01150894573280112,0.024327579275158936,23,2.700906276702881,6.484670400619507
24,0.07880301591970135,0.010293468721160054,1714847724.620541,0.02439299074019545,0.034686459461355505,24,2.740574359893799,6.524266004562378
25,0.12392080964718942,0.002906140629072624,1714847724.6607823,0.00999400804073947,0.012900148669812093,25,2.780731678009033,6.564507246017456
26,0.09956404751146693,0.017260751896812997,1714847724.7004728,0.015816786334972945,0.03307753823178594,26,2.821089506149292,6.60419774055481
27,0.06994930841030304,0.001981175612192536,1714847724.7356255,0.01373554768690597,0.015716723299098505,27,2.85634183883667,6.639350414276123
28,0.088630194137678,0.0016127233552450091,1714847724.7714486,0.010992082888464313,0.012604806243709321,28,2.8921594619750977,6.67517352104187
29,0.06534449866573462,0.0036139412988321655,1714847724.807738,0.015085156194032981,0.018699097492865146,29,2.9283905029296875,6.71146297454834
30,0.06551266283004471,0.0006045009457449166,1714847724.8466024,0.011021274015484635,0.011625774961229553,30,2.9663686752319336,6.7503273487091064
31,0.066613008991725,0.00036777994031229276,1714847724.8863997,0.010702570554505374,0.011070350494817666,31,3.0062499046325684,6.7901246547698975
32,0.059259363569374994,0.0010335734325265795,1714847724.9261212,0.009860306998150643,0.010893880430677223,32,3.045855760574341,6.829846143722534
33,0.06435180995429977,0.0009129127594261254,1714847724.9665291,0.00939859000299403,0.010311502762420155,33,3.0861868858337402,6.870254039764404
34,0.06111882765576428,0.00035865962763323986,1714847725.0080683,0.009548188847573788,0.009906848475207028,34,3.1278066635131836,6.911793231964111
35,0.061773263811386384,0.0001440678140294993,1714847725.0478466,0.009094749142487396,0.009238816956516896,35,3.1676552295684814,6.951571464538574
36,0.08303768444187519,0.003614389002227709,1714847725.0877073,0.008115457366291857,0.011729846368519566,36,3.2074952125549316,6.991432189941406
37,0.06576187327327036,0.0009321664605134081,1714847725.128071,0.013308597687691322,0.014240764148204731,37,3.247709274291992,7.031795978546143
38,0.24260705749321376,0.001154361619164056,1714847725.1696339,0.009314072095264546,0.010468433714428602,38,3.2893075942993164,7.073358774185181
39,0.10593037065929164,0.1359653023928098,1714847725.2093215,0.024064681389142202,0.160029983781952,39,3.329155206680298,7.113046407699585
40,0.08308441062821266,0.008543352613948592,1714847725.248963,0.012276627998123853,0.020819980612072443,40,3.3687050342559814,7.152688026428223
41,0.08428884481472698,0.0014351289827946514,1714847725.3260815,0.014667304656382258,0.01610243363917691,42,3.445772171020508,7.229806423187256
42,0.0984950477992565,0.003324597062212202,1714847725.4855812,0.009579542545349784,0.012904139607561985,46,3.606231689453125,7.38930606842041
43,0.05944697172761746,0.006116139722712852,1714847725.64162,0.011492088014585528,0.01760822773729838,50,3.7613210678100586,7.545344829559326
44,0.06304200463955205,0.0007966780942635168,1714847725.825045,0.009421939285621442,0.01021861737988496,55,3.944791555404663,7.728770017623901
45,0.059787887943255805,0.0001852863918235009,1714847726.0528684,0.00860950793975935,0.008794794331582851,61,4.172532796859741,7.95659327507019
46,0.081575990038401,0.0014209681619875645,1714847726.2752068,0.011048589868949821,0.012469558030937385,67,4.394813060760498,8.178931713104248
47,0.07785852346843075,0.0011978395550372777,1714847726.493124,0.0074702934296517216,0.008668132984688999,73,4.613428115844727,8.396848917007446
48,0.04802731743833384,0.00038255284366422695,1714847726.7864892,0.005355055984086173,0.005737608827750399,81,4.906227111816406,8.690214157104492
49,0.11751850292449971,0.0016064962082753627,1714847727.080326,0.0047369301417157636,0.0063434263499911265,89,5.19987940788269,8.984050989151001
50,0.1089456109742645,0.0009888199181818343,1714847727.4209385,0.009394987975551071,0.010383807893732905,98,5.540611743927002,9.324663400650024
51,0.04054204811466144,0.00040325072690566084,1714847727.7542183,0.0031535937802337683,0.0035568445071394294,107,5.874178171157837,9.65794324874878
52,0.02516698485538979,6.813573472594061e-05,1714847728.157904,0.0022244851106737584,0.002292620845399699,118,6.2774927616119385,10.061628818511963
53,0.024663401843770246,4.831146310118385e-05,1714847728.601407,0.0020429956753247095,0.0020913071384258933,130,6.721336841583252,10.505131959915161
54,0.024889771320551934,0.00012170435092676562,1714847729.076724,0.0021849861413145684,0.002306690492241334,143,7.197052240371704,10.980448961257935
55,0.024796829110477914,0.00013021085733919686,1714847729.5856602,0.0022062306816481117,0.0023364415389873086,157,7.705374002456665,11.48938512802124
56,0.0262137765100632,3.758382221038673e-05,1714847730.1361356,0.002104020625342614,0.002141604447553001,172,8.256347894668579,12.039860486984253
57,0.02626694015091504,3.7554528816998275e-05,1714847730.7850366,0.0021048691654819624,0.002142423694298961,190,8.905293226242065,12.688761472702026
58,0.026187790652002628,3.8356794666135626e-05,1714847731.466668,0.002108490156707987,0.0021468469513741227,208,9.587301015853882,13.370392799377441
59,0.0251149878997605,0.00011869311476563276,1714847732.2374098,0.002187873959933348,0.0023065670746989808,229,10.356951713562012,14.14113473892212
60,0.026159663947899897,3.921179741189564e-05,1714847733.0842695,0.0021118276336087594,0.002151039431020655,252,11.204023838043213,14.98799443244934
61,0.02513348070674423,0.00011981066096199802,1714847734.0951307,0.0021918567706144484,0.0023116674315764463,277,12.212744951248169,15.998855590820312
62,0.025077671533431,0.00012256408298295726,1714847735.1441772,0.002199548362097507,0.002322112445080464,305,13.263658046722412,17.04790210723877
63,0.025139885854795076,0.00012266930253858295,1714847736.230002,0.00220035777552882,0.002323027078067403,335,14.350655794143677,18.133726835250854
64,0.02505309524581283,0.00012753451262716804,1714847737.4747965,0.0022119484451451794,0.0023394829577723475,369,15.59510850906372,19.37852144241333
65,0.026633208851363475,3.897529291987665e-05,1714847738.8037548,0.0021064469109101417,0.0021454222038300185,406,16.924383878707886,20.70747971534729
66,0.026864148093965475,3.7308452898957164e-05,1714847740.2792976,0.0020951948109080984,0.0021325032638070556,446,18.398245096206665,22.183022499084473
67,0.024916177246036147,0.00013603533884357438,1714847741.9407187,0.00223402056745632,0.0023700559062998943,491,20.05998945236206,23.844443559646606
68,0.027059740507502365,3.704913975671806e-05,1714847743.732106,0.0020864423316708123,0.00212349147142753,540,21.851864337921143,25.635830879211426
69,0.027169142923281056,3.791457062686552e-05,1714847745.697841,0.002088663716285001,0.0021265782869118667,594,23.818509578704834,27.601565837860107
70,0.024923320006941235,0.00013988504516444133,1714847747.8682423,0.002242940691566463,0.0023828257367309045,653,25.98796534538269,29.77196717262268
71,0.027155960629401565,4.117476572952045e-05,1714847750.344522,0.002079576657203982,0.002120751422933502,718,28.463908433914185,32.248246908187866
72,0.0249094123102934,8.086420019013918e-05,1714847753.1401854,0.0021910004267587315,0.0022718646269488706,790,31.260218381881714,35.04391026496887
73,0.025876234857560562,8.636423961595673e-05,1714847756.3156235,0.002104799260364913,0.0021911634999808695,869,34.4355525970459,38.219348430633545
74,0.025178245249266675,8.755617708196254e-05,1714847759.6683748,0.002189457218593529,0.0022770133956754915,956,37.7873420715332,41.572099685668945
75,0.025444291413850885,8.483985228469789e-05,1714847763.177244,0.0021769800255430423,0.00226181987782774,1052,41.29638481140137,45.08096885681152
76,0.02526764694827976,0.00012758219145528546,1714847767.1180928,0.002184294598106601,0.0023118767895618864,1157,45.23745894432068,49.021817684173584
77,0.026339243756486903,6.189873345056911e-05,1714847771.3121257,0.0021157700096437,0.002177668743094269,1272,49.43185520172119,53.215850591659546
78,0.02571490034871111,6.462412317606448e-05,1714847776.2655315,0.002121746788216765,0.0021863709113928297,1400,54.38509774208069,58.16925644874573
79,0.024832150473205708,0.0001114857005013019,1714847781.4994802,0.0021410859039891744,0.0022525716044904764,1539,59.61921048164368,63.403205156326294
80,0.02476587670739286,0.00010643409746840943,1714847787.4984088,0.0021244001306703238,0.0022308342281387333,1693,65.61825680732727,69.40213370323181
81,0.004458224420290014,1.0671894425335588e-05,1714847794.0170941,5.9062415987760505e-05,6.973431041309609e-05,1863,72.13676047325134,75.92081904411316
82,0.0009017301034830135,7.568809289622531e-07,1714847801.156252,7.546690393358799e-07,1.511549968298133e-06,2049,79.27592849731445,83.05997681617737
83,0.00023755772267236743,9.702542927447555e-08,1714847810.5306363,7.244180689425626e-08,1.694672361687318e-07,2254,88.6474883556366,92.43436121940613
84,8.560610566393593e-05,6.435789324698022e-08,1714847820.21418,1.0012412184807021e-08,7.437030543178724e-08,2479,98.33333015441895,102.11790490150452
85,6.285631592033444e-05,4.05006769647089e-08,1714847830.9830213,4.2192428208006006e-09,4.47199197855095e-08,2727,109.10278487205505,112.8867461681366
86,5.236437288674909e-05,2.8384240585766315e-08,1714847841.508483,2.764327684371514e-09,3.114856827013783e-08,3000,119.62554788589478,123.41220784187317
87,4.333529793812579e-05,2.1322751532677744e-08,1714847854.3116143,1.909774984901242e-09,2.3232526517578988e-08,3299,132.43122816085815,136.21533918380737
88,3.4529326573709184e-05,1.5892850589397163e-08,1714847867.207183,1.2470985045721047e-09,1.7139949093969266e-08,3629,145.32679557800293,149.11090779304504
89,2.5264150527183167e-05,1.1341098353301302e-08,1714847881.6096563,7.199975038839659e-10,1.2061095857185268e-08,3992,159.72910857200623,163.51338124275208
90,1.685012460359217e-05,7.537949145331411e-09,1714847897.0680354,3.383242861514533e-10,7.876273431482865e-09,4391,175.18790006637573,178.97176027297974
91,1.1330268725966369e-05,5.286350318690032e-09,1714847913.5352106,1.5457879938075595e-10,5.440929118070788e-09,4831,191.6547622680664,195.43893551826477
92,7.860436229238895e-06,3.956364820236176e-09,1714847932.533902,7.785120265541395e-11,4.03421602289159e-09,5314,210.65374207496643,214.43762683868408
93,6.061990571687007e-06,3.0711007749570016e-09,1714847954.608724,4.8178295164911735e-11,3.1192790701219134e-09,5845,232.7284016609192,236.5124490261078
94,5.1364169811871445e-06,2.4331508666561922e-09,1714847977.752045,3.837993156555331e-11,2.4715307982217456e-09,6429,255.87184357643127,259.6557698249817
95,4.9440450813627105e-06,1.9290950917738964e-09,1714848002.2444866,3.478329543041706e-11,1.9638783872043133e-09,7072,280.3641278743744,284.148211479187
96,4.886070541433677e-06,1.5269637360971375e-09,1714848029.229838,3.266261093567802e-11,1.5596263470328155e-09,7779,307.34967708587646,311.13356280326843
97,4.872406210115368e-06,1.1872508812935974e-09,1714848060.433303,2.9879282589386055e-11,1.2171301638829835e-09,8557,338.55291414260864,342.3370280265808
98,4.827951556165395e-06,9.138243641150851e-10,1714848093.6426065,3.006151291788439e-11,9.438858770329695e-10,9413,371.76239252090454,375.54633140563965
99,5.21901301314468e-06,7.579939917502225e-10,1714848129.327912,2.6788747870037883e-11,7.847827396202605e-10,10354,407.4474654197693,411.2316370010376
100,5.058187300617262e-06,6.79051981316017e-10,1714848169.1410854,2.690396820704523e-11,7.059559495230623e-10,11389,447.2609465122223,451.044810295105
101,6.014115642483521e-06,5.911281248289411e-10,1714848210.9257927,3.1326904277165824e-11,6.22455029106107e-10,12528,489.04547810554504,492.82951760292053
102,5.384443514730866e-06,5.480299981412254e-10,1714848257.094325,2.7081055248318786e-11,5.751110533895442e-10,13781,535.2135806083679,538.9980499744415
103,5.384816798744756e-06,5.19883968964973e-10,1714848307.5616286,2.7290953419674954e-11,5.47174922384648e-10,15159,585.6776874065399,589.4653534889221
104,5.348546657261614e-06,4.910320760946351e-10,1714848362.1734052,2.930897935626845e-11,5.203410554509036e-10,16675,640.2934226989746,644.0771300792694
105,5.602383137724294e-06,4.2509483430421455e-10,1714848420.941386,3.331539025761489e-11,4.5841022456182944e-10,18342,699.0612165927887,702.8451108932495
106,5.324396867530931e-06,4.0163034100757894e-10,1714848486.6501248,2.6171112439377566e-11,4.278014534469565e-10,20177,764.769496679306,768.553849697113
107,4.417714279685582e-06,3.1013672805114396e-10,1714848559.225898,1.9972242856603677e-11,3.301089709077476e-10,22194,837.3457129001617,841.1296229362488
108,4.343033336942785e-06,2.934456507182587e-10,1714848639.3503566,1.950125998583112e-11,3.1294691070408986e-10,24414,917.4705054759979,921.2540814876556
109,4.428320245972067e-06,2.914619852445748e-10,1714848721.9097195,1.9880134656759328e-11,3.113421199013341e-10,26713,1000.029458284378,1003.8134443759918
