loss_boundary,loss,step,_step,l2_error,_timestamp,time,_runtime,loss_interior
1.2229865465892887e-09,1.1906607814933807e-08,1750,91,7.549079555079874e-05,1714190810.8789344,449.1482632160187,453.17082142829895,1.068362126834452e-08
1.0826963281977298e-09,1.1495599643822716e-08,1863,92,7.837734869471008e-05,1714190840.0807102,478.34824895858765,482.3725972175598,1.0412903315624986e-08
9.85306367658322e-10,1.0954677597834384e-08,1982,93,7.238400956625925e-05,1714190871.4326556,509.70184111595154,513.7245426177979,9.969371230176062e-09
8.018559884316004e-10,1.0304144122716011e-08,2110,94,7.70692522868861e-05,1714190905.8090775,544.0784375667572,548.1009645462036,9.50228813428441e-09
7.933928558167852e-10,1.0264585624383511e-08,2245,95,7.42654037067075e-05,1714190938.990916,577.2603232860565,581.2828030586243,9.471192768566726e-09
7.874222368044269e-10,1.024285261915799e-08,2389,96,7.205355908518126e-05,1714190976.4236915,614.6923060417175,618.7155785560608,9.455430382353563e-09
7.828363062065406e-10,1.0225896950766649e-08,2543,97,7.058117290887173e-05,1714191018.0778682,656.3472399711609,660.3697552680969,9.443060644560109e-09
7.80384991166644e-10,1.0209482615307448e-08,2706,98,6.986531488299751e-05,1714191060.5740206,698.8431468009949,702.8659076690674,9.429097624140804e-09
7.794586613081982e-10,1.0192241097964253e-08,2880,99,6.966517791450258e-05,1714191105.69713,743.9664089679718,747.9890170097351,9.412782436656054e-09
7.792112915298935e-10,1.0174081094035368e-08,3065,100,6.964736615144134e-05,1714191154.5543377,792.8236904144287,796.8462247848511,9.394869802505474e-09
7.790588926636798e-10,1.0154980853337433e-08,3261,101,6.967123905397681e-05,1714191204.4905627,842.7599802017212,846.78244972229,9.375921960673753e-09
7.788433527628528e-10,1.0134674382740278e-08,3471,102,6.971609785993308e-05,1714191260.9301403,899.1995944976807,903.2220273017883,9.355831029977424e-09
7.786189604028822e-10,1.011332886635528e-08,3694,103,6.975407684422198e-05,1714191319.586101,957.8553626537323,961.8779881000519,9.334709905952399e-09
7.783977999689504e-10,1.0090851829475138e-08,3931,104,6.978824458251643e-05,1714191379.9346282,1018.2035796642303,1022.2265152931213,9.312454029506188e-09
7.781542165711555e-10,1.0067185573657912e-08,4183,105,6.98200223610964e-05,1714191441.891123,1080.1606595516205,1084.1830101013184,9.289031357086756e-09
7.778484204634757e-10,1.0042185093683736e-08,4452,106,6.985073381769749e-05,1714191510.375284,1148.6431124210358,1152.6671710014343,9.26433667322026e-09
7.774757311967928e-10,1.001589559637094e-08,4738,107,6.98779968907594e-05,1714191583.3033159,1221.5727469921112,1225.595202922821,9.238419865174147e-09
7.77259269295682e-10,9.988284645036477e-09,5042,108,6.989652109937952e-05,1714191660.355011,1298.6242904663086,1302.6468980312347,9.211025375740795e-09
7.768956705451671e-10,9.959221739091427e-09,5366,109,6.991410176565555e-05,1714191740.8993814,1379.1686873435974,1383.1912684440613,9.182326068546259e-09
7.765045533390309e-10,9.928685720198101e-09,5711,110,6.992399358610974e-05,1714191829.4586058,1467.7277109622955,1471.750492811203,9.15218116685907e-09
7.760838120963201e-10,9.896751133016248e-09,6077,111,6.992515232664847e-05,1714191921.9885724,1560.2569012641907,1564.2804594039917,9.120667320919928e-09
7.755580489513159e-10,9.863269212115903e-09,6467,112,6.991875187059644e-05,1714192020.1530213,1658.42227602005,1662.4449083805084,9.087711163164588e-09
7.750246331564067e-10,9.828069957622523e-09,6883,113,6.990606293738931e-05,1714192121.7910154,1760.0602922439575,1764.082902431488,9.053045324466116e-09
7.744844315491143e-10,9.7913414279244e-09,7325,114,6.987617018619362e-05,1714192232.464749,1870.7345042228699,1874.7566361427307,9.016856996375284e-09
7.737581585748205e-10,9.752931115479202e-09,7795,115,6.984838025796829e-05,1714192351.770269,1990.0395345687866,1994.0621559619904,8.979172956904381e-09
7.730096066032103e-10,9.71279397832503e-09,8296,116,6.980275373037562e-05,1714192481.4813159,2119.7507207393646,2123.773202896118,8.93978437172182e-09
7.721673887540546e-10,9.670970203590136e-09,8828,117,6.974967195215298e-05,1714192620.2695515,2258.5389268398285,2262.561438560486,8.89880281483608e-09
7.71320854445126e-10,9.62735210315474e-09,9395,118,6.967647534065672e-05,1714192762.7825499,2401.052008152008,2405.074436903,8.856031248709614e-09
7.703285907639742e-10,9.581908026604248e-09,9999,119,6.959315142521495e-05,1714192915.376053,2553.645029067993,2557.6679401397705,8.811579435840273e-09
