_timestamp,loss_boundary,l2_error,_runtime,loss_interior,loss,step,time,_step
1714598589.3275523,0.11966100085340635,0.2554455847524214,5.347663402557373,0.01668509951821564,0.13634610037162198,0,1.0979573726654053,0
1714598589.334698,0.1081696115109867,0.2418543377879224,5.354809045791626,0.011189734011089065,0.11935934552207576,1,1.3195068836212158,1
1714598589.3406186,0.09827128468627314,0.23153899130058828,5.360729694366455,0.006808887709678214,0.10508017239595135,2,1.3255665302276611,2
1714598589.346724,0.08997676004987047,0.224607557421467,5.366835117340088,0.003535337977144346,0.09351209802701482,3,1.3317251205444336,3
1714598589.3522198,0.08324852627340962,0.22074144217943342,5.372330904006958,0.0013527325730083486,0.08460125884641796,4,1.3372182846069336,4
1714598589.3579948,0.07798152459292208,0.21919829939864158,5.378105878829956,0.0002387145769613081,0.0782202391698834,5,1.3429679870605469,5
1714598589.3634424,0.07399378972058228,0.21901479335226462,5.383553504943848,0.00015961300178543648,0.07415340272236771,6,1.348423957824707,6
1714598589.368909,0.07104566297588928,0.21927550352233963,5.389019966125488,0.0010478448821259864,0.07209350785801527,7,1.3539369106292725,7
1714598589.3742821,0.06888000222969316,0.2193190033608481,5.3943932056427,0.002771333098529944,0.07165133532822311,8,1.3592960834503174,8
1714598589.3797426,0.06726466978356498,0.21883578857604888,5.399853706359863,0.005112124652871259,0.07237679443643623,9,1.3647465705871582,9
1714598589.385259,0.06602480686413412,0.21784417008617102,5.405369997024536,0.00776657024684959,0.07379137711098371,10,1.3702576160430908,10
1714598589.3909607,0.06505477973242876,0.21656272616667072,5.41107177734375,0.010377515775066853,0.07543229550749561,11,1.3758163452148438,11
1714598589.3964398,0.06430610039184101,0.21525324073037883,5.416550874710083,0.012598473729532881,0.07690457412137389,12,1.3814327716827393,12
1714598589.4032896,0.06376191788375547,0.2141148207567555,5.423400640487671,0.01416603407143713,0.0779279519551926,13,1.3869538307189941,13
1714598589.408883,0.06341491122836433,0.21325226694783808,5.428994178771973,0.014945496935921471,0.0783604081642858,14,1.3938541412353516,14
1714598589.4143507,0.06325644283251444,0.21269049772684784,5.434461832046509,0.014933537990477584,0.07818998082299203,15,1.3993732929229736,15
1714598589.4198637,0.0632742199913231,0.21240115344527977,5.439974784851074,0.014228985836737859,0.07750320582806096,16,1.4048702716827393,16
1714598589.425458,0.06345308933537853,0.21232470976327952,5.445569038391113,0.012992446743737077,0.07644553607911561,17,1.4103920459747314,17
1714598589.4308262,0.06377590483542299,0.2123856606151201,5.450937271118164,0.011409214071040988,0.07518511890646398,18,1.4158828258514404,18
1714598589.4364603,0.0642237743604722,0.21250374479236922,5.456571340560913,0.009660877640661964,0.07388465200113417,19,1.4214451313018799,19
1714598589.4418588,0.06477597757235068,0.2126041266183436,5.46196985244751,0.00790587221731835,0.07268184978966903,20,1.426856279373169,20
1714598589.4472628,0.0654099137388523,0.2126272872397869,5.467373847961426,0.006267670371177016,0.07167758411002931,21,1.4322230815887451,21
1714598589.453485,0.06610117653602494,0.21253710876607954,5.473596096038818,0.004829463578906913,0.07093064011493186,22,1.4384801387786865,22
1714598589.4590242,0.06682361973446209,0.21232452358789836,5.479135274887085,0.0036345328310831747,0.07045815256554526,23,1.4440548419952393,23
1714598589.464318,0.0675492596404078,0.21200485914630163,5.484429121017456,0.0026914406193279286,0.07024070025973572,24,1.4493744373321533,24
1714598589.4696612,0.06824809068504646,0.21160935443811404,5.489772319793701,0.0019826792684789927,0.07023076995352545,25,1.4546847343444824,25
1714598589.4750621,0.0688882275701412,0.21117397021810216,5.495173215866089,0.0014748799082965904,0.07036310747843778,26,1.4600820541381836,26
1714598589.4803863,0.06943697473722199,0.21072992717025327,5.500497341156006,0.0011285567456217319,0.07056553148284372,27,1.465421438217163,27
1714598589.4860313,0.0698632464281353,0.21029942212323274,5.5061423778533936,0.000905796207618323,0.07076904263575362,28,1.4708404541015625,28
1714598589.491278,0.07014120492400512,0.20989710375042794,5.5113890171051025,0.000775118158237436,0.07091632308224256,29,1.476334571838379,29
1714598589.4961956,0.07025429299502643,0.2095347637155364,5.516306638717651,0.0007135796595804989,0.07096787265460693,30,1.4813010692596436,30
1714598589.5007944,0.07019839380548713,0.20922515344871606,5.520905494689941,0.0007067618561857666,0.0709051556616729,31,1.485908031463623,31
1714598589.5054042,0.06998295108132675,0.20898172247924832,5.52551531791687,0.0007474679793376789,0.07073041906066443,32,1.4905102252960205,32
1714598589.510532,0.06962952078416627,0.20881375233631227,5.530642986297607,0.0008338393888728462,0.07046336017303911,33,1.4956121444702148,33
1714598589.5151026,0.06916809426576664,0.20871923942642143,5.5352137088775635,0.000967333524829107,0.07013542779059576,34,1.5002045631408691,34
1714598589.5197213,0.06863223147993107,0.2086794566736612,5.539832353591919,0.001150756435681463,0.06978298791561253,35,1.5048270225524902,35
1714598589.5243726,0.06805431912839183,0.20865869799115933,5.544483661651611,0.0013863875176265707,0.0694407066460184,36,1.509458303451538,36
1714598589.5290453,0.06746209202433096,0.20861054608768026,5.549156427383423,0.0016741952396781513,0.06913628726400911,37,1.5141241550445557,37
1714598589.5337045,0.06687704648653409,0.20848913918516238,5.553815603256226,0.0020102039451781084,0.06888725043171219,38,1.5188052654266357,38
1714598589.5384104,0.0663147239009822,0.20826170185339668,5.558521509170532,0.0023851939272460103,0.06869991782822821,39,1.5235176086425781,39
1714598589.5430152,0.06578627211552956,0.2079180469566756,5.5631263256073,0.002784035314376144,0.0685703074299057,40,1.5281105041503906,40
