_step,loss_interior,step,time,l2_error,_timestamp,loss,loss_boundary,_runtime
41,0.001838143607733681,42,3.0293381214141846,0.04734217579217025,1715513133.0867903,0.0070889890240910265,0.005250845416357346,6.785362243652344
42,0.002156562892327078,46,3.166395425796509,0.035467630312022366,1715513133.2237725,0.005419734590460217,0.003263171698133139,6.922344446182251
43,0.0021466228885758235,50,3.281053066253662,0.03689280827218313,1715513133.3384552,0.004813411789458044,0.002666788900882221,7.03702712059021
44,0.0019665003813845398,55,3.45210862159729,0.02637237927334312,1715513133.5098982,0.00413420612551499,0.002167705744130451,7.208470106124878
45,0.0014271993330374796,61,3.636950731277466,0.02431120957451589,1715513133.6944003,0.0032605350062036784,0.0018333356731661985,7.392972230911255
46,0.0011668558819653565,67,3.8098344802856445,0.023490901655743125,1715513133.8672898,0.002374461214763122,0.001207605332797765,7.565861701965332
47,0.0011015002625942023,73,4.00169825553894,0.020962431992023158,1715513134.059109,0.0019849497063277105,0.000883449443733508,7.757680892944336
48,0.0007689978460389778,81,4.2337727546691895,0.014958356888954182,1715513134.29125,0.001357789405853062,0.0005887915598140843,7.989821910858154
49,0.0005738098893629064,89,4.491269588470459,0.010611808260959182,1715513134.5487523,0.0008105197005530717,0.00023670981119016526,8.247324228286743
50,0.0003036165174528911,98,4.7742815017700195,0.008271135575964265,1715513134.831761,0.0004775384360420608,0.00017392191858916969,8.530332803726196
51,0.00022343667875033885,107,5.053236722946167,0.0073698571352775405,1715513135.1107805,0.00033206196980636166,0.00010862529105602279,8.809352397918701
52,0.00016080199143904387,118,5.394524097442627,0.006108826140315727,1715513135.4520016,0.00022680465480063975,6.600266336159589e-05,9.150573492050171
53,0.00011150617482739105,130,5.799009323120117,0.00749706310288836,1715513135.8565161,0.00018082108918179732,6.931491435440626e-05,9.55508804321289
54,9.783754717664266e-05,143,6.212420463562012,0.006521536523735886,1715513136.2699394,0.00014178060367227497,4.394305649563229e-05,9.96851134300232
55,8.204152447275002e-05,157,6.652072191238403,0.002779279579016786,1715513136.7095568,9.222917247802238e-05,1.0187648005272369e-05,10.40812873840332
56,5.8143436606683006e-05,172,7.148906230926514,0.0011814516240676687,1715513137.2064383,6.324098479536946e-05,5.097548188686457e-06,10.905010223388672
57,2.9287627020016985e-05,190,7.723163366317749,0.0021494010881847768,1715513137.780723,3.633121173374838e-05,7.043584713731393e-06,11.479295015335083
58,2.3600617500872153e-05,208,8.311253309249878,0.000646241818330339,1715513138.3687425,2.4999269377053825e-05,1.3986518761816718e-06,12.067314386367798
59,1.7938936997464407e-05,229,8.98088550567627,0.0009563326369501917,1715513139.0384207,1.958777745389845e-05,1.6488404564340434e-06,12.736992597579956
60,1.3331638548298086e-05,252,9.696961879730225,0.0008071924094868852,1715513139.754482,1.4650709721051543e-05,1.3190711727534574e-06,13.453053951263428
61,1.0733144919380738e-05,277,10.419916152954102,0.0008814254847239544,1715513140.4775665,1.2005378928252944e-05,1.2722340088722068e-06,14.176138401031494
62,8.790097691280086e-06,305,11.296319484710693,0.0009258455927563507,1715513141.3538342,1.018742809114375e-05,1.3973303998636649e-06,15.052406072616577
63,7.600981184932121e-06,335,12.221333026885986,0.000978935227384764,1715513142.2789176,9.009245388629612e-06,1.4082642036974914e-06,15.977489471435547
64,6.639073708465256e-06,369,13.308803796768188,0.0009923301408821736,1715513143.3665154,8.037723774388316e-06,1.3986500659230593e-06,17.06508731842041
65,5.86143378081879e-06,406,14.43679666519165,0.001000057214021796,1715513144.4943671,7.258062044331374e-06,1.3966282635125835e-06,18.192939043045044
66,5.039333675605098e-06,446,15.707136631011963,0.0009758241562211462,1715513145.7647586,6.318699994844188e-06,1.2793663192390902e-06,19.463330507278442
67,4.4893814640786574e-06,491,17.105111837387085,0.000971173728787472,1715513147.162733,5.682340885504817e-06,1.1929594214261596e-06,20.861304998397827
68,3.90292992759544e-06,540,18.624330043792725,0.0008427656635210722,1715513148.681846,4.8843378687261915e-06,9.814079411307518e-07,22.380417823791504
69,3.2686695789798724e-06,594,20.32808804512024,0.000680607157919987,1715513150.3856266,4.012352853156174e-06,7.436832741763019e-07,24.084198474884033
70,2.880330265588851e-06,653,22.1100435256958,0.0006107187069355162,1715513152.1675408,3.484817293998473e-06,6.044870284096218e-07,25.86611270904541
71,1.9842188627380588e-06,718,24.119396209716797,0.0004903954944842431,1715513154.1769242,2.45237045067563e-06,4.6815158793757135e-07,27.87549614906311
72,1.5717377240443426e-06,790,26.35918354988098,0.0003730616589769868,1715513156.4167366,1.8418937278786767e-06,2.7015600383433427e-07,30.1153085231781
73,1.1983480866205916e-06,869,28.857211589813232,0.00028250084369516645,1715513158.9147477,1.3725274026414505e-06,1.7417931602085895e-07,32.613319635391235
74,9.55987802146647e-07,956,31.56523084640503,0.00028034978934002726,1715513161.6227398,1.0977645468247628e-06,1.4177674467811566e-07,35.321311712265015
75,7.966799746129965e-07,1052,34.55687499046326,0.00027878798794359234,1715513164.6145933,9.321244353157899e-07,1.3544446070279346e-07,38.31316518783569
76,6.175132009297426e-07,1157,37.866323471069336,0.00028207985635783834,1715513167.9242642,7.490370320163979e-07,1.315238310866554e-07,41.622836112976074
77,5.204421207213491e-07,1272,41.42922568321228,0.0002772842121486742,1715513171.4876108,6.385813919371893e-07,1.1813927121584022e-07,45.186182737350464
78,4.231363648419872e-07,1400,45.31717038154602,0.0002507395457723825,1715513175.3746438,5.179001624710425e-07,9.476379762905532e-08,49.07321572303772
79,3.5878764102884943e-07,1539,49.51844835281372,0.00025339331786987363,1715513179.5760067,4.445377769903525e-07,8.575013596150308e-08,53.27457857131958
80,3.0348753914645114e-07,1693,54.112340688705444,0.0002601219788344177,1715513184.1699057,3.8409662453706536e-07,8.060908539061424e-08,57.86847758293152
81,2.3592252779804047e-07,1863,59.240195989608765,0.0002548694925351512,1715513189.29804,3.062134155883738e-07,7.029088779033333e-08,62.99661183357239
82,2.0239477969069015e-07,2049,64.9215579032898,0.00023295123984864467,1715513194.9793174,2.587794962430294e-07,5.638471655233924e-08,68.67788934707642
83,1.6308438927718173e-07,2254,71.31991982460022,0.00021949988835864753,1715513201.3774776,2.0936003033669977e-07,4.6275641059518046e-08,75.07604956626892
84,1.2290668703475234e-07,2479,78.27285504341125,0.00020307195432722394,1715513208.330421,1.6254112961104495e-07,3.9634442576292615e-08,82.02899289131165
85,9.83007757518341e-08,2727,86.094083070755,0.00020326368243378163,1715513216.151805,1.3425044863321217e-07,3.594967288137807e-08,89.85037684440613
86,7.863745320589378e-08,3000,94.31308436393738,0.00018560866656134513,1715513224.370881,1.0728142438625425e-07,2.8643971180360468e-08,98.06945300102234
87,5.368295716352431e-08,3299,103.54172658920288,0.00014813047613462026,1715513233.5992117,7.372855572740851e-08,2.0045598563884203e-08,107.29778361320496
88,3.9838482984223106e-08,3629,113.67507100105286,0.00012958476464539512,1715513243.7326164,5.4849199189805887e-08,1.501071620558278e-08,117.43118834495544
89,2.7441749634031032e-08,3992,125.03055214881897,0.00011522483769152332,1715513255.088358,3.8176847925983835e-08,1.0735098291952801e-08,128.78692984580994
90,1.909579086875915e-08,4391,137.16192030906677,9.154394898139066e-05,1715513267.2194786,2.5271165649745486e-08,6.175374780986336e-09,140.91805052757263
91,9.215621922089405e-09,4831,150.58008193969727,6.9011953276922e-05,1715513280.6376717,1.2220852688311524e-08,3.00523076622212e-09,154.33624362945557
92,4.1276329261071075e-09,5314,165.260400056839,4.7429856795931434e-05,1715513295.3181202,5.4323086752812925e-09,1.3046757491741848e-09,169.01669216156006
93,2.629257671849784e-09,5845,181.3203990459442,2.3983308467575563e-05,1715513311.3780277,2.9572031542640055e-09,3.279454824142213e-10,185.0765995979309
94,1.5806713325631298e-09,6429,199.06124234199524,1.8132382467404107e-05,1715513329.1188414,1.766384588058597e-09,1.857132554954672e-10,202.81741333007812
95,1.0449861980896768e-09,7072,218.9044029712677,1.089746007021988e-05,1715513348.9623034,1.1081005854415481e-09,6.311438735187145e-11,222.66087532043457
96,7.60572463570764e-10,7779,240.78116989135742,5.066299595430522e-06,1715513370.8387053,7.759421641690072e-10,1.5369700598243187e-11,244.5372772216797
97,6.130301648325649e-10,8557,264.67816829681396,4.3875622941473015e-06,1715513394.7356768,6.254152385832867e-10,1.2385073750721791e-11,268.4342486858368
98,5.112202788988695e-10,9413,290.80395126342773,3.934801119208352e-06,1715513420.8619366,5.235744848929825e-10,1.2354205994112981e-11,294.56050848960876
99,4.094694309531751e-10,10354,319.66696095466614,3.703434459085723e-06,1715513449.7244897,4.207350553689114e-10,1.126562441573632e-11,323.4230616092682
100,3.156499155661703e-10,11389,351.4238986968994,3.684052838141082e-06,1715513481.481814,3.2754047414130395e-10,1.1890558575133613e-11,355.1803858280182
101,2.5756660316861943e-10,12528,386.32352781295776,3.977032564392406e-06,1715513516.3810556,2.722278033788673e-10,1.466120021024787e-11,390.0796275138855
102,2.2705119036403392e-10,13781,424.4929769039154,3.710166240708924e-06,1715513554.5508735,2.407593544205262e-10,1.3708164056492249e-11,428.249445438385
103,2.0378196529120866e-10,15159,466.6536018848419,3.2143722769070252e-06,1715513596.7111964,2.1443427023905584e-10,1.0652304947847183e-11,470.4097683429718
104,1.834655003281204e-10,16675,513.3495275974274,2.9724926517656492e-06,1715513643.407325,1.9234012221800587e-10,8.874621889885471e-12,517.1058969497681
105,1.5155295636006746e-10,18342,564.0145533084869,2.7434191748819766e-06,1715513694.0724761,1.5915320825147343e-10,7.600251891405971e-12,567.7710480690002
106,1.1164413644447905e-10,20177,619.999588727951,2.3763801224949136e-06,1715513750.0574725,1.1638884238536754e-10,4.744705940888484e-12,623.7560443878174
107,7.580218619929257e-11,22194,681.2737948894501,2.155303561683421e-06,1715513811.3318129,7.994982448345056e-11,4.147638284157992e-12,685.0303847789764
108,4.7448197462653744e-11,24414,749.6262588500977,1.403207336907329e-06,1715513879.684138,4.932871831384009e-11,1.8805208511863444e-12,753.382709980011
109,3.242687672141611e-11,26855,823.9247677326202,8.26772290689521e-07,1715513953.9826107,3.3090939057491274e-11,6.640623360751635e-13,827.6811826229095
110,2.4690290789767628e-11,29540,906.2562346458435,6.975703146026851e-07,1715514036.314117,2.5070696573912855e-11,3.8040578414522724e-13,910.0126888751984
111,2.077980136184823e-11,32494,996.7901999950409,7.152270899711664e-07,1715514126.84913,2.114646945213266e-11,3.6666809028443024e-13,1000.5477018356323
112,2.0636894947355492e-11,32600,1000.015382528305,7.172010585101512e-07,1715514130.0728962,2.1002664403953415e-11,3.6576945659792306e-13,1003.7714681625366
