time,_step,_runtime,l2_error,_timestamp,step,loss_boundary,loss,loss_interior
44.92662262916565,76,48.67397451400757,0.0002957313791768115,1714847375.1325455,1157,7.149334780762567e-08,3.9755298551567777e-07,3.260596377080521e-07
49.06292510032654,77,52.81047081947327,0.0002181098855307854,1714847379.2690418,1272,4.307411863455671e-08,2.7360247704675405e-07,2.3052835841219732e-07
53.570669412612915,78,57.32070064544678,0.00019486821743480457,1714847383.7792716,1400,3.287785415451481e-08,2.032023943775073e-07,1.703245402229925e-07
58.79579281806946,79,62.54373097419739,0.00017481813353079493,1714847389.002302,1539,2.4530099999260468e-08,1.5713705666590718e-07,1.326069566666467e-07
64.62194228172302,80,68.36945343017578,0.00014319889687589794,1714847394.8280244,1693,1.8952102084824433e-08,1.269551997076253e-07,1.0800309762280087e-07
70.98088479042053,81,74.72846531867981,0.00013272535256379835,1714847401.1870363,1863,1.647639665672799e-08,1.1019391825512186e-07,9.371752159839387e-08
77.99731612205505,82,81.74498510360718,0.00011839923007773244,1714847408.203556,2049,1.3818235209772453e-08,9.440498566969204e-08,8.058675045991959e-08
85.71216654777527,83,89.45966649055481,0.00010769538957519039,1714847415.9182374,2254,1.219265521206759e-08,7.889601628211135e-08,6.670336107004376e-08
94.08285665512085,84,97.83079147338867,8.867277928962607e-05,1714847424.2893624,2479,7.894869389872027e-09,6.129126158499082e-08,5.3396392195118794e-08
103.38688921928406,85,107.13470816612244,8.451665013226534e-05,1714847433.5932791,2727,6.345627924096193e-09,4.415864444998469e-08,3.781301652588849e-08
113.67166137695312,86,117.41887903213501,6.200690019464874e-05,1714847443.87745,3000,3.243612998010899e-09,2.8190814783924666e-08,2.4947201785913766e-08
124.97868776321411,87,128.7260227203369,4.321457738915574e-05,1714847455.1845937,3299,1.1944908190723066e-09,1.3482661950510698e-08,1.2288171131438391e-08
137.3452820777893,88,141.09280824661255,2.6673223889219332e-05,1714847467.5513792,3629,3.598602554677652e-10,4.4328182508555e-09,4.0729579953877345e-09
151.03372383117676,89,154.78107500076294,2.457479008508155e-05,1714847481.239646,3992,3.1460797927004807e-10,1.7921271404493288e-09,1.4775191611792809e-09
166.09889721870422,90,169.84642124176025,1.4046025429283314e-05,1714847496.3049922,4391,1.259690698734435e-10,8.333942669192851e-10,7.074251970458415e-10
182.80810976028442,91,186.5554621219635,1.0064162510237696e-05,1714847513.014033,4831,8.627759813507425e-11,4.54948316783793e-10,3.6867071864871877e-10
200.8714828491211,92,204.61947798728943,8.916147472629181e-06,1714847531.078049,5314,6.904471722085473e-11,3.2516525389374983e-10,2.561205366728951e-10
220.89452528953552,93,224.6421616077423,7.4959716649800625e-06,1714847551.1007326,5845,4.908112724826328e-11,2.3335882443209046e-10,1.8427769718382718e-10
243.16292786598206,94,246.91020345687866,6.216153806944375e-06,1714847573.3687744,6429,3.284400370340432e-11,1.6989562652481668e-10,1.3705162282141235e-10
267.23864817619324,95,270.986008644104,4.483432718903685e-06,1714847597.4445796,7072,2.003319164320694e-11,1.2955573748157791e-10,1.0952254583837096e-10
293.72374629974365,96,297.4712767601013,3.552931461735459e-06,1714847623.9298477,7779,1.376581569301449e-11,9.864547411389799e-11,8.48796584208835e-11
323.2628102302551,97,327.0101463794708,3.0971251293566046e-06,1714847653.4687173,8557,1.0148841426266219e-11,7.573178765226726e-11,6.558294622600104e-11
356.18246269226074,98,359.929806470871,2.6765564803763757e-06,1714847686.3883774,9413,8.720646499810385e-12,5.707088771774592e-11,4.8350241217935534e-11
391.62863183021545,99,395.3758635520935,2.101403184414009e-06,1714847721.8344345,10354,6.385436023639932e-12,4.2237600232811106e-11,3.585216420917118e-11
429.7144968509674,100,433.4625930786133,1.7257696659441923e-06,1714847759.921164,11389,4.785519488994356e-12,3.344880679856914e-11,2.8663287309574782e-11
472.6317365169525,101,476.37919902801514,1.379170362233341e-06,1714847802.83777,12528,3.5698449692561856e-12,2.6126823363451877e-11,2.255697839419569e-11
519.984188079834,102,523.7316315174103,1.3335362396348276e-06,1714847850.1902025,13781,3.0079675501823153e-12,2.0413344945544638e-11,1.7405377395362323e-11
571.9339489936829,103,575.6812314987183,1.1855762530928129e-06,1714847902.1398025,15159,2.2538568469053154e-12,1.6422143925554385e-11,1.416828707864907e-11
629.3980264663696,104,633.1453976631165,1.030862235646549e-06,1714847959.6039686,16675,1.5829968116126299e-12,1.3547901462096931e-11,1.1964904650484302e-11
690.8502988815308,105,694.5982208251953,8.252862382172873e-07,1714848021.0567918,18342,1.0054622066102886e-12,1.1531389489896624e-11,1.0525927283286335e-11
759.8266592025757,106,763.5742080211639,6.760210713108963e-07,1714848090.032779,20177,6.253040865634496e-13,1.0027429211322232e-11,9.402125124758782e-12
832.2765669822693,107,836.0240061283112,5.996475092527185e-07,1714848162.482577,22194,4.561753951777089e-13,8.564023101166714e-12,8.107847705989006e-12
911.810863494873,108,915.5602128505707,5.25837384219268e-07,1714848242.0187838,24414,3.0012727336135813e-13,7.439674702722051e-12,7.139547429360693e-12
1000.0269532203674,109,1003.776270866394,5.03532347003489e-07,1714848330.2348418,26781,2.4407317857075473e-13,6.691593014075202e-12,6.447519835504447e-12
