l2_error,_step,_timestamp,loss_interior,loss,step,_runtime,time,loss_boundary
0.08161168470648393,25,1714847363.9261303,0.0004617149345628499,0.010792907535402671,25,6.417119264602661,2.6048567295074463,0.010331192600839822
0.07954091517245289,26,1714847363.9628909,0.0004997859904065514,0.010767794971637894,26,6.4538798332214355,2.641676425933838,0.010268008981231343
0.08135352637083522,27,1714847363.9992065,0.00047196472142625295,0.010743222898795719,27,6.4901955127716064,2.677997589111328,0.010271258177369466
0.08108163969327414,28,1714847364.0340528,0.0004052303769496125,0.010638434330388757,28,6.525041818618774,2.7128353118896484,0.010233203953439143
0.0704039063317468,29,1714847364.0699446,0.000481291961890236,0.010606347320599618,29,6.560933589935303,2.7486684322357178,0.010125055358709383
0.07197198137198949,30,1714847364.1049614,0.0004936153500092516,0.010009768546663201,30,6.595950365066528,2.783762216567993,0.00951615319665395
0.07271837773018723,31,1714847364.1404784,0.0005227630246650885,0.00984451898337844,31,6.631467342376709,2.819263219833374,0.009321755958713351
0.0698402910415831,32,1714847364.1765857,0.0006102997822949827,0.009769374527310467,32,6.667574644088745,2.855367422103882,0.009159074745015485
0.07045382174137114,33,1714847364.2126572,0.0005457294282893749,0.009089480335508621,33,6.703646183013916,2.89141845703125,0.008543750907219247
0.07021460090576166,34,1714847364.2487655,0.00048494154601117726,0.009039767096882385,34,6.7397544384002686,2.9275588989257812,0.008554825550871207
0.06804456305281656,35,1714847364.284183,0.0004940747824832264,0.008995367772130555,35,6.775171995162964,2.9631247520446777,0.008501292989647328
0.067665776577667,36,1714847364.320789,0.00046162379226857733,0.008968183427712521,36,6.8117780685424805,2.999595880508423,0.008506559635443944
0.06842063799114577,37,1714847364.3563943,0.0004969211601800498,0.008953755720012137,37,6.847383260726929,3.0346219539642334,0.008456834559832089
0.06972997381370966,38,1714847364.3908944,0.00048027635400282724,0.008923966500840754,38,6.881883382797241,3.069685697555542,0.008443690146837927
0.07276735746928599,39,1714847364.425692,0.00056718168779194,0.008884750034316036,39,6.9166810512542725,3.104538917541504,0.008317568346524097
0.07054890346095725,40,1714847364.4610567,0.0004978626990424773,0.008807846244498653,40,6.952045679092407,3.1398401260375977,0.008309983545456177
0.0710337593091212,41,1714847364.5295558,0.0005219834546207999,0.008616365893155283,42,7.020544767379761,3.208609104156494,0.008094382438534484
0.07192633899055939,42,1714847364.6642096,0.0006142499483358684,0.008545594922475426,46,7.155198574066162,3.342440366744995,0.007931344974139557
0.06502719980113966,43,1714847364.8094044,0.0014924632449181136,0.008020367861817425,50,7.300393342971802,3.4875545501708984,0.006527904616899312
0.06271991221859298,44,1714847364.9770803,0.0013273713746567938,0.00780165918032413,55,7.468069314956665,3.656137228012085,0.006474287805667335
0.05838052774596725,45,1714847365.1782851,0.0013757131643693469,0.007688641655113526,61,7.669274091720581,3.857135534286499,0.0063129284907441794
0.05820715231122994,46,1714847365.3804386,0.005901002408313395,0.016043570498629374,67,7.871427536010742,4.058684349060059,0.01014256809031598
0.05578943706589235,47,1714847365.5854383,0.0015174406991421,0.00718615532607228,73,8.076427221298218,4.263728618621826,0.00566871462693018
0.0570419460171313,48,1714847365.8653069,0.0014652426600442266,0.007114343217566758,81,8.356295824050903,4.5434863567352295,0.005649100557522532
0.0567060184294808,49,1714847366.1379776,0.0013472160118874897,0.006978458628772551,89,8.628966569900513,4.8162267208099365,0.005631242616885061
0.04462466723614034,50,1714847366.440811,0.0016363342215152752,0.006445459737527393,98,8.93179988861084,5.119004964828491,0.004809125516012118
0.042910765451397354,51,1714847366.7441583,0.0016780719032414599,0.0054401990714610625,107,9.23514723777771,5.4224138259887695,0.0037621271682196024
0.04263354740409346,52,1714847367.1160474,0.001622089607682683,0.005287191034523771,118,9.607036352157593,5.794219255447388,0.0036651014268410886
0.03707630980590949,53,1714847367.524279,0.0018164826135254803,0.004953994638071594,130,10.015268087387085,6.203079700469971,0.003137512024546113
0.03532465736955633,54,1714847367.9608257,0.001744974346712205,0.004552810285539833,143,10.451814651489258,6.639642238616943,0.002807835938827628
0.03725970817163193,55,1714847368.4415302,0.0015246053587462901,0.004310500547151914,157,10.93251919746399,7.120347738265991,0.0027858951884056245
0.03439510704876502,56,1714847368.9530683,0.001371883800982537,0.004071216444141129,172,11.44405722618103,7.63129734992981,0.0026993326431585924
0.031649647905637186,57,1714847369.5541637,0.0010491897182314976,0.0036817301250125717,190,12.04515266418457,8.232499599456787,0.002632540406781074
0.03275522585025844,58,1714847370.1719975,0.0007608594795923754,0.0032661709548802726,208,12.662986516952515,8.850194931030273,0.0025053114752878972
0.029719227039718007,59,1714847370.8793926,0.0006688125733323912,0.002893561059947105,229,13.370381593704224,9.557689428329468,0.0022247484866147137
0.02786012758371932,60,1714847371.6481981,0.0005192007837046458,0.002314084094215362,252,14.139187097549438,10.326927900314331,0.0017948833105107165
0.025230508502175023,61,1714847372.4942698,0.00034353332167207535,0.0021198270331922136,277,14.98525881767273,11.172531604766846,0.0017762937115201381
0.025333068634731497,62,1714847373.432727,0.00046867701020125545,0.002017542548093309,305,15.923716068267822,12.110586404800415,0.0015488655378920533
0.02266280031231583,63,1714847374.4432402,0.00038517044676737174,0.0017128555365484718,335,16.934229135513306,13.121920824050903,0.0013276850897811
0.022020517521613058,64,1714847375.588838,0.0003628038093362175,0.0015434062840341716,369,18.079827070236206,14.267496585845947,0.0011806024746979541
0.02272161103894201,65,1714847376.8414981,0.0001689505505409641,0.0012736129707816206,406,19.332487106323242,15.520220279693604,0.0011046624202406565
0.023431067881254455,66,1714847378.197145,0.00016342332510838707,0.0012154813470448393,446,20.68813395500183,16.875561714172363,0.0010520580219364523
0.02385758622477643,67,1714847379.7092469,0.0002072109711192601,0.0011177443016805672,491,22.200235843658447,18.387832641601562,0.000910533330561307
0.024843118561871873,68,1714847381.3620863,0.00018782844232063538,0.0010478222758741615,540,23.8530752658844,20.04077911376953,0.0008599938335535261
0.023824287229325128,69,1714847383.2105474,0.00012397757169658826,0.0009688012566225111,594,25.701536417007446,21.888742685317993,0.0008448236849259229
0.02043915768328497,70,1714847385.1911564,0.000142035189807497,0.0008276391797687761,653,27.682145357131958,23.869383811950684,0.0006856039899612791
0.019694245468929224,71,1714847387.3841412,7.195469667878572e-05,0.0005842443291886329,718,29.87513017654419,26.06289768218994,0.0005122896325098472
0.017724140558407056,72,1714847389.8895347,3.513940733372943e-05,0.0005666011272336684,790,32.380523681640625,28.56795334815979,0.0005314617198999389
0.014741213821286769,73,1714847392.578314,4.724459984261757e-05,0.0005223434294203828,869,35.069303035736084,31.256657361984253,0.0004750988295777653
0.0161561112864982,74,1714847395.508196,5.737524001480736e-05,0.00041657520715683355,956,37.99918508529663,34.18655347824097,0.0003591999671420262
0.014637824871660243,75,1714847398.7369568,2.0462316358287655e-05,0.0003583731574774493,1052,41.22794580459595,37.41525316238403,0.00033791084111916165
0.014878640187549004,76,1714847402.2745886,4.394462196202664e-05,0.0003441642796090465,1157,44.76557755470276,40.953226804733276,0.0003002196576470199
0.009353638552679846,77,1714847406.2060838,2.8330503316268862e-05,0.00022311124119059653,1272,48.69707274436951,44.88443851470947,0.00019478073787432767
0.009788460078655057,78,1714847410.5957031,1.8239855779840342e-05,0.0001569537178903415,1400,53.086692094802856,49.27441596984863,0.00013871386211050118
0.009515934975798716,79,1714847415.2998633,1.823374031938661e-05,0.00014355096007439219,1539,57.790852308273315,53.97874116897583,0.00012531721975500557
0.008371517931552443,80,1714847420.4929428,1.1551768253640876e-05,0.00011268383389960725,1693,62.98393177986145,59.171356439590454,0.00010113206564596637
0.006899974573372844,81,1714847426.1996453,6.602521777812309e-06,7.637428516134164e-05,1863,68.69063425064087,64.87821960449219,6.977176338352933e-05
0.006892951311528607,82,1714847432.488185,9.200190776303277e-06,6.0139364476139375e-05,2049,74.9791738986969,71.16685199737549,5.09391736998361e-05
0.005910843585908678,83,1714847439.4059093,6.462571011812777e-06,4.9535649395524665e-05,2254,81.89689826965332,78.08431625366211,4.307307838371189e-05
0.0060988639306955965,84,1714847447.028872,5.078756238348821e-06,4.7284200897392204e-05,2479,89.5198609828949,85.70745658874512,4.2205444659043384e-05
0.005711640458474576,85,1714847455.5453901,4.7011417589573495e-06,4.476948939477572e-05,2727,98.03637909889221,94.22437763214111,4.006834763581837e-05
0.005215295608231151,86,1714847464.8333259,3.3924241036498295e-06,3.594772035790334e-05,3000,107.32431483268738,103.51149582862854,3.255529625425351e-05
0.004833482406872714,87,1714847474.9740403,3.1594055620824767e-06,3.4648137485785226e-05,3299,117.46502923965454,113.65214848518372,3.148873192370275e-05
0.004937065571926733,88,1714847486.1806633,2.8495210931246872e-06,3.135203113711061e-05,3629,128.67165231704712,124.85938334465027,2.8502510043985927e-05
0.004706572274465424,89,1714847498.5378253,2.6058898420648862e-06,2.9593094276100215e-05,3992,141.0288143157959,137.21603345870972,2.6987204434035328e-05
0.004715377361464254,90,1714847512.194876,3.086454002268585e-06,2.6790692457449344e-05,4391,154.68586492538452,150.87166094779968,2.370423845518076e-05
0.004453257024028397,91,1714847527.056803,2.85134356137772e-06,1.87540844313552e-05,4831,169.54779195785522,165.73518085479736,1.5902740869977483e-05
0.004090050626288646,92,1714847543.4612098,1.4486685443702832e-06,1.536778903961493e-05,5314,185.9521987438202,182.13981175422668,1.3919120495244647e-05
0.0036151182009238267,93,1714847561.437912,1.324414558121503e-06,1.2883116115023897e-05,5845,203.92890095710754,200.11672806739807,1.1558701556902393e-05
0.003497917051917831,94,1714847581.2328308,1.3386535726727198e-06,1.2169190750498013e-05,6429,223.72381973266602,219.9110188484192,1.0830537177825293e-05
0.003461719244865347,95,1714847603.1074548,9.341158578042286e-07,1.044581557787773e-05,7072,245.59844374656677,241.78595113754272,9.511699720073501e-06
0.0030591438380273284,96,1714847627.070962,1.1624799335206134e-06,8.317654268880823e-06,7779,269.56195092201233,265.74951577186584,7.15517433536021e-06
0.0026115442848602946,97,1714847653.4392607,9.91353391190865e-07,6.738218541287085e-06,8557,295.9302496910095,292.11759662628174,5.74686515009622e-06
0.001948424063363916,98,1714847682.6052265,1.0840529250292537e-06,4.774570464365543e-06,9413,325.0962154865265,321.28380608558655,3.6905175393362893e-06
0.001789946939284798,99,1714847714.6759186,9.316650290346948e-07,3.3835661468393744e-06,10354,357.1669075489044,353.35394072532654,2.4519011178046795e-06
0.0016117153807771024,100,1714847749.8164046,7.919060457828165e-07,2.997034654318778e-06,11389,392.3073935508728,388.4947474002838,2.2051286085359612e-06
0.0014242326942717042,101,1714847788.4492064,6.256883553253233e-07,2.4811137634564804e-06,12528,430.94019532203674,427.1272234916687,1.8554254081311572e-06
0.0012533438458153267,102,1714847830.5662591,6.67475916738776e-07,2.05901414319259e-06,13781,473.05724811553955,469.2443423271179,1.3915382264538139e-06
0.0009190885677077684,103,1714847876.8686993,5.651109960300286e-07,1.6725777877598998e-06,15159,519.3596882820129,515.5470442771912,1.1074667917298713e-06
0.0008019277109658346,104,1714847927.7221072,4.17197567146327e-07,1.3435449043872577e-06,16675,570.2130961418152,566.400408744812,9.263473372409306e-07
0.0007335927080944586,105,1714847983.8187575,4.169553557103185e-07,1.2272124800442099e-06,18342,626.30974650383,622.4967885017395,8.102571243338913e-07
0.0006669846682437332,106,1714848045.858392,4.0041886997864594e-07,1.0268713058591013e-06,20177,688.3493809700012,684.5361738204956,6.264524358804553e-07
0.0005351409888331383,107,1714848114.052479,3.9288086038122375e-07,8.339375905838164e-07,22194,756.5434679985046,752.7309095859528,4.410567302025926e-07
0.000502608686098501,108,1714848188.9244351,3.1951304578238127e-07,6.570838891599267e-07,24414,831.4154241085052,827.6021883487701,3.375708433775454e-07
0.0004388807723304653,109,1714848271.2946057,2.598355157443651e-07,5.202766452256623e-07,26855,913.785594701767,909.9719517230988,2.6044112948129713e-07
0.000384255235546844,110,1714848361.3373778,2.4867656497626985e-07,4.256189023394954e-07,29514,1003.8283667564392,1000.0156080722809,1.7694233736322554e-07
