l2_error,_step,_timestamp,loss_interior,loss,step,_runtime,time,loss_boundary
0.27192376765682524,0,1714847363.0136056,0.01668509951821564,0.13634610037162198,0,5.504594564437866,1.4226875305175781,0.11966100085340635
0.19021382694978917,1,1714847363.0575867,0.016684929357674693,0.13634576893546801,1,5.5485756397247314,1.736433982849121,0.11966083957779332
0.17921892095014783,2,1714847363.0992734,0.008237613935844565,0.07964225578387264,2,5.590262413024902,1.7779886722564697,0.07140464184802808
0.20710005394790412,3,1714847363.134222,0.008070979729665015,0.06462763339064867,3,5.625211000442505,1.8129727840423584,0.05655665366098366
0.1888634013533797,4,1714847363.1705549,0.0016410005388560168,0.05999983206170438,4,5.661543846130371,1.8492522239685059,0.05835883152284836
0.3751947366591583,5,1714847363.2084773,0.005829491235343611,0.05357801879163924,5,5.699466228485107,1.8872885704040527,0.04774852755629563
0.16917352962232948,6,1714847363.2444499,0.16744403054172935,0.345718585918696,6,5.735438823699951,1.9232392311096191,0.17827455537696665
0.13158876292609176,7,1714847363.2796073,0.00334944474186256,0.05163465848947128,7,5.770596265792847,1.9583942890167236,0.048285213747608725
0.14794378209168543,8,1714847363.3164759,0.012656669808645257,0.037711388679960794,8,5.807464838027954,1.9938931465148926,0.025054718871315534
0.09976068275365313,9,1714847363.3534863,0.0013702669924067746,0.020488289218722547,9,5.844475269317627,2.032132863998413,0.019118022226315774
0.07568937493482107,10,1714847363.3898091,0.0017327442395570452,0.016444523929855816,10,5.880798101425171,2.0684292316436768,0.014711779690298772
0.08178473338257072,11,1714847363.427097,0.0010529499976023324,0.013947277159668044,11,5.918086051940918,2.105659008026123,0.012894327162065712
0.083583441812733,12,1714847363.4646757,0.001168043605617682,0.013225095817988815,12,5.95566463470459,2.1432456970214844,0.012057052212371133
0.08911320176946093,13,1714847363.5016766,0.0011719335242544478,0.013044013583370798,13,5.992665529251099,2.180257558822632,0.01187208005911635
0.07997286759616322,14,1714847363.537316,0.0010305472050471524,0.01284302380077429,14,6.0283050537109375,2.2164018154144287,0.011812476595727137
0.08056019330755648,15,1714847363.5704558,0.001010480906772639,0.01256207470155421,15,6.0614447593688965,2.2495172023773193,0.011551593794781571
0.08262359075974739,16,1714847363.60579,0.0008553248337511627,0.012459715100868452,16,6.096778869628906,2.2840518951416016,0.01160439026711729
0.08399396856877549,17,1714847363.6408825,0.0008501353375614517,0.01231313745564363,17,6.131871461868286,2.319669008255005,0.01146300211808218
0.08874907027357162,18,1714847363.676133,0.0009095125934294941,0.012265785436312494,18,6.167121887207031,2.3549587726593018,0.011356272842883
0.08846533997178965,19,1714847363.711136,0.0007293329700413236,0.01214762028829463,19,6.202125072479248,2.3898942470550537,0.011418287318253307
0.08168707548736992,20,1714847363.7476747,0.001352491513596915,0.012987993551709664,20,6.238663673400879,2.426405191421509,0.01163550203811275
0.0852477189470316,21,1714847363.7847116,0.000879021945171233,0.011426679294982658,21,6.275700569152832,2.4634430408477783,0.010547657349811425
0.08833015982658932,22,1714847363.8197289,0.000719459163453795,0.011304943924962294,22,6.310717821121216,2.498530864715576,0.0105854847615085
0.08155800991009125,23,1714847363.8550065,0.0006923861332872606,0.011137127689930889,23,6.3459954261779785,2.5337483882904053,0.010444741556643627
0.08198886074890456,24,1714847363.890126,0.0005188446508383653,0.010811107986589772,24,6.381114959716797,2.5689244270324707,0.010292263335751407
