loss_boundary,loss_interior,l2_error,time,_timestamp,step,_step,_runtime,loss
0.06064752632213642,0.00021829965653606163,0.2120934196955991,1.4988372325897217,1714149802.1819534,0,0,5.7498674392700195,0.06086582597867248
0.04699346516380268,0.00022646267448261635,0.16386116844962345,1.9269962310791016,1714149802.3808978,1,1,5.948811769485474,0.0472199278382853
0.043377701398765414,0.001880096361332214,0.19755803245056044,2.125051736831665,1714149802.5789077,2,2,6.146821737289429,0.045257797760097626
0.043204025809708,0.001061010078857661,0.16547978092684026,2.327678918838501,1714149802.781585,3,3,6.349498987197876,0.04426503588856566
0.042097273207640014,0.0013690175951936877,0.1960886535591932,2.5269346237182617,1714149802.9807584,4,4,6.548672437667847,0.0434662908028337
0.0419380628635122,0.0008088664768874185,0.17044015067921542,2.716137647628784,1714149803.1700134,5,5,6.737927436828613,0.042746929340399614
0.041008370656036616,0.001080239787403172,0.19140412035667112,2.926884889602661,1714149803.380726,6,6,6.9486401081085205,0.04208861044343979
0.04066920763404756,0.0007135723363305346,0.17287442918402576,3.1212551593780518,1714149803.5762074,7,7,7.144121408462524,0.0413827799703781
0.03997021277816682,0.0009123883083225156,0.20334066908849796,3.3371479511260986,1714149803.7909975,8,8,7.358911514282227,0.040882601086489334
0.037723601760553775,0.0011969436324666496,0.1636268509986168,3.5354812145233154,1714149803.9894426,9,9,7.557356595993042,0.03892054539302042
0.03604559252463349,0.001342810010853851,0.14270322788037101,3.731778383255005,1714149804.1856303,10,10,7.753544330596924,0.03738840253548734
0.034782977260858106,0.0016996519457530557,0.1649436149740129,3.9193289279937744,1714149804.3731859,11,11,7.9410998821258545,0.03648262920661116
0.03488055236906199,0.0011950420551633911,0.1404183801790921,4.108976125717163,1714149804.5628219,12,12,8.130735874176025,0.03607559442422538
0.03449235325481906,0.0013148536039792166,0.15980584159903816,4.3037800788879395,1714149804.757747,13,13,8.325660943984985,0.03580720685879828
0.0343085545807486,0.0011236083667588129,0.13322059937461675,4.495798349380493,1714149804.9496715,14,14,8.517585515975952,0.035432162947507416
0.033739687173952815,0.0013457724508349031,0.15539123993959994,4.688746929168701,1714149805.1425993,15,15,8.710513353347778,0.03508545962478772
0.03347629070647295,0.001100089322420095,0.12294265554735441,4.895576000213623,1714149805.3494735,16,16,8.91738748550415,0.034576380028893045
0.03274371670815623,0.0013410911933732534,0.14902502971314643,5.083270072937012,1714149805.5371096,17,17,9.105023622512817,0.03408480790152948
0.03222866973419074,0.0010623841640932776,0.12013245921353709,5.271550416946411,1714149805.725368,18,18,9.29328203201294,0.03329105389828402
0.030551402909384715,0.001324780183592317,0.13997077732154656,5.455395936965942,1714149805.9092183,19,19,9.477132320404053,0.03187618309297703
0.02566706825653037,0.0028232593591224525,0.12018113412506909,5.8461010456085205,1714149806.3000605,21,20,9.867974519729614,0.028490327615652823
0.024914871009569146,0.0017605712136088932,0.1204533075073676,6.0415894985198975,1714149806.4954917,22,21,10.063405752182007,0.02667544222317804
0.024722914960278147,0.0016761703867984477,0.13114430689000192,6.2420148849487305,1714149806.6973746,23,22,10.265288591384888,0.026399085347076596
0.02423533210246729,0.0015147539239633396,0.11083549435618462,6.630130767822266,1714149807.083972,25,23,10.651885986328125,0.02575008602643063
0.024024418829127182,0.001455430760850303,0.1174700168437714,7.004459619522095,1714149807.4583035,27,24,11.026217460632324,0.025479849589977486
0.023945975360006592,0.001463893608363078,0.12869808668673258,7.189988851547241,1714149807.643796,28,25,11.211709976196289,0.02540986896836967
0.023736123211617607,0.0014515264315144488,0.12368273000741344,7.6086108684539795,1714149808.0626352,30,26,11.630549192428589,0.025187649643132054
0.023615558425599644,0.0014412033267472205,0.1286030475325732,7.99183464050293,1714149808.445702,32,27,12.01361608505249,0.025056761752346866
0.023299250558872407,0.0014296219257653377,0.12412967226983834,8.372643232345581,1714149808.8264818,34,28,12.39439582824707,0.024728872484637746
0.023141360578921986,0.001421064081203102,0.12879260192947944,8.747486591339111,1714149809.201351,36,29,12.769264936447144,0.02456242466012509
0.02248326541666614,0.0013962358715413825,0.11456853927104754,9.312597751617432,1714149809.7664583,39,30,13.334372282028198,0.023879501288207525
0.02177074877481921,0.0013534460271932168,0.113178422619165,9.705602407455444,1714149810.1595132,41,31,13.727427244186401,0.023124194802012426
0.017900743153937332,0.0013826317672327477,0.11001463458678198,10.281104564666748,1714149810.7349985,44,32,14.302912473678589,0.01928337492117008
0.017602879066601608,0.001196947545912532,0.10474748609989744,10.845585346221924,1714149811.299433,47,33,14.867347002029419,0.01879982661251414
0.017379804911773888,0.0010710308690443618,0.1059678693516307,11.409161806106567,1714149811.8629982,50,34,15.430912256240845,0.01845083578081825
0.017288829688900453,0.0010664890803266966,0.10317417778399057,11.96656084060669,1714149812.4203641,53,35,15.988278150558472,0.01835531876922715
0.017209827231779558,0.0010564502896983356,0.10227478878716803,12.73566484451294,1714149813.1895404,57,36,16.75745439529419,0.018266277521477893
0.01715895895350655,0.0010387273822946804,0.10421457941739286,13.310911655426025,1714149813.764744,60,37,17.332658052444458,0.01819768633580123
0.01707278017692553,0.0010321971519429598,0.10411356202267982,14.077476263046265,1714149814.5313609,64,38,18.09927487373352,0.01810497732886849
0.01696903562209606,0.0010340189415775185,0.10348894343229678,14.869535684585571,1714149815.323377,68,39,18.89129090309143,0.018003054563673578
0.01681645590325113,0.0010520587430556897,0.1005002369294739,15.88489556312561,1714149816.3387797,73,40,19.906693696975708,0.017868514646306823
