_step,loss_interior,loss_boundary,loss,l2_error,step,_runtime,_timestamp,time
26,0.0008261727294728768,0.012866575927381836,0.013692748656854712,0.07876345595887861,30,4.66972804069519,1714183176.571899,2.2901339530944824
27,0.0008457915936325524,0.012496101674260041,0.013341893267892594,0.07681727235524582,32,4.80771803855896,1714183176.709889,2.428828716278076
28,0.0008636710362787464,0.012181889449043252,0.013045560485321999,0.07583302661681864,34,5.009380102157593,1714183176.911551,2.630236864089966
29,0.0009102348122519491,0.01185996651978846,0.01277020133204041,0.0748854175950571,36,5.1436872482299805,1714183177.0458581,2.764794111251831
30,0.0010049943317915085,0.01113283724161137,0.012137831573402877,0.0711771978902362,39,5.340478181838989,1714183177.242649,2.96142578125
31,0.001028235865767206,0.010928528711401046,0.011956764577168252,0.07024129339129354,41,5.477649211883545,1714183177.37982,3.0984790325164795
32,0.0010861176271408676,0.010625740117797013,0.011711857744937881,0.07030102020556259,44,5.675454139709473,1714183177.577625,3.2961249351501465
33,0.0014376974603184513,0.009836596031286993,0.011274293491605445,0.06768158026251436,47,5.869910001754761,1714183177.772081,3.4912569522857666
34,0.0014965782369760778,0.008927643048461664,0.010424221285437742,0.06315230814723895,50,6.0728230476379395,1714183177.974994,3.6936848163604736
35,0.0012208272659590532,0.008633346050208013,0.009854173316167066,0.06178708128260518,53,6.268811941146851,1714183178.1709828,3.8896918296813965
36,0.0012352703500380223,0.008361668790957434,0.009596939140995457,0.060616083557019695,57,6.5366370677948,1714183178.438808,4.15784478187561
37,0.0011285750239595686,0.00816744000140199,0.009296015025361558,0.05920796994469892,60,6.7335920333862305,1714183178.635763,4.354508876800537
38,0.0011003878418952237,0.00784356843301459,0.008943956274909813,0.059016561783543094,64,7.000077962875366,1714183178.9022489,4.6209259033203125
39,0.0010828449059828763,0.0070420069443741145,0.00812485185035699,0.05514453112685544,68,7.262458086013794,1714183179.164629,4.883296966552734
40,0.001191875850841218,0.006541394291395309,0.007733270142236527,0.05394463146078142,73,7.5947911739349365,1714183179.496962,5.215666770935059
41,0.001030882432931208,0.0064402190615465045,0.007471101494477712,0.052947482791717626,77,7.859342098236084,1714183179.761513,5.4801719188690186
42,0.0009757777241952646,0.006265661058211554,0.007241438782406818,0.05108067011901018,82,8.191839218139648,1714183180.09401,5.81207275390625
43,0.0009464121394005593,0.005989998137763008,0.006936410277163568,0.0495521721842282,88,8.59293508529663,1714183180.495106,6.213785886764526
44,0.0009376839414149363,0.005732314060698677,0.006669998002113613,0.048404246255851414,93,8.921285152435303,1714183180.823456,6.541388988494873
45,0.0008958628882379849,0.005449510172608344,0.0063453730608463285,0.04644558124565519,99,9.311423301696777,1714183181.2135942,6.932228088378906
46,0.0008882174366784924,0.00522952625699493,0.006117743693673422,0.04585554112481271,106,9.796357154846191,1714183181.698528,7.417104005813599
47,0.0008623164461592893,0.004955206153277746,0.005817522599437035,0.04358917548096928,113,10.251890182495117,1714183182.154061,7.87273383140564
48,0.0008429598741875705,0.00459491843650406,0.0054378783106916306,0.04169910969800684,120,10.714954137802124,1714183182.617125,8.335217714309692
49,0.0008197334091049652,0.004297437575138948,0.005117170984243913,0.040191689580704175,128,11.24454402923584,1714183183.146715,8.865835905075073
50,0.0008093984676181825,0.004171471959661005,0.004980870427279187,0.039499906845698034,136,11.764722108840942,1714183183.666893,9.385467052459717
51,0.0007990653626140239,0.004017739371181781,0.0048168047337958046,0.03888076370043318,145,12.342581033706665,1714183184.244752,9.96371603012085
52,0.000780981082364973,0.003862156012512109,0.004643137094877082,0.03757268648197522,154,12.929340124130249,1714183184.831511,10.54964280128479
53,0.0007872010388210255,0.0036220737845108087,0.0044092748233318345,0.03675753185210034,164,13.592792987823486,1714183185.494964,11.21358585357666
54,0.0007614244056206349,0.003461412838591543,0.004222837244212178,0.03543524632341801,175,14.31742000579834,1714183186.219591,11.938549995422363
55,0.0007555332495020656,0.0032668774591834353,0.004022410708685501,0.03496513975648357,186,15.036195039749146,1714183186.938366,12.656569004058838
56,0.0007514763757314853,0.0030304943046271264,0.0037819706803586114,0.03399741165955464,198,15.818197250366211,1714183187.7203681,13.438974857330322
57,0.0007371621198446215,0.0028651620068603596,0.003602324126704981,0.0332147009661865,211,16.67072296142578,1714183188.5728939,14.291945934295654
58,0.0007283431253357708,0.0026860269262949095,0.0034143700516306805,0.032415107071405394,224,17.518020153045654,1714183189.420191,15.138871908187866
59,0.0007322131384053317,0.002471647939169587,0.003203861077574919,0.0315077571601492,238,18.436415195465088,1714183190.338586,16.057196855545044
60,0.0006963347847119356,0.002327494737232218,0.0030238295219441533,0.03078282078978023,254,19.481585025787354,1714183191.383756,17.1022367477417
61,0.0006821694385078237,0.0021790995149306926,0.002861268953438516,0.030374824768284184,270,20.532539129257202,1714183192.43471,18.153161764144897
62,0.0006587238363803151,0.002065178796971977,0.0027239026333522923,0.030153428855089946,288,21.74962306022644,1714183193.651794,19.36997699737549
63,0.0006423568486618479,0.001907196138728162,0.00254955298739001,0.02970966367403833,306,22.93113899230957,1714183194.83331,20.551918029785156
64,0.0006127800650433369,0.0017299664706633402,0.002342746535706677,0.029122483176186872,326,24.24180293083191,1714183196.1439738,21.863017797470093
65,0.0005733180165101739,0.0014937544970597505,0.0020670725135699245,0.02787104129327873,347,25.611639976501465,1714183197.5138109,23.23190975189209
66,0.0005021149878320361,0.0012305074877265168,0.001732622475558553,0.026140369874802935,369,27.047877073287964,1714183198.950048,24.66833782196045
67,0.0004322083924546128,0.0009459740404714483,0.001378182432926061,0.02388095714812292,393,28.63624596595764,1714183200.5384169,26.25700092315674
68,0.00040302118489769686,0.0007497416530678013,0.001152762837965498,0.021787523799268366,418,30.351626873016357,1714183202.2537978,27.972848892211914
69,0.00037480283547158474,0.000649658539782651,0.0010244613752542356,0.020372273165987866,445,32.11470007896423,1714183204.016871,29.734917879104614
70,0.0003337185641979055,0.0005400342443063459,0.0008737528085042514,0.01911947910655025,473,33.943358182907104,1714183205.845529,31.564016819000244
71,0.00031520292296188974,0.00048343571049969694,0.0007986386334615867,0.018592595564098927,504,36.095552921295166,1714183207.9977238,33.716235876083374
72,0.0002977135335266136,0.0004397138802753814,0.000737427413801995,0.01809419239767583,536,38.19351816177368,1714183210.095689,35.81426978111267
73,0.0002748033515953494,0.00039048648395341017,0.0006652898355487596,0.017310907116536475,571,40.648767948150635,1714183212.5509388,38.26904487609863
74,0.0002574023531097677,0.0003454671162656748,0.0006028694693754425,0.016603210469558097,607,43.16445517539978,1714183215.066626,40.78553009033203
75,0.0002442399092680744,0.0003040697411443969,0.0005483096504124714,0.01585249468966529,646,45.71647310256958,1714183217.618644,43.337289810180664
76,0.0002328655367296413,0.0002695010257442835,0.0005023665624739248,0.015097389662943848,688,48.48989200592041,1714183220.392063,46.11038780212402
77,0.0002199082573498352,0.00023990896009247023,0.00045981721744230543,0.01436648393042031,732,51.35985016822815,1714183223.262021,48.97972083091736
78,0.00020177139025557387,0.00021265253486849812,0.000414423925124072,0.01345559108461096,779,54.57097315788269,1714183226.473144,52.191526889801025
79,0.00018867768407801583,0.0001875039862248808,0.00037618167030289664,0.012507393002799506,829,57.87966513633728,1714183229.781836,55.50006604194641
80,0.00017852757559153965,0.0001652611862792071,0.00034378876187074676,0.011731411159275904,882,61.388583183288574,1714183233.290754,59.0093560218811
81,0.00017008591627284665,0.00014568234610889554,0.0003157682623817422,0.01106483535061358,939,65.16200590133667,1714183237.0641768,62.78254795074463
82,0.00016304332003327435,0.0001283813125720662,0.00029142463260534054,0.010480546529921085,999,69.10382509231567,1714183241.005996,66.7239089012146
83,0.00015529274632734562,0.00011403864537815173,0.00026933139170549734,0.009982116013011954,1064,73.372394323349,1714183245.2745652,70.99347186088562
84,0.00014724168609528854,0.00010121990071133782,0.00024846158680662635,0.009533260054124758,1132,77.86277222633362,1714183249.7649431,75.4835729598999
85,0.000140587774561137,9.183844040292829e-05,0.0002324262149640653,0.00922536473364923,1205,82.73416113853455,1714183254.636332,80.35431599617004
86,0.00013020928950175265,7.968876995144575e-05,0.00020989805945319842,0.008632908871782825,1282,87.99188804626465,1714183259.894059,85.61230778694153
87,0.00012053387522485204,6.863303548958484e-05,0.00018916691071443689,0.008015015838784476,1364,93.95392107963562,1714183265.856092,91.57465171813965
88,0.00011306085281750623,5.9549708842921326e-05,0.00017261056166042755,0.007486566168881558,1452,99.9568681716919,1714183271.859039,97.57731485366821
89,0.00010641813730292957,5.240440509565732e-05,0.0001588225423985869,0.007016339054333003,1545,106.06225299835205,1714183277.964424,103.68271398544312
90,0.00010039950789263742,4.708737589780955e-05,0.00014748688379044697,0.006622670358610206,1645,112.71580505371094,1714183284.617976,110.33632302284241
91,9.471171852484515e-05,4.243585080026375e-05,0.0001371475693251089,0.006303438846440919,1750,119.63697028160095,1714183291.5391412,117.25753903388977
92,8.901724295341776e-05,3.8352461663772045e-05,0.0001273697046171898,0.005996983043951401,1863,127.10777115821838,1714183299.009942,124.72816205024719
93,8.363318271630811e-05,3.487653331918084e-05,0.00011850971603548894,0.00574557762556528,1982,135.04393219947815,1714183306.946103,132.66444897651672
94,7.858412503167862e-05,3.196286972311591e-05,0.00011054699475479454,0.0055403198885156405,2110,143.54625296592712,1714183315.4484239,141.1673309803009
95,7.365760158952332e-05,2.912715466309242e-05,0.00010278475625261573,0.005328368455973343,2245,152.46926999092102,1714183324.371441,150.09002780914307
96,6.761000270244467e-05,2.584296159877039e-05,9.345296430121506e-05,0.005047926855222625,2389,162.1332561969757,1714183334.035427,159.75380396842957
97,6.058249296409491e-05,2.1602962707289867e-05,8.218545567138478e-05,0.004662809917509072,2543,172.2894310951233,1714183344.191602,169.91007590293884
98,5.2183685384935795e-05,1.6478373510058552e-05,6.866205889499435e-05,0.004270933096110314,2706,183.13077116012573,1714183355.032942,180.75034284591675
99,4.5420035371727434e-05,1.263551389283127e-05,5.805554926455871e-05,0.003983536031946083,2880,194.62085604667664,1714183366.523027,192.24130773544312
100,3.957685124799526e-05,9.64100229363527e-06,4.921785354163053e-05,0.0036590881511868257,3065,206.91778302192688,1714183378.819954,204.538400888443
101,3.463295202529032e-05,7.378920777174323e-06,4.201187280246464e-05,0.003345847497241547,3261,219.9253339767456,1714183391.8275049,217.5462908744812
102,3.072407622742904e-05,5.780065980447725e-06,3.650414220787676e-05,0.0030627037106224528,3471,233.8120400905609,1714183405.714211,231.4323079586029
103,2.7146909517373105e-05,4.491973877720993e-06,3.16388833950941e-05,0.002858813671957735,3694,248.63574123382568,1714183420.5379121,246.25627994537354
104,2.3880576565441842e-05,3.4948007360865326e-06,2.7375377301528373e-05,0.002738127253077542,3931,264.34830713272095,1714183436.250478,261.9690728187561
105,2.1249977902268672e-05,2.8715216591527385e-06,2.412149956142141e-05,0.002716283335125486,4183,281.15887808799744,1714183453.061049,278.77878284454346
106,1.9646018439071316e-05,2.5222474276274146e-06,2.216826586669873e-05,0.0027166594092685194,4452,300.0481493473053,1714183471.9503202,297.66859197616577
107,1.850195401522351e-05,2.297971232168362e-06,2.079992524739187e-05,0.0027354853307348876,4738,318.8129162788391,1714183490.7150872,316.433406829834
108,1.7383574824639103e-05,2.111534786086837e-06,1.949510961072594e-05,0.002761927823251342,5042,339.1424820423126,1714183511.044653,336.7626748085022
109,1.602986689356514e-05,1.8864437896838592e-06,1.7916310683249e-05,0.00278292265323813,5366,360.6028971672058,1714183532.505068,358.2232458591461
110,1.501628824305598e-05,1.7353093391007205e-06,1.67515975821567e-05,0.002788137632703685,5711,383.6398561000824,1714183555.542027,381.2601249217987
111,1.4337658600897633e-05,1.6424196926761974e-06,1.598007829357383e-05,0.0027771059744260153,6077,407.9811182022095,1714183579.883289,405.6020920276642
112,1.3805750707725891e-05,1.5738534996035e-06,1.537960420732939e-05,0.0027569896442831733,6467,433.8276901245117,1714183605.729861,431.4476857185364
113,1.3269427840697108e-05,1.5179400388874295e-06,1.4787367879584537e-05,0.0027446591141335247,6883,461.452495098114,1714183633.354666,459.0719690322876
114,1.2741022332956968e-05,1.4729674555220636e-06,1.4213989788479031e-05,0.002739789490778454,7325,490.8061580657959,1714183662.708329,488.42612290382385
115,1.2091845878863781e-05,1.4078432030804004e-06,1.3499689081944182e-05,0.0027286401030536317,7795,522.0489361286163,1714183693.951107,519.6688907146454
116,1.1174823297095112e-05,1.3749935732462605e-06,1.2549816870341373e-05,0.002854404366523756,8296,555.2370569705963,1714183727.1392279,552.8575737476349
117,1.0251199987498332e-05,1.3070901436914235e-06,1.1558290131189756e-05,0.0029255683389413593,8828,590.592178106308,1714183762.494349,588.2128839492798
118,9.449507501593286e-06,1.2504300810220992e-06,1.0699937582615386e-05,0.002970492120197646,9395,628.1696710586548,1714183800.071842,625.7902309894562
119,8.73726453509966e-06,1.198129507944127e-06,9.935394043043787e-06,0.002987025245226544,9999,669.5970520973206,1714183841.499223,667.2167649269104
