_step,l2_error,_timestamp,_runtime,loss_interior,time,loss,step,loss_boundary
41,0.12897900718966093,1714219439.1184204,10.46586537361145,0.00046061366996708405,6.602644205093384,0.029005544230544477,77,0.028544930560577393
42,0.12817446773641777,1714219439.4176517,10.765096664428711,0.0004348422429062214,6.901831865310669,0.028811884926408002,82,0.02837704268350178
43,0.12793770098021726,1714219439.7718692,11.119314193725586,0.00041745827578834935,7.256060600280762,0.028588314377935145,88,0.028170856102146796
44,0.1278979007599372,1714219440.0704665,11.417911529541016,0.00043015562141608525,7.554996967315674,0.028415574596705625,93,0.027985418975289538
45,0.12755170361742385,1714219440.4372582,11.784703254699707,0.00040864701348574436,7.921977519989014,0.028219067328071615,99,0.02781042031458587
46,0.12695241218090372,1714219440.8674524,12.214897394180298,0.0003867652449819561,8.352103471755981,0.02800099322655403,106,0.027614227981572075
47,0.12684135905040977,1714219441.298638,12.646083116531372,0.0003763473126234831,8.783452987670898,0.027788646835352326,113,0.027412299522728844
48,0.12626418298935824,1714219441.715965,13.06341004371643,0.0003515784142978648,9.200711965560913,0.02759147273088724,120,0.027239894316589373
49,0.1259925947664682,1714219442.205931,13.553375959396362,0.0003371798915721171,9.69018292427063,0.02736577839314804,128,0.02702859850157592
50,0.12558843172829345,1714219442.6753073,14.022752285003662,0.0003258495943443246,10.159900426864624,0.027150678217241705,136,0.02682482862289738
51,0.1252768318213989,1714219443.2086112,14.556056261062622,0.0003090603650368276,10.693339586257935,0.026917497489522397,145,0.02660843712448557
52,0.12476280709477991,1714219443.7605648,15.108009815216064,0.0002904939135606193,11.24521803855896,0.02669225530018297,154,0.02640176138662235
53,0.12425408092343118,1714219444.3597538,15.707198858261108,0.0002794110310624513,11.844448804855347,0.026447956452654214,164,0.026168545421591763
54,0.12378284344292903,1714219445.019658,16.367103099822998,0.00025322817783250586,12.504358530044556,0.026186431365303242,175,0.025933203187470735
55,0.12314786052505443,1714219445.5576618,16.905106782913208,0.00023645945959337752,13.042733192443848,0.025936006698853632,186,0.025699547239260254
56,0.12255417767562014,1714219446.141236,17.488681077957153,0.00023191491379132177,13.62602186203003,0.025663856425719514,198,0.025431941511928194
57,0.12191851184998093,1714219446.851784,18.1992290019989,0.00020166920424140503,14.336218118667603,0.02537756880066037,211,0.025175899596418964
58,0.12118557402931958,1714219447.621557,18.96900200843811,0.00018622561989955222,15.105977296829224,0.02509811877318214,224,0.024911893153282585
59,0.12030021633924635,1714219448.4320672,19.77951216697693,0.00016563765109521293,15.916818857192993,0.02477184621052775,238,0.02460620855943254
60,0.11936265534206157,1714219449.3552952,20.70274019241333,0.000148610331777138,16.840085744857788,0.024392992645198352,254,0.024244382313421214
61,0.11832603417745621,1714219450.292335,21.639780044555664,0.00012973257548775562,17.776954174041748,0.02401506995495174,270,0.023885337379463984
62,0.11702900288528235,1714219451.401717,22.749161958694458,0.00011438495977416155,18.885740280151367,0.023561102883860936,288,0.023446717924086775
63,0.11519395137633251,1714219452.4797506,23.827195644378662,0.00017104839219744404,19.964176177978516,0.023005116400874697,306,0.022834068008677252
64,0.11057523730299755,1714219453.6774752,25.024920225143433,5.7027751423437045e-05,21.161494493484497,0.02188409720733387,326,0.021827069455910432
65,0.10702320128519287,1714219454.936431,26.283875942230225,5.6370193861403104e-05,22.421035289764404,0.020477533831721562,347,0.02042116363786016
66,0.10572301987788366,1714219456.2554123,27.6028573513031,3.97118428725049e-05,23.73955774307251,0.02007903941338149,369,0.020039327570508983
67,0.10464981560308621,1714219457.6795857,29.02703070640564,3.8895522969346416e-05,25.16412115097046,0.019776828804106153,393,0.019737933281136807
68,0.10352329443642397,1714219459.1924083,30.53985333442688,3.246996289091123e-05,26.676621913909912,0.01947444443930766,418,0.01944197447641675
69,0.10239495992367177,1714219460.8261397,32.17358469963074,3.833124607610183e-05,28.31048583984375,0.019154110620556494,445,0.01911577937448039
70,0.10103393375933747,1714219462.476181,33.82362604141235,4.7052484678256544e-05,29.960357189178467,0.018811293738633137,473,0.01876424125395488
71,0.09925254952113802,1714219464.3052938,35.65273880958557,4.058240917523501e-05,31.78990864753723,0.0183316257916557,504,0.018291043382480464
72,0.0942032058157474,1714219466.2043948,37.55183982849121,3.629067533791309e-05,33.688655376434326,0.01704543064767624,536,0.017009139972338327
73,0.0893551302150107,1714219468.2442825,39.59172749519348,9.083524102933723e-05,35.728999614715576,0.015861961391338362,571,0.015771126150309026
74,0.08768191160185279,1714219470.3544774,41.70192241668701,3.419904869987051e-05,37.83888292312622,0.015416568267373082,607,0.015382369218673211
75,0.08607014047524825,1714219472.6614978,44.00894284248352,3.1737851222431725e-05,40.14552164077759,0.015068895608489109,646,0.015037157757266677
76,0.08473097839626825,1714219475.1430783,46.49052333831787,3.3720646537100525e-05,42.627609968185425,0.01474213846689944,688,0.014708417820362338
77,0.08344448304003695,1714219477.7375915,49.085036516189575,3.534500204404876e-05,45.22236657142639,0.01443322205492979,732,0.014397877052885743
78,0.08224002680491828,1714219480.5521984,51.899643421173096,5.250669392231533e-05,48.036452531814575,0.014139978841736619,779,0.014087472147814304
79,0.0757938212948786,1714219483.494441,54.841886043548584,6.081970108222786e-05,50.97922945022583,0.012636171276976313,829,0.012575351575894086
80,0.0742617697263632,1714219486.6347766,57.982221603393555,7.39218045341608e-05,54.119120359420776,0.012234137736186743,882,0.012160215931652582
81,0.07274671419028722,1714219489.999048,61.34649300575256,6.454092791227389e-05,57.483327865600586,0.011917918927558295,939,0.011853377999646022
82,0.07171622254312232,1714219493.7660754,65.11352038383484,6.85781608663166e-05,61.25018882751465,0.011653375421832557,999,0.01158479726096624
83,0.07085874730045923,1714219497.6221716,68.96961665153503,7.99173197384906e-05,65.10647702217102,0.011409734407907605,1064,0.011329817088169113
84,0.06969801458895483,1714219501.8062103,73.15365529060364,7.735039271916636e-05,69.29036045074463,0.011182669832386355,1132,0.011105319439667189
85,0.06889015095022044,1714219506.1367824,77.48422741889954,9.072754773285098e-05,73.62106323242188,0.010961776418690002,1205,0.010871048870957151
86,0.06429634165924804,1714219510.660104,82.00754904747009,0.00010900825207795782,78.14494323730469,0.009930712020302686,1282,0.009821703768224728
87,0.06302465761974167,1714219515.4967866,86.84423160552979,0.00011502953583499416,82.98094511032104,0.009612538362688635,1364,0.009497508826853641
88,0.06187942912176459,1714219520.7753396,92.12278461456299,0.00012505795736490635,88.25941872596741,0.009378901793385476,1452,0.00925384383602057
89,0.06134486656990593,1714219526.28059,97.62803506851196,0.00013483652552936866,93.7652645111084,0.009172510891490775,1545,0.009037674365961406
90,0.060484724106988866,1714219532.1469765,103.49442148208618,0.00014254501803107758,99.63126993179321,0.009002465708401934,1645,0.008859920690370856
91,0.059648262375964635,1714219538.4078972,109.75534224510193,0.00014192656559889035,105.89226245880127,0.008845986413951724,1750,0.008704059848352833
92,0.05924146341730497,1714219545.091272,116.43871712684631,0.00015112499962888773,112.57545018196106,0.008697782760223578,1863,0.00854665776059469
93,0.058523600184202884,1714219552.663021,124.0104660987854,0.00015083076897647735,120.14738321304321,0.008563818511907961,1982,0.008412987742931484
94,0.05827361387244084,1714219560.3706264,131.71807146072388,0.00016010322800976966,127.85467910766602,0.008431790348713513,2110,0.008271687120703744
95,0.05712869176986119,1714219568.3714643,139.71890926361084,0.00017410272005614989,135.85556602478027,0.008210210324393546,2245,0.008036107604337395
96,0.05470957966974488,1714219576.9108536,148.2582986354828,0.00019667463225127982,144.39471578598022,0.007544036112904157,2389,0.007347361480652877
97,0.05407786061469794,1714219586.1202717,157.46771669387817,0.00020842476544122098,153.60450744628906,0.007372667614905104,2543,0.007164242849463882
98,0.053652848333195835,1714219596.1637657,167.51121068000793,0.00020669604008941657,163.64795994758606,0.007247189993331029,2706,0.0070404939532416125
99,0.05333811531421624,1714219606.5184486,177.86589360237122,0.00021145938570904123,174.00264620780945,0.007149514077169648,2880,0.0069380546914606074
100,0.05322186510008802,1714219617.52662,188.87406492233276,0.00021682265845286141,185.01098728179932,0.007058576999588699,3065,0.006841754341135838
101,0.05300389135193521,1714219629.1698096,200.51725459098816,0.00022094300578183243,196.65393900871277,0.006974632625121153,3261,0.0067536896193393205
102,0.05278661196272901,1714219641.6727254,213.02017045021057,0.0002239497559850086,209.15667414665222,0.006899299243864253,3471,0.0066753494878792445
103,0.052607772609705686,1714219654.8283453,226.175790309906,0.00022454720554688647,222.3126084804535,0.006825978522830216,3694,0.0066014313172833294
104,0.05253365547652833,1714219668.7707393,240.11818432807922,0.00022912400435549707,236.25473618507385,0.0067544736001520335,3931,0.006525349595796537
105,0.05244886832959643,1714219683.8118246,255.15926957130432,0.00023171054882832333,251.29604744911194,0.006692263856488451,4183,0.006460553307660127
106,0.05236308284087483,1714219699.7740736,271.12151861190796,0.00023409867598721355,267.25821805000305,0.006628334291030648,4452,0.0063942356150434344
107,0.05221578120787911,1714219716.7438014,288.09124636650085,0.00023414850182673215,284.2279415130615,0.006568403078375611,4738,0.006334254576548879
108,0.05215748882881301,1714219734.8335168,306.1809618473053,0.00023607170966306965,302.31767988204956,0.006510984744861383,5042,0.006274913035198313
109,0.05212816590536643,1714219754.081828,325.4292731285095,0.0002385939963469687,321.5659909248352,0.00645425136032978,5366,0.006215657363982811
110,0.05214399964941612,1714219774.3717487,345.7191936969757,0.00024253113831697567,341.8560004234314,0.0063983831520059,5711,0.006155852013688924
111,0.052159184869681505,1714219796.128126,367.4755709171295,0.00024397355877500357,363.6122968196869,0.0063218944243825055,6077,0.006077920865607502
112,0.051947502843902954,1714219819.2691567,390.61660170555115,0.0002471839984156637,386.75330781936646,0.0061893667678984965,6467,0.005942182769482833
113,0.05242829022570722,1714219844.0431442,415.39058923721313,0.0002558990868117675,411.5273222923279,0.005775076110712488,6883,0.005519177023900721
114,0.0525056652109026,1714219870.367212,441.71465706825256,0.00025550181450825256,437.8514428138733,0.0056581962530560395,7325,0.005402694438547787
115,0.05248052274167881,1714219898.4053173,469.75276231765747,0.0002556976098349834,465.8895878791809,0.005578092993384721,7795,0.005322395383549737
116,0.052478333746734745,1714219928.1071775,499.45462250709534,0.00025424330313369634,495.59154057502747,0.0055118478310012785,8296,0.005257604527867582
117,0.05247340222057686,1714219959.8696399,531.2170848846436,0.00025397118981422003,527.354104757309,0.00545257325356184,8828,0.00519860206374762
118,0.05247437592318308,1714219993.5313334,564.8787784576416,0.0002541608170861562,561.0155489444733,0.005402997872758503,9395,0.005148837055672347
119,0.05245267765412922,1714220029.3261726,600.6736176013947,0.0002543234034123821,596.8103733062744,0.005352164003289159,9999,0.005097840599876777
