loss_boundary,loss_interior,time,l2_error,_runtime,_timestamp,step,loss,_step
0.007987363265450109,0.0007500519472979213,3.4665565490722656,0.07189742001151779,7.379863262176514,1714595117.1801412,25,0.00873741521274803,25
0.007786169477950597,0.0009015901491235136,3.529987096786499,0.05822413827760729,7.44272518157959,1714595117.2430031,26,0.008687759627074111,26
0.006898010839339785,0.0003254957330628907,3.59682297706604,0.05778426779786603,7.509487628936768,1714595117.3097656,27,0.007223506572402676,27
0.006821035111973334,0.00033991827149812073,3.6561031341552734,0.05779506292561165,7.568802118301392,1714595117.36908,28,0.0071609533834714545,28
0.006789495924293841,0.0003593981432985518,3.7156786918640137,0.058622032110052104,7.631329774856567,1714595117.4316077,29,0.007148894067592393,29
0.0066575674363424904,0.0003887132792083618,3.78049635887146,0.059591841163483754,7.69338321685791,1714595117.4936612,30,0.007046280715550852,30
0.006474462227949063,0.00048742440495741827,3.845163345336914,0.05971745771446228,7.757971525192261,1714595117.5582495,31,0.006961886632906481,31
0.006418069097766098,0.0005398657864804987,3.905710220336914,0.05834432340732472,7.818547010421753,1714595117.618825,32,0.006957934884246597,32
0.005634254471676445,0.0010493722684071691,3.9661152362823486,0.057919053823730374,7.878928184509277,1714595117.6792061,33,0.006683626740083614,33
0.005207928465117244,0.0013296133362833155,4.025627851486206,0.059327409815551214,7.938166618347168,1714595117.7384446,34,0.00653754180140056,34
0.004952751740426301,0.0014041768804030975,4.084062814712524,0.062160931825394845,7.99655294418335,1714595117.796831,35,0.006356928620829399,35
0.004892446780595726,0.0013752897429580228,4.175082445144653,0.06232553823716692,8.08780813217163,1714595117.888086,36,0.006267736523553748,36
0.004892768555278205,0.001374195051976179,4.233994245529175,0.0631085392195461,8.146522521972656,1714595117.9468005,37,0.006266963607254384,37
0.004823291418258348,0.0013522096512643548,4.2935826778411865,0.0631085392195461,8.206274032592773,1714595118.006552,38,0.006175501069522703,38
0.004823291418258348,0.0013522096512643548,4.3632261753082275,0.06309823901424394,8.276086568832397,1714595118.0763645,39,0.006175501069522703,39
0.0048179956884075335,0.001355054023712841,4.426652908325195,0.06303468059037079,8.33946442604065,1714595118.1397424,40,0.006173049712120375,40
0.004775349506105923,0.0013123526107711781,4.543857574462891,0.0635295087350596,8.456542491912842,1714595118.2568204,42,0.0060877021168771,41
0.004818494131464349,0.0007060185477357384,4.780189275741577,0.06204264295634196,8.69285249710083,1714595118.4931304,46,0.005524512679200087,42
0.004116578674121585,0.0009217188523200442,5.026995897293091,0.050746477598044924,8.939867496490479,1714595118.7401454,50,0.005038297526441629,43
0.004051367565501953,0.0007810710892779546,5.3245158195495605,0.053989351179318516,9.237122535705566,1714595119.0374005,55,0.004832438654779907,44
0.0041132545057220036,0.0005109424068221461,5.683927536010742,0.05545186769459428,9.596700668334961,1714595119.3969786,61,0.004624196912544149,45
0.003965142491068968,0.0004156948043747282,6.0446202754974365,0.04957928264688834,9.957451105117798,1714595119.757729,67,0.004380837295443697,46
0.0037227365651840327,0.0005162888120125396,6.395836353302002,0.05045640013714319,10.308548927307129,1714595120.1088269,73,0.004239025377196572,47
0.003829495652088375,0.00027123874176484484,6.86387038230896,0.05459021756170789,10.776936531066895,1714595120.5772145,81,0.00410073439385322,48
0.0030597496566104805,0.00062208175632055,7.33389139175415,0.04233138174451892,11.246821165084839,1714595121.047099,89,0.0036818314129310305,49
0.0018853125945466102,0.0010061933071411563,7.881140470504761,0.024971380926392672,11.793999433517456,1714595121.5942774,98,0.0028915059016877665,50
0.001780203379418168,0.00034115620541291087,8.425210237503052,0.02903767063169445,12.33799433708191,1714595122.1382723,107,0.002121359584831079,51
0.0014981106738515132,0.0002518075538450063,9.081086158752441,0.027793651623747324,12.993903636932373,1714595122.7941816,118,0.0017499182276965195,52
0.0009477987769607156,0.0002851843031287189,9.790223360061646,0.019395220074055166,13.703020334243774,1714595123.5032983,130,0.0012329830800894346,53
0.0008714001738945656,0.00013165345651746594,10.572816133499146,0.020044141024530553,14.485610485076904,1714595124.2858884,143,0.0010030536304120314,54
0.000609011303513891,0.00031680879820592434,11.424983024597168,0.015459884251974377,15.338287830352783,1714595125.1385658,157,0.0009258201017198153,55
0.0005233675307243797,0.0001434816676897187,12.353583812713623,0.02082926011316779,16.26629948616028,1714595126.0665774,172,0.0006668491984140984,56
0.000316880417153455,0.00014533327336449972,13.431982040405273,0.016537548626442102,17.34491515159607,1714595127.145193,190,0.0004622136905179547,57
0.00022820933922511032,4.762160747918133e-05,14.681093454360962,0.01203571316152477,18.59406805038452,1714595128.394346,208,0.00027583094670429164,58
0.00010579244402257043,5.902560164128756e-05,15.914995670318604,0.008193571542615836,19.827894926071167,1714595129.6281729,229,0.00016481804566385798,59
7.735164035586756e-05,3.5825993413710115e-05,17.267648696899414,0.006657641067318757,21.180399656295776,1714595130.9806776,252,0.00011317763376957768,60
6.083920223582868e-05,1.802937341531176e-05,18.741358757019043,0.00665727696352868,22.654487371444702,1714595132.4547653,277,7.886857565114045e-05,61
4.777243530421066e-05,1.4552713880532368e-05,20.42024850845337,0.005651904590670403,24.333675861358643,1714595134.1339538,305,6.232514918474303e-05,62
3.5802517390529766e-05,1.2328708418249902e-05,22.19173550605774,0.005595784708005866,26.104551076889038,1714595135.904829,335,4.8131225808779665e-05,63
2.7687743465760196e-05,1.02037439489292e-05,24.222378253936768,0.004478828943293873,28.135382413864136,1714595137.9356604,369,3.789148741468939e-05,64
2.0537273088614144e-05,8.368923337784276e-06,26.525332927703857,0.004061108728152118,30.43850016593933,1714595140.238778,406,2.890619642639842e-05,65
1.6166752848728038e-05,6.589964128410376e-06,29.00349259376526,0.0038486019005374633,32.91639018058777,1714595142.7166681,446,2.2756716977138413e-05,66
1.2028886753354823e-05,4.887830875496496e-06,31.74557614326477,0.0034612734782771717,35.65866708755493,1714595145.458945,491,1.691671762885132e-05,67
7.766364346383013e-06,3.5267916397596087e-06,34.63558030128479,0.003154599387073302,38.548513889312744,1714595148.3487918,540,1.129315598614262e-05,68
4.437789219217726e-06,1.8152644067693457e-06,37.78310441970825,0.0025614168649331745,41.69609785079956,1714595151.4963758,594,6.253053625987071e-06,69
2.892552730731362e-06,9.192937189857348e-07,41.22634720802307,0.001968329810618243,45.139288902282715,1714595154.9395669,653,3.8118464497170967e-06,70
1.7160065499812397e-06,5.19468016009271e-07,45.34347987174988,0.0014618805126470707,49.25754499435425,1714595159.057823,718,2.2354745659905106e-06,71
1.0092031193058375e-06,3.3131255034549934e-07,49.971046924591064,0.0011442336155437906,53.88552403450012,1714595163.685802,790,1.3405156696513369e-06,72
6.0308891960107e-07,2.390411756654443e-07,55.04835653305054,0.0008903552125278188,58.96176791191101,1714595168.7620459,869,8.421300952665142e-07,73
3.466264191598616e-07,1.7264938521773347e-07,60.8528106212616,0.0006725503859671192,64.766104221344,1714595174.5663822,956,5.192758043775951e-07,74
1.8268486357207992e-07,1.1782087811767155e-07,66.87335991859436,0.0004570806211220278,70.78646993637085,1714595180.586748,1052,3.0050574168975147e-07,75
1.2878100637113412e-07,8.896744842106573e-08,73.24987030029297,0.0003634895314607434,77.16313362121582,1714595186.9634116,1157,2.1774845479219985e-07,76
9.282327772408718e-08,6.876998222910615e-08,80.7951831817627,0.0002917073037386481,84.70914793014526,1714595194.5094259,1272,1.6159325995319333e-07,77
6.910858106856353e-08,5.72089184312243e-08,88.57652974128723,0.0002429344454195521,92.4899594783783,1714595202.2902374,1400,1.2631749949978784e-07,78
5.198964666394165e-08,4.54247516662841e-08,97.04661011695862,0.00020211455514143045,100.96064162254333,1714595210.7609196,1539,9.741439833022575e-08,79
3.923419588934582e-08,3.479183733646655e-08,106.70785927772522,0.00017412099139674597,110.62163925170898,1714595220.4219172,1693,7.402603322581237e-08,80
2.956312288543519e-08,2.739068355262232e-08,116.87270498275757,0.00014750087043096787,120.78614592552185,1714595230.5864239,1863,5.695380643805751e-08,81
2.130545456874223e-08,2.15371273993123e-08,128.39876580238342,0.0001226696908925118,132.312114238739,1714595242.1123922,2049,4.284258196805453e-08,82
1.4630946539169952e-08,1.679940262742645e-08,140.60271382331848,9.842264840374205e-05,144.51601099967957,1714595254.316289,2254,3.1430349166596405e-08,83
1.0403374884444307e-08,1.379022457586371e-08,155.23409414291382,8.458668588682766e-05,159.14777898788452,1714595268.948057,2479,2.4193599460308017e-08,84
7.144653147093682e-09,1.1571770385105292e-08,171.32430267333984,6.793172711080346e-05,175.2373321056366,1714595285.03761,2727,1.8716423532198973e-08,85
4.287365146090093e-09,9.400120619726016e-09,188.72007966041565,5.279110906581212e-05,192.63398218154907,1714595302.4342601,3000,1.3687485765816109e-08,86
2.4751936068469763e-09,7.83665778679122e-09,206.83752870559692,3.897951135464794e-05,210.7508726119995,1714595320.5511506,3299,1.0311851393638196e-08,87
1.4099561158056953e-09,6.667500108570491e-09,226.2224714756012,2.844845094577303e-05,230.1355288028717,1714595339.9358068,3629,8.077456224376187e-09,88
8.04321860689412e-10,5.696651606658832e-09,248.13646483421326,2.076562891472476e-05,252.0496666431427,1714595361.8499446,3992,6.500973467348244e-09,89
5.672768258984909e-10,5.053755701363172e-09,272.4356963634491,1.7486947124490284e-05,276.34916400909424,1714595386.149442,4391,5.621032527261663e-09,90
4.979890663324574e-10,4.763411403864629e-09,299.29421949386597,1.6731408859821067e-05,303.2071330547333,1714595413.007411,4831,5.261400470197086e-09,91
4.979890663324574e-10,4.763411403864629e-09,329.2500629425049,1.6731408859821067e-05,333.163037776947,1714595442.9633157,5314,5.261400470197086e-09,92
4.979890663324574e-10,4.763411403864629e-09,362.8777687549591,1.6731408859821067e-05,366.79075932502747,1714595476.5910373,5845,5.261400470197086e-09,93
4.979890663324574e-10,4.763411403864629e-09,401.17079067230225,1.6731408859821067e-05,405.08600640296936,1714595514.8862844,6429,5.261400470197086e-09,94
4.979890663324574e-10,4.763411403864629e-09,444.12679958343506,1.6731408859821067e-05,448.039911031723,1714595557.840189,7072,5.261400470197086e-09,95
4.979890663324574e-10,4.763411403864629e-09,490.11866331100464,1.6731408859821067e-05,494.0331916809082,1714595603.8334696,7779,5.261400470197086e-09,96
4.979890663324574e-10,4.763411403864629e-09,541.7155132293701,1.6731408859821067e-05,545.6284899711609,1714595655.428768,8557,5.261400470197086e-09,97
4.979890663324574e-10,4.763411403864629e-09,596.900233745575,1.6731408859821067e-05,600.813399553299,1714595710.6136775,9413,5.261400470197086e-09,98
4.979890663324574e-10,4.763411403864629e-09,659.372997045517,1.6731408859821067e-05,663.2875156402588,1714595773.0877936,10354,5.261400470197086e-09,99
4.979890663324574e-10,4.763411403864629e-09,724.5890645980835,1.6731408859821067e-05,728.5023193359375,1714595838.3025973,11389,5.261400470197086e-09,100
4.979890663324574e-10,4.763411403864629e-09,795.6660907268524,1.6731408859821067e-05,799.5792653560638,1714595909.3795433,12528,5.261400470197086e-09,101
4.979890663324574e-10,4.763411403864629e-09,872.2159187793732,1.6731408859821067e-05,876.1290683746338,1714595985.9293463,13781,5.261400470197086e-09,102
4.979890663324574e-10,4.763411403864629e-09,957.8499186038971,1.6731408859821067e-05,961.7632791996002,1714596071.5635571,15159,5.261400470197086e-09,103
4.979890663324574e-10,4.763411403864629e-09,1000.0459461212158,1.6731408859821067e-05,1003.9590451717377,1714596113.7593231,15815,5.261400470197086e-09,104
