loss_boundary,l2_error,loss,step,_timestamp,loss_interior,_runtime,time,_step
1.2566700885764296e-05,0.0024744044086967305,4.4423876294333806e-05,40,1714600792.8209987,3.185717540856951e-05,16.55342173576355,12.4314284324646,40
1.7618006085644006e-05,0.005541032318471003,4.332307934379147e-05,42,1714600793.7308736,2.5705073258147465e-05,17.46329665184021,13.341196298599243,41
1.3270785880890112e-05,0.0036933861714949965,2.600895032417497e-05,46,1714600796.0147295,1.273816444328486e-05,19.74715256690979,15.625125646591187,42
7.4104541395979724e-06,0.002811199351336091,1.3725417664124916e-05,50,1714600798.5842514,6.3149635245269425e-06,22.31667447090149,18.194545030593872,43
1.6611855354040832e-06,0.0014094861697127325,7.065708109592852e-06,55,1714600800.518609,5.404522574188769e-06,24.25103211402893,20.128673553466797,44
2.371020603806223e-06,0.0015668750648730509,4.570532107513574e-06,61,1714600803.3490078,2.199511503707351e-06,27.081430912017822,22.959355354309082,45
1.704404960914732e-06,0.0016092629084659762,2.504199737228766e-06,67,1714600807.9839392,7.99794776314034e-07,31.716362237930298,27.594263792037964,46
3.5911686657562884e-07,0.00042932247825716704,1.0398581670350366e-06,73,1714600811.4855292,6.807413004594079e-07,35.217952251434326,31.095696926116943,47
1.1524290910740269e-07,0.0004624428322492395,5.91344421295738e-07,81,1714600815.215962,4.7610151218833535e-07,38.94838500022888,34.82629346847534,48
7.483801617765211e-08,0.0003847375517870538,3.566450859356962e-07,89,1714600820.934937,2.818070697580441e-07,44.667360067367554,40.54532289505005,49
5.469889720025329e-08,0.00023855261880651498,3.030749642783405e-07,98,1714600824.8326073,2.483760670780872e-07,48.565030336380005,44.44297647476196,50
1.0433803633882823e-07,0.0004770556398665332,2.74234907920225e-07,107,1714600829.6020713,1.6989687158139676e-07,53.3344943523407,49.21206521987915,51
7.449443149331965e-08,0.0002591478276600057,1.6325508897023512e-07,118,1714600836.405019,8.876065747691548e-08,60.137442111968994,56.01542592048645,52
7.376129392335783e-08,0.00032406095712940734,1.349145281672333e-07,130,1714600844.2655346,6.11532342438755e-08,67.99795770645142,63.875500440597534,53
6.44816972326785e-08,0.0003284352004281912,1.080978007032533e-07,143,1714600851.2492146,4.36161034705748e-08,74.98163771629333,70.85952425003052,54
1.8444690108035967e-08,0.00011546993806094639,4.657570954263666e-08,157,1714600859.0573008,2.813101943460069e-08,82.78972387313843,78.66760444641113,55
1.2998732354054521e-08,0.00012953935704560944,2.963346907731944e-08,172,1714600868.1036758,1.6634736723264918e-08,91.83609890937805,87.71367764472961,56
2.960584887459183e-09,4.02462219071929e-05,1.4625241317421948e-08,190,1714600877.1003609,1.1664656429962765e-08,100.83278393745422,96.71063184738159,57
1.494214309578465e-09,4.521582549095952e-05,7.341817930077321e-09,208,1714600891.1906815,5.8476036204988564e-09,114.92310452461243,110.8010196685791,58
5.73021076848254e-10,2.269194768579169e-05,4.3949941159586975e-09,229,1714600908.0988238,3.8219730391104434e-09,131.83124685287476,127.70915603637695,59
4.3861580314145737e-10,1.9917023650317608e-05,3.6533000751353328e-09,252,1714600925.2135072,3.2146842719938755e-09,148.94593024253845,144.82340812683105,60
5.201783835417903e-10,1.8848529289845408e-05,3.2702945411788203e-09,277,1714600945.6879008,2.7501161576370302e-09,169.42032384872437,165.29785084724426,61
4.221684750625366e-10,1.7132938971501658e-05,2.755378802871844e-09,305,1714600966.700952,2.3332103278093078e-09,190.43337512016296,186.310866355896,62
4.958650063583967e-10,1.7964881209359605e-05,2.5122719163528402e-09,335,1714600993.2514389,2.0164069099944436e-09,216.98386192321777,212.86174988746643,63
7.138783188864976e-10,2.6132801742530018e-05,2.402196432024434e-09,369,1714601024.5239034,1.6883181131379362e-09,248.25632643699646,244.13378286361694,64
4.10125525226996e-10,2.165586173536579e-05,1.7387305369133815e-09,406,1714601066.6721401,1.3286050116863854e-09,290.40456318855286,286.28242683410645,65
2.314090612198982e-10,1.5080426667038426e-05,1.2407257884558639e-09,446,1714601117.6078088,1.0093167272359657e-09,341.3402318954468,337.21786665916443,66
1.7100908644680715e-10,1.3374443626320066e-05,9.816008100318052e-10,491,1714601167.892441,8.105917235849981e-10,391.6248641014099,387.50256538391113,67
1.4480795609481837e-10,1.2108246833376936e-05,8.042341741925282e-10,540,1714601224.3646472,6.594262180977099e-10,448.09707021713257,443.97455072402954,68
1.5870716746768418e-10,1.1099043405048488e-05,6.448214089896838e-10,594,1714601290.516201,4.861142415219996e-10,514.24862408638,510.1262004375458,69
2.0765080558029258e-10,1.2840503732856148e-05,5.294308345583228e-10,653,1714601355.3922083,3.2178002897803017e-10,579.1246314048767,575.0018930435181,70
1.3304721934884504e-10,1.1405601591680824e-05,3.1743213494977226e-10,718,1714601432.014532,1.8438491560092719e-10,655.7469551563263,651.6243901252747,71
5.489000288395267e-11,7.431121293173043e-06,2.002261800181851e-10,790,1714601516.591815,1.4533617713423244e-10,740.3242380619049,736.2018177509308,72
3.218135753669624e-11,5.9249672147529385e-06,1.4592825629254711e-10,869,1714601620.7266805,1.1374689875585089e-10,844.4591035842896,840.3367176055908,73
2.7485612883663555e-11,5.513904690505363e-06,1.0808456371385587e-10,956,1714601747.6182835,8.059895083019231e-11,971.350706577301,967.2282707691193,74
2.7222467772886083e-11,5.4691401906247945e-06,9.925245864326639e-11,978,1714601781.4275863,7.20299908703803e-11,1005.1600093841553,1001.0378797054291,75
