loss_interior,_step,step,_timestamp,_runtime,time,l2_error,loss_boundary,loss
8.121118672810514e-05,41,77,1714115836.3940003,50.584240198135376,46.76161003112793,0.01607731253870051,0.0001409076541764559,0.00022211884090456103
3.670761604025656e-05,42,82,1714115841.3679116,55.55815148353577,51.73567581176758,0.015274958803543166,9.547599908148162e-05,0.00013218361512173818
2.2628261412133237e-05,43,88,1714115846.909229,61.09946894645691,57.276841163635254,0.012887308591973063,6.141753600438314e-05,8.404579741651638e-05
1.6162938264269297e-05,44,93,1714115852.9665673,67.15680718421936,63.334060192108154,0.01186564597593297,4.5861833566038636e-05,6.202477183030793e-05
1.0853960807603632e-05,45,99,1714115858.4309437,72.62118363380432,68.79861187934875,0.010959872487804976,4.2511822758142323e-05,5.3365783565745953e-05
8.44853047635419e-06,46,106,1714115863.9162009,78.106440782547,74.28379249572754,0.011356800043005528,3.773668280011111e-05,4.61852132764653e-05
6.996633833267035e-06,47,113,1714115872.2731214,86.46336126327515,82.64065527915955,0.010536696863044967,2.99846943063849e-05,3.6981328139651936e-05
5.906000623575148e-06,48,120,1714115879.420977,93.61121702194214,89.78867888450623,0.009736566486280447,2.4760721695653942e-05,3.066672231922909e-05
4.910102081441914e-06,49,128,1714115887.4003065,101.59054636955261,97.76786851882935,0.00945438017863213,2.167043152161879e-05,2.6580533603060703e-05
3.984972236220662e-06,50,136,1714115895.0192482,109.20948815345764,105.38661575317383,0.008802137957229962,1.8334642526035653e-05,2.2319614762256314e-05
3.4472704971532215e-06,51,145,1714115904.6082342,118.79847407341003,114.97553491592407,0.0067857007354941625,1.2000636221972146e-05,1.544790671912537e-05
2.7465175055803507e-06,52,154,1714115915.914835,130.10507488250732,126.28240418434143,0.005649085783856648,7.737226784344588e-06,1.0483744289924939e-05
2.408274401033478e-06,53,164,1714115928.0308201,142.22106003761292,138.3985595703125,0.004867633611711041,5.612424741709174e-06,8.020699142742651e-06
1.8716050036574217e-06,54,175,1714115938.221058,152.41129779815674,148.58854866027832,0.0040899607700999275,4.323455501668049e-06,6.195060505325471e-06
1.3737507116498084e-06,55,186,1714115952.3782482,166.56848812103271,162.74579119682312,0.003740504654662046,3.6711551348847087e-06,5.044905846534518e-06
1.0849181470820208e-06,56,198,1714115969.9811203,184.17136025428772,180.34874868392944,0.00343844488572952,2.8902756024660433e-06,3.975193749548064e-06
9.666141116703902e-07,57,211,1714115988.5361366,202.7263765335083,198.90367555618286,0.0031802383025116045,2.3844980206726177e-06,3.351112132343008e-06
8.924930414723529e-07,58,224,1714116009.918895,224.10913491249084,220.28639388084412,0.003097646372749438,2.219025100836523e-06,3.111518142308876e-06
8.125491729312936e-07,59,238,1714116029.733568,243.92380785942078,240.10120725631714,0.0029108697472176683,2.0668210526642216e-06,2.879370225595515e-06
7.684487751411236e-07,60,254,1714116052.695898,266.8861379623413,263.0634388923645,0.0026436913652517213,1.7214958547134577e-06,2.4899446298545814e-06
7.299622160056962e-07,61,270,1714116078.9453573,293.1355972290039,289.3129072189331,0.002456574482679848,1.5018577022445855e-06,2.2318199182502817e-06
6.896757361423388e-07,62,288,1714116108.4244769,322.61471676826477,318.79201793670654,0.0023097826604823028,1.3230495637132096e-06,2.0127252998555484e-06
6.57437239494448e-07,63,306,1714116137.8322196,352.0224595069885,348.1997923851013,0.002133633613555229,1.1527930725156595e-06,1.8102303120101075e-06
6.093497348155181e-07,64,326,1714116170.4787927,384.66903257369995,380.8463764190674,0.001971799364358276,1.0287279519373578e-06,1.638077686752876e-06
5.408460676156316e-07,65,347,1714116204.6990948,418.8893346786499,415.0666615962982,0.0018389083031657568,9.043945929634012e-07,1.4452406605790328e-06
4.6829142774508793e-07,66,369,1714116240.4754379,454.6656777858734,450.8430595397949,0.001698080714475662,7.554643455120758e-07,1.2237557732571639e-06
4.2749228217218935e-07,67,393,1714116279.496109,493.6863489151001,489.8635923862457,0.0016020938852256768,6.463408920528237e-07,1.073833174225013e-06
3.9677039612488975e-07,68,418,1714116320.4761894,534.6664292812347,530.8437371253967,0.0015496424166548614,6.010047642929553e-07,9.97775160417845e-07
3.677544536567189e-07,69,445,1714116364.8345351,579.0247750282288,575.202054977417,0.0014334605594373917,5.287128918705877e-07,8.964673455273066e-07
3.2576972346166576e-07,70,473,1714116394.3308153,608.5210552215576,604.698403596878,0.0012882802995792537,4.027985356983283e-07,7.28568259159994e-07
2.8106268092086805e-07,71,504,1714116441.529655,655.7198948860168,651.8972854614258,0.0012702483586790672,3.731706225082312e-07,6.542333034290993e-07
2.4265152190796255e-07,72,536,1714116493.627101,707.8173408508301,703.9944479465485,0.0012107618912052744,3.4329273169637634e-07,5.859442536043388e-07
2.0268912768585865e-07,73,571,1714116551.0632825,765.2535223960876,761.4308798313141,0.0011605846496081308,3.40145312245051e-07,5.428344399309097e-07
1.7689884835148242e-07,74,607,1714116610.242306,824.4325459003448,820.6098997592926,0.0011355958073403568,3.0013668801944395e-07,4.770355363709263e-07
1.6205167605522937e-07,75,646,1714116674.5615468,888.7517867088318,884.9290699958801,0.0010907865243161606,2.518176067495733e-07,4.1386928280480267e-07
1.4977870964197023e-07,76,688,1714116744.3233106,958.5135505199432,954.6905598640442,0.0010219310909035508,2.2142188397743527e-07,3.712005936194055e-07
1.3946249369343466e-07,77,732,1714116817.440601,1031.6308410167694,1027.8082332611084,0.0009464702858023167,2.0279560442407478e-07,3.4225809811750944e-07
1.316172830888295e-07,78,779,1714116895.0542006,1109.2444405555725,1105.4218335151672,0.0008790157480937027,1.907825359185808e-07,3.2239981900741033e-07
1.2582352992070127e-07,79,829,1714116976.7590067,1190.9492466449738,1187.1266317367554,0.0008236196916411337,1.8270107873700073e-07,3.08524608657702e-07
1.2144095184446127e-07,80,882,1714117063.6893604,1277.8796002864838,1274.0569911003113,0.0007832244902731938,1.7586878261026977e-07,2.9730973445473106e-07
1.1815385614825401e-07,81,939,1714117156.7760074,1370.9662473201752,1367.1435708999634,0.0007572120543776599,1.6999579190560964e-07,2.8814964805386366e-07
1.1494749452162561e-07,82,999,1714117254.1276872,1468.317927122116,1464.4953219890594,0.0007360773069080698,1.6450592720922649e-07,2.794534217308521e-07
1.1135586973918131e-07,83,1064,1714117359.9230373,1574.1132771968842,1570.2906324863434,0.0007188847106962287,1.5942162746849136e-07,2.707774972076727e-07
1.0677150807498505e-07,84,1132,1714117470.9562554,1685.1464953422546,1681.3238379955292,0.0007031485666953535,1.546663043476174e-07,2.6143781242260247e-07
9.928606436089386e-08,85,1205,1714117590.1667125,1804.3569524288177,1800.5343282222748,0.0006931605650002955,1.4970065657431634e-07,2.489867209352102e-07
8.464745602290666e-08,86,1282,1714117716.189043,1930.379282951355,1926.5566363334656,0.0006928442241836619,1.4333039753619204e-07,2.279778535590987e-07
7.120422290163407e-08,87,1364,1714117850.6270583,2064.8172981739044,2060.993926048279,0.0006793100398784377,1.255854527922006e-07,1.967896756938347e-07
6.511630936153658e-08,88,1452,1714117995.886448,2210.076687812805,2206.253347158432,0.0006567756914134574,1.0540469968970501e-07,1.705210090512416e-07
6.091003461979371e-08,89,1545,1714118149.2705503,2363.460790157318,2359.6381483078003,0.0006399413469153008,9.254834642531046e-08,1.534583810451042e-07
5.7190049313567643e-08,90,1645,1714118315.263714,2529.4539539813995,2525.631314277649,0.0006325873539445673,8.269985114897158e-08,1.3988990046253923e-07
5.4403709495853926e-08,91,1750,1714118488.2625299,2702.452769756317,2698.629870414734,0.000633561965194391,7.482693631909897e-08,1.292306458149529e-07
5.2037667051412235e-08,92,1863,1714118675.3622906,2889.552530527115,2885.729901790619,0.0006423511091429913,6.789613153095552e-08,1.1993379858236776e-07
5.0185010561601736e-08,93,1982,1714118871.870303,3086.060542821884,3082.237905025482,0.0006521019803934293,6.239726294957671e-08,1.1258227351117845e-07
4.8661982947211855e-08,94,2110,1714119084.3292983,3298.519538164139,3294.696881055832,0.0006574032141339135,5.798160322508726e-08,1.0664358617229912e-07
4.7180345968100455e-08,95,2245,1714119308.297756,3522.487995862961,3518.6653773784637,0.0006590606210575754,5.4120142931183636e-08,1.0130048889928409e-07
4.557384990807008e-08,96,2389,1714119546.2414935,3760.4317333698273,3756.6090989112854,0.0006591949732938106,5.060872762495581e-08,9.618257753302588e-08
4.366633935171605e-08,97,2543,1714119801.6530478,4015.843287706375,4012.020658969879,0.0006609532059550826,4.758733934037204e-08,9.12536786920881e-08
4.1567807907018034e-08,98,2706,1714120071.969279,4286.159518957138,4282.336868524551,0.0006625403989119021,4.5662421348481095e-08,8.723022925549913e-08
3.949686851624727e-08,99,2880,1714120360.1253986,4574.315638542175,4570.4929938316345,0.0006577144295919657,4.438864517639591e-08,8.388551369264319e-08
3.757990173541025e-08,100,3065,1714120668.8280883,4883.01832818985,4879.195715427399,0.0006545887440645436,4.279480997314125e-08,8.03747117085515e-08
3.5567578725080236e-08,101,3261,1714121000.0168931,5214.207133054733,5210.384494304657,0.0006786935163448926,4.088801971083967e-08,7.64555984359199e-08
3.367097712330952e-08,102,3471,1714121358.540549,5572.730788946152,5568.908106088638,0.0007213844182480458,3.9578628041725757e-08,7.324960516503528e-08
3.20934868018552e-08,103,3694,1714121740.5051985,5954.69543838501,5950.872821569443,0.0007489922197287371,3.869382286801256e-08,7.078730966986777e-08
3.072610406183384e-08,104,3931,1714122147.3840032,6361.574243068695,6357.751554012299,0.0007608264130647945,3.789954333056385e-08,6.862564739239769e-08
2.9582899980776037e-08,105,4183,1714122581.5801146,6795.770354509354,6791.9476454257965,0.0007612182086766685,3.7190820435383605e-08,6.677372041615964e-08
