step,_step,l2_error,_timestamp,loss_interior,_runtime,loss,time,loss_boundary
55,44,1.6294829706835954,1715447785.1403759,119.46601264256248,9.57158088684082,121.13318561982528,5.575568675994873,1.6671729772628017
61,45,1.5893667341679707,1715447785.5200303,127.07685277120284,9.951235294342041,128.6007029708036,5.954711198806763,1.523850199600761
67,46,1.5817194172295976,1715447785.8960433,123.52814037629878,10.327248334884644,124.99461062241144,6.330536603927612,1.4664702461126644
73,47,1.5841310661871966,1715447786.2806153,118.83764221170316,10.711820363998413,120.33724222592618,6.715166807174683,1.4996000142230175
81,48,1.5869736353412538,1715447786.7744806,120.14601446519822,11.20568561553955,121.63411789592313,7.2099034786224365,1.4881034307249075
89,49,1.586116423917333,1715447787.267072,119.99453673004389,11.698276996612549,121.4094715693926,7.70269513130188,1.4149348393487047
98,50,1.5839718143636885,1715447787.82311,121.70622528269658,12.25431513786316,123.16864315716205,8.259066343307495,1.462417874465467
107,51,1.5823722887296785,1715447788.375891,121.23928669147719,12.807096004486084,122.77094058267359,8.81099557876587,1.5316538911964048
118,52,1.5817103006853,1715447789.046901,127.45091732898342,13.478106021881104,128.9157514853168,9.481660604476929,1.4648341563333787
130,53,1.5817902920948916,1715447789.7771664,119.09124973588281,14.20837140083313,120.60161796199502,10.212502002716064,1.510368226112212
143,54,1.5817154548149042,1715447790.56808,123.01450640407813,14.999284982681274,124.60306150928392,11.003467082977295,1.5885551052057842
157,55,1.5818464866040531,1715447791.4141724,125.29457798999225,15.845377445220947,126.74399994810561,11.849821329116821,1.4494219581133638
172,56,1.5817282588593047,1715447792.3222811,121.06972735190648,16.753486156463623,122.66058763293795,12.75836968421936,1.5908602810314731
190,57,1.5817498607719453,1715447793.418978,121.88708756656796,17.85018301010132,123.3121138943188,13.854589939117432,1.4250263277508413
208,58,1.582071232430012,1715447794.5094764,121.1125024307679,18.94068145751953,122.65510068829411,14.945013999938965,1.542598257526209
229,59,1.581943768629846,1715447795.7711504,118.89171256276511,20.20235538482666,120.43031500377003,16.20659899711609,1.53860244100492
252,60,1.5817296604484112,1715447797.1521814,120.09628091222858,21.583386421203613,121.74234897636892,17.586336374282837,1.6460680641403433
277,61,1.581848449717011,1715447798.6494172,125.38315075630388,23.08062219619751,126.88119096809086,19.084418058395386,1.4980402117869878
305,62,1.5817483310974292,1715447800.3248143,120.6862355337143,24.756019353866577,122.16191416433588,20.76011610031128,1.4756786306215868
335,63,1.5818310622552163,1715447802.113934,120.5423719833089,26.54513907432556,122.06273673766314,22.548383235931396,1.520364754354252
369,64,1.5818240345530281,1715447804.1328309,123.28812941075688,28.564035892486572,124.79967038873679,24.568502187728882,1.511540977979911
406,65,1.581883175796657,1715447806.3332086,122.33708738647002,30.764413595199585,123.64628531780718,26.768759727478027,1.3091979313371649
446,66,1.5819700357948163,1715447808.7208169,119.60958659533993,33.15202188491821,121.0243763130495,29.15660071372986,1.4147897177095665
491,67,1.5819043174298772,1715447811.3964417,122.80362385540815,35.82764673233032,124.33439672962676,31.83162808418274,1.5307728742186155
540,68,1.5817083991013334,1715447814.3021605,122.83944549308703,38.733365535736084,124.26339381979132,34.7371883392334,1.4239483267042938
594,69,1.5817806440739446,1715447817.504684,121.32850346736123,41.93588900566101,122.89977241094701,37.94019055366516,1.5712689435857805
653,70,1.5818270949136792,1715447821.0031476,119.84681979756854,45.43435263633728,121.23345603167232,41.43816018104553,1.3866362341037717
718,71,1.5817103841067484,1715447824.8738391,118.83523809456574,49.305044174194336,120.19165074274362,45.30932068824768,1.3564126481778762
790,72,1.581714821141757,1715447829.1366074,122.71683936091435,53.56781244277954,124.39336775398542,49.57145810127258,1.6765283930710633
869,73,1.581727127202756,1715447833.8475914,120.0344517224298,58.278796434402466,121.56691705371004,54.283257246017456,1.5324653312802492
956,74,1.5817240693416907,1715447839.0781748,118.85238743489137,63.509379863739014,120.39617145267889,59.512346267700195,1.543784017787509
1052,75,1.5827305579963036,1715447844.7890687,120.90590377925612,69.22027373313904,122.23081232892626,65.2236180305481,1.324908549670145
1157,76,1.5819952680403093,1715447851.0460927,126.49779684443043,75.47729778289795,127.91514722993641,71.48167872428894,1.4173503855059804
1272,77,1.5818761698519495,1715447857.874101,129.48623740176504,82.30530595779419,130.9922270397062,78.31012225151062,1.5059896379411546
1400,78,1.5819232101783884,1715447865.4603157,123.72714157532648,89.89152073860168,125.2437538003175,85.89644455909729,1.5166122249910265
1539,79,1.5819757191523904,1715447873.699407,121.47742738655623,98.13061213493347,122.9332882073832,94.13508868217468,1.4558608208269743
1693,80,1.5820064495077126,1715447882.8208098,120.99341560812888,107.25201487541199,122.63331240024604,103.25652313232422,1.639896792117162
1863,81,1.5821492945861328,1715447892.8793187,120.59813705907746,117.31052374839783,122.04230122792197,113.31537747383118,1.444164168844504
2049,82,1.581844984418475,1715447903.9022446,118.05127849477964,128.33344960212708,119.53385333711269,124.337890625,1.4825748423330485
2254,83,1.5817290427841666,1715447916.047941,121.98281009541401,140.47914600372314,123.47130559160546,136.483868598938,1.4884954961914423
2479,84,1.581913340834453,1715447929.3850338,122.96610680958625,153.81623888015747,124.47375924867448,149.82097387313843,1.5076524390882355
2727,85,1.5817285439773077,1715447944.0703697,120.48557034755532,168.50157475471497,121.91514622717838,164.50599646568298,1.4295758796230553
3000,86,1.5826188115612427,1715447960.2352278,123.05391724915191,184.66643285751343,124.59064158805536,180.67098450660706,1.5367243389034488
3299,87,1.5817243811154627,1715447977.947685,120.68032924267366,202.37889003753662,122.11552801770475,198.38374948501587,1.4351987750310842
3629,88,1.5819208226483847,1715447997.5360057,119.4929430416602,221.96721076965332,121.01089279845995,217.9713819026947,1.517949756799756
3992,89,1.5839045232753837,1715448019.0467324,117.44113033026231,243.47793745994568,118.891129223113,239.48275136947632,1.449998892850691
4391,90,1.5843762183559016,1715448042.6822312,121.68418817973475,267.1134362220764,123.17006666998874,263.11762619018555,1.4858784902539937
4831,91,1.5848570463236022,1715448068.7295334,126.53320697171814,293.16073846817017,128.0283109158507,289.1653804779053,1.4951039441325782
5314,92,1.584260712099746,1715448097.33916,125.67332613043378,321.7703649997711,127.04656914442555,317.7747275829315,1.3732430139917637
5845,93,1.5820883558638903,1715448128.8020227,118.28940529355685,353.23322772979736,119.99472846020396,349.23731660842896,1.7053231666471107
6429,94,1.5817159741868292,1715448163.3851304,119.5064772725163,387.816335439682,121.03292043783134,383.82010436058044,1.5264431653150268
7072,95,1.5830088433452891,1715448201.6916864,119.82980168982418,426.1228914260864,121.46878725203739,422.12648844718933,1.6389855622132026
7779,96,1.5828609930727464,1715448243.8967652,124.45886578614798,468.32797026634216,125.80243051532892,464.3319294452667,1.3435647291809383
8557,97,1.5839146840157299,1715448290.3420656,123.17419618280981,514.7732706069946,124.60612366642265,510.77694296836853,1.4319274836128375
9413,98,1.5860154336103278,1715448341.4548798,120.37244140024843,565.8860847949982,122.05288279931915,561.8899917602539,1.6804413990707159
10354,99,1.5818238233966488,1715448397.6262782,125.20660944327545,622.0574831962585,126.86597988852247,618.0608975887299,1.6593704452470184
11389,100,1.5833828498211129,1715448459.3655815,118.08233213471729,683.7967865467072,119.72889216288328,679.8011159896851,1.6465600281659891
12528,101,1.5817281912708332,1715448527.3433676,119.9587399928426,751.7745726108551,121.44959074733949,747.778223991394,1.4908507544968965
13781,102,1.8638789693496387,1715448602.1450784,123.34891130560723,826.576283454895,124.98621575585526,822.5805351734161,1.6373044502480176
15159,103,1.5973096551881694,1715448684.2614505,122.833087029792,908.6926555633545,124.4567933411016,904.6966602802277,1.6237063113095997
16675,104,1.6388933456924872,1715448774.5998375,121.29154155526318,999.0310425758362,122.99397931686568,995.0339980125427,1.7024377616025017
18342,105,1.7424908189218855,1715448873.9957094,124.46634500798014,1098.4269144535065,126.02257745750458,1094.4302606582642,1.5562324495244466
20177,106,1.6388054909450092,1715448983.4497807,125.8053498913567,1207.880985736847,127.46157703013698,1203.8850350379944,1.6562271387802763
22194,107,1.8406368897274064,1715449103.7430172,124.82169134999788,1328.1742222309113,126.5978994391602,1324.178114414215,1.7762080891623218
24414,108,1.9509785525217023,1715449236.1136565,125.67055802620088,1460.5448615550995,127.58110163764543,1456.547904253006,1.9105436114445455
26855,109,1.6111625769387032,1715449381.9696121,119.61564705548959,1606.400817155838,121.36368546890152,1602.4045414924622,1.748038413411931
29540,110,1.5817607731222743,1715449540.7381854,121.26176217899776,1765.1693904399872,122.83394602456013,1761.1740417480469,1.572183845562385
32494,111,1.5821933887052788,1715449715.3220983,121.55546872947349,1939.7533032894135,123.11371407611092,1935.7583420276642,1.558245346637432
35744,112,1.5817097478070477,1715449908.894441,125.32665211053144,2133.3256459236145,126.79728193694372,2129.3297214508057,1.4706298264122784
39318,113,1.584498377947398,1715450122.492901,128.5917740035721,2346.9241061210632,130.01135512059858,2342.927571296692,1.4195811170264592
43250,114,1.5825593093348098,1715450357.1444564,121.44379962670064,2581.575661420822,122.93292588404263,2577.5798563957214,1.48912625734199
47575,115,1.5944138111901252,1715450615.5082695,117.83172144047187,2839.939474582672,119.36461396275219,2835.943361759186,1.5328925222803151
50321,116,1.581722008207957,1715450779.6022694,120.88501265199065,3004.033474445343,122.25563004517163,3000.0381405353546,1.3706173931809735
