l2_error,_step,loss_boundary,step,loss,loss_interior,time,_runtime,_timestamp
0.2751963193020953,43,0.05575613332644471,50,0.4559180721204608,0.4001619387940161,41.333643198013306,45.18035173416138,1715441713.7038727
0.23136670580818344,44,0.041067169604698806,55,0.35200624928195806,0.31093907967725926,45.173080921173096,49.020010471343994,1715441717.5435314
0.2007011263825241,45,0.031922779985631214,61,0.27692389585491284,0.24500111586928164,49.761918783187866,53.60865807533264,1715441722.132179
0.17439091344754556,46,0.026050655600867438,67,0.21331571144424566,0.18726505584337821,54.350648641586304,58.19724440574646,1715441726.7207654
0.12986879663249612,47,0.015455614764919074,73,0.09906911630191276,0.08361350153699368,58.951481342315674,62.798195600509644,1715441731.3217165
0.12334372820664817,48,0.014654785177876896,81,0.0820310394942459,0.067376254316369,65.08047795295715,68.92755484580994,1715441737.4510758
0.11494434222251021,49,0.012842357783358509,89,0.0628581447283763,0.050015786945017786,71.23008871078491,75.076824426651,1715441743.6003454
0.10857472544745798,50,0.010991908647942498,98,0.04878942275719054,0.03779751410924804,78.13129615783691,81.9780023097992,1715441750.5015233
0.10418622718439878,51,0.008337185347514082,107,0.0448223160041238,0.036485130656609716,85.03894233703613,88.88580465316772,1715441757.4093256
0.09979461163998544,52,0.007513256769970422,118,0.03626421224412478,0.028750955474154356,93.46436643600464,97.31141233444214,1715441765.8349333
0.09255781723732902,53,0.006304713171598978,130,0.02817959443072198,0.021874881259123003,102.6500780582428,106.49691390991211,1715441775.0204349
0.07681306966119651,54,0.004306839038649093,143,0.01706181481123759,0.012754975772588497,112.59435081481934,116.44100308418274,1715441784.964524
0.06713175855157653,55,0.0034110671654013383,157,0.012999185100740739,0.0095881179353394,123.27846717834473,127.1255373954773,1715441795.6490583
0.05839210730335718,56,0.0026131915890739905,172,0.009481979683382371,0.00686878809430838,134.7244143486023,138.57126712799072,1715441807.094788
0.04236582964595562,57,0.0014466561420256872,190,0.004194707215643483,0.002748051073617796,148.47132992744446,152.31820678710938,1715441820.8417277
0.038914609841827,58,0.0015506022853944885,208,0.0039517554052972215,0.0024011531199027328,162.2290654182434,166.07605695724487,1715441834.599578
0.03446746432909261,59,0.0011840903460455827,229,0.0025987012705281113,0.0014146109244825287,178.24598002433777,182.0928966999054,1715441850.6164176
0.03038396129784385,60,0.0008958914741311126,252,0.001815653276115308,0.0009197618019841955,195.76113510131836,199.6081612110138,1715441868.1316822
0.027102922048116863,61,0.000689193943242597,277,0.0013719013900884256,0.0006827074468458285,214.78741145133972,218.63422775268555,1715441887.1577487
0.020760673711202264,62,0.0005228340003724867,305,0.0011997982212822132,0.0006769642209097267,236.10872840881348,239.95594668388367,1715441908.4794676
0.017417033360667054,63,0.0003298252061513487,335,0.0006712652785371898,0.0003414400723858411,258.9390320777893,262.78611755371094,1715441931.3096385
0.015470190253591214,64,0.0002470101740248364,369,0.00047143380445624337,0.00022442363043140696,284.8936140537262,288.74107480049133,1715441957.2645957
0.014161795389365801,65,0.0002153392087020068,406,0.0004905847264162429,0.0002752455177142361,313.1525869369507,316.9995460510254,1715441985.523067
0.012256060961928791,66,0.00014038708396877414,446,0.00025209405818991633,0.00011170697422114217,343.6715359687805,347.51880145072937,1715442016.0423224
0.01161638623188155,67,0.00011496474941025337,491,0.0001921435921525055,7.717884274225215e-05,378.000586271286,381.8478708267212,1715442050.3713918
0.010916185445771054,68,0.0001356462450196231,540,0.00020577665700419992,7.013041198457683e-05,415.38771867752075,419.23505187034607,1715442087.7585728
0.010383727723012456,69,0.0001091680418979844,594,0.000154388539056995,4.522049715901059e-05,456.56810426712036,460.41545248031616,1715442128.9389734
0.009380122151218653,70,0.00010163381004967501,653,0.00013972793095527744,3.809412090560242e-05,501.5720660686493,505.4193592071533,1715442173.9428802
0.008871571767656615,71,9.432754972096652e-05,718,0.00013127734758677464,3.694979786580813e-05,551.1579024791718,555.0052001476288,1715442223.528721
0.008515846912725757,72,6.429210039391191e-05,790,8.435868158039264e-05,2.0066581186480737e-05,606.071667432785,609.9189519882202,1715442278.442473
0.007830436081730053,73,5.4813639017982184e-05,869,6.856678793075513e-05,1.3753148912772938e-05,666.3269021511078,670.17427110672,1715442338.697792
0.007346984975467424,74,5.6489247683881984e-05,956,7.17804782691119e-05,1.529123058522992e-05,732.6709086894989,736.5181648731232,1715442405.0416858
0.006540956983434084,75,3.441726083310704e-05,1052,4.2797037443248145e-05,8.37977661014111e-06,805.8762390613556,809.7235782146454,1715442478.2470992
0.005817896347893697,76,3.33599713083612e-05,1157,4.091865432827782e-05,7.558683019916625e-06,885.9399859905243,889.7872865200043,1715442558.3108075
0.005253535787523,77,2.1105702680124792e-05,1272,2.6183003604321224e-05,5.07730092419643e-06,973.6130907535553,977.4603550434113,1715442645.983876
0.004519567953437478,78,2.4494017871971128e-05,1400,4.52122228622461e-05,2.0718204990274975e-05,1071.2321336269379,1075.0796151161194,1715442743.603136
0.004225924677291106,79,1.756969813199167e-05,1539,2.3496498183508908e-05,5.926800051517237e-06,1177.206923007965,1181.0541996955872,1715442849.5777206
0.0035078279596825837,80,8.044691964789558e-06,1693,1.1074513137076625e-05,3.0298211722870674e-06,1294.6199452877045,1298.4672229290009,1715442966.9907439
0.0033131945753109735,81,1.0874411337564075e-05,1863,1.4984553389631651e-05,4.110142052067576e-06,1424.2370555400848,1428.0844421386719,1715443096.607963
0.003010645659379835,82,7.498680279335701e-06,2049,1.0455463257776435e-05,2.9567829784407334e-06,1566.0160038471222,1569.863314628601,1715443238.3868356
0.002501633146581866,83,5.909533760474197e-06,2254,8.947896646342578e-06,3.0383628858683815e-06,1722.316243171692,1726.1635837554932,1715443394.6871047
0.002211669799783787,84,4.515768595073279e-06,2479,7.214527991693168e-06,2.698759396619889e-06,1893.8403408527374,1897.6876282691956,1715443566.2111492
0.0019349162846246351,85,4.229716186410107e-06,2727,6.580340519021349e-06,2.350624332611242e-06,2082.942405462265,2086.789694547653,1715443755.3132155
0.0015990868454713893,86,2.9163799568845843e-06,3000,1.0481906484343816e-05,7.565526527459232e-06,2291.068215370178,2294.915559053421,1715443963.43908
0.00150720732257319,87,2.32452264963508e-06,3299,3.952582621854889e-06,1.6280599722198086e-06,2519.0184214115143,2522.8657920360565,1715444191.389313
0.0013312913746853098,88,2.0635262966655548e-06,3629,4.343424465573659e-06,2.2798981689081046e-06,2770.585358142853,2774.4327368736267,1715444442.9562578
0.0012282756664115059,89,1.7406972091985753e-06,3930,3.808585362946347e-06,2.0678881537477715e-06,3000.1538031101227,3004.001160621643,1715444672.5246816
