step,_step,loss,_runtime,time,l2_error,loss_interior,loss_boundary,_timestamp
0,0,18.522946342247316,16.139777421951294,11.9570152759552,2.1177512258042004,18.04912052040323,0.4738258218440894,1716469698.6322205
1,1,16.32972268665446,27.0832839012146,23.284095764160156,0.2949262498046266,14.091728576962788,2.237994109691672,1716469709.575727
2,2,12.240665163829167,38.00319218635559,34.20529246330261,2.323118855221705,12.197195551093536,0.04346961273563043,1716469720.4956353
3,3,6.0782951063948545,49.00816869735718,45.20529055595398,1.0925081452510639,3.4186685777349406,2.659626528659914,1716469731.5006118
4,4,3.4602542380864083,59.90801954269409,56.10482215881348,0.9385900546124865,2.8793715152251105,0.5808827228612977,1716469742.4004626
5,5,0.6748839374083957,70.80843257904053,67.0108528137207,0.6045881778543161,0.2469402681928599,0.4279436692155357,1716469753.3008757
6,6,0.4937009561079585,81.72875809669495,77.92774534225464,0.7424140875603552,0.3003473736287597,0.1933535824791988,1716469764.2212012
7,7,0.3701495320372643,92.64965081214905,88.85209894180298,0.6502076550295164,0.09721818422223735,0.2729313478150269,1716469775.142094
8,8,0.3362479216334387,103.49935293197632,99.69894051551819,0.640520651085223,0.12111268530117672,0.21513523633226198,1716469785.991796
9,9,0.27355574326517573,114.46609807014465,110.66475558280945,0.6109626462052706,0.06448996532820636,0.20906577793696934,1716469796.9585412
10,10,0.25489114842990807,125.32849597930908,121.53104615211487,0.6186521643500681,0.061043450082679654,0.1938476983472284,1716469807.820939
11,11,0.2371449080762693,136.2244472503662,132.42618608474731,0.5886638748353562,0.045144203769584564,0.19200070430668476,1716469818.7168903
12,12,0.2240869970573372,147.14691805839539,143.34864974021912,0.5923684218115202,0.04685983635897878,0.17722716069835842,1716469829.6393611
13,13,0.21445963526770645,158.08465957641602,154.28652930259705,0.5742101578821839,0.035102595783221044,0.1793570394844854,1716469840.5771027
14,14,0.20962050998280304,168.9843771457672,165.18619394302368,0.575974154844905,0.03855009355908592,0.17107041642371712,1716469851.4768202
