loss_interior,_step,_timestamp,loss_boundary,loss,l2_error,step,time,_runtime
6.203001546790626,44,1716097915.13884,3.7366367633945665,9.939638310185192,2.4163837900968343,55,29.610702753067017,34.73683190345764
5.7067499296312665,45,1716097918.0286288,3.780757862628904,9.487507792260171,2.3903336817319114,61,32.500393867492676,37.62662076950073
5.716117103051259,46,1716097920.9198825,3.126606078384695,8.842723181435954,2.138757911421579,67,35.39179062843323,40.51787447929382
5.380646402214143,47,1716097923.8031032,2.7060453530757758,8.08669175528992,2.040737091392304,73,38.27500915527344,43.401095151901245
3.5627502573856207,48,1716097927.6550164,2.0097788674400636,5.572529124825684,1.6785503501976908,81,42.126877546310425,47.2530083656311
3.3913352646775237,49,1716097931.4921298,1.2388311609520233,4.630166425629547,1.4119641320581418,89,45.963746547698975,51.09012174606323
2.809192321212768,50,1716097935.8060238,1.278555704195605,4.087748025408373,1.4591288207586077,98,50.27797174453735,55.40401577949524
2.5114455694558426,51,1716097940.1191096,0.8259548419649212,3.337400411420764,1.095024401088429,107,54.590864181518555,59.71710157394409
2.135582095012021,52,1716097945.3900156,0.6710663858966328,2.8066484809086534,1.0960313748775543,118,59.86176300048828,64.98800754547119
1.847094313699401,53,1716097951.134375,0.578597878981066,2.425692192680467,0.9551558020879493,130,65.60602355003357,70.7323670387268
1.889960563582195,54,1716097957.3552349,0.2489498463780579,2.138910409960253,0.6085104669412982,143,71.82716751098633,76.95322680473328
1.3845447685181227,55,1716097964.050038,0.17031215978789957,1.5548569283060223,0.5089818538120013,157,78.52196168899536,83.64803004264832
1.324188119061688,56,1716097971.23585,0.15682933241361022,1.4810174514752983,0.4808624403599488,172,85.7074077129364,90.83384203910828
1.2235982442316213,57,1716097979.853157,0.14342886364036114,1.3670271078719824,0.454387510244042,190,94.32501935958862,99.4511489868164
0.8892686896580934,58,1716097988.47168,0.1728128007389094,1.0620814903970028,0.5160371854730604,208,102.9435248374939,108.06967186927795
0.8255665183375468,59,1716097998.5257838,0.1847228255024959,1.0102893438400427,0.5399561337944135,229,112.99738049507141,118.12377572059631
0.5997946454266957,60,1716098009.5237281,0.13480958280259434,0.7346042282292901,0.4412893300991567,252,123.9954731464386,129.1217200756073
0.5264876013093491,61,1716098021.4914136,0.1492823340314166,0.6757699353407658,0.46768798058581396,277,135.96328496932983,141.0894055366516
0.4055878405509287,62,1716098034.89921,0.14327112891375104,0.5488589694646797,0.4570239192650557,305,149.37080335617065,154.49720191955566
0.3711845177539566,63,1716098049.2451081,0.1183204911808003,0.4895050089347569,0.4086437116365681,335,163.71696209907532,168.84310007095337
0.30160464651735414,64,1716098065.5122721,0.08372629981238161,0.38533094632973575,0.3156257733171707,369,179.98423290252686,185.11026406288147
0.20969394998768434,65,1716098083.2205818,0.06851684676616304,0.2782107967538474,0.2753876858999636,406,197.6921968460083,202.8185737133026
0.1447428230759488,66,1716098102.3305583,0.05537153336118622,0.20011435643713502,0.2562327024042601,446,216.80238509178162,221.92855024337769
0.07034989177030883,67,1716098123.82692,0.03187647632933719,0.10222636809964603,0.186793287101859,491,238.29842376708984,243.4249119758606
0.027832896926517355,68,1716098147.245958,0.01986117921516628,0.04769407614168364,0.13957342708722933,540,261.71773982048035,266.84395003318787
0.009033722183179771,69,1716098173.0337365,0.011600654685022084,0.020634376868201854,0.10219609696865804,594,287.50537276268005,292.6317284107208
0.0021573041868882563,70,1716098201.2045684,0.007054901386442084,0.00921220557333034,0.08152504197025806,653,315.6763005256653,320.80256032943726
0.0005773096910292004,71,1716098232.2501745,0.0017744055705693617,0.002351715261598562,0.042269768685077674,718,346.72188234329224,351.8481664657593
0.00014900335450363864,72,1716098266.6335628,0.00024088534126626588,0.0003898886957699045,0.015277736706357323,790,381.1052095890045,386.2315547466278
4.354532360138935e-05,73,1716098304.3630123,0.00011906338897781233,0.00016260871257920168,0.010727562712970574,869,418.8345572948456,423.96100425720215
1.744274803282317e-05,74,1716098345.8985362,7.11617247044645e-05,8.860447273728766e-05,0.008543003148028088,956,460.36997056007385,465.4965281486511
1.1856846590485435e-05,75,1716098391.7296805,5.150133178051382e-05,6.335817837099926e-05,0.007367270576359803,1052,506.2012712955475,511.32767248153687
8.33533469239473e-06,76,1716098441.837436,3.659821239066256e-05,4.493354708305729e-05,0.006297674010561555,1157,556.3090426921844,561.435427904129
6.318339594545796e-06,77,1716098496.7072277,2.630833211188922e-05,3.262667170643502e-05,0.005383924526997748,1272,611.1786751747131,616.3052196502686
4.859726635893489e-06,78,1716098557.766097,1.9149876404695502e-05,2.400960304058899e-05,0.004618278335712006,1400,672.2376725673676,677.364089012146
3.920443554718697e-06,79,1716098624.1039875,1.4405490733502677e-05,1.8325934288221375e-05,0.0040153452558071845,1539,738.5755960941315,743.7019793987274
3.252818787051923e-06,80,1716098697.397559,1.1156873064495209e-05,1.4409691851547132e-05,0.003537629128629935,1693,811.8690884113312,816.9955508708954
2.7145601729974564e-06,81,1716098778.2780278,8.70688878083397e-06,1.1421448953831427e-05,0.003124713127529958,1863,892.7495942115784,897.8760197162628
2.283930637811759e-06,82,1716098866.8377764,6.7641405576483205e-06,9.048071195460079e-06,0.0027524252183981604,2049,981.3092362880707,986.43576836586
1.9309955477636064e-06,83,1716098964.384503,5.2294479286773406e-06,7.1604434764409465e-06,0.002417787376629732,2254,1078.856027841568,1083.9824948310852
1.6039514563217415e-06,84,1716099071.4143438,3.964995571993752e-06,5.568947028315494e-06,0.0021044316239324174,2479,1185.8859901428223,1191.0123357772827
1.3407728100012991e-06,85,1716099189.3550227,3.0001654152550947e-06,4.340938225256394e-06,0.0018302647178939607,2727,1303.8266050815582,1308.9530146121979
1.1260277967704096e-06,86,1716099319.2088785,2.3210552602621406e-06,3.44708305703255e-06,0.0016106139078572756,3000,1433.6805381774902,1438.8068704605103
9.478438414620974e-07,87,1716099461.5233638,1.8158810220110837e-06,2.763724863473181e-06,0.0014255393866361636,3299,1575.9948406219482,1581.1213557720184
8.13722853052034e-07,88,1716099618.6352496,1.483767808141038e-06,2.297490661193072e-06,0.001289680651830729,3629,1733.1068472862244,1738.233241558075
6.865177798173544e-07,89,1716099791.367904,1.2069627920535312e-06,1.8934805718708855e-06,0.001165513432614546,3992,1905.8394994735718,1910.9658958911896
5.848467907379347e-07,90,1716099981.204441,1.014149540988913e-06,1.5989963317268476e-06,0.0010713311556182139,4391,2095.6760058403015,2100.802433013916
4.954954113597414e-07,91,1716100190.5924087,8.62455477174293e-07,1.3579508885340345e-06,0.0009920297851483168,4831,2305.0638768672943,2310.1904006004333
4.209373675847243e-07,92,1716100420.5466347,7.4702645131353e-07,1.1679638188982542e-06,0.0009278862684738886,5314,2535.018308401108,2540.1446266174316
3.593825392651555e-07,93,1716100673.1979291,6.603213928646311e-07,1.0197039321297867e-06,0.0008772116352090236,5845,2787.669378042221,2792.795921087265
3.2069023187289857e-07,94,1716100885.8186553,6.080326375307028e-07,9.287228694036014e-07,0.0008459797852623011,6292,3000.290277481079,3005.416647195816
