l2_error,loss_boundary,step,time,_timestamp,loss,_step,loss_interior,_runtime
1.7063107615179318,2.126653864931257,50,3.325416326522827,1715816292.8618104,24.342001469841968,43,22.21534760491071,7.165008544921875
1.9024438825341519,2.2957558376726306,55,3.441861152648926,1715816292.9772315,55.45861612057108,44,53.16286028289845,7.2804296016693115
2.2679785110688995,4.3316532980572955,61,3.578589916229248,1715816293.115527,44.24090182408728,45,39.909248526029984,7.41872501373291
2.6329189048769472,4.210986801282651,67,3.714694023132324,1715816293.2508395,23.136013011653763,46,18.92502621037111,7.554037570953369
2.2058093531451464,3.4772755173676093,73,3.8495705127716064,1715816293.3862536,35.06460069591074,47,31.58732517854313,7.689451694488525
2.2062112004249834,3.4698235023578827,81,4.02678656578064,1715816293.565138,20.36717193752607,48,16.897348435168187,7.868336200714111
2.3231798724920765,3.5891014116551423,89,4.203237295150757,1715816293.7406495,19.230809409498264,49,15.641707997843122,8.043847560882568
1.9808327958093777,2.5373358397825503,98,4.398688316345215,1715816293.935401,12.80488279383978,50,10.26754695405723,8.238599061965942
1.5468314953163833,1.7175457849294553,107,4.59529709815979,1715816294.1310585,10.371188765852171,51,8.653642980922715,8.434256553649902
1.4057579203665584,0.999911747477959,118,4.8257763385772705,1715816294.3627274,8.727679943146956,52,7.727768195668997,8.6659255027771
1.3460598510595685,1.213332047575381,130,5.079256772994995,1715816294.6148782,6.1933068329639465,53,4.979974785388565,8.918076276779175
1.0131956321089497,0.7616977126141729,143,5.3547492027282715,1715816294.8912148,5.021673810812158,54,4.259976098197985,9.19441294670105
0.5651408863086932,0.29548117158324394,157,5.641688585281372,1715816295.1797209,2.647475549512963,55,2.3519943779297194,9.482918977737427
0.6025739556950344,0.29484178469454214,172,5.963561058044434,1715816295.4996939,2.3077343796740943,56,2.012892594979552,9.802891969680786
0.4126980870778744,0.14444836173436917,190,6.3374903202056885,1715816295.8733232,1.266680070608548,57,1.1222317088741787,10.176521301269531
0.43670152935001133,0.16123275157312592,208,6.70311164855957,1715816296.2383213,1.2361787084805862,58,1.0749459569074602,10.541519403457642
0.3699774427127644,0.12489780927478669,229,7.1257641315460205,1715816296.6627972,0.880566334290663,59,0.7556685250158763,10.96599531173706
0.3136675035446771,0.108085426368489,252,7.584333658218384,1715816297.1223903,0.7924005653177748,60,0.6843151389492859,11.425588369369507
0.30563737551363324,0.10597166441924742,277,8.086766481399536,1715816297.6228034,0.5695896398219406,61,0.46361797540269317,11.92600154876709
0.28988019612286886,0.08432388987332981,305,8.640203475952148,1715816298.1785543,0.5012733248306155,62,0.41694943495728565,12.481752395629883
0.28208298196000686,0.07725643563519814,335,9.23667573928833,1715816298.7743511,0.3528106455858986,63,0.27555420995070046,13.07754921913147
0.2571614280961467,0.06629171343047616,369,9.90862512588501,1715816299.4457011,0.23909918246026576,64,0.1728074690297896,13.748899221420288
0.2332789626979115,0.055053309894,406,10.638545274734497,1715816300.1752725,0.15443550988468835,65,0.09938219999068836,14.47847056388855
0.21216520771857816,0.048036247513154134,446,11.43366551399231,1715816300.967389,0.13204169366327276,66,0.08400544615011862,15.27058720588684
0.20957912331204923,0.04390125391637953,491,12.307723760604858,1715816301.8456738,0.09993183850734487,67,0.05603058459096534,16.148871898651123
0.19939495110097066,0.040233099207130474,540,13.265947341918945,1715816302.8035233,0.08186481454607056,68,0.041631715338940084,17.1067214012146
0.18818446769360272,0.03583382999651527,594,14.326921463012695,1715816303.8634176,0.06875748487140507,69,0.032923654874889796,18.1666157245636
0.17792487030577092,0.03173401808972428,653,15.471904993057251,1715816305.008749,0.058387053377089264,70,0.026653035287364985,19.311947107315063
0.16893340991422692,0.028405889723456958,718,16.7338809967041,1715816306.2717195,0.05073673186708835,71,0.02233084214363139,20.574917554855347
0.1605783932603851,0.025529475932531985,790,18.135367393493652,1715816307.672043,0.04423931300764822,72,0.018709837075116236,21.97524118423462
0.1515325525053962,0.02271613122595379,869,19.66820454597473,1715816309.2059329,0.038704690497517874,73,0.015988559271564083,23.50913095474243
0.1438686568029938,0.020396784835677594,956,21.35492491722107,1715816310.8903863,0.03408189242146649,74,0.013685107585788897,25.193584442138672
0.1364673031745955,0.018325440079201265,1052,23.212132930755615,1715816312.7494035,0.030232381556876572,75,0.011906941477675306,27.05260157585144
0.12929727782993636,0.01644313427988107,1157,25.241105794906616,1715816314.7770884,0.027015292353886167,76,0.010572158074005095,29.080286502838135
0.12261763182524622,0.014777185492774542,1272,27.463118314743042,1715816317.000398,0.02423373942239651,77,0.00945655392962197,31.303596019744873
0.11604312668909675,0.013239177123401289,1400,29.946044445037842,1715816319.4813113,0.021726853819328804,78,0.008487676695927515,33.7845094203949
0.10971808009013014,0.011836501200863462,1539,32.63005304336548,1715816322.1671515,0.019487074758345557,79,0.007650573557482093,36.47034955024719
0.10347694404096228,0.010529940967476118,1693,35.60717535018921,1715816325.1438072,0.017429973698451624,80,0.006900032730975506,39.44700527191162
0.09735278044731834,0.00932170317854649,1863,38.890979051589966,1715816328.4291735,0.015545473584881224,81,0.006223770406334733,42.73237156867981
0.0914160187957244,0.008218645136004413,2049,42.49025750160217,1715816332.0251803,0.013834039799991588,82,0.005615394663987175,46.328378438949585
0.0856497383936427,0.0072107349615829226,2254,46.44721984863281,1715816335.9831235,0.012273480161646075,83,0.005062745200063151,50.28632164001465
0.08013496456834973,0.006305220229285801,2479,50.77027463912964,1715816340.3078492,0.010870372718494005,84,0.004565152489208205,54.61104726791382
0.07491967720813172,0.005502022774456445,2727,55.55025124549866,1715816345.0871813,0.009619916352301446,85,0.004117893577845001,59.390379428863525
0.07006147777505249,0.004801170458607896,3000,60.78890037536621,1715816350.3271477,0.008518217566877793,86,0.0037170471082698976,64.63034582138062
0.06559831715090278,0.0041983993902859045,3299,66.52199339866638,1715816356.0598142,0.007555961738569483,87,0.0033575623482835783,70.36301231384277
0.06147783981645025,0.003677887923518425,3629,72.88481736183167,1715816362.4225085,0.00670741277061237,88,0.003029524847093946,76.72570657730103
0.05766871797881903,0.003228597851202865,3992,79.85210943222046,1715816369.387971,0.005957113570805752,89,0.0027285157196028868,83.6911690235138
0.054108940444728616,0.002837313226755554,4391,87.48835134506226,1715816377.0260396,0.005288907717722526,90,0.0024515944909669725,91.32923769950867
0.05166701584799508,0.002743004705014767,4831,96.02657699584961,1715816385.5670023,0.006007414027365666,91,0.003264409322350899,99.8702003955841
0.04744150756185091,0.002302049916011432,5314,105.25296664237976,1715816394.7945192,0.004867390912739272,92,0.0025653409967278406,109.09771728515625
0.04371863584055087,0.001947649394485409,5845,115.3705985546112,1715816404.9111228,0.00410381384312335,93,0.0021561644486379414,119.21432089805603
0.040292171518847696,0.0016521370477477584,6429,126.48434901237488,1715816416.025346,0.003509385418196587,94,0.0018572483704488289,130.32854413986206
0.03709663493091458,0.0014006099316827415,7072,138.69918942451477,1715816428.2396533,0.00302210525572266,95,0.0016214953240399185,142.54285144805908
0.034105025543008136,0.00118489714495556,7779,152.12463784217834,1715816441.6653967,0.002613254407839512,96,0.001428357262883952,155.968594789505
0.031286050038480714,0.0009985707462639728,8557,166.88578963279724,1715816456.4259987,0.002264332452730253,97,0.0012657617064662802,170.7291967868805
0.028417721873391324,0.0008489422871935311,9413,183.18625402450562,1715816472.7264605,0.002433068774354846,98,0.001584126487161315,187.0296585559845
0.025829923434773784,0.0006931098312365295,10354,201.03500652313232,1715816490.5753837,0.001896595500043733,99,0.0012034856688072034,204.87858176231384
0.023282052980939334,0.000559842627071777,11389,220.6298246383667,1715816510.17026,0.0015613824075911926,100,0.0010015397805194157,224.47345805168152
0.020833397180295074,0.0004466892502670831,12528,242.18752646446228,1715816531.7278605,0.00130395207824959,101,0.0008572628279825068,246.03105854988098
0.018448014313264562,0.00037466239048372337,13781,266.013813495636,1715816555.5545473,0.0015651957760659777,102,0.0011905333855822542,269.85774540901184
0.016171166335830458,0.00029128481463547897,15159,292.15310168266296,1715816581.693675,0.0011268135794995262,103,0.0008355287648640473,295.9968731403351
0.01672108744757844,0.00030329430048755315,16675,320.8373293876648,1715816610.377693,0.0011676893009077293,104,0.0008643950004201762,324.6808910369873
0.013942065028275233,0.00021643769257894923,18342,352.5358030796051,1715816642.0761828,0.0010817336828320967,105,0.0008652959902531476,356.379380941391
0.011879505786012915,0.00015712779991548692,20177,387.36118388175964,1715816676.901547,0.0006957680213165135,106,0.0005386402214010266,391.204745054245
0.010288058992612294,0.00011748080666348138,22194,425.5197823047638,1715816715.0603924,0.0005060375169216685,107,0.0003885567102581872,429.3635904788971
0.008746635894745556,8.629384270857124e-05,24414,467.9400601387024,1715816757.4807007,0.0004087386076400139,108,0.00032244476493144264,471.7838988304138
0.00871317836452989,7.940765179620057e-05,26855,514.1811943054199,1715816803.7220972,0.0006300839126183953,109,0.0005506762608221947,518.0252952575684
0.00812033632197682,6.758841260557989e-05,29540,565.1250579357147,1715816854.6657462,0.00028072567157984665,110,0.00021313725897426674,568.968944311142
0.007574622513007351,5.966865630447804e-05,32494,621.0075268745422,1715816910.547608,0.00023469649493935288,111,0.00017502783863487483,624.8508059978485
0.007113148228784846,5.950844400446289e-05,35744,682.9491107463837,1715816972.4898143,0.00040264050190149205,112,0.00034313205789702914,686.7930123806
0.006783692736549263,5.162571467038198e-05,39318,750.6867423057556,1715817040.2275035,0.00017318277715022056,113,0.00012155706247983858,754.5307016372681
0.006717254377393842,5.108207051070022e-05,43250,824.9901559352875,1715817114.530749,0.00014623744661434288,114,9.515537610364266e-05,828.8339471817017
0.006176559988809834,4.264695135129754e-05,47575,906.7735466957092,1715817196.3143687,0.00012724175141298223,115,8.459480006168468e-05,910.6175668239594
0.005935986132248718,3.949132751038658e-05,52332,996.5720086097717,1715817286.1124854,0.000128336466878714,116,8.88451393683274e-05,1000.4156835079193
0.0057713044576514,3.465890862904331e-05,57566,1095.449966430664,1715817384.9905982,0.00011100431418134713,117,7.634540555230382e-05,1099.293796300888
0.005685494398430948,3.315532671454572e-05,63322,1204.2680323123932,1715817493.8085485,0.00012427343485013268,118,9.111810813558694e-05,1208.1117465496063
0.005262946365472623,2.9967061582290326e-05,69654,1323.875752210617,1715817613.4164467,9.16336261942808e-05,119,6.166656461199048e-05,1327.7196447849274
0.005124896339003671,2.986914387324759e-05,76620,1455.949149131775,1715817745.4896927,0.00011107815089128068,120,8.120900701803309e-05,1459.7928907871246
0.004878885272386603,2.6088797703358902e-05,84281,1601.1969966888428,1715817890.7379708,8.151091768803676e-05,121,5.542211998467786e-05,1605.0411689281464
0.0046747867476620115,2.283661664749109e-05,92710,1760.4042749404907,1715818049.9449165,7.242587900300494e-05,122,4.9589262355513856e-05,1764.2481145858765
0.004549403886080443,2.156266795483246e-05,101980,1935.7606272697449,1715818225.3024447,6.711886336729133e-05,123,4.555619541245887e-05,1939.6056427955627
0.00453434208917729,2.1525426132903664e-05,112178,2128.0219054222107,1715818417.5628676,8.447094330514397e-05,124,6.294551717224031e-05,2131.8660657405853
0.004145725986986167,1.887053626041725e-05,123396,2339.517229795456,1715818629.0581017,6.144983103321537e-05,125,4.2579294772798124e-05,2343.361299753189
0.004025814603056795,1.8211871376420674e-05,135736,2572.4149787425995,1715818861.955737,7.086322740282877e-05,126,5.26513560264081e-05,2576.258935213089
0.0038934862489377084,1.7575856705104e-05,149309,2828.2902343273163,1715819117.8310483,5.43427219227405e-05,127,3.67668652176365e-05,2832.1342463493347
0.0036924273862430045,1.5019580560577458e-05,158421,3000.008672475815,1715819289.5495598,5.468604597215995e-05,128,3.966646541158249e-05,3003.8527579307556
