loss_interior,loss,l2_error,_step,_runtime,_timestamp,loss_boundary,step,time
1225.125,9.488568927936772e+18,4177846067.111341,49,222.43423748016357,1726529609.0581985,9.48856892793677e+18,89,220.22453951835632
1225.125,4.356371304305196e+18,2824870101.969693,50,244.23852348327637,1726529630.8624845,4.356371304305195e+18,98,242.03081011772156
1225.125,2.0266319770502976e+18,1917141373.744342,51,266.0398361682892,1726529652.6637971,2.0266319770502963e+18,107,263.8234133720398
1225.125,7.672863021930463e+17,1193645559.0342383,52,292.6725916862488,1726529679.2965527,7.67286302193045e+17,118,290.45651364326477
1225.125,2.7520411284623258e+17,716263122.6500313,53,321.7582950592041,1726529708.382256,2.7520411284623136e+17,130,319.5420501232147
1225.125,8.993333849806138e+16,405153619.8877711,54,353.21474504470825,1726529739.838706,8.993333849806014e+16,143,350.9981951713562
1225.125,2.630799495063684e+16,220936531.21818808,55,387.0815258026123,1726529773.7054868,2.6307994950635616e+16,157,384.8654234409332
1225.125,7258292175201223.0,115326184.96442816,56,423.3672413825989,1726529809.9912024,7258292175199998.0,172,421.15118980407715
1225.125,1519768147402413.5,52773550.994023114,57,466.90255641937256,1726529853.5265174,1519768147401188.2,190,464.6931643486023
1225.125,258775860200595.06,21740932.344262972,58,510.43712854385376,1726529897.0610895,258775860199369.94,208,508.2276031970978
1225.125,41664802420380.42,8756269.134652646,59,561.209967136383,1726529947.833928,41664802419155.3,229,559.002191066742
1225.125,5733926901367.837,3230941.378586416,60,616.8252103328705,1726530003.4491713,5733926900142.712,252,614.6154458522797
1225.125,653678004396.1486,1095542.636246802,61,677.2676846981049,1726530063.8916457,653678003171.0236,277,675.0513114929199
1225.125,58120539843.51297,326581.39161164383,62,744.9486875534058,1726530131.5726485,58120538618.38797,305,742.7396807670593
1225.125,4413152955.766963,89238.57178656306,63,817.4710657596588,1726530204.0950267,4413151730.641963,335,815.2551701068878
1225.125,234748696.28874892,20586.151707333916,64,899.6454963684082,1726530286.2694573,234747471.16374892,369,897.429075717926
1225.125,9372341.912991073,4238.534128342237,65,989.1411452293396,1726530375.7651062,9371116.787991073,406,986.9251320362091
1225.125,297142.0927474689,825.5567063356912,66,1085.8469641208649,1726530472.470925,295916.9677474689,446,1083.6308102607727
1225.125,8218.342124493822,200.10381236917385,67,1194.5898475646973,1726530581.2138085,6993.217124493823,491,1192.373919725418
1225.125,2015.8235902401375,112.17811507716256,68,1313.0045113563538,1726530699.6284723,790.6985902401375,540,1310.7880387306213
1225.125,1970.223372635567,102.40999089164653,69,1443.4976320266724,1726530830.121593,745.0983726355671,594,1441.2815260887146
1225.125,2009.107131136433,101.4120298315324,70,1586.098136663437,1726530972.7220976,783.982131136433,653,1583.8882904052734
1225.125,1934.716019288323,101.23173939516546,71,1743.2044343948364,1726531129.8283954,709.5910192883229,718,1740.9951763153076
1225.125,1842.9487103354495,101.23453790150006,72,1917.2081890106201,1726531303.83215,617.8237103354495,790,1914.9920773506165
1225.125,1889.684959613663,100.81718044554313,73,2108.0618727207184,1726531494.6858337,664.5599596136632,869,2105.8525540828705
1225.125,1880.338314128181,100.78976944169285,74,2318.1733384132385,1726531704.7972994,655.213314128181,956,2315.9645323753357
1225.125,1846.31553390292,101.01869708704817,75,2550.038402557373,1726531936.6623635,621.1905339029198,1052,2547.830759525299
1225.125,31099551792644.75,7597046.265999133,76,2803.8156826496124,1726532190.4396436,31099551791419.625,1157,2801.605805873871
1225.125,1447803639.8420773,51544.71538911858,77,3081.708173274994,1726532468.3321342,1447802414.7170773,1272,3079.4928097724915
1225.125,27553.170736757063,131.4580580548545,78,3390.928941488266,1726532777.5529025,26328.045736757063,1400,3388.7202332019806
1225.125,2006.5495507383243,100.78985813742878,79,3726.6957330703735,1726533113.319694,781.4245507383245,1539,3724.4874255657196
1225.125,1908.9170915874508,101.32821854841276,80,4098.9635462760925,1726533485.5875072,683.7920915874508,1693,4096.747637987137
1225.125,1941.4180308558493,101.00866959196334,81,4509.757350683212,1726533896.3813117,716.2930308558495,1863,4507.548275709152
1225.125,1859.1171287827317,100.82950628194327,82,4959.049763679504,1726534345.6737247,633.9921287827317,2049,4956.841344118118
1225.125,1919.5558661211367,101.05436462941087,83,5454.26527094841,1726534840.889232,694.4308661211365,2254,5452.04934668541
1225.125,1840.9974303226406,101.04921560431356,84,5997.729209661484,1726535384.3531706,615.8724303226406,2479,5995.5194046497345
1225.125,1933.4036621870246,101.09621128293927,85,6596.682106256485,1726535983.3060672,708.2786621870245,2727,6594.472846031189
1225.125,1983.7419953122976,100.87286873789671,86,7256.1310222148895,1726536642.7549832,758.6169953122975,3000,7253.925384521484
1225.125,1911.9026002460835,100.99820462491995,87,7978.2932305336,1726537364.9171915,686.7776002460835,3299,7976.084945201874
1225.125,1944.503970013402,100.90159064747051,88,8775.43458724022,1726538162.0585482,719.3789700134022,3629,8773.218782663345
1225.125,1874.6731729986382,101.08874633041104,89,9652.120847702026,1726539038.7448087,649.5481729986382,3992,9649.912496089935
1225.125,1894.670110482371,101.09880297783641,90,10002.469298362732,1726539389.0932593,669.545110482371,4137,10000.260991811752
