step,_step,loss,_runtime,time,l2_error,loss_interior,loss_boundary,_timestamp
0,0,0.14108229717860596,5.58480167388916,1.5177204608917236,0.3892705039814992,0.00033384008246040104,0.14074845709614556,1715524855.5839248
1,1,0.14108197166617847,5.803798675537109,1.948730230331421,0.20225233063991507,0.00033384137916810705,0.14074813028701036,1715524855.8029218
2,2,0.06831499694731638,6.002315998077393,2.1471970081329346,0.19315225140210798,0.001967262466208715,0.06634773448110766,1715524856.001439
3,3,0.06774113031947959,6.201397180557251,2.3463094234466553,0.21894851654102718,0.004282319211854732,0.06345881110762486,1715524856.2005203
4,4,0.06735377843218356,6.406617641448975,2.551693916320801,0.1624688963869398,0.004212208211256254,0.0631415702209273,1715524856.4057407
5,5,0.05676277552655793,6.608357667922974,2.753377676010132,0.15413246565993202,0.006963863440070397,0.04979891208648753,1715524856.6074808
6,6,0.04684991449231006,6.813557386398315,2.9572458267211914,0.143879000060591,0.0033128735328946867,0.04353704095941537,1715524856.8126805
7,7,0.04386969414806118,7.021119832992554,3.1660494804382324,0.1512900511032699,0.004539108623662902,0.03933058552439828,1715524857.020243
8,8,0.04223431597003333,7.22118353843689,3.3662633895874023,0.13122799126021317,0.0029770074383125983,0.039257308531720735,1715524857.2203066
9,9,0.0402601621323857,7.421664714813232,3.5667669773101807,0.11204235261316052,0.0032738789493161006,0.0369862831830696,1715524857.4207878
10,10,0.0327506518983872,7.6212193965911865,3.766313076019287,0.10064869971404376,0.006360178532208292,0.026390473366178904,1715524857.6203425
11,11,0.028168864464619744,7.820727348327637,3.9658875465393066,0.10473483466492085,0.004238655451547293,0.02393020901307245,1715524857.8198504
12,12,0.026095807700290626,8.020172595977783,4.165363073348999,0.09652913026663101,0.003648230569969698,0.022447577130320927,1715524858.0192957
13,13,0.025031853828642484,8.219839572906494,4.3650572299957275,0.09352687199999515,0.0029832551807659367,0.022048598647876547,1715524858.2189627
14,14,0.0244397555695457,8.419371366500854,4.564626216888428,0.09638994801314389,0.0033177732326260677,0.021121982336919632,1715524858.4184945
15,15,0.023650044927353557,8.619218111038208,4.764432668685913,0.0919235428458168,0.0028377545197940546,0.020812290407559504,1715524858.6183412
16,16,0.01915810408416827,8.819230794906616,4.964420557022095,0.09150080011494932,0.002354494345335662,0.016803609738832607,1715524858.818354
