l2_error,loss_interior,step,_step,_runtime,_timestamp,time,loss_boundary,loss
0.5340941264743259,0.01902199909886124,46,42,41.36208939552307,1717819018.6115265,38.73366594314575,0.14826347332413686,0.1672854724229981
0.3753734365875077,0.04076813807832873,50,43,44.47470951080322,1717819021.7241466,41.846012592315674,0.12041189361080713,0.16118003168913586
0.4217102973026988,0.016871032913687786,55,44,48.35790419578552,1717819025.6073413,45.72940421104431,0.13117625572243077,0.14804728863611855
0.47835580446715836,0.02896227685542086,61,45,53.01233887672424,1717819030.261776,50.38376069068909,0.10775389704025237,0.13671617389567323
0.35689986757598907,0.010434126004933158,67,46,57.67135787010193,1717819034.920795,55.04261374473572,0.09648260698414245,0.1069167329890756
0.26253323409461465,0.008598665275072054,73,47,62.32707619667053,1717819039.5765133,59.69841647148132,0.046284195928919906,0.05488286120399196
0.2308835621784413,0.014201638120350352,81,48,68.54011821746826,1717819045.7895553,65.91156435012817,0.03071838451742157,0.04492002263777192
0.15013673172246375,0.014810789800110788,89,49,74.7522029876709,1717819052.00164,72.12347197532654,0.023139568187751307,0.037950357987862095
0.17249061377363825,0.003731663192087272,98,50,81.72825527191162,1717819058.9776924,79.09959602355957,0.020438209332174828,0.0241698725242621
0.10445333439583357,0.0046500957169350165,107,51,88.71076226234436,1717819065.9601994,86.08219599723816,0.010937942729685771,0.015588038446620787
0.09490060277821244,0.003865670927363359,118,52,97.24346923828125,1717819074.4929063,94.61444854736328,0.0059585247749288596,0.009824195702292218
0.06839510885352897,0.0017947906065255875,130,53,106.54930424690247,1717819083.7987413,103.92064309120178,0.0037431586055742855,0.005537949212099873
0.04800118904174712,0.001349852426694959,143,54,116.61133813858032,1717819093.8607752,113.98272967338562,0.001723572532275654,0.003073424958970613
0.033860918282888744,0.0007501264829100114,157,55,127.42267608642578,1717819104.6721132,124.79384446144104,0.0011509598030680784,0.00190108628597809
0.03848773995541919,0.0004223987259067013,172,56,138.9799644947052,1717819116.2294016,136.35122394561768,0.0010408674161954193,0.0014632661421021206
0.028185214447459084,0.00020924890478269604,190,57,152.86735773086548,1717819130.1167948,150.23818469047546,0.0008012754740987575,0.0010105243788814536
0.02658616444627762,0.0001287491185470404,208,58,166.740980386734,1717819143.9904175,164.112380027771,0.0006325485853207181,0.0007612977038677585
0.023448762787979437,6.181567386467806e-05,229,59,182.92361283302307,1717819160.17305,180.29487466812134,0.00048761130601958407,0.0005494269798842622
0.019620093258162448,4.8709494602818585e-05,252,60,200.6220600605011,1717819177.8714972,197.99317026138306,0.0002754333145035177,0.00032414280910633627
0.014703276276086032,2.7345431636556355e-05,277,61,219.866201877594,1717819197.115639,217.23739099502563,0.00013684110599150137,0.00016418653762805772
0.011835453125342829,1.690580974988772e-05,305,62,241.4116952419281,1717819218.6611323,238.78274631500244,8.878664033053854e-05,0.00010569245008042626
0.00870417857727572,1.2664091914588382e-05,335,63,264.48004627227783,1717819241.7294834,261.8510866165161,4.9599033046871186e-05,6.226312496145957e-05
0.005516112819464378,5.9854195751131745e-06,369,64,290.6493046283722,1717819267.8987417,288.02048540115356,1.816641785190082e-05,2.4151837427013997e-05
0.002479349942059607,3.4041257370204197e-06,406,65,319.1519892215729,1717819296.4014263,316.523179769516,4.314805257530814e-06,7.718930994551233e-06
0.0013682660651719433,1.5480364849974065e-06,446,66,349.9683575630188,1717819327.2177947,347.33958435058594,1.4662209706783039e-06,3.0142574556757104e-06
0.0007501910430706677,6.395017001708165e-07,491,67,384.63084506988525,1717819361.8802822,382.0019278526306,4.71618810713159e-07,1.1111205108839753e-06
0.00053055302186128,2.703958239296904e-07,540,68,422.4268774986267,1717819399.6763146,419.79799342155457,2.038361807064436e-07,4.74232004636134e-07
0.00032422131561310425,1.0684683277625464e-07,594,69,464.0801091194153,1717819441.3295462,461.45118284225464,7.80084800134067e-08,1.8485531278966136e-07
0.00022026964970720892,4.437000497143808e-08,653,70,509.56462144851685,1717819486.8140585,506.93574142456055,3.0434906260036816e-08,7.48049112314749e-08
0.00015428973384164904,1.99472411032523e-08,718,71,559.6750938892365,1717819536.924531,557.0461828708649,1.3574402421969583e-08,3.3521643525221886e-08
0.00011519358306670377,9.797689103808491e-09,790,72,615.1427674293518,1717819592.3922045,612.5138740539551,6.937584202624165e-09,1.6735273306432656e-08
8.738647733632657e-05,4.7881090264307355e-09,869,73,676.0236351490021,1717819653.2730722,673.3947329521179,3.3155210924408746e-09,8.10363011887161e-09
6.863979195434901e-05,2.445775890872142e-09,956,74,743.010162115097,1717819720.2595992,740.3812844753265,1.7869517836471644e-09,4.2327276745193065e-09
5.022828180616312e-05,1.1319366745316366e-09,1052,75,816.888635635376,1717819794.1380727,814.259773015976,8.208324482438327e-10,1.952769122775469e-09
3.55338626091546e-05,4.703271933742444e-10,1157,76,897.7416353225708,1717819874.9910724,895.1126663684845,3.3431527819376775e-10,8.046424715680121e-10
2.7991025362537205e-05,2.0844109850022854e-10,1272,77,1007.4490828514099,1717819984.69852,1004.7357029914856,1.592413050822861e-10,3.6768240358251464e-10
2.492816269595362e-05,1.2310296389475176e-10,1400,78,1111.023989200592,1717820088.2734263,1108.3950498104095,1.0200464411709292e-10,2.2510760801184468e-10
2.2961800234449613e-05,8.286261038316459e-11,1539,79,1218.1883420944214,1717820195.4377792,1215.5595970153809,7.505323945514717e-11,1.5791584983831176e-10
2.125379551657864e-05,5.750193798072808e-11,1693,80,1336.4149374961853,1717820313.6643746,1333.7514064311981,5.6983454489759724e-11,1.1448539247048781e-10
1.9915400841343196e-05,4.256517974158743e-11,1863,81,1466.880177974701,1717820444.129615,1464.2514293193817,4.56005774920376e-11,8.816575723362503e-11
1.8697483700225416e-05,3.2134900633180794e-11,2049,82,1609.616421699524,1717820586.8658588,1606.9875359535217,3.705541097630799e-11,6.919031160948878e-11
1.7680561038089274e-05,2.5184463251144605e-11,2254,83,1766.8935570716858,1717820744.1429942,1764.2647240161896,3.1036049831398326e-11,5.622051308254293e-11
1.6761866881916054e-05,2.0129877548123413e-11,2479,84,1939.582739830017,1717820916.832177,1936.9539580345154,2.633736601652003e-11,4.646724356464344e-11
1.5968531911507458e-05,1.6482390257424065e-11,2727,85,2130.0157368183136,1717821107.265174,2127.386905670166,2.2746913077082736e-11,3.92293033345068e-11
1.5246668285910823e-05,1.3660002110462655e-11,3000,86,2339.553847551346,1717821316.8032846,2336.925063610077,1.9796132452134404e-11,3.3456134562597056e-11
1.4584315119179358e-05,1.1413644916004252e-11,3299,87,2569.008940219879,1717821546.2583773,2566.3801534175873,1.7318105191153568e-11,2.873175010715782e-11
1.3974714997743553e-05,9.587502907778032e-12,3629,88,2822.329646587372,1717821799.5790837,2819.7007777690887,1.5217157678924314e-11,2.4804660586702344e-11
1.3573716781430407e-05,8.51663154244598e-12,3864,89,3002.7021594047546,1717821979.9515965,3000.0734326839447,1.391876923995724e-11,2.2435400782403222e-11
