loss,loss_interior,step,_timestamp,_step,_runtime,l2_error,loss_boundary,time
2.975677478079637e-05,9.82383032711673e-06,39,1716014882.5488694,39,100.61790037155151,0.004968354545092812,1.9932944453679636e-05,95.9403989315033
2.831355027457156e-05,9.247769999209306e-06,40,1716014885.0571659,40,103.12619686126709,0.004923750700897891,1.9065780275362254e-05,98.44873857498169
2.595533619926267e-05,8.460493830722563e-06,42,1716014890.0419037,41,108.11093473434448,0.004725484651185084,1.7494842368540104e-05,103.43339824676514
2.1939726514867358e-05,7.542407507949267e-06,46,1716014900.0095384,42,118.07856941223145,0.00416344376620316,1.439731900691809e-05,113.40087461471558
1.7263747606614308e-05,7.361723469487932e-06,50,1716014910.012478,43,128.08150911331177,0.003520491408172674,9.902024137126376e-06,123.40405583381653
1.3348895959666327e-05,6.400541412531638e-06,55,1716014922.5026371,44,140.57166814804077,0.0029640219813673947,6.948354547134689e-06,135.89394760131836
9.843497815816036e-06,5.328024173798426e-06,61,1716014937.563026,45,155.63205695152283,0.002344154638671844,4.51547364201761e-06,150.95436024665833
7.71609519092559e-06,4.291302945086122e-06,67,1716014952.5942957,46,170.6633267402649,0.002152845976850629,3.4247922458394685e-06,165.98572707176208
6.363787435306191e-06,3.8321130769078615e-06,73,1716014967.5964284,47,185.66545939445496,0.001896903690919851,2.531674358398329e-06,180.9876308441162
4.58167582752247e-06,3.0062427680241513e-06,81,1716014987.722037,48,205.7910680770874,0.0014611814904457957,1.5754330594983185e-06,201.11348509788513
3.2282324827345984e-06,2.119737358920571e-06,89,1716015007.8629098,49,225.9319407939911,0.0012224036696294282,1.1084951238140275e-06,221.2541000843048
2.270589006860822e-06,1.6199437940638212e-06,98,1716015030.455107,50,248.5241379737854,0.0009363728596260583,6.506452127970006e-07,243.8464925289154
1.7828961637234128e-06,1.2770173151973356e-06,107,1716015050.7772338,51,268.84626483917236,0.0008468664306058409,5.058788485260771e-07,264.1686441898346
1.4600359716632142e-06,1.0514629611771726e-06,118,1716015071.1930745,52,289.2621054649353,0.0007261244427258316,4.0857301048604156e-07,284.58425211906433
1.2146776317228033e-06,8.726843827788777e-07,130,1716015085.175888,53,303.24491906166077,0.0006908456544096822,3.419932489439256e-07,298.56735587120056
1.0830596992019732e-06,7.565966160327199e-07,143,1716015096.4890754,54,314.5581064224243,0.0007045653677357265,3.2646308316925316e-07,309.8804895877838
1.0711003845974796e-06,7.509029229433856e-07,157,1716015099.6423805,55,317.71141147613525,0.0006984617128515002,3.20197461654094e-07,313.033851146698
1.0676073973336893e-06,7.481854857951385e-07,172,1716015102.078633,56,320.1476640701294,0.0006979872696168252,3.1942191153855073e-07,315.46990036964417
1.0676073973336893e-06,7.481854857951385e-07,190,1716015104.3551939,57,322.4242248535156,0.0006979872696168252,3.1942191153855073e-07,317.7466194629669
1.0676073973336893e-06,7.481854857951385e-07,208,1716015106.6403592,58,324.70939016342163,0.0006979872696168252,3.1942191153855073e-07,320.03170228004456
1.0676073973336893e-06,7.481854857951385e-07,229,1716015109.2800875,59,327.34911847114563,0.0006979872696168252,3.1942191153855073e-07,322.6714472770691
1.0676073973336893e-06,7.481854857951385e-07,252,1716015112.1709604,60,330.2399914264679,0.0006979872696168252,3.1942191153855073e-07,325.5623872280121
1.0676073973336893e-06,7.481854857951385e-07,277,1716015115.3366737,61,333.4057047367096,0.0006979872696168252,3.1942191153855073e-07,328.7281367778778
1.0676073973336893e-06,7.481854857951385e-07,305,1716015118.8603108,62,336.9293417930603,0.0006979872696168252,3.1942191153855073e-07,332.2517943382263
1.0676073973336893e-06,7.481854857951385e-07,335,1716015122.6429672,63,340.7119982242584,0.0006979872696168252,3.1942191153855073e-07,336.0344150066376
1.0676073973336893e-06,7.481854857951385e-07,369,1716015126.9216027,64,344.99063372612,0.0006979872696168252,3.1942191153855073e-07,340.313029050827
1.0676073973336893e-06,7.481854857951385e-07,406,1716015131.591146,65,349.6601769924164,0.0006979872696168252,3.1942191153855073e-07,344.9826567173004
1.0932190911327484e-06,7.27300937738199e-07,446,1716015146.4899976,66,364.5590286254883,0.0006724855715257781,3.6591815339454944e-07,359.8813388347626
1.017586217887765e-06,6.692299568002753e-07,491,1716015156.7389452,67,374.8079762458801,0.0006578766455788761,3.4835626108748974e-07,370.130158662796
1.017586217887765e-06,6.692299568002753e-07,540,1716015162.9054184,68,380.9744493961334,0.0006578766455788761,3.4835626108748974e-07,376.296875
1.017586217887765e-06,6.692299568002753e-07,594,1716015169.6718366,69,387.7408676147461,0.0006578766455788761,3.4835626108748974e-07,383.06325244903564
1.017586217887765e-06,6.692299568002753e-07,653,1716015177.0636063,70,395.13263726234436,0.0006578766455788761,3.4835626108748974e-07,390.45507311820984
1.017586217887765e-06,6.692299568002753e-07,718,1716015185.1953523,71,403.26438331604004,0.0006578766455788761,3.4835626108748974e-07,398.5868556499481
1.017586217887765e-06,6.692299568002753e-07,790,1716015194.247338,72,412.31636905670166,0.0006578766455788761,3.4835626108748974e-07,407.6386752128601
1.017586217887765e-06,6.692299568002753e-07,869,1716015204.1672318,73,422.2362627983093,0.0006578766455788761,3.4835626108748974e-07,417.5583665370941
9.622949832926511e-07,6.376948839203191e-07,956,1716015228.2863562,74,446.35538721084595,0.0006627254652468032,3.24600099372332e-07,441.6777775287628
9.622949832926511e-07,6.376948839203191e-07,1052,1716015240.3782449,75,458.4472758769989,0.0006627254652468032,3.24600099372332e-07,453.76956009864807
9.622949832926511e-07,6.376948839203191e-07,1157,1716015253.621836,76,471.6908669471741,0.0006627254652468032,3.24600099372332e-07,467.01308369636536
9.622949832926511e-07,6.376948839203191e-07,1272,1716015268.086788,77,486.155818939209,0.0006627254652468032,3.24600099372332e-07,481.4782600402832
1.0458675465063034e-06,7.21692808433873e-07,1400,1716015286.0445237,78,504.11355471611023,0.0006580529197519649,3.241747380724303e-07,499.4360074996948
1.0458675465063034e-06,7.21692808433873e-07,1539,1716015303.5460296,79,521.6150605678558,0.0006580529197519649,3.241747380724303e-07,516.9371592998505
1.0458675465063034e-06,7.21692808433873e-07,1693,1716015322.7764487,80,540.8454797267914,0.0006580529197519649,3.241747380724303e-07,536.1678347587585
9.712318685144695e-07,6.526906114876587e-07,1863,1716015352.1817389,81,570.2507698535919,0.0006803012446558983,3.185412570268107e-07,565.5728402137756
9.712318685144695e-07,6.526906114876587e-07,2049,1716015375.4909437,82,593.5599746704102,0.0006803012446558983,3.185412570268107e-07,588.8824410438538
1.0253148004586894e-06,7.095842566174559e-07,2254,1716015401.4943697,83,619.5634007453918,0.0006776605344474045,3.1573054384123346e-07,614.8854601383209
1.0253148004586894e-06,7.095842566174559e-07,2479,1716015429.6431158,84,647.7121467590332,0.0006776605344474045,3.1573054384123346e-07,643.0345137119293
8.616221343948321e-07,5.790265189685774e-07,2727,1716015474.8501508,85,692.9191818237305,0.0006106079588818403,2.825956154262547e-07,688.2414088249207
8.616221343948321e-07,5.790265189685774e-07,3000,1716015509.0430346,86,727.1120655536652,0.0006106079588818403,2.825956154262547e-07,722.4342176914215
8.51131865519295e-07,5.822749461219852e-07,3299,1716015549.8268025,87,767.895833492279,0.0006157060365871536,2.6885691939730984e-07,763.2179532051086
8.199899204212848e-07,5.74951477030698e-07,3629,1716015600.767322,88,818.8363530635834,0.0005841448012493898,2.4503844339058674e-07,814.1584923267365
8.443721844862158e-07,5.917714331373258e-07,3992,1716015648.0481117,89,866.1171426773071,0.0005941160798049044,2.5260075134888996e-07,861.4393212795258
8.443721844862158e-07,5.917714331373258e-07,4391,1716015698.1954124,90,916.264443397522,0.0005941160798049044,2.5260075134888996e-07,911.5865106582642
8.749560981052922e-07,6.20988789776654e-07,4831,1716015753.8354065,91,971.9044375419617,0.000595188996680781,2.5396730832863827e-07,967.2266356945038
7.613846057926732e-07,5.501442960620148e-07,5314,1716015825.1281323,92,1043.1971633434296,0.0005575301164438081,2.1124030973065847e-07,1038.5193736553192
7.724085337073267e-07,5.4050073306231e-07,5845,1716015897.6910667,93,1115.7600977420807,0.0005513718451738497,2.3190780064501663e-07,1111.0822229385376
7.956526153850999e-07,5.640176184074424e-07,6429,1716015972.7824514,94,1190.8514823913574,0.0005608129190616777,2.3163499697765753e-07,1186.1736371517181
7.849486452522033e-07,5.524032765988769e-07,7072,1716016058.4264684,95,1276.4954993724823,0.0005592922512494998,2.3254536865332637e-07,1271.8176429271698
7.364429843637299e-07,5.266474031595387e-07,7779,1716016153.222884,96,1371.2919149398804,0.000537032835936572,2.097955812041912e-07,1366.614156961441
7.376780082305579e-07,5.109719477948418e-07,8557,1716016252.623359,97,1470.6923899650574,0.0005432584399640974,2.267060604357161e-07,1466.0145573616028
7.121123677158517e-07,5.024522987917103e-07,9413,1716016362.6835465,98,1580.7525775432587,0.00054310192660178,2.096600689241414e-07,1576.0748419761658
6.919720714074472e-07,4.927796964230888e-07,10354,1716016484.8663843,99,1702.9354152679443,0.0005183776318024393,1.9919237498435836e-07,1698.2576122283936
7.419512904663113e-07,5.400021075750736e-07,11389,1716016616.7669513,100,1834.8359823226929,0.0005210564460638295,2.019491828912377e-07,1830.1582748889923
7.5134840897882e-07,5.479442062138333e-07,12528,1716016764.3045883,101,1982.3736193180084,0.0005307481080935163,2.0340420276498675e-07,1977.6958003044128
7.407401291635525e-07,5.221197531529949e-07,13781,1716016926.1777823,102,2144.2468132972717,0.0005322055720585399,2.186203760105575e-07,2139.5690467357635
7.182823453206327e-07,5.092041964540725e-07,15159,1716017109.8613179,103,2327.9303488731384,0.0005412144266454902,2.0907814886656015e-07,2323.2525475025177
6.927896188781778e-07,4.911362899174929e-07,16675,1716017304.6987107,104,2522.7677416801453,0.0005350572779468968,2.016533289606849e-07,2518.0899953842163
6.754589312034502e-07,4.678818185214513e-07,18342,1716017522.3084295,105,2740.3774604797363,0.000526109261397374,2.0757711268199897e-07,2735.699648618698
6.60923060982679e-07,4.6775805876737347e-07,20177,1716017759.0488133,106,2977.1178443431854,0.0005235093078106841,1.9316500221530553e-07,2972.4400329589844
6.632934250094529e-07,4.6648384984845243e-07,20385,1716017786.675192,107,3004.7442231178284,0.0005300805515224548,1.9680957516100055e-07,3000.066677093506
