_step,l2_error,loss,_timestamp,_runtime,loss_boundary,loss_interior,step,time
42,0.4581339867380239,0.18775953661315173,1716219305.5749478,6.838401794433594,0.18221682302563189,0.0055427135875198465,46,3.019282341003418
43,0.42113532737521736,0.19322030646869065,1716219305.659793,6.92324686050415,0.1327830839153823,0.060437222553308356,50,3.1041970252990723
44,0.5252419749777992,0.17450412970733045,1716219305.758457,7.021910905838013,0.15683463283385932,0.01766949687347113,55,3.202892780303955
45,0.3964208803337505,0.15963078629178953,1716219305.8720856,7.135539531707764,0.11606589939214006,0.04356488689964948,61,3.31646728515625
46,0.46203248720059414,0.15003318463929477,1716219305.9919567,7.255410671234131,0.13466540787355089,0.015367776765743878,67,3.4364030361175537
47,0.4789400974643087,0.12974155630729156,1716219306.1093435,7.37279748916626,0.1026983198118546,0.027043236495436974,73,3.5537238121032715
48,0.4040419938983337,0.11072776320107212,1716219306.2536073,7.517061233520508,0.10313089301232545,0.007596870188746674,81,3.698338270187378
49,0.3970401248987478,0.10351498144193527,1716219306.3984983,7.661952257156372,0.09918343566129352,0.0043315457806417474,89,3.8428590297698975
50,0.3620042335438623,0.08435669331068094,1716219306.5582454,7.821699380874634,0.07923729650434794,0.005119396806333005,98,4.002592086791992
51,1.2821116590742807,0.2653069949637491,1716219306.7186947,7.98214864730835,0.24597507404141347,0.019331920922335606,107,4.163119316101074
52,0.6212225382748244,0.6196445455080384,1716219306.9092422,8.172696113586426,0.6088649119152891,0.010779633592749253,118,4.353700160980225
53,0.876435834996232,0.19470966864836242,1716219307.1164567,8.379910707473755,0.16459760557816694,0.030112063070195483,130,4.5609211921691895
54,0.3388963315686388,0.1741212362750091,1716219307.3476036,8.61105751991272,0.15852282742921237,0.015598408845796738,143,4.792083024978638
55,0.23718632663214348,0.11175088128539923,1716219307.5848527,8.848306655883789,0.09265947207746013,0.019091409207939107,157,5.02924919128418
56,0.19076752629688293,0.04886139693054228,1716219307.8397348,9.103188753128052,0.030915798420563828,0.01794559850997845,172,5.28412127494812
57,0.22077831171348192,0.030013037328522955,1716219308.1396012,9.403055191040039,0.019900623065588003,0.010112414262934952,190,5.584333181381226
58,0.12873670417168276,0.020779603092748324,1716219308.4436421,9.707096099853516,0.014848844667345736,0.005930758425402587,208,5.888174533843994
59,0.11335082984738326,0.012943798429985845,1716219308.7865052,10.049959182739258,0.009823338893384909,0.0031204595366009363,229,6.2310028076171875
60,0.09217411925125056,0.007912708420565321,1716219309.1613264,10.424780368804932,0.005509658499743454,0.0024030499208218675,252,6.60595178604126
61,0.07217931085693617,0.0059399795432283934,1716219309.5741827,10.837636709213257,0.003742264771566605,0.0021977147716617886,277,7.018882989883423
62,0.05687441500345781,0.0038632297141427668,1716219310.0253272,11.28878116607666,0.0021059879269872592,0.0017572417871555073,305,7.469790935516357
63,0.04882462026198464,0.003286038455590664,1716219310.5137858,11.777239799499512,0.0013967560467789092,0.001889282408811755,335,7.95829701423645
64,0.04427408291154869,0.0022276560755672232,1716219311.056066,12.319519996643066,0.001159265671380085,0.0010683904041871382,369,8.50085163116455
65,0.1063616386131232,0.013664076239138397,1716219311.6520436,12.915497541427612,0.010589091954826182,0.003074984284312215,406,9.096489191055298
66,0.048603700799043574,0.003442663640527704,1716219312.2919796,13.555433511734009,0.00223681972603412,0.0012058439144935842,446,9.736475229263306
67,0.035084648530699564,0.0015169388247742819,1716219313.015562,14.279016017913818,0.0008440595815429717,0.0006728792432313101,491,10.46010684967041
68,0.02853205226263776,0.0013606786200830137,1716219313.800573,15.064027070999146,0.0005960264070697081,0.0007646522130133057,540,11.245039939880371
69,0.026781331526936094,0.0010352262831496558,1716219314.6603465,15.923800468444824,0.0005209615854473972,0.0005142646977022587,594,12.10494589805603
70,0.023488805122130568,0.0007396165692421672,1716219315.585905,16.849359035491943,0.00043293040526975633,0.00030668616397241087,653,13.030329942703247
71,0.021228473098567367,0.0006406861275404369,1716219316.609503,17.87295699119568,0.00041181312486931657,0.00022887300267112034,718,14.053931474685669
72,0.01972647924646303,0.0005451332899269987,1716219317.7463908,19.00984477996826,0.00036050241799614026,0.00018463087193085843,790,15.190828561782837
73,0.01903291754404134,0.0005262810589966505,1716219318.9900846,20.253538608551025,0.0003506476988613785,0.00017563336013527204,869,16.434725046157837
74,0.018928608558022912,0.00039405303245520243,1716219320.3503377,21.613791704177856,0.0002681933200186027,0.0001258597124365997,956,17.794797658920288
75,0.016822375610274987,0.0004513532231831751,1716219321.8509798,23.114433765411377,0.00030517017519246617,0.0001461830479907089,1052,19.29542589187622
76,0.01646492636149646,0.00036842187462473143,1716219323.49498,24.758434057235718,0.0002594152174748187,0.00010900665714991275,1157,20.939536333084106
77,0.014728316573330841,0.0002927555905848261,1716219325.2881033,26.551557302474976,0.00019627447335443705,9.648111723038905e-05,1272,22.732523918151855
78,0.013295267471047015,0.00026702783947113733,1716219327.2808805,28.544334411621094,0.00017338587915736753,9.364196031376981e-05,1400,24.72509503364563
79,0.013495495670327042,0.0002531399497759051,1716219329.4725845,30.73603844642639,0.00017200430955389946,8.113564022200563e-05,1539,26.91698145866394
80,0.012613639700192256,0.0001928417849421406,1716219331.8702948,33.13374876976013,0.000117709330204557,7.51324547375836e-05,1693,29.3148934841156
81,0.011960265013405804,0.00020477577773812155,1716219334.5131047,35.77655863761902,0.00012691420494179934,7.78615727963222e-05,1863,31.957375049591064
82,0.012025755400327302,0.0001879847682316811,1716219337.4019709,38.665424823760986,0.00011668545584048083,7.129931239120028e-05,2049,34.847004413604736
83,0.01059893780856497,0.0002142647332037993,1716219340.5787487,41.84220266342163,0.00010865957232690109,0.00010560516087689822,2254,38.02287149429321
84,0.009557173288232726,0.00011615197274717645,1716219344.0744257,45.33787965774536,6.422373814761662e-05,5.1928234599559825e-05,2479,41.51875615119934
85,0.00898426537186185,0.00010987342683859824,1716219347.9343407,49.197794675827026,6.406160936400933e-05,4.58118174745889e-05,2727,45.37871432304382
86,0.009111445363866563,9.328063722070498e-05,1716219352.1641812,53.427635192871094,5.2671134679105275e-05,4.060950254159971e-05,3000,49.608139991760254
87,0.008756235163230038,8.554754611565752e-05,1716219356.7832685,58.046722412109375,4.5589419057265844e-05,3.995812705839168e-05,3299,54.22763514518738
88,0.008256659437136257,7.844313395965975e-05,1716219361.914447,63.17790102958679,4.33247496843138e-05,3.511838427534596e-05,3629,59.35880184173584
89,0.008061629682444517,8.255745138878841e-05,1716219367.5445964,68.80805039405823,5.000679968685327e-05,3.255065170193513e-05,3992,64.98901700973511
90,0.007998320075116963,6.446381262203051e-05,1716219373.7333114,74.99676537513733,3.474284651891849e-05,2.9720966103112024e-05,4391,71.17771196365356
91,0.007931649263629766,6.999857838781398e-05,1716219380.546263,81.80971693992615,4.1053043224622064e-05,2.8945535163191917e-05,4831,77.99034571647644
92,0.0071085068994100695,5.755269193363228e-05,1716219388.0090623,89.27251625061035,3.662207261200441e-05,2.0930619321627864e-05,5314,85.45334053039551
93,0.007826413522648776,5.639776295717043e-05,1716219396.24926,97.51271390914917,3.3312192122696437e-05,2.3085570834473992e-05,5845,93.6940701007843
94,0.006595346988369596,5.4400395227178575e-05,1716219405.294239,106.55769300460815,3.765220755130693e-05,1.674818767587165e-05,6429,102.73858189582825
95,0.007624699413907082,5.035225279598199e-05,1716219415.2490013,116.51245522499084,3.173094949694072e-05,1.8621303299041274e-05,7072,112.69317293167114
96,0.006510874113781972,3.983419445240743e-05,1716219426.1936195,127.4570734500885,2.588959485924325e-05,1.3944599593164179e-05,7779,123.63789582252502
97,0.0065081312001163535,3.815533018032925e-05,1716219438.2262435,139.48969745635986,2.5660937815088863e-05,1.2494392365240388e-05,8557,135.67056918144226
98,0.005912444997646036,3.330919824476805e-05,1716219451.483579,152.74703288078308,2.1465494336663247e-05,1.1843703908104805e-05,9413,148.9274046421051
99,0.005849970697484529,3.2620233396047216e-05,1716219466.0331638,167.29661774635315,2.225899708869279e-05,1.0361236307354428e-05,10354,163.477445602417
100,0.00678817592157404,3.21993724515532e-05,1716219482.041714,183.3051679134369,2.3223396443262947e-05,8.975976008290257e-06,11389,179.48600578308105
101,0.005687011928705497,3.192583104578791e-05,1716219499.6410613,200.90451526641846,2.1514327926506978e-05,1.0411503119280928e-05,12528,197.08506965637207
102,0.005184855492814645,2.684019752326254e-05,1716219519.0182793,220.28173327445984,2.038767372655811e-05,6.45252379670443e-06,13781,216.46263337135315
103,0.004955036962921009,4.458220867820426e-05,1716219540.3315244,241.59497833251953,3.310243939569384e-05,1.1479769282510421e-05,15159,237.77588295936584
104,0.00481390329241129,1.9371968047025412e-05,1716219563.7485414,265.01199531555176,1.2484984671327807e-05,6.886983375697604e-06,16675,261.1926443576813
105,0.004396680854249214,2.013958318853145e-05,1716219589.5147417,290.77819561958313,1.215034329302575e-05,7.989239895505702e-06,18342,286.95907855033875
106,0.004348949423759189,1.806058684079472e-05,1716219617.9700894,319.2335433959961,1.2508037940588283e-05,5.552548900206436e-06,20177,315.414297580719
107,0.0038958125993157583,1.6551447154991377e-05,1716219649.298608,350.5620620250702,1.058962807889991e-05,5.9618190760914656e-06,22194,346.74062943458557
108,0.00391886412163017,1.1759187884295917e-05,1716219683.69541,384.95886397361755,7.19511450538208e-06,4.564073378913838e-06,24414,381.1393322944641
109,0.0035855296802056145,1.293408496298251e-05,1716219721.526143,422.78959703445435,7.5541863278259e-06,5.37989863515661e-06,26855,418.9707808494568
110,0.0035648409312849885,1.1954455684474185e-05,1716219763.2721584,464.5356123447418,6.75899884402831e-06,5.195456840445874e-06,29540,460.7162148952484
111,0.00306083941138036,9.934089230936088e-06,1716219809.2094796,510.4729335308075,6.114705398867098e-06,3.81938383206899e-06,32494,506.65339255332947
112,0.003045394256770953,1.0678793843795612e-05,1716219859.6586373,560.9220912456512,6.9464609948019895e-06,3.732332848993623e-06,35744,557.1025755405426
113,0.0026889112546801728,6.9630428625443965e-06,1716219915.062402,616.3258559703827,4.13411097432635e-06,2.828931888218046e-06,39318,612.5063498020172
114,0.00270878773842098,6.796503866049274e-06,1716219976.0960743,677.3595283031464,3.759241551015674e-06,3.0372623150336004e-06,43250,673.5399668216705
115,0.0023070370829465256,6.862807957249935e-06,1716220043.138454,744.4019079208374,3.439721182894382e-06,3.423086774355553e-06,47575,740.5824482440948
116,0.0023139982600097826,5.822993742797071e-06,1716220116.8592427,818.1226966381073,3.211668118004154e-06,2.611325624792917e-06,52332,814.3032839298248
117,0.0020396264390309385,5.300620549286969e-06,1716220198.3942175,899.6576714515686,2.882934674164718e-06,2.4176858751222517e-06,57566,895.8372476100922
118,0.0018646359569576543,4.36620642998513e-06,1716220284.29991,985.5633640289307,2.375199801272452e-06,1.991006628712678e-06,63322,981.7416808605194
119,0.001750188573016354,3.771572959625488e-06,1716220375.359965,1076.623419046402,2.037703509147287e-06,1.7338694504782009e-06,69654,1072.8016231060028
120,0.0017445597494561526,3.4079835076657957e-06,1716220475.425161,1176.6886148452759,1.9568370136517846e-06,1.451146494014011e-06,76620,1172.867659330368
121,0.0014735196933338315,2.7715767106192407e-06,1716220585.4962087,1286.7596626281738,1.448974558698142e-06,1.322602151921099e-06,84281,1282.9385302066803
122,0.0014834138529614164,2.9342171541414875e-06,1716220706.50438,1407.7678339481354,1.4339931210406746e-06,1.5002240331008131e-06,92710,1403.946813583374
123,0.0014308445340099941,2.8757714711924688e-06,1716220839.5590503,1540.8225042819977,1.1661561828010052e-06,1.7096152883914634e-06,101980,1537.0016787052155
124,0.0012417653857636044,2.377491683609339e-06,1716220986.0275192,1687.290973186493,1.0074290586989253e-06,1.3700626249104138e-06,112178,1683.4701166152954
125,0.0010571570303227447,1.8253072642682395e-06,1716221147.1660066,1848.4294605255127,8.126095406267959e-07,1.0126977236414436e-06,123396,1844.608520746231
126,0.001092253637087148,1.8750515881197626e-06,1716221324.4468098,2025.7102637290955,8.391151751408424e-07,1.03593641297892e-06,135736,2021.8893463611603
127,0.0009647129659691239,1.7007565500825828e-06,1716221519.6187751,2220.882229089737,7.522028765643848e-07,9.485536735181981e-07,149309,2217.0613980293274
128,0.0009849671366795078,1.3681015166312975e-06,1716221734.6572804,2435.9207344055176,6.12142891504906e-07,7.559586251263915e-07,164240,2432.0998890399933
129,0.0009069500455652309,1.361936072131354e-06,1716221971.1486154,2672.4120693206787,5.789820876217993e-07,7.829539845095549e-07,180664,2668.5911672115326
130,0.000974519323477556,1.5538495362706143e-06,1716222231.2346225,2932.498076438904,7.155461345265846e-07,8.383034017440298e-07,198731,2928.677211999893
131,0.0008718755476908564,1.6597253895400623e-06,1716222302.558355,3003.821809053421,5.573128518655254e-07,1.1024125376745369e-06,203688,3000.0009109973907
