step,_step,_runtime,l2_error,_timestamp,time,loss_boundary,loss_interior,loss
46,42,23.428424835205078,0.14978199128439085,1716118244.4233627,18.12755846977234,0.015429747758980202,0.0065995260217015655,0.022029273780681768
50,43,24.628814220428467,0.14921419921896015,1716118245.623752,19.328000783920288,0.0128668319539187,0.006340719694809063,0.019207551648727762
55,44,26.12558126449585,0.11833786245800325,1716118247.1205192,20.824764490127563,0.010788281725419365,0.005574415756388217,0.016362697481807582
61,45,27.913204431533813,0.0967149274648464,1716118248.9081423,22.61234450340271,0.006254118761956684,0.0035140131288053703,0.009768131890762054
67,46,29.69446635246277,0.06642302770376185,1716118250.6894042,24.393579483032227,0.0036631508467118157,0.0034582481150143914,0.007121398961726207
73,47,31.487963676452637,0.0542890484388549,1716118252.4829016,26.18692684173584,0.0024100150445313,0.002255159330472502,0.004665174375003802
81,48,33.857810497283936,0.04059856670292527,1716118254.8527484,28.5566623210907,0.0017717471794703496,0.0015472779083838004,0.00331902508785415
89,49,36.23548650741577,0.03486985694579404,1716118257.2304244,30.93449115753174,0.001117431084012268,0.001417033389655458,0.002534464473667726
98,50,38.9143443107605,0.03251455516456967,1716118259.9092822,33.613351583480835,0.0008791226260664146,0.0010796649781181168,0.0019587876041845314
107,51,41.605809926986694,0.03134916140792079,1716118262.6007478,36.304556131362915,0.00082972912965341,0.0005736414996181859,0.001403370629271596
118,52,44.88147020339966,0.027538850478946657,1716118265.876408,39.580212116241455,0.0007356836754305176,0.00029024658791837465,0.0010259302633488922
130,53,48.44202733039856,0.01920722240344244,1716118269.4369652,43.14065098762512,0.00033193814605154374,0.00018494816817305788,0.0005168863142246017
143,54,52.32144522666931,0.015998329099070993,1716118273.3163831,47.01984691619873,0.0002179005005423558,0.00012603993803438993,0.0003439404385767457
157,55,56.479023933410645,0.014101283562571933,1716118277.4739618,51.17764329910278,0.00015407734144876845,8.086831611230129e-05,0.00023494565756106974
172,56,60.92043423652649,0.013366350400257788,1716118281.9153721,55.61911916732788,0.00011749702779730064,6.488920907647435e-05,0.00018238623687377497
190,57,66.26551008224487,0.011401578114798125,1716118287.260448,60.964147090911865,7.74423607380669e-05,4.550325180373206e-05,0.00012294561254179895
208,58,71.60913634300232,0.009014354925219046,1716118292.6040742,66.30776739120483,4.938227649807759e-05,3.1102750705516123e-05,8.048502720359372e-05
229,59,77.82748222351074,0.007389275984931949,1716118298.8224201,72.52584528923035,3.6000242902733464e-05,2.2457172476727062e-05,5.845741537946052e-05
252,60,84.64197254180908,0.00668626821034176,1716118305.6369104,79.34070825576782,2.8161522522529883e-05,1.633054241523284e-05,4.449206493776272e-05
277,61,92.03921008110046,0.005368980200377713,1716118313.034148,86.73780632019043,2.050072961538112e-05,1.2635681430651621e-05,3.3136411046032744e-05
305,62,100.32919239997864,0.004519091278409675,1716118321.3241303,95.02755451202393,1.393791243542104e-05,9.363206469453923e-06,2.3301118904874963e-05
335,63,109.20045113563538,0.0034758459060388307,1716118330.195389,103.89907169342041,8.400632710558685e-06,5.866796157572074e-06,1.4267428868130759e-05
369,64,119.26068186759949,0.002524034357231131,1716118340.2556198,113.9593563079834,4.251308678940836e-06,2.924149142352573e-06,7.175457821293408e-06
406,65,130.2080364227295,0.0016399367269858932,1716118351.2029743,124.9066846370697,1.6353473694982034e-06,1.8084870414663006e-06,3.4438344109645038e-06
446,66,142.03420686721802,0.0008888813548074528,1716118363.0291448,136.73270273208618,5.776171392608898e-07,1.196799499982396e-06,1.7744166392432857e-06
491,67,155.3251416683197,0.0006086194333183049,1716118376.3200796,150.02390909194946,2.8404987570939277e-07,5.529419458983973e-07,8.3699182160779e-07
540,68,169.76284408569336,0.0004691930740312285,1716118390.757782,164.46123504638672,1.39510774522452e-07,2.463223342431114e-07,3.858331087655634e-07
594,69,185.71004557609558,0.000359518151319518,1716118406.7049835,180.4087302684784,7.240600502852209e-08,1.0414725211588905e-07,1.7655325714441114e-07
653,70,203.12353515625,0.00026119658069966245,1716118424.118473,197.82224369049072,3.238706808312224e-08,5.1386548332447915e-08,8.377361641557016e-08
718,71,222.35234570503235,0.0001672410118411665,1716118443.3472836,217.05071473121643,1.3130501218691162e-08,2.480199606129372e-08,3.793249727998488e-08
790,72,243.62509655952454,0.00010946684737334205,1716118464.6200345,238.32383608818054,5.983437460762271e-09,9.434230262121523e-09,1.5417667722883794e-08
869,73,266.9698452949524,7.065770952739399e-05,1716118487.9647832,261.66829800605774,2.123787369969429e-09,3.2019284721469646e-09,5.3257158421163935e-09
956,74,292.7246296405792,3.992830245589085e-05,1716118513.7195675,287.42325830459595,6.086465291096337e-10,1.0171244136621611e-09,1.6257709427717949e-09
1052,75,321.18437147140503,2.4666302886880833e-05,1716118542.1793094,315.88280987739563,1.9032964072294187e-10,3.044501057208148e-10,4.947797464437567e-10
1157,76,352.29882979393005,1.7324464171830623e-05,1716118573.2937677,346.99755215644836,6.211761325983144e-11,1.0917641659745453e-10,1.7129402985728596e-10
1272,77,386.3838789463043,1.2166920267300488e-05,1716118607.3788168,381.0822834968567,1.9744953762520635e-11,4.260729239829574e-11,6.235224616081637e-11
1400,78,424.28726983070374,9.088444814236441e-06,1716118645.2822077,418.9856126308441,6.958093724979838e-12,1.845249302653501e-11,2.541058675151485e-11
1539,79,465.3585968017578,7.192679504629875e-06,1716118686.3535347,460.0570192337036,2.9303232327060972e-12,8.340659334878143e-12,1.127098256758424e-11
1693,80,510.85885787010193,6.014712308638093e-06,1716118731.8537958,505.55719780921936,1.3878203446065637e-12,3.836565993095324e-12,5.224386337701887e-12
1863,81,561.0291674137115,5.541923284896069e-06,1716118782.0241053,555.7275698184967,7.097333065720039e-13,1.863754750467083e-12,2.573488057039087e-12
2049,82,615.998987197876,5.290705102495447e-06,1716118836.993925,610.6973714828491,4.3528073997777304e-13,1.1390831443957296e-12,1.5743638843735026e-12
2254,83,676.5040984153748,5.197126120270037e-06,1716118897.4990363,671.2025167942047,3.525071282827423e-13,9.328570994684931e-13,1.2853642277512353e-12
2479,84,742.9224646091461,5.145581573491369e-06,1716118963.9174025,737.6209211349487,3.106309166003482e-13,8.236671222547875e-13,1.1342980388551357e-12
2727,85,816.1380338668823,5.098876313776903e-06,1716119037.1329718,810.8364663124084,2.7573145872746234e-13,7.296052747534936e-13,1.005336733480956e-12
3000,86,896.825612783432,5.057850187637636e-06,1716119117.8205507,891.5240163803101,2.4637036523346816e-13,6.482484210041332e-13,8.946187862376014e-13
3299,87,985.024927854538,5.0211050701595345e-06,1716119206.0198658,979.7233464717865,2.2125761779687414e-13,5.772603689541415e-13,7.985179867510156e-13
3629,88,1082.3363800048828,4.987058243703706e-06,1716119303.331318,1077.034826040268,1.9895805154933552e-13,5.136128477726308e-13,7.125708993219663e-13
3992,89,1189.4423904418945,4.9543854087682495e-06,1716119410.4373283,1184.14084815979,1.7877357277175054e-13,4.554218512745557e-13,6.341954240463062e-13
4391,90,1307.3343222141266,4.922773000278726e-06,1716119528.32926,1302.0327146053314,1.6038670967991926e-13,4.021428571504835e-13,5.625295668304028e-13
4831,91,1437.2160639762878,4.892478577916791e-06,1716119658.2110019,1431.9144878387451,1.4358778945285325e-13,3.53184210104192e-13,4.967719995570452e-13
5314,92,1579.882964849472,4.864144485025237e-06,1716119800.8779027,1574.5813989639282,1.2837015585691213e-13,3.084809932022356e-13,4.3685114905914775e-13
5845,93,1736.6705884933472,4.837991575302514e-06,1716119957.6655264,1731.3690376281738,1.146381592797271e-13,2.6773630814892867e-13,3.823744674286558e-13
6429,94,1909.1799056529999,4.8137961656621425e-06,1716120130.1748435,1903.8782367706299,1.0229874054276597e-13,2.308168557656929e-13,3.3311559630845886e-13
7072,95,2099.104353904724,4.7915066052631205e-06,1716120320.0992918,2093.802634000778,9.120306409443885e-14,1.972866199204907e-13,2.884896840149296e-13
7779,96,2307.8423357009888,4.771126794683499e-06,1716120528.8372736,2302.540799856186,8.128530695049637e-14,1.671636261425072e-13,2.4844893309300355e-13
8557,97,2537.6144728660583,4.7525616150165665e-06,1716120758.6094108,2532.3129003047943,7.243759703478623e-14,1.4035067057236455e-13,2.1278826760715078e-13
9413,98,2790.5504755973816,4.73571238898236e-06,1716121011.5454135,2785.24892950058,6.455262091465631e-14,1.167431710754632e-13,1.8129579199011952e-13
10140,99,3005.362325191498,3.032366132881744e-06,1716121226.357263,3000.0608172416687,8.222414615882945e-13,3.3311171140694674e-12,4.153358575657762e-12
