time,_step,l2_error,loss_boundary,loss,step,_timestamp,loss_interior,_runtime
1.140073537826538,0,1.680168816043349,0.012968360244833192,48.68664260128643,0,1712768299.3049364,48.673674241041596,4.716956377029419
1.3265368938446045,1,0.5400908473105182,1.8043252995696248,19.89249732224268,1,1712768299.4907348,18.088172022673053,4.902754783630371
1.5025489330291748,2,0.19955829948548562,0.26026910479296356,12.237047585344053,2,1712768299.6667519,11.97677848055109,5.0787718296051025
1.6759064197540283,3,0.07255966831505202,0.04342614101784193,8.230141989340506,3,1712768299.8401086,8.186715848322665,5.252128601074219
1.8476285934448242,4,0.09842129807365209,0.009346023434244231,2.720350489228489,4,1712768300.0118098,2.711004465794245,5.423829793930054
2.017345666885376,5,0.10665178249930624,0.015771747638101564,1.0196610048517931,5,1712768300.181485,1.0038892572136915,5.593504905700684
2.186886787414551,6,0.1378042302569058,0.02170229892512343,0.4314654833769789,6,1712768300.3510206,0.40976318445185544,5.763040542602539
2.360389232635498,7,0.10308304223906398,0.022597761350272878,0.30101665215197076,7,1712768300.524626,0.2784188908016979,5.936645984649658
2.5305888652801514,8,0.08348749609596078,0.02040731740671042,0.22224567133554646,8,1712768300.6947246,0.20183835392883603,6.1067445278167725
2.7031822204589844,9,0.09227098615473196,0.015852995032772148,0.18390980715750757,9,1712768300.8686795,0.16805681212473542,6.2806994915008545
2.879937171936035,10,0.09034512706881895,0.014614772979951418,0.15068067331073492,10,1712768301.044648,0.1360659003307835,6.456667900085449
3.053860664367676,11,0.08195251410643245,0.012853840645855577,0.11578526171951507,11,1712768301.218502,0.10293142107365949,6.630522012710571
3.2270028591156006,12,0.07689399946053573,0.009337896850739621,0.07413082420917616,12,1712768301.3916025,0.06479292735843654,6.803622484207153
3.401162624359131,13,0.07541380697943605,0.0077803117481795355,0.05629220810100678,13,1712768301.5657868,0.048511896352827245,6.977806806564331
3.5749223232269287,14,0.05616724939925526,0.005676145619050006,0.034975241259882064,14,1712768301.7395751,0.029299095640832058,7.151595115661621
3.7513411045074463,15,0.054421291749340815,0.003663528379044485,0.021964981112147532,15,1712768301.9159503,0.018301452733103046,7.327970266342163
3.922679901123047,16,0.0747536276824809,0.0029350658925323004,0.015680133500017436,16,1712768302.087256,0.012745067607485137,7.4992759227752686
4.09442925453186,17,0.026047245618053775,0.0036924568753074517,0.010444362577022328,17,1712768302.2590241,0.006751905701714876,7.671044111251831
4.2669878005981445,18,0.020254179076611017,0.001391617739261968,0.006299683381740166,18,1712768302.4316125,0.004908065642478198,7.843632459640503
4.438337564468384,19,0.014294679160912297,0.0008359626912979846,0.004131834679170844,19,1712768302.6029174,0.0032958719878728596,8.014937400817871
4.77799654006958,20,0.02107734679823988,0.00025824948849785117,0.0018181679954435148,21,1712768302.9426153,0.0015599185069456636,8.354635238647461
4.952456951141357,21,0.008443468026861052,0.0003903302076428585,0.0011608441602081476,22,1712768303.1171715,0.000770513952565289,8.529191493988037
5.124632120132446,22,0.006859419727028334,0.00010894445674884829,0.0007077578572428781,23,1712768303.289261,0.0005988134004940298,8.701281070709229
5.467335224151611,23,0.0047720910168256945,4.114246756778283e-05,0.00037451941005446534,25,1712768303.6320024,0.00033337694248668253,9.04402232170105
5.808021068572998,24,0.0034522120069786456,3.21767243867147e-05,0.0002065152541406329,27,1712768303.9726624,0.0001743385297539182,9.384682416915894
5.979802846908569,25,0.0032733924441636884,2.2858145694830322e-05,0.00018837185346566089,28,1712768304.1445103,0.00016551370777083058,9.556530237197876
6.3334362506866455,26,0.0031760079773844262,1.6914371030292984e-05,0.00014737536767931954,30,1712768304.4984157,0.00013046099664902657,9.910435676574707
6.67035436630249,27,0.003172492485945704,1.3088079049535696e-05,0.00011839951647593869,32,1712768304.8345325,0.000105311437426403,10.246552467346191
7.010107517242432,28,0.006046087937129868,2.605368660368053e-05,9.268030748437505e-05,34,1712768305.1742425,6.662662088069452e-05,10.586262464523315
7.350908517837524,29,0.0028805729117954864,9.621069240187663e-06,6.985365471551142e-05,36,1712768305.5151124,6.0232585475323755e-05,10.927132368087769
7.858599901199341,30,0.003103993614181804,1.156906284551689e-05,4.481352727761661e-05,39,1712768306.022742,3.3244464432099714e-05,11.434762001037598
8.201560020446777,31,0.0022664188737575365,6.306955243589065e-06,3.1364679037221864e-05,41,1712768306.3657084,2.5057723793632797e-05,11.77772831916809
8.714446544647217,32,0.001413476605308434,2.2718722067145345e-06,2.033784218945057e-05,44,1712768306.8787072,1.8065969982736036e-05,12.290727138519287
9.231382846832275,33,0.0012264982814565995,1.0326059787179192e-06,1.0935609067819033e-05,47,1712768307.396054,9.903003089101115e-06,12.808073997497559
9.739313125610352,34,0.0010951777445548714,7.793848950712428e-07,6.947755781345086e-06,50,1712768307.9040086,6.168370886273843e-06,13.316028594970703
10.247214794158936,35,0.0008455852641693288,2.596086899193864e-07,2.7536174366528883e-06,53,1712768308.4117956,2.4940087467335017e-06,13.82381558418274
10.924859285354614,36,0.00022032279495595743,1.4089273871167014e-07,1.1130369504841329e-06,57,1712768309.0894313,9.721442117724627e-07,14.501451253890991
11.430018663406372,37,0.0001401011501680046,6.886208476037451e-08,5.692881005580438e-07,60,1712768309.594587,5.004260157976693e-07,15.006607055664062
12.107797622680664,38,0.00013888007014131262,3.438983302545728e-08,2.583611606482544e-07,64,1712768310.272654,2.239713276227971e-07,15.68467402458191
12.796904563903809,39,5.669403425660943e-05,1.939754543559725e-08,1.1434464421572493e-07,68,1712768310.9615397,9.494709878012768e-08,16.373559713363647
13.643893718719482,40,5.158185533576192e-05,3.2517061793151156e-09,3.6675394343629854e-08,73,1712768311.8085132,3.342368816431474e-08,17.2205331325531
14.317394018173218,41,3.21315571614551e-05,1.7975924882037063e-09,1.955573567453067e-08,77,1712768312.4819539,1.775814318632696e-08,17.89397382736206
15.163460493087769,42,2.1070272867394803e-05,9.717186488694391e-10,1.037504532361231e-08,82,1712768313.3280337,9.403326674742872e-09,18.74005365371704
16.177209854125977,43,2.6351090662398774e-05,6.386679076894257e-10,5.648391345026625e-09,88,1712768314.34142,5.009723437337199e-09,19.753439903259277
17.034573554992676,44,1.0683501065195368e-05,3.224196945523291e-10,3.3322674725564586e-09,93,1712768315.1987607,3.0098477780041293e-09,20.610780715942383
18.055196046829224,45,8.64843362908323e-06,1.6192798438884512e-10,1.801849009497188e-09,99,1712768316.2200968,1.6399210251083429e-09,21.63211679458618
19.228216648101807,46,7.132266586314883e-06,7.919677117574425e-11,1.1639904057721178e-09,106,1712768317.392468,1.0847936345963736e-09,22.804487943649292
20.404175281524658,47,5.211347107644177e-06,5.23942302135696e-11,8.819278153231758e-10,113,1712768318.5684097,8.295335851096062e-10,23.980429649353027
21.57627820968628,48,4.069799578867872e-06,3.6215729080804555e-11,6.758199162245241e-10,120,1712768319.7405016,6.396041871437196e-10,25.15252161026001
22.91667914390564,49,3.260909852999404e-06,2.4830464331910728e-11,5.081911601149122e-10,128,1712768321.0809472,4.833606957830015e-10,26.492967128753662
24.289742946624756,50,2.7799413856130735e-06,1.727587570032618e-11,4.1430997788645593e-10,136,1712768322.4539354,3.970341021861298e-10,27.865955352783203
25.84345817565918,51,2.133113950338208e-06,9.863190216905922e-12,3.103251124188769e-10,145,1712768324.0077174,3.0046192220197096e-10,29.419737339019775
27.439241886138916,52,2.0051199894663307e-06,6.98249894629848e-12,2.503716440944464e-10,154,1712768325.6042972,2.4338914514814793e-10,31.016317129135132
