loss,_runtime,l2_error,loss_interior,time,_step,_timestamp,step,loss_boundary
7.44735347022063e-05,17.92486262321472,0.0032853669263201804,5.585097344672341e-05,13.742071151733398,59,1715358087.6550157,229,1.8622561255482894e-05
3.9267171067208734e-05,19.06717300415039,0.002343459262074907,3.102221656767893e-05,14.884363412857056,60,1715358088.797326,252,8.2449544995298e-06
2.3922158481563267e-05,20.292192220687866,0.0016854612459911804,1.989407038217676e-05,16.109293222427368,61,1715358090.0223453,277,4.028088099386506e-06
1.6836973888210716e-05,21.657455921173096,0.0013447257340870702,1.4554367104783275e-05,17.474657773971558,62,1715358091.387609,305,2.282606783427443e-06
1.2469089222260455e-05,23.152645587921143,0.0010663593964838711,1.0940395498880358e-05,18.96984314918518,63,1715358092.8827987,335,1.5286937233800964e-06
8.787088497655875e-06,24.90604829788208,0.0009645718459395367,7.504807228755344e-06,20.723222255706787,64,1715358094.6362014,369,1.2822812689005311e-06
6.269860454050691e-06,26.81015133857727,0.0008912019851432946,5.0954367384235855e-06,22.62725591659546,65,1715358096.5403044,406,1.174423715627106e-06
4.5581060785324075e-06,28.808186531066895,0.000845222143217266,3.5165643336862894e-06,24.625388383865356,66,1715358098.5383396,446,1.0415417448461179e-06
3.1573639253603765e-06,31.077389240264893,0.000758577742311736,2.314996118527174e-06,26.894455671310425,67,1715358100.8075423,491,8.423678068332028e-07
2.0943597933656827e-06,33.54952025413513,0.0006485456082186216,1.462587949857267e-06,29.36667537689209,68,1715358103.2796733,540,6.317718435084159e-07
1.3576785986264099e-06,36.32043504714966,0.0005727014752098593,8.638327979464898e-07,32.13737201690674,69,1715358106.0505881,594,4.938458006799201e-07
8.54660316888487e-07,39.21903610229492,0.0004994633757419753,4.7552578445582996e-07,35.03617548942566,70,1715358108.9491892,653,3.7913453243265703e-07
5.885480557703499e-07,42.4531934261322,0.0004231984513842416,2.998668538383694e-07,38.27031755447388,71,1715358112.1833465,718,2.8868120193198043e-07
4.1295314872834594e-07,46.08274817466736,0.000355450940676935,2.0794625806671966e-07,41.899954319000244,72,1715358115.8129013,790,2.050068906616263e-07
2.643743198136339e-07,50.0218825340271,0.0002758689526431919,1.378217621823202e-07,45.83897614479065,73,1715358119.7520356,869,1.2655255763131366e-07
1.6203322556836949e-07,54.25188183784485,0.0001949168679196799,9.639543740412459e-08,50.068711280822754,74,1715358123.982035,956,6.56377881642449e-08
1.0870972653944597e-07,59.009819746017456,0.00014210462059879056,7.41397762662467e-08,54.827004194259644,75,1715358128.7399728,1052,3.456995027319927e-08
7.728098024625545e-08,64.23661017417908,0.00011263678661468125,5.811158067837139e-08,60.053735971450806,76,1715358133.9667633,1157,1.9169399567884064e-08
5.554387323489131e-08,69.91595530509949,8.318083290776491e-05,4.545581543130503e-08,65.73307776451111,77,1715358139.6461084,1272,1.0088057803586279e-08
4.0333684851997216e-08,76.31371426582336,5.93310701273308e-05,3.542246709787525e-08,72.13058710098267,78,1715358146.0438673,1400,4.911217754121965e-09
2.922562653171598e-08,83.17543721199036,4.1276482764199035e-05,2.7001515141087184e-08,78.99261593818665,79,1715358152.9055903,1539,2.224111390628793e-09
2.071088562135233e-08,90.71218967437744,2.8089239231452473e-05,1.9608232353164607e-08,86.52932453155518,80,1715358160.4423428,1693,1.102653268187724e-09
1.4395812763018217e-08,99.24188709259033,2.056157759785936e-05,1.3794088438776627e-08,95.05871629714966,81,1715358168.9720402,1863,6.017243242415912e-10
1.0257265138764832e-08,108.4827868938446,1.8812390686057702e-05,9.79977734809919e-09,104.29987287521362,82,1715358178.21294,2049,4.5748779066564234e-10
6.62820323804113e-09,118.71896362304688,1.2779450211012455e-05,6.391260164611201e-09,114.5361397266388,83,1715358188.4491167,2254,2.3694307342992926e-10
4.466390681775574e-09,130.07695317268372,5.665444889370128e-06,4.39533266454622e-09,125.89376592636108,84,1715358199.8071063,2479,7.105801722935362e-11
3.3746568049377937e-09,142.28192472457886,5.312782512678832e-06,3.326687939647002e-09,138.09912300109863,85,1715358212.0120778,2727,4.7968865290791746e-11
2.518061283500956e-09,155.76539731025696,5.227324180163154e-06,2.4753763244306804e-09,151.58254718780518,86,1715358225.4955504,3000,4.268495907027577e-11
1.9599500657330386e-09,170.58193564414978,5.633780224265651e-06,1.9219030530352304e-09,166.39882373809814,87,1715358240.3120887,3299,3.8047012697808176e-11
1.5104159890630043e-09,186.78168964385986,4.480699957189649e-06,1.4828406560246406e-09,182.59884309768677,88,1715358256.5118427,3629,2.757533303836366e-11
1.0982544313068177e-09,204.39052367210388,3.356027276243612e-06,1.0771543392878914e-09,200.20737075805664,89,1715358274.1206768,3992,2.1100092018926272e-11
7.202535231100257e-10,223.67290782928467,3.0286915282125757e-06,7.034304474285161e-10,219.4899139404297,90,1715358293.403061,4391,1.6823075681509642e-11
4.916189155997197e-10,245.54244875907898,2.4929562618648644e-06,4.79918057635228e-10,241.35958647727966,91,1715358315.2726018,4831,1.1700857964491671e-11
3.6845739999913765e-10,269.44503831863403,2.010051518240274e-06,3.6047174389630936e-10,265.26196908950806,92,1715358339.1751914,5314,7.985656102828308e-12
2.8310810558611185e-10,295.6242642402649,1.6936004185819102e-06,2.7730800121870105e-10,291.4411678314209,93,1715358365.3544173,5845,5.800104367410792e-12
2.1955263538549334e-10,324.162700176239,1.4193339466582372e-06,2.156117373391667e-10,319.9797713756561,94,1715358393.8928533,6429,3.940898046326632e-12
1.6901148459285014e-10,355.62421107292175,1.2606555246873798e-06,1.6627152636894928e-10,351.44111609458923,95,1715358425.3543642,7072,2.739958223900852e-12
1.3737596892255277e-10,390.50983452796936,1.4413811907411028e-06,1.346478411727915e-10,386.32662558555603,96,1715358460.2399876,7779,2.7281277497612682e-12
1.1804378458701074e-10,429.37706232070923,1.382352079381617e-06,1.1530603516863705e-10,425.1941623687744,97,1715358499.1072154,8557,2.737749418373705e-12
1.0233293525193646e-10,471.52821922302246,1.2263256917872252e-06,9.980160042677161e-11,467.3451154232025,98,1715358541.2583723,9413,2.531334825164847e-12
8.710118526779036e-11,517.4186315536499,1.0126770376217655e-06,8.516506606984144e-11,513.2354335784912,99,1715358587.1487846,10354,1.936119197948924e-12
7.085363814009967e-11,568.0482466220856,8.583121584412868e-07,6.939856590885761e-11,563.8649914264679,100,1715358637.7783997,11389,1.4550722312420663e-12
5.4880560985445805e-11,624.1315226554871,8.111491345112763e-07,5.355121806758961e-11,619.9484224319458,101,1715358693.8616757,12528,1.329342917856195e-12
4.288432079219493e-11,686.0153071880341,7.18506966231108e-07,4.184099456040427e-11,681.8321349620819,102,1715358755.7454603,13781,1.0433262317906534e-12
3.3808022055885595e-11,754.5936436653137,6.026525878843168e-07,3.2935630633762846e-11,750.4105286598206,103,1715358824.3237967,15159,8.723914221227491e-13
2.643164033437052e-11,829.5327060222626,5.66409505320975e-07,2.5632053516242275e-11,825.3495562076569,104,1715358899.262859,16675,7.995868181282452e-13
2.0448499132803147e-11,911.3333578109741,5.061706123750385e-07,1.97964004021638e-11,907.1502091884613,105,1715358981.063511,18342,6.52098730639346e-13
1.5536988947885462e-11,1001.2579071521759,4.664797267574625e-07,1.499168989841494e-11,997.0747625827789,106,1715359070.9880602,20177,5.452990494705219e-13
1.5411779181802735e-11,1004.2151820659637,4.655641815542869e-07,1.4869430969724915e-11,1000.03231549263,107,1715359073.9453351,20237,5.423482120778213e-13
