step,time,_step,_runtime,_timestamp,loss_boundary,loss_interior,loss
128,16.586304903030396,49,20.11647057533264,1710883998.1814187,0.01315109756125542,0.040704710570909984,0.0538558081321654
136,17.571816205978394,50,21.1020028591156,1710883999.166951,0.012833640332615696,0.03940756168352201,0.0522412020161377
145,18.68190050125122,51,22.21208643913269,1710884000.2770345,0.012473634000909768,0.03805379549606136,0.05052742949697113
154,19.775039196014404,52,23.305211782455444,1710884001.3701599,0.012151420968967925,0.03675714556726894,0.04890856653623686
164,20.970426082611084,53,24.500575304031372,1710884002.5655234,0.011805547232882862,0.03542657458411344,0.047232121816996306
175,22.280904054641724,54,25.811038494110107,1710884003.8759866,0.011346977320372927,0.03391245782657926,0.04525943514695219
186,23.592215061187744,55,27.12238335609436,1710884005.1873314,0.010926437795836142,0.032410025646337055,0.0433364634421732
198,25.033174991607666,56,28.56334137916565,1710884006.6282895,0.010524767248573368,0.031000211311911302,0.04152497856048467
211,26.58511447906494,57,30.11526608467102,1710884008.1802142,0.00995087730068428,0.029211196240860278,0.03916207354154456
224,28.23457646369934,58,31.764726400375366,1710884009.8296745,0.009381908077087175,0.027633879467969597,0.03701578754505677
238,29.896838903427124,59,33.42699861526489,1710884011.4919467,0.00884864810308091,0.02594548765095526,0.03479413575403617
254,31.814412355422974,60,35.344565629959106,1710884013.4095137,0.00832045376513412,0.024444986696251475,0.032765440461385596
270,33.73602342605591,61,37.26645517349243,1710884015.3314033,0.007794139883354165,0.022965109193823188,0.030759249077177354
288,35.90824484825134,62,39.438440799713135,1710884017.503389,0.0072491377796829294,0.021414141756013264,0.028663279535696192
306,38.06657671928406,63,41.59675312042236,1710884019.6617012,0.006766054658902304,0.019904745735446604,0.02667080039434891
326,40.474297285079956,64,44.00453472137451,1710884022.0694828,0.006080387384969712,0.017809001860671223,0.023889389245640935
347,42.99838399887085,65,46.52853798866272,1710884024.593486,0.005528236880646633,0.01598942329683476,0.02151766017748139
369,45.6393940448761,66,49.1695601940155,1710884027.2345083,0.005169031040023001,0.014577864156690302,0.019746895196713302
393,48.51041030883789,67,52.04058814048767,1710884030.1055362,0.004753666751817144,0.012837785492303523,0.01759145224412067
418,51.502710819244385,68,55.032920598983765,1710884033.0978687,0.00440867798460867,0.011340037380123206,0.015748715364731877
445,54.73008918762207,69,58.26027202606201,1710884036.32522,0.004160470493075724,0.010282361822347071,0.014442832315422795
473,58.086570262908936,70,61.61675786972046,1710884039.681706,0.003873042589340728,0.008848988954478632,0.01272203154381936
504,61.781304121017456,71,65.31152319908142,1710884043.3764713,0.0036421647063806795,0.0076974566911591595,0.011339621397539839
536,65.62168645858765,72,69.15192651748657,1710884047.2168746,0.0034002102006558846,0.006517738692624658,0.009917948893280543
571,69.82177495956421,73,73.35217046737671,1710884051.4171185,0.0031711231126222016,0.005448807072338435,0.008619930184960637
607,74.11979222297668,74,77.64996600151062,1710884055.714914,0.0030430874668099126,0.004882952721189235,0.007926040187999148
646,78.7912814617157,75,82.32149982452393,1710884060.386448,0.002898050416381461,0.004264998310737385,0.007163048727118846
688,83.80245757102966,76,87.33261775970459,1710884065.3975658,0.0027075481869447042,0.003562217833149486,0.00626976602009419
732,89.07310581207275,77,92.60326147079468,1710884070.6682096,0.0025787548456625443,0.0031451106204237857,0.00572386546608633
779,94.66477751731873,78,98.19492840766907,1710884076.2598765,0.0024190004650831523,0.002703544736280991,0.005122545201364143
829,100.62762761116028,79,104.15778946876526,1710884082.2227376,0.002307609371464604,0.002420993502218026,0.00472860287368263
882,106.97877287864685,80,110.50902128219604,1710884088.5739694,0.002191708946166071,0.0021617588755058897,0.004353467821671961
939,113.82001304626465,81,117.35038614273071,1710884095.4153342,0.002065936981736174,0.0019247192914062235,0.003990656273142398
999,121.00388765335083,82,124.53404402732849,1710884102.598992,0.0019608508231419497,0.0017537600196934372,0.0037146108428353867
1064,128.7813847064972,83,132.3116307258606,1710884110.3765788,0.0018792611748226769,0.0015948679201557771,0.003474129094978454
1132,136.91457772254944,84,140.44475412368774,1710884118.5097022,0.0017705368751905857,0.0014285427246884567,0.0031990795998790423
1205,145.6161813735962,85,149.1463384628296,1710884127.2112865,0.0016628238421475916,0.0012934985311151303,0.002956322373262722
1282,154.83576917648315,86,158.36594343185425,1710884136.4308915,0.001572663679324412,0.0011635791868674689,0.002736242866191881
1364,164.6812937259674,87,168.21145462989807,1710884146.2764027,0.001475510385418042,0.001045604381386797,0.002521114766804839
1452,175.21552801132202,88,178.74592804908752,1710884156.8108761,0.0013959473569047105,0.0009543762489940498,0.0023503236058987605
1545,186.4012770652771,89,189.93151426315308,1710884167.9964623,0.001317803396183634,0.0008695330413134648,0.002187336437497099
1645,198.45699334144592,90,201.98717331886292,1710884180.0521214,0.0012330238771154922,0.0007792648934314735,0.0020122887705469657
1750,211.1505401134491,91,214.68068766593933,1710884192.7456357,0.001158678991978924,0.0007023359536078988,0.0018610149455868226
1863,224.77697229385376,92,228.307142496109,1710884206.3720906,0.001082051849628712,0.0006273575235597761,0.001709409373188488
1982,239.02125120162964,93,242.55145692825317,1710884220.616405,0.0010037861355139067,0.0005538722274400754,0.0015576583629539821
2110,254.36980938911438,94,257.90022015571594,1710884235.9651682,0.0009492779678350792,0.0005052837249084217,0.001454561692743501
2245,270.7546052932739,95,274.2851040363312,1710884252.350052,0.0008840049579720804,0.00045401268309682347,0.0013380176410689038
2389,288.10310769081116,96,291.6335382461548,1710884269.6984863,0.0008099519665129501,0.00039657120940361654,0.0012065231759165666
2543,306.6627378463745,97,310.1932418346405,1710884288.25819,0.0007439946865528061,0.0003477298388641918,0.001091724525416998
2706,326.21395897865295,98,329.74443435668945,1710884307.8093824,0.0006892877034966615,0.00031266758551239175,0.0010019552890090534
2880,347.1294062137604,99,350.65978813171387,1710884328.7247362,0.0006379164067317372,0.00028348861420665405,0.0009214050209383914
3065,369.31879591941833,100,372.8492982387543,1710884350.9142463,0.0005875568917586239,0.00025689820594509185,0.0008444550977037158
3261,392.8107044696808,101,396.34112644195557,1710884374.4060745,0.0005371184360181549,0.0002321556864756075,0.0007692741224937624
3471,417.9727306365967,102,421.5031292438507,1710884399.5680773,0.0004969801896538995,0.00021355077934496938,0.0007105309689988689
3694,444.82553029060364,103,448.3557274341583,1710884426.4206755,0.0004547924674781655,0.00019444211650494823,0.0006492345839831137
3931,473.7863004207611,104,477.31677889823914,1710884455.381727,0.00041311108321345026,0.00017664172430967623,0.0005897528075231265
4183,504.0480146408081,105,507.57843041419983,1710884485.6433785,0.0003716398443119287,0.00016061902557178587,0.0005322588698837146
4452,536.3577046394348,106,539.8881731033325,1710884517.9531212,0.00033327274369809114,0.0001446605347012263,0.0004779332783993174
4738,570.6932847499847,107,574.2236733436584,1710884552.2886214,0.0003024949844843302,0.0001331608684913388,0.000435655852975669
5042,607.181859254837,108,610.7122559547424,1710884588.777204,0.0002732182484169783,0.00012258762351101263,0.00039580587192799096
5366,646.0559930801392,109,649.5863764286041,1710884627.6513245,0.00024745807549796746,0.00011353371102655359,0.00036099178652452104
5711,687.3846607208252,110,690.9150421619415,1710884668.9799902,0.00022222002609588185,0.00010498663486500051,0.00032720666096088235
6077,731.2218656539917,111,734.752251625061,1710884712.8171997,0.00019894977537535346,9.703341561487539e-05,0.00029598319099022883
6467,778.0722279548645,112,781.6026885509491,1710884759.6676366,0.0001775515425511382,8.997485791266792e-05,0.00026752640046380613
6883,828.2615268230438,113,831.7918949127197,1710884809.856843,0.00015589491011647517,8.26758916314198e-05,0.00023857080174789498
7325,881.3289856910706,114,884.8593883514404,1710884862.9243364,0.00013579629186424147,7.580430279932936e-05,0.00021160059466357082
7795,937.9129211902618,115,941.4433441162109,1710884919.5082922,0.00011647874140819702,6.896388271694466e-05,0.00018544262412514167
8296,998.0074214935303,116,1001.5378112792969,1710884979.6027594,0.00010005956840713805,6.274712733309383e-05,0.00016280669574023188
8828,1061.6649270057678,117,1065.195373058319,1710885043.2603211,8.512128278903737e-05,5.6672869191933206e-05,0.00014179415198097058
9395,1129.5737380981445,118,1133.104116678238,1710885111.1690648,7.271010059706765e-05,5.123888550116521e-05,0.00012394898609823285
9999,1202.0196895599365,119,1205.550080537796,1710885183.6150286,6.191263419011318e-05,4.6093341858066277e-05,0.00010800597604817946
