_runtime,_timestamp,loss_boundary,loss_interior,loss,step,time,_step
4.273460865020752,1710808547.199519,0.013371693364886023,48.310213036154124,48.32358472951901,0,0.8665711879730225,0
4.276883363723755,1710808547.2029414,0.020738063263736232,46.93521278144648,46.955950844710216,1,0.8701930046081543,1
4.279922962188721,1710808547.205981,0.12969255458141413,45.609143002286906,45.738835556868324,2,0.8732626438140869,2
4.284152984619141,1710808547.210211,0.30491389653898865,44.314580522406146,44.61949441894514,3,0.8774919509887695,3
4.287353277206421,1710808547.2134113,0.5268282323627776,43.0341934616945,43.561021694057274,4,0.8806993961334229,4
4.2904651165008545,1710808547.2165232,0.7831075090826624,41.753800569950094,42.536908079032756,5,0.88381028175354,5
4.293770790100098,1710808547.2198288,1.0633606550388186,40.46404678963155,41.527407444670374,6,0.886915922164917,6
4.297002792358398,1710808547.2230608,1.3578638416504896,39.15958212309275,40.51744596474324,7,0.8903379440307617,7
4.300059795379639,1710808547.2261178,1.6574534094431703,37.837684697890154,39.495138107333325,8,0.8933913707733154,8
4.303288459777832,1710808547.2293465,1.9534215205391614,36.49762434749796,38.45104586803712,9,0.896625280380249,9
4.306487560272217,1710808547.2325456,2.2375740457783864,35.14029993878751,37.377873984565895,10,0.8998010158538818,10
4.309482574462891,1710808547.2355406,2.502950198841657,33.76774505766754,36.2706952565092,11,0.9028143882751465,11
4.312560558319092,1710808547.2386186,2.7439306215133574,32.38315033590401,35.12708095741737,12,0.9058668613433838,12
4.315614223480225,1710808547.2416723,2.956088985606403,30.990699772618427,33.94678875822483,13,0.9089493751525879,13
4.31871485710144,1710808547.244773,3.136148748412186,29.59533979312476,32.73148854153695,14,0.9120259284973145,14
4.322258710861206,1710808547.2483168,3.281767955372778,28.20276188846587,31.484529843838647,15,0.9155781269073486,15
4.325669050216675,1710808547.251727,3.391248283496667,26.819391634786435,30.2106399182831,16,0.9189789295196533,16
4.329107999801636,1710808547.255166,3.463365114099049,25.45221205456962,28.91557716866867,17,0.9224355220794678,17
4.332554340362549,1710808547.2586124,3.4973270147676288,24.10853610587723,27.60586312064486,18,0.9258654117584229,18
4.336452960968018,1710808547.262511,3.4928022197175306,22.795816920552237,26.288619140269766,19,0.9293212890625,19
4.3423943519592285,1710808547.2684524,3.369585758116626,20.292793633798627,23.662379391915252,21,0.9357161521911621,20
4.3459632396698,1710808547.2720213,3.2529273267659713,19.116678169037606,22.369605495803576,22,0.9392850399017334,21
4.349411725997925,1710808547.2754698,3.101823971009637,17.999582453352794,21.10140642436243,23,0.942739725112915,22
4.355540752410889,1710808547.2815988,2.7064844471457574,15.964453043200564,18.670937490346322,25,0.9488699436187744,23
4.361614465713501,1710808547.2876725,2.2112789393808905,14.220425880352765,16.431704819733657,27,0.954918384552002,24
4.364984512329102,1710808547.2910426,1.9388619045475937,13.461809114221591,15.400671018769184,28,0.958317756652832,25
4.3728954792022705,1710808547.2989535,1.3796018663928553,12.164602067978269,13.544203934371124,30,0.9662106037139893,26
4.378904819488525,1710808547.3049629,0.8603712618902782,11.131200152202707,11.991571414092986,32,0.9722328186035156,27
4.39142370223999,1710808547.3174818,0.45738980838458615,10.308704897166232,10.766094705550818,34,0.9847512245178223,28
4.3979833126068115,1710808547.3240414,0.2306824350646186,9.639534127959749,9.870216563024368,36,0.9912881851196289,29
4.407100200653076,1710808547.3331583,0.23688320903684007,8.83012863707184,9.06701184610868,39,1.0004570484161377,30
4.417964696884155,1710808547.3440228,0.38978606245132363,8.387926935977283,8.777712998428607,41,1.0112383365631104,31
4.433887958526611,1710808547.359946,0.6368582268791999,7.825136507522896,8.461994734402095,44,1.0271239280700684,32
4.451107501983643,1710808547.3771656,0.768379963386757,7.288267694778364,8.05664765816512,47,1.044191837310791,33
4.467714071273804,1710808547.3937721,0.7524895268119645,6.728064794540195,7.48055432135216,50,1.060835838317871,34
4.481948614120483,1710808547.4080067,0.6003284103588094,6.207701722045378,6.808030132404188,53,1.0750892162322998,35
4.503064155578613,1710808547.4291222,0.3328399417554111,5.60815046570023,5.940990407455641,57,1.0962698459625244,36
4.517489671707153,1710808547.4435477,0.19664307059477715,5.174349736897502,5.3709928074922795,60,1.1107544898986816,37
4.532754421234131,1710808547.4588125,0.09564791284428803,4.581823697833238,4.677471610677526,64,1.1259658336639404,38
4.546528339385986,1710808547.4725864,0.056602773951488015,3.956591038205159,4.013193812156647,68,1.1397936344146729,39
4.565706729888916,1710808547.4917648,0.07059253051115182,3.163670309088009,3.234262839599161,73,1.158792495727539,40
4.591121673583984,1710808547.5171797,0.10025919808841495,2.5678839043670054,2.6681431024554203,77,1.1841397285461426,41
4.622714042663574,1710808547.548772,0.1455487807148743,1.9098201900878524,2.0553689708027267,82,1.2158229351043701,42
4.66941237449646,1710808547.5954704,0.18050119091114472,1.3306994481786099,1.5112006390897545,88,1.2626416683197021,43
4.699105262756348,1710808547.6251633,0.18399216609242022,1.0033915685096304,1.1873837346020506,93,1.2922875881195068,44
4.733116149902344,1710808547.6591742,0.149443706842865,0.7745353287403115,0.9239790355831765,99,1.3260197639465332,45
4.756283760070801,1710808547.6823418,0.10123318907763251,0.6335905334870502,0.7348237225646828,106,1.349538803100586,46
4.784001350402832,1710808547.7100594,0.07813938619073837,0.5307580227997093,0.6088974089904476,113,1.3772354125976562,47
4.8032612800598145,1710808547.7293193,0.06903726758959054,0.436651402631952,0.5056886702215425,120,1.3965873718261719,48
4.825178384780884,1710808547.7512364,0.06893453841701437,0.33570842773186776,0.4046429661488821,128,1.4184880256652832,49
