l2_error,_step,_runtime,_timestamp,loss_boundary,loss_interior,time,step,loss
0.03542122030653331,42,11.53013563156128,1714357931.0537856,0.0023011319137237426,0.0002594709234610406,7.451592922210693,82,0.0025606028371847832
0.033202456387218277,43,11.840532064437866,1714357931.364182,0.002027206688369315,0.00021400719975492573,7.762232303619385,88,0.0022412138881242405
0.03225086620537138,44,12.099968910217285,1714357931.6236188,0.0018948312092807484,0.00016137876193865879,8.021589994430542,93,0.0020562099712194072
0.028890079624266318,45,12.41319465637207,1714357931.9368446,0.0016439787329707856,0.00011011987935598661,8.334816455841064,99,0.0017540986123267721
0.028003293767297297,46,12.789088010787964,1714357932.312738,0.0015091032182102037,8.913311129010612e-05,8.710686445236206,106,0.00159823632950031
0.02678881988794008,47,13.15305757522583,1714357932.6767075,0.0013843196431687882,8.175367719303486e-05,9.07467532157898,113,0.001466073320361823
0.025757193817211116,48,13.520172119140625,1714357933.043822,0.0012681478287266841,7.641734969561387e-05,9.441823482513428,120,0.001344565178422298
0.024143320609724895,49,13.938078165054321,1714357933.461728,0.0011306946451962476,6.0209325663382104e-05,9.859605550765991,128,0.0011909039708596298
0.022602397161490127,50,14.38357138633728,1714357933.9072213,0.0010086648613098072,3.4970207860134e-05,10.304723024368286,136,0.0010436350691699413
0.02138157089147488,51,14.87178087234497,1714357934.3954308,0.0008719964672230129,2.6355245869218263e-05,10.793347835540771,145,0.0008983517130922311
0.02016184777817658,52,15.340582847595215,1714357934.8642328,0.0007709946645771777,2.2214345240703065e-05,11.262237787246704,154,0.0007932090098178808
0.017778440539066537,53,15.968225955963135,1714357935.491876,0.0006298616698940721,1.5298563701942385e-05,11.887642860412598,164,0.0006451602335960145
0.01606009113014923,54,16.723253965377808,1714357936.246904,0.00048708230933001533,1.0880853164386502e-05,12.644904851913452,175,0.0004979631624944019
0.014655542836609742,55,17.3127179145813,1714357936.8363678,0.0004190145658324357,8.857825827043612e-06,13.234266996383667,186,0.0004278723916594793
0.012964085972261457,56,17.949220895767212,1714357937.4728708,0.0003109927601513856,7.89923421380028e-06,13.870797157287598,198,0.00031889199436518586
0.012115115393459063,57,18.65676760673523,1714357938.1804175,0.00025616333239350503,9.18335676539105e-06,14.57785677909851,211,0.0002653466891588961
0.011314523054227997,58,19.354421615600586,1714357938.8780715,0.00021796626054733446,7.708134704370598e-06,15.276013612747192,224,0.00022567439525170504
0.010139529502370636,59,20.082748651504517,1714357939.6063986,0.00017663998955720273,6.809420200546866e-06,16.004318237304688,238,0.0001834494097577496
0.009219731215111862,60,20.913333654403687,1714357940.4369836,0.00014211548036034395,4.989527179049558e-06,16.83491826057434,254,0.0001471050075393935
0.008262969683046646,61,21.756110668182373,1714357941.2797606,0.00011477056049215605,4.0121493067632055e-06,17.67768955230713,270,0.00011878270979891925
0.006988680481618137,62,22.694932222366333,1714357942.2185822,7.970833147006326e-05,3.730294384387195e-06,18.61658239364624,288,8.343862585445045e-05
0.006042890193311501,63,23.632964611053467,1714357943.1566145,6.107644866558987e-05,3.331143518073861e-06,19.55448603630066,306,6.440759218366373e-05
0.0051698030882703725,64,24.70850372314453,1714357944.2321537,4.4064435905824136e-05,2.7590291043534998e-06,20.630027532577515,326,4.682346501017764e-05
0.0042837278955297625,65,26.1522274017334,1714357945.6758773,3.0591433816741704e-05,2.2041529902284807e-06,22.073482036590576,347,3.279558680697018e-05
0.0037047792673908816,66,27.831552743911743,1714357947.3552027,2.1820237556690927e-05,1.9978569064622806e-06,23.753106832504272,369,2.3818094463153206e-05
0.0027727234332110056,67,29.26715064048767,1714357948.7908006,1.3044831779257088e-05,1.5592167329912945e-06,25.188652753829956,393,1.4604048512248383e-05
0.002037192516500925,68,30.574683904647827,1714357950.0983338,6.696984702950105e-06,1.3965523016138683e-06,26.496285438537598,418,8.093537004563974e-06
0.001583225717390161,69,32.15917420387268,1714357951.6828241,4.019160208620155e-06,1.237080721703662e-06,28.080817461013794,445,5.256240930323817e-06
0.0013092859766717744,70,34.0808379650116,1714357953.604488,2.6694253932714397e-06,1.06253126204377e-06,30.002301454544067,473,3.7319566553152098e-06
0.0010068584915110463,71,36.48085594177246,1714357956.0045059,1.5946622672557766e-06,8.574026242867181e-07,32.40164136886597,504,2.4520648915424945e-06
0.0007607500712637231,72,38.39402222633362,1714357957.9176722,8.747026803965067e-07,6.67788698185877e-07,34.31505584716797,536,1.5424913785823838e-06
0.0005822754667810018,73,41.42047309875488,1714357960.944123,5.072063464861213e-07,5.300522661422713e-07,37.341755867004395,571,1.0372586126283926e-06
0.0004525767152640171,74,43.332749366760254,1714357962.8563993,3.2357899484863023e-07,4.3836310025283455e-07,39.243157148361206,607,7.619420951014648e-07
0.00034880007186981096,75,46.021196365356445,1714357965.5448463,1.9981536839286791e-07,3.507509428753056e-07,41.930577993392944,646,5.505663112681735e-07
0.00027972953708116106,76,48.95747399330139,1714357968.481124,1.3743833705857423e-07,2.96179475158422e-07,44.87852597236633,688,4.3361781221699623e-07
0.00024943696409160707,77,51.63190793991089,1714357971.1555579,1.110178307161414e-07,2.713824624570386e-07,47.55295014381409,732,3.8240029317318e-07
0.00022529690076473677,78,54.93734812736511,1714357974.460998,9.268124504603814e-08,2.4940399810941383e-07,50.85866093635559,779,3.4208524315545195e-07
0.00020783922513942352,79,57.60937023162842,1714357977.1330202,7.879715445431319e-08,2.249038472747871e-07,53.530306339263916,829,3.037010017291003e-07
0.00019865739164916355,80,60.943050146102905,1714357980.4667,7.054681182706677e-08,2.048854656069298e-07,56.863986015319824,882,2.754322774339966e-07
0.00019160249897500078,81,64.57155394554138,1714357984.0952039,6.449186535592886e-08,1.7971628317881555e-07,60.492626667022705,939,2.4420814853474444e-07
0.0001848602761482517,82,68.23753476142883,1714357987.7611847,5.772267695856122e-08,1.5583246485209127e-07,64.15828371047974,999,2.135551418106525e-07
0.00017570736219424453,83,71.83627820014954,1714357991.3599281,5.045121619202314e-08,1.3257237584052052e-07,67.74597978591919,1064,1.8302359203254365e-07
0.00016517671573193436,84,76.22515439987183,1714357995.7488043,4.3131931181374126e-08,1.1667335244341163e-07,72.14620089530945,1132,1.5980528362478576e-07
0.00014842629653690837,85,80.89926743507385,1714358000.4229174,3.401660119224518e-08,1.0190829001030727e-07,76.82057523727417,1205,1.3592489120255244e-07
0.0001321803260839223,86,85.82098650932312,1714358005.3446364,2.6874661859061988e-08,9.08971022086012e-08,81.74194240570068,1282,1.1777176406766318e-07
0.00012374990779210392,87,91.1754937171936,1714358010.6991436,2.3264084680072254e-08,8.474438626220645e-08,87.09418606758118,1364,1.0800847094227871e-07
0.00011555433672594957,88,98.10343074798584,1714358017.6270807,1.9956290203700383e-08,7.85856355263706e-08,94.02410125732422,1452,9.854192573007099e-08
0.00010631982444928568,89,104.17494916915894,1714358023.698599,1.6731585649233754e-08,7.183566059371719e-08,100.0922679901123,1545,8.856724624295095e-08
9.783886442119523e-05,90,109.22745561599731,1714358028.7511055,1.3932959031562522e-08,6.515134720264784e-08,105.14857220649719,1645,7.908430623421036e-08
9.248646770169918e-05,91,114.98775625228882,1714358034.5114062,1.2343192604721916e-08,6.083579168622042e-08,110.9087507724762,1750,7.317898429094234e-08
8.717181628812589e-05,92,121.99541282653809,1714358041.5190628,1.0878354379193127e-08,5.674579087687163e-08,117.91642737388611,1863,6.762414525606476e-08
8.262302466084136e-05,93,129.0866882801056,1714358048.6103382,9.700813447124855e-09,5.3124815574647995e-08,125.00766015052795,1982,6.282562902177285e-08
7.896557140663284e-05,94,137.58632969856262,1714358057.1099796,8.855813869698219e-09,5.0331577234806425e-08,133.50728821754456,2110,5.9187391104504643e-08
7.574615645805553e-05,95,149.2735035419464,1714358068.7971535,8.149102635434977e-09,4.7748417071863767e-08,145.19246578216553,2245,5.5897519707298747e-08
7.200757948863307e-05,96,157.89663171768188,1714358077.4202816,7.410554309053002e-09,4.4774394184867986e-08,153.80983138084412,2389,5.218494849392099e-08
6.904039843146236e-05,97,170.48417949676514,1714358090.0078294,6.8636622470214535e-09,4.233843397369985e-08,166.40555691719055,2543,4.9202096220721305e-08
6.554142295712047e-05,98,179.11411952972412,1714358098.6377695,6.29667339611187e-09,3.946318443832416e-08,175.03314661979675,2706,4.575985783443603e-08
6.202289572791999e-05,99,187.23561930656433,1714358106.7592692,5.735352053141086e-09,3.62316427188201e-08,183.157244682312,2880,4.1966994771961184e-08
5.979667957682292e-05,100,195.8805902004242,1714358115.4042401,5.4246819826411435e-09,3.423006728928375e-08,191.80126214027405,3065,3.965474927192489e-08
5.613010028281148e-05,101,206.64012503623962,1714358126.163775,5.0109112799557205e-09,3.100083678121684e-08,202.56115317344666,3261,3.6011748061172565e-08
5.394141715394093e-05,102,218.1035041809082,1714358137.627154,4.627352892066881e-09,2.8006007553369726e-08,214.0241379737854,3471,3.263336044543661e-08
5.257183761024077e-05,103,231.3213984966278,1714358150.8450484,4.448642208663318e-09,2.6424272279908668e-08,227.24240136146545,3694,3.0872914488571986e-08
5.125492387554291e-05,104,244.58832001686096,1714358164.11197,4.285447104103412e-09,2.4902360244614773e-08,240.50929760932922,3931,2.9187807348718185e-08
5.034195453474034e-05,105,258.92451453208923,1714358178.4481645,4.16808159332582e-09,2.3783158592272405e-08,254.8454577922821,4183,2.7951240185598227e-08
4.93965464417146e-05,106,273.8641519546509,1714358193.387802,4.045379069146715e-09,2.260001427896747e-08,269.7855312824249,4452,2.6645393348114184e-08
4.8608399929519e-05,107,290.05260372161865,1714358209.5762537,3.9371917442720256e-09,2.154380858871922e-08,285.9737250804901,4738,2.5481000332991245e-08
4.772620928125079e-05,108,306.94905042648315,1714358226.4727004,3.821285711288049e-09,2.0420368384686708e-08,302.8701868057251,5042,2.4241654095974757e-08
4.673594334866732e-05,109,324.7529537677765,1714358244.2766037,3.683159066209145e-09,1.9105336898584288e-08,320.67395520210266,5366,2.2788495964793434e-08
4.583432940039579e-05,110,343.8753206729889,1714358263.3989706,3.551851277982996e-09,1.7926648577492263e-08,339.7958664894104,5711,2.1478499855475258e-08
4.4701510557918464e-05,111,364.43336820602417,1714358283.9570181,3.395685991533912e-09,1.6606567190692344e-08,360.35418605804443,6077,2.0002253182226255e-08
4.2871844763122515e-05,112,386.0006515979767,1714358305.5243015,3.1977129224573665e-09,1.5057578141551824e-08,381.92159628868103,6467,1.8255291064009192e-08
4.209317062407829e-05,113,409.28090810775757,1714358328.804558,2.998037508484429e-09,1.3708646075236994e-08,405.20189237594604,6883,1.6706683583721423e-08
4.1050730823608846e-05,114,434.2744858264923,1714358353.7981358,2.8452517973946073e-09,1.2783325244053407e-08,430.195369720459,7325,1.5628577041448013e-08
4.0219768201102776e-05,115,461.79957723617554,1714358381.3232272,2.7272408485725332e-09,1.2126237693553984e-08,457.7201523780823,7795,1.4853478542126516e-08
3.956431275013638e-05,116,489.5427579879761,1714358409.066408,2.632699147724649e-09,1.1628924331027206e-08,485.46378445625305,8296,1.4261623478751854e-08
3.891159596593078e-05,117,518.7409188747406,1714358438.2645688,2.544838132631097e-09,1.118922232679764e-08,514.6612269878387,8828,1.3734060459428738e-08
3.825177424435924e-05,118,550.1885232925415,1714358469.7121732,2.4556296196536794e-09,1.076129083899732e-08,546.1090314388275,9395,1.3216920458651e-08
3.7611892843408625e-05,119,584.1972517967224,1714358503.7209017,2.3705070822227387e-09,1.0370576414731105e-08,580.118314743042,9999,1.2741083496953844e-08
