loss,loss_boundary,loss_interior,_step,_runtime,_timestamp,time,step,l2_error
3.81128263561562e-05,2.616349807219512e-06,3.549647654893669e-05,26,11.272470712661743,1712762784.2812166,7.70466423034668,30,0.0011507399463197294
3.278062430421057e-05,2.3760602648556065e-06,3.0404564039354962e-05,27,11.600311040878296,1712762784.609057,8.03255820274353,32,0.001232768108647977
2.542074863163875e-05,2.3195312539188865e-06,2.3101217377719863e-05,28,12.779293298721313,1712762785.7880392,9.211495399475098,34,0.0011022300706187648
1.900683197841708e-05,1.7895555009222913e-06,1.7217276477494786e-05,29,13.17743706703186,1712762786.186183,9.609653949737549,36,0.0009808639298435626
1.749818929803599e-05,1.395561619423353e-06,1.6102627678612637e-05,30,13.663428783416748,1712762786.6721747,10.095669507980347,39,0.0008543812877295261
1.6664276440589988e-05,1.1552937827249487e-06,1.550898265786504e-05,31,14.17642617225647,1712762787.185172,10.608364820480347,41,0.0007830760493820425
1.4861757011235248e-05,8.892494971286229e-07,1.3972507514106625e-05,32,14.701845169067383,1712762787.710591,11.134033679962158,44,0.0007033953735054296
1.3010960499218988e-05,7.017948635367886e-07,1.23091656356822e-05,33,15.459064960479736,1712762788.4678109,11.891167640686035,47,0.0006459386495877643
1.1215517172097873e-05,4.890977527540736e-07,1.07264194193438e-05,34,15.897889614105225,1712762788.9066355,12.330066204071045,50,0.0006070279542798905
9.917875096424573e-06,3.501293544682653e-07,9.567745741956308e-06,35,16.47213840484619,1712762789.4808843,12.90437650680542,53,0.000543632364064174
7.94034512718614e-06,2.3019503722311992e-07,7.71015008996302e-06,36,17.105935096740723,1712762790.114681,13.538115739822388,57,0.0005325590383730561
6.9944413757074675e-06,1.992840070836994e-07,6.795157368623768e-06,37,17.585277795791626,1712762790.5940237,14.017492294311523,60,0.000532424542471245
5.291618576545619e-06,1.9260123572372374e-07,5.099017340821895e-06,38,18.137939929962158,1712762791.1466858,14.570176124572754,64,0.000499220471375922
3.851113641287058e-06,1.5708674188466934e-07,3.694026899402389e-06,39,19.087913990020752,1712762792.09666,15.520129203796387,68,0.0004428421159902091
2.962959293515046e-06,1.5649776050488392e-07,2.806461533010162e-06,40,20.108504056930542,1712762793.11725,16.54072332382202,73,0.00041083014888594957
1.9074943866511673e-06,1.4894319475433184e-07,1.7585511918968354e-06,41,20.76007390022278,1712762793.7688198,17.192328929901123,77,0.0003549992131637422
1.1538513590697052e-06,1.4437745857046228e-07,1.009473900499243e-06,42,21.8235080242157,1712762794.832254,18.255648851394653,82,0.00030880774857251894
8.897722910422396e-07,9.282766385999798e-08,7.969446271822416e-07,43,23.1622154712677,1712762796.1709614,19.59442377090454,88,0.00027782124107075226
6.594686206853691e-07,7.626374678717422e-08,5.832048738981949e-07,44,23.996629238128662,1712762797.0053751,20.42888045310974,93,0.0002730515188492396
3.532857551446746e-07,1.946793196232502e-08,3.338178231823496e-07,45,25.925875186920166,1712762798.934621,22.35800313949585,99,9.080580727222076e-05
8.408560599202294e-08,6.845765878622326e-09,7.723984011340061e-08,46,28.33027410507202,1712762801.33902,24.762234210968018,106,9.328042084701379e-05
4.452941585830984e-08,5.835468776121462e-09,3.8693947082188376e-08,47,30.387710094451904,1712762803.396456,26.819886207580566,113,6.337025790309494e-05
3.0777538196580867e-08,4.946603771358173e-09,2.5830934425222693e-08,48,32.60412263870239,1712762805.6128685,29.036365509033203,120,4.799410675446433e-05
2.455719078119825e-08,5.241675245252071e-09,1.931551553594618e-08,49,35.74156713485718,1712762808.750313,32.17382001876831,128,5.049489482908751e-05
1.884881584778774e-08,4.646420386623514e-09,1.4202395461164225e-08,50,37.43983864784241,1712762810.4485846,33.87206029891968,136,5.070361023059558e-05
9.931298593401961e-09,1.6368293967373902e-09,8.294469196664572e-09,51,40.82537603378296,1712762813.834122,37.25755596160889,145,2.7442430382308953e-05
8.246599491656192e-09,1.024625260166587e-09,7.2219742314896055e-09,52,41.83091402053833,1712762814.83966,38.2631413936615,154,2.3036041091122642e-05
5.912496035227316e-09,8.039188899732654e-10,5.10857714525405e-09,53,44.24384164810181,1712762817.2525876,40.67603540420532,164,1.9318220013546377e-05
4.695281243304095e-09,8.127165301055886e-10,3.882564713198506e-09,54,47.47423791885376,1712762820.4829838,43.906261920928955,175,1.922992315070689e-05
3.850040582703271e-09,5.916520858385997e-10,3.2583884968646706e-09,55,50.64206886291504,1712762823.6508148,47.0741753578186,186,1.6812860960865438e-05
3.6433727926322263e-09,5.413956240672195e-10,3.1019771685650067e-09,56,53.086071252822876,1712762826.0948172,49.51831650733948,198,1.543617993306059e-05
3.5182998384924756e-09,4.968140755151497e-10,3.021485762977326e-09,57,56.05232334136963,1712762829.0610693,52.484569787979126,211,1.4837335532450083e-05
3.390301525818279e-09,4.681721306592965e-10,2.922129395158983e-09,58,57.65164804458618,1712762830.660394,54.08383345603943,224,1.5023665346619466e-05
3.1485195778211583e-09,3.9535264420326933e-10,2.7531669336178887e-09,59,60.46914291381836,1712762833.4778888,56.90132164955139,238,1.3169830676718399e-05
2.9145750425228085e-09,3.36509083063295e-10,2.5780659594595137e-09,60,64.64659333229065,1712762837.6553392,61.078808069229126,254,1.1944717725665764e-05
2.8645203383633717e-09,3.5114905373291016e-10,2.5133712846304614e-09,61,67.66783356666565,1712762840.6765795,64.09979224205017,270,1.1790689823812632e-05
2.6308999852341433e-09,2.7834601302950607e-10,2.352553972204637e-09,62,70.72556042671204,1712762843.7343063,67.15775513648987,288,1.0884615114703953e-05
2.3187696129831636e-09,2.243736378752822e-10,2.0943959751078814e-09,63,75.00705528259277,1712762848.0158012,71.43920588493347,306,9.78691472022421e-06
2.2133995057595784e-09,1.996676475758248e-10,2.0137318581837536e-09,64,80.42355537414551,1712762853.4323013,76.85578918457031,326,8.882420633813173e-06
2.0949726594174023e-09,1.855513093037996e-10,1.9094213501136027e-09,65,85.82621669769287,1712762858.8349626,82.25841450691223,347,8.790216220383292e-06
2.043846238753255e-09,1.7244354158821198e-10,1.871402697165043e-09,66,89.22754979133606,1712762862.2362957,85.65969395637512,369,8.014069234393797e-06
1.893969290627759e-09,1.478719096877862e-10,1.7460973809399728e-09,67,95.59830570220947,1712762868.6070516,92.0303201675415,393,7.579015231803961e-06
1.7795579132583629e-09,1.34373754390286e-10,1.6451841588680768e-09,68,102.183025598526,1712762875.1917715,98.6152012348175,418,6.981615569132498e-06
1.5598775002996048e-09,1.1224517609403442e-10,1.4476323242055704e-09,69,110.84907484054565,1712762883.8578207,107.28126263618469,445,6.630683436023402e-06
1.4821081779238227e-09,1.0815071740620335e-10,1.3739574605176194e-09,70,118.36558318138123,1712762891.374329,114.79781675338745,473,6.661789826334455e-06
1.3599005000997056e-09,1.0361876354500592e-10,1.2562817365546997e-09,71,127.88616847991943,1712762900.8949144,124.31810593605042,504,6.483040520215715e-06
1.2327650939743259e-09,8.177670379765261e-11,1.1509883901766732e-09,72,138.24112725257874,1712762911.2498732,134.6732234954834,536,5.732021740944363e-06
1.128219737921904e-09,7.348214890794168e-11,1.0547375890139623e-09,73,147.6313145160675,1712762920.6400604,144.06354594230652,571,5.4238890506768206e-06
1.0228830678410823e-09,6.18343487520174e-11,9.610487190890649e-10,74,157.96884417533875,1712762930.97759,154.4010078907013,607,4.833728060994967e-06
9.434802027236045e-10,5.497151102065824e-11,8.885086917029462e-10,75,167.91961002349854,1712762940.928356,164.35152554512024,646,4.78134917612961e-06
8.533041655503088e-10,4.795450243041371e-11,8.053496631198951e-10,76,180.74978494644165,1712762953.7585309,177.18202471733093,688,4.57556922951015e-06
7.649997200269104e-10,4.2523807314258626e-11,7.224759127126518e-10,77,193.9069390296936,1712762966.915685,190.33911538124084,732,4.399090950928541e-06
6.866742847446548e-10,3.405415594538669e-11,6.526201287992681e-10,78,208.19983077049255,1712762981.2085767,204.63181066513062,779,3.6949330628061893e-06
6.162272056857778e-10,2.9526450485481116e-11,5.867007552002967e-10,79,221.05639100074768,1712762994.065137,217.48861455917358,829,3.6238553891159482e-06
5.449216831989781e-10,2.774159180192186e-11,5.171800913970562e-10,80,236.0435917377472,1712763009.0523376,232.47573399543762,882,3.364055362331017e-06
4.704290918378532e-10,2.576492703590386e-11,4.4466416480194937e-10,81,252.89797925949097,1712763025.9067252,249.32981181144714,939,3.4967068650563566e-06
3.7912063434434125e-10,2.3631776339159487e-11,3.5548885800518175e-10,82,275.21505093574524,1712763048.2237968,271.6472680568695,999,3.4006588727863238e-06
2.772760372042389e-10,2.333638203483539e-11,2.539396551694035e-10,83,302.3536653518677,1712763075.3624113,298.78555178642273,1064,3.2495780100842534e-06
2.0067120720194392e-10,2.0663785286357252e-11,1.8000742191558666e-10,84,334.9489760398865,1712763107.957722,331.38113379478455,1132,3.1744695172203223e-06
1.564881344702613e-10,1.7076337226833487e-11,1.394117972434278e-10,85,370.17490339279175,1712763143.1836493,366.60683131217957,1205,2.806167736318766e-06
1.2073229510765052e-10,1.1644031441051134e-11,1.0908826366659939e-10,86,420.61509585380554,1712763193.6238418,417.0472867488861,1282,2.2872458376037393e-06
9.62584537108941e-11,8.909421850388525e-12,8.734903186050558e-11,87,475.1950714588165,1712763248.2038174,471.6270215511322,1364,1.979944172407417e-06
7.622349003665522e-11,6.830384966289872e-12,6.939310507036535e-11,88,532.5676136016846,1712763305.5763595,528.9995832443237,1452,1.692798413393566e-06
6.113123435989278e-11,5.39122186197875e-12,5.574001249791403e-11,89,594.4726419448853,1712763367.4813879,590.9046146869659,1545,1.4804629680999977e-06
4.8867729231689505e-11,4.238374358023903e-12,4.4629354873665604e-11,90,654.0782477855682,1712763427.0869937,650.5102348327637,1645,1.2343787765154395e-06
3.945929287493414e-11,3.422886363718962e-12,3.6036406511215176e-11,91,722.8620824813843,1712763495.8708284,719.2940499782562,1750,1.1085384303685672e-06
3.2487408648139526e-11,2.737450004080595e-12,2.974995864405893e-11,92,793.6200063228607,1712763566.6287522,790.0519468784332,1863,9.86282063524012e-07
2.7835476470926205e-11,2.2067452333025266e-12,2.5628731237623678e-11,93,872.6648297309875,1712763645.6735756,869.0967500209808,1982,8.865741245794693e-07
2.4358996522199724e-11,1.7222989848886393e-12,2.2636697537311085e-11,94,947.5154976844788,1712763720.5242436,943.9474411010742,2110,7.827543548777696e-07
2.1947353311455262e-11,1.4390184329281814e-12,2.050833487852708e-11,95,1036.0812394618988,1712763809.0899854,1032.5125987529755,2245,7.134794812432171e-07
1.989460853435882e-11,1.215732990721292e-12,1.867887554363753e-11,96,1122.5360469818115,1712763895.544793,1118.9676733016968,2389,6.498002253912409e-07
1.786880494900654e-11,1.0156282962896448e-12,1.6853176652716893e-11,97,1221.5497615337372,1712763994.5585074,1217.98100399971,2543,5.986994372810094e-07
1.592655649718108e-11,8.898401185200731e-13,1.5036716378661007e-11,98,1328.7134351730347,1712764101.722181,1325.1453006267548,2706,5.540585195302274e-07
1.4411734349196536e-11,8.901550136182141e-13,1.3521579335578322e-11,99,1437.8512239456177,1712764210.8599699,1434.283166885376,2880,5.516379415139026e-07
1.301944489814022e-11,8.788544436257202e-13,1.21405904545145e-11,100,1557.1604084968567,1712764330.1691544,1553.5918526649475,3065,5.489537604132189e-07
1.1552633767249238e-11,8.308930712274888e-13,1.0721740696021749e-11,101,1682.4634261131287,1712764455.472172,1678.8951771259308,3261,5.330897530769074e-07
1.0094660797245908e-11,7.60497573701963e-13,9.334163223543946e-12,102,1820.9293456077576,1712764593.9380915,1817.3612914085388,3471,5.083570325929486e-07
8.49674571224802e-12,6.821462584336094e-13,7.81459945381441e-12,103,1958.484527349472,1712764731.4932733,1954.9164769649506,3694,4.89171903028805e-07
7.301674668843679e-12,6.272100143187744e-13,6.674464654524904e-12,104,2127.2330470085144,1712764900.241793,2123.6649446487427,3931,4.646516886874491e-07
6.180858801528018e-12,5.774102215097707e-13,5.603448580018247e-12,105,2316.4817781448364,1712765089.490524,2312.9137301445007,4183,4.5004051722516533e-07
5.2526805377072416e-12,5.35566462009698e-13,4.717114075697543e-12,106,2538.825201511383,1712765311.8339474,2535.2556343078613,4452,4.3898255863769266e-07
4.424327784635618e-12,4.942795987901891e-13,3.930048185845428e-12,107,2784.0177090168,1712765557.026455,2780.4478511810303,4738,4.27583045146443e-07
3.6642558778792594e-12,4.5042393926194137e-13,3.2138319386173184e-12,108,3040.767401456833,1712765813.7761474,3037.1976222991943,5042,4.144976021471865e-07
3.093877717045393e-12,4.114344307812306e-13,2.6824432862641626e-12,109,3327.291923046112,1712766100.300669,3323.722182035446,5366,4.062977937379352e-07
2.6977541731772064e-12,3.781915866307133e-13,2.319562586546493e-12,110,3654.2839772701263,1712766427.2927232,3650.7141337394714,5711,3.994623303776614e-07
2.403559985245772e-12,3.492589299923155e-13,2.0543010552534564e-12,111,4013.59126162529,1712766786.6000075,4010.021355867386,6077,3.944485673051862e-07
2.1829432841709695e-12,3.2454128165845807e-13,1.8584020025125112e-12,112,4403.111330032349,1712767176.120076,4399.541396617889,6467,3.9132510907937783e-07
2.0030999732359087e-12,3.0265129750339596e-13,1.7004486757325128e-12,113,4831.521381855011,1712767604.5301278,4827.9504244327545,6883,3.872002075015216e-07
1.842342279411983e-12,2.815717581114366e-13,1.5607705213005467e-12,114,5288.774872541428,1712768061.7836185,5285.204768419266,7325,3.820472153960817e-07
1.697331724186902e-12,2.6168115393581144e-13,1.4356505702510906e-12,115,5769.348607778549,1712768542.3573537,5765.780478477478,7795,3.75148767037555e-07
1.5656042306961896e-12,2.427969680792358e-13,1.3228072626169539e-12,116,6284.675846576691,1712769057.6845925,6281.10764503479,8296,3.6632746272491814e-07
1.4470487300070382e-12,2.2526717779464474e-13,1.2217815522123935e-12,117,6838.558095216751,1712769611.5668411,6834.989792346954,8828,3.565191494883963e-07
