loss_boundary,loss_interior,loss,step,time,_step,_runtime,_timestamp
0.0003067999803144684,0.0007194071176064412,0.0010262070979209096,23,5.357828617095947,22,11.403848886489868,1710888036.247901
0.00018933283133467445,0.0004567203347312164,0.0006460531660658908,25,5.689928293228149,23,11.735962152481079,1710888036.5800142
0.00010807279558775161,0.000334317652081119,0.00044239044766887064,27,6.022638320922852,24,12.068660736083984,1710888036.9127128
9.33849268309117e-05,0.0002825118455979545,0.0003758967724288662,28,6.190596580505371,25,12.236603736877441,1710888037.0806558
2.535476711811746e-05,0.00016558293760866673,0.0001909377047267842,30,6.524545669555664,26,12.570564985275269,1710888037.414617
1.6426856003818316e-05,0.0001370610490427084,0.0001534879050465267,32,6.855303525924683,27,12.901312112808228,1710888037.7453642
1.0604233369513562e-05,0.00011509136355453659,0.00012569559692405014,34,7.1976799964904785,28,13.24459171295166,1710888038.0886438
5.277016436887106e-06,9.48888238901375e-05,0.0001001658403270246,36,7.562895059585571,29,13.609402656555176,1710888038.4534547
1.6434527525562575e-06,5.7701139101431825e-05,5.934459185398808e-05,39,8.076805830001831,30,14.12290096282959,1710888038.966953
1.1880918194903914e-06,4.8399633940786654e-05,4.958772576027704e-05,41,8.401511430740356,31,14.447969436645508,1710888039.2920215
1.6071805097063458e-06,2.9543032472057254e-05,3.11502129817636e-05,44,8.891623735427856,32,14.938109636306763,1710888039.7821617
1.336983377952706e-06,2.2879427787315797e-05,2.4216411165268502e-05,47,9.396879196166992,33,15.44344973564148,1710888040.2875018
1.3823695961073122e-06,1.831831965667047e-05,1.9700689252777782e-05,50,9.90295934677124,34,15.949753999710083,1710888040.793806
1.2877996359831124e-06,1.4563937839636365e-05,1.5851737475619477e-05,53,10.406832933425903,35,16.453810691833496,1710888041.2978628
1.1674362775590475e-06,1.0705461319733514e-05,1.1872897597292562e-05,57,11.077178001403809,36,17.123719215393066,1710888041.9677713
9.131983978775302e-07,7.619856266224657e-06,8.533054664102186e-06,60,11.572193145751953,37,17.618748664855957,1710888042.4628007
7.612075519259878e-07,5.730459768246378e-06,6.491667320172366e-06,64,12.241864919662476,38,18.288395643234253,1710888043.1324477
5.239612601190315e-07,3.321881847922799e-06,3.8458431080418305e-06,68,12.91734790802002,39,18.964247226715088,1710888043.8082993
4.2160667132151996e-07,2.1918935133039635e-06,2.6135001846254833e-06,73,13.750110387802124,40,19.79666543006897,1710888044.6407175
3.9306250867394456e-07,1.686720481403537e-06,2.079782990077482e-06,77,14.413776874542236,41,20.460270404815674,1710888045.3043225
3.493234512711996e-07,1.1577676520804075e-06,1.5070911033516071e-06,82,15.247972965240479,42,21.293940544128418,1710888046.1379926
2.8260365911550505e-07,7.283372283179316e-07,1.0109408874334366e-06,88,16.24966263771057,43,22.295676231384277,1710888047.1397283
2.417435125215886e-07,5.486721830681318e-07,7.904156955897204e-07,93,17.096880435943604,44,23.142879724502563,1710888047.9869318
1.9558329892784472e-07,3.8599357267585375e-07,5.815768716036985e-07,99,18.094104290008545,45,24.14014434814453,1710888048.9841964
1.5491338342617226e-07,3.0593199929871383e-07,4.608453827248861e-07,106,19.24025535583496,46,25.28680658340454,1710888050.1308587
1.1255246498065328e-07,2.2155589204778434e-07,3.3410835702843764e-07,113,20.393753051757812,47,26.439770221710205,1710888051.2838223
5.9411054297685884e-08,1.316252981481979e-07,1.9103635244588378e-07,120,21.590662479400635,48,27.63670063018799,1710888052.4807527
2.3296970688920404e-08,7.296198984365376e-08,9.625896053257416e-08,128,22.909730195999146,49,28.955713033676147,1710888053.799765
1.1107157305583881e-08,4.461052770045004e-08,5.571768500603392e-08,136,24.254349946975708,50,30.30076265335083,1710888055.1448147
3.7070673432357695e-09,2.6179639415611056e-08,2.9886706758846826e-08,145,25.78245735168457,51,31.829347372055054,1710888056.6733994
1.5954318422815003e-09,1.5347663267097094e-08,1.6943095109378594e-08,154,27.375080108642578,52,33.42193579673767,1710888058.2659879
9.651086825954536e-10,8.525790925387557e-09,9.49089960798301e-09,164,29.240025281906128,53,35.286651849746704,1710888060.130704
4.4819933572961766e-10,4.80968798515102e-09,5.257887320880637e-09,175,31.182865619659424,54,37.228898763656616,1710888062.0729508
2.344143246528666e-10,3.0432301929526715e-09,3.277644517605538e-09,186,32.99902033805847,55,39.04500198364258,1710888063.889054
1.4691652848670566e-10,2.043940022892385e-09,2.1908565513790906e-09,198,34.958234786987305,56,41.00427770614624,1710888065.8483298
9.951484669052224e-11,1.411271053184692e-09,1.5107858998752143e-09,211,37.10483169555664,57,43.15096473693848,1710888067.9950168
6.075804523002177e-11,1.0028276242321977e-09,1.0635856694622195e-09,224,39.41247034072876,58,45.458534479141235,1710888070.3025866
3.228817540016405e-11,6.985753595098106e-10,7.308635349099747e-10,238,41.55100464820862,59,47.59738326072693,1710888072.4414353
1.8989133783713445e-11,5.001913649517248e-10,5.191804987354382e-10,254,44.03266453742981,60,50.07885813713074,1710888074.9229102
1.2671768510081913e-11,3.3045706177304996e-10,3.4312883028313187e-10,270,46.31272077560425,61,52.35957217216492,1710888077.2036242
8.078121258972327e-12,2.2204552084227728e-10,2.301236421012496e-10,288,49.29513645172119,62,55.341386556625366,1710888080.1854386
3.273245040038605e-12,1.810209924415965e-10,1.8429423748163511e-10,306,52.309717655181885,63,58.35619521141052,1710888083.2002473
9.819581671508175e-13,1.58055010620665e-10,1.5903696878781582e-10,326,55.65321230888367,64,61.69966650009155,1710888086.5437186
3.2016068639640855e-13,1.3899963190322166e-10,1.3931979258961806e-10,347,59.15810036659241,65,65.20495200157166,1710888090.049004
3.8638781002599895e-13,1.271370312620782e-10,1.275234190721042e-10,369,62.8805878162384,66,68.92724442481995,1710888093.7712965
7.429966911679527e-13,1.1461917946852244e-10,1.1536217615969039e-10,393,66.91681241989136,67,72.96394681930542,1710888097.807999
1.0535658689759012e-12,1.0134498993005867e-10,1.0239855579903457e-10,418,71.1446418762207,68,77.19145250320435,1710888102.0355046
1.35567298011403e-12,8.834366865395755e-11,8.969934163407159e-11,445,75.72628927230835,69,81.77288031578064,1710888106.6169324
1.0831128630074503e-12,7.619491595988167e-11,7.727802882288911e-11,473,80.65613436698914,70,86.70239186286926,1710888111.546444
7.10501326029023e-13,6.487194983857222e-11,6.558245116460125e-11,504,85.88207507133484,71,91.92897653579712,1710888116.7730286
1.996490806344952e-13,5.499719546751129e-11,5.519684454814579e-11,536,91.18912315368652,72,97.23567342758179,1710888122.0797255
2.298365459842004e-13,4.685490093798928e-11,4.708473748397348e-11,571,96.95980858802795,73,103.00622916221619,1710888127.8502812
3.1886422170102154e-13,3.823641132701843e-11,3.855527554871945e-11,607,102.90639019012451,74,108.95303797721863,1710888133.79709
3.845024887911732e-13,3.0937735042694517e-11,3.132223753148569e-11,646,109.49149179458618,75,115.537770986557,1710888140.381823
4.7693926681e-13,2.556598982284519e-11,2.604292908965519e-11,688,116.49746656417847,76,122.54435658454895,1710888147.3884087
3.7860569160460755e-13,2.1122519728737364e-11,2.150112542034197e-11,732,124.00336575508118,77,130.04982328414917,1710888154.8938754
3.9460639950753043e-13,1.7306492300908413e-11,1.7701098700415944e-11,779,131.84884119033813,78,137.8953251838684,1710888162.7393773
4.840685296777e-13,1.417715550002448e-11,1.466122402970218e-11,829,140.10080194473267,79,146.14719796180725,1710888170.99125
2.4853654888426593e-13,1.1192774180708059e-11,1.1441310729592324e-11,882,148.93375325202942,80,154.98019123077393,1710888179.8242433
1.2350862866479698e-13,8.183242672550148e-12,8.306751301214944e-12,939,158.40858483314514,81,164.455069065094,1710888189.2991211
5.463549714438233e-14,4.7735799099604035e-12,4.828215407104786e-12,999,168.38366508483887,82,174.43004250526428,1710888199.2740946
1.0070932028277197e-13,2.6617398940053945e-12,2.7624492142881663e-12,1064,179.74920535087585,83,185.79559469223022,1710888210.6396468
3.3985082025527063e-14,2.0453761920891077e-12,2.079361274114635e-12,1132,191.43753576278687,84,197.48398208618164,1710888222.3280342
8.521538110260896e-15,1.7176855171552638e-12,1.7262070552655247e-12,1205,203.81564378738403,85,209.86207842826843,1710888234.7061305
4.100953682443568e-15,1.534686420674261e-12,1.5387873743567046e-12,1282,216.6517014503479,86,222.698144197464,1710888247.5421963
5.5450647663272476e-15,1.3520602432157317e-12,1.357605307982059e-12,1364,230.47777247428894,87,236.52418780326843,1710888261.3682399
5.733296118062267e-15,1.1491707713191568e-12,1.1549040674372191e-12,1452,245.6389708518982,88,251.6851098537445,1710888276.529162
4.132129694644513e-15,9.866395923684552e-13,9.907717220630997e-13,1545,262.0055911540985,89,268.0520615577698,1710888292.8961136
3.4963223006811364e-15,8.208899632145616e-13,8.243862855152427e-13,1645,278.79938530921936,90,284.8458023071289,1710888309.6898544
2.468648939859667e-15,6.892907984803977e-13,6.917594474202574e-13,1750,296.2258470058441,91,302.27221298217773,1710888327.116265
2.2986652247858006e-15,5.458665545065541e-13,5.481652197313399e-13,1863,314.9382920265198,92,320.9849410057068,1710888345.828993
2.083455935703806e-15,4.005438108740423e-13,4.026272668097461e-13,1982,334.65230202674866,93,340.6985332965851,1710888365.5425854
3.817652255260247e-15,3.063045552502028e-13,3.101222075054631e-13,2110,357.01528000831604,94,363.0617790222168,1710888387.905831
2.7600942796725615e-15,2.4947441536581213e-13,2.522345096454847e-13,2245,379.46467542648315,95,385.51111364364624,1710888410.3551657
2.4710844500199415e-15,2.1810697563598523e-13,2.2057806008600518e-13,2389,403.6097683906555,96,409.65627455711365,1710888434.5003266
1.850837710629756e-15,1.868457974641469e-13,1.8869663517477666e-13,2543,429.3100335597992,97,435.3564999103546,1710888460.200552
1.4091205844937525e-15,1.6141623192927684e-13,1.628253525137706e-13,2706,456.72666931152344,98,462.7730083465576,1710888487.6170604
1.6609962435391383e-15,1.2084046631261798e-13,1.2250146255615712e-13,2880,485.6999468803406,99,491.74634742736816,1710888516.5903995
9.998433602680325e-16,9.398173556991017e-14,9.49815789301782e-14,3065,516.8472661972046,100,522.8936731815338,1710888547.7377253
5.734102913033971e-16,7.110141615427844e-14,7.167482644558184e-14,3261,550.0258736610413,101,556.072304725647,1710888580.9163568
2.7336469277315843e-16,5.917841954509589e-14,5.945178423786905e-14,3471,584.9279184341431,102,590.9749326705933,1710888615.8189847
1.3087098210591247e-16,4.78478796910524e-14,4.797875067315831e-14,3694,621.9623792171478,103,628.0093235969543,1710888652.8533757
1.2436143989373997e-16,3.926215276371041e-14,3.938651420360415e-14,3931,661.2729620933533,104,667.3192727565765,1710888692.1633248
1.2815002877658305e-16,3.232305634900258e-14,3.2451206377779165e-14,4183,703.1172122955322,105,709.1637880802155,1710888734.0078402
1.1807924903035158e-16,2.7022486174659167e-14,2.714056542368952e-14,4452,748.07120013237,106,754.1175785064697,1710888778.9616306
1.279330042952922e-16,2.3249530411846183e-14,2.3377463416141476e-14,4738,796.4506597518921,107,802.4970817565918,1710888827.3411338
1.0993685692393142e-16,2.025776621032263e-14,2.036770306724656e-14,5042,847.6520328521729,108,853.6984252929688,1710888878.5424774
8.742275219926772e-17,1.8132036216172576e-14,1.8219458968371843e-14,5366,902.1176908016205,109,908.1646647453308,1710888933.0087168
8.122016016453951e-17,1.6400778700655316e-14,1.6481998860819856e-14,5711,960.1218197345734,110,966.1682584285736,1710888991.0123105
9.094974882961427e-17,1.467744550359469e-14,1.4768395252424305e-14,6077,1021.4592773914337,111,1027.5062336921692,1710889052.3502858
7.539170208529218e-17,1.3082431907509234e-14,1.3157823609594525e-14,6467,1086.8789343833923,112,1092.927309513092,1710889117.7713616
7.957672936236406e-17,1.1553403665836949e-14,1.1632980395199313e-14,6883,1156.3396353721619,113,1162.3859310150146,1710889187.229983
7.730134140445067e-17,1.0226911970699993e-14,1.0304213312104444e-14,7325,1229.5458540916443,114,1235.5922598838806,1710889260.436312
7.996324114078151e-17,8.829290385326821e-15,8.909253626467603e-15,7795,1307.1420922279358,115,1313.1888735294342,1710889338.0329256
7.80668372176257e-17,7.710150792806896e-15,7.78821763002452e-15,8296,1389.945620059967,116,1395.9917838573456,1710889420.835836
7.754549915077028e-17,6.791277593667208e-15,6.868823092817979e-15,8828,1479.033071756363,117,1485.0796461105347,1710889509.9236982
8.20894405087565e-17,6.117538769806157e-15,6.199628210314914e-15,9395,1572.5559294223785,118,1578.6029965877533,1710889603.4470487
8.453791868171769e-17,5.500187836042993e-15,5.584725754724711e-15,9999,1672.37859249115,119,1678.4252400398254,1710889703.269292
