time,_step,_runtime,step,loss_boundary,loss_interior,loss,_timestamp,l2_error
28.009066581726074,70,32.287017583847046,473,4.5095609623615653e-07,3.118816522693388e-07,7.628377485054953e-07,1712870033.3851826,0.0005208243561710452
29.592121362686157,71,33.86986207962036,504,4.1018317056791123e-07,2.8050839980187273e-07,6.90691570369784e-07,1712870034.968027,0.000492753491949868
31.22860312461853,72,35.506227254867554,536,3.746385557859373e-07,2.558057990563074e-07,6.304443548422447e-07,1712870036.6043923,0.00046999194775003373
33.01806354522705,73,37.29573678970337,571,3.448304400272754e-07,2.326478618529016e-07,5.774783018801771e-07,1712870038.3939018,0.00045073061529211635
34.8545880317688,74,39.13228154182434,607,3.1482080806639444e-07,2.0696330663856376e-07,5.217841147049582e-07,1712870040.2304466,0.00043395519466109326
36.86166429519653,75,41.13970994949341,646,2.8254892169692685e-07,1.8541777726325669e-07,4.6796669896018354e-07,1712870042.237875,0.0004080951751921183
39.023011922836304,76,43.30105495452881,688,2.507427727730074e-07,1.6445022311973757e-07,4.1519299589274495e-07,1712870044.39922,0.0003805922898328814
41.296011209487915,77,45.574142932891846,732,2.231673530265043e-07,1.4665222473479857e-07,3.6981957776130285e-07,1712870046.672308,0.0003620167895865897
43.726813316345215,78,48.00494909286499,779,1.89605123861219e-07,1.2674997533321295e-07,3.16355099194432e-07,1712870049.1031141,0.00033141309207814813
46.29542374610901,79,50.57338547706604,829,1.624485323701394e-07,1.1136475140630528e-07,2.7381328377644465e-07,1712870051.6715505,0.000309791955255476
49.025012493133545,80,53.30266737937927,882,1.3706957159751176e-07,9.686675814759402e-08,2.3393632974510578e-07,1712870054.4008324,0.0002816052537787272
51.933106899261475,81,56.210768938064575,939,1.1570807024398727e-07,8.328339428070148e-08,1.9899146452468876e-07,1712870057.308934,0.00026052414995368336
54.99693322181702,82,59.27460479736328,999,9.442194246570173e-08,6.970834263035002e-08,1.6413028509605174e-07,1712870060.3727698,0.00023707234470775904
58.36902952194214,83,62.64716386795044,1064,7.581200404900919e-08,5.729339322463661e-08,1.3310539727364578e-07,1712870063.745329,0.00021400891624525592
61.86735677719116,84,66.145352602005,1132,6.015418626327733e-08,4.622986120671567e-08,1.06384047469993e-07,1712870067.2435176,0.000190465785201918
65.61372661590576,85,69.89216446876526,1205,4.577352788901099e-08,3.578766104414065e-08,8.156118893315164e-08,1712870070.9903295,0.0001687832273391085
69.55987167358398,86,73.83761835098267,1282,3.4854932435199515e-08,2.7648092122765633e-08,6.250302455796515e-08,1712870074.9357834,0.00014702845779564642
73.7566659450531,87,78.03429436683655,1364,2.5555699388227156e-08,2.1468274323748938e-08,4.702397371197609e-08,1712870079.1324594,0.0001288286520682811
78.22921943664551,88,82.50691103935242,1452,1.804068870085805e-08,1.678758133187627e-08,3.4828270032734315e-08,1712870083.605076,0.00011065826888433336
82.98131823539734,89,87.25940299034119,1545,1.2434779566784221e-08,1.3444318703809976e-08,2.58790982705942e-08,1712870088.357568,9.263689619870155e-05
88.15929126739502,90,92.43731594085693,1645,8.767791702552027e-09,1.0940078190172139e-08,1.9707869892724166e-08,1712870093.535481,7.876378494986444e-05
93.52762937545776,91,97.80538177490234,1750,6.020401843501784e-09,9.028922576810082e-09,1.5049324420311865e-08,1712870098.9035468,6.659113545246374e-05
99.26510906219482,92,103.5432870388031,1863,4.107794930557853e-09,7.356954106189059e-09,1.1464749036746913e-08,1712870104.641452,5.477503579207257e-05
105.4101665019989,93,109.68777322769165,1982,2.7553363947569937e-09,6.278974725230733e-09,9.034311119987726e-09,1712870110.7859383,4.58155547819236e-05
111.9561243057251,94,116.23391938209534,2110,1.968573954878261e-09,5.557013206694999e-09,7.52558716157326e-09,1712870117.3320844,3.933735295054262e-05
118.88870668411255,95,123.16681671142578,2245,1.4843123663106062e-09,4.955389367943062e-09,6.4397017342536676e-09,1712870124.2649817,3.4047409927335994e-05
126.2593469619751,96,130.53707075119019,2389,1.2191653525899509e-09,4.4257240538828875e-09,5.6448894064728386e-09,1712870131.6352358,3.0777151236331164e-05
134.13795638084412,97,138.41563034057617,2543,1.0397286727371557e-09,3.97274024489029e-09,5.012468917627445e-09,1712870139.5137954,2.83089542933836e-05
142.52922773361206,98,146.8074972629547,2706,9.263415602202755e-10,3.6423241110482386e-09,4.568665671268514e-09,1712870147.9056623,2.6559127592234414e-05
151.56991004943848,99,155.84785056114197,2880,8.395071723053788e-10,3.3481529361690703e-09,4.187660108474449e-09,1712870156.9460156,2.5307274068955197e-05
161.14399981498718,100,165.42179107666016,3065,7.789669989086123e-10,3.126551273976001e-09,3.905518272884613e-09,1712870166.519956,2.430878636851543e-05
171.2327539920807,101,175.5108027458191,3261,7.307561414995979e-10,2.942038909826284e-09,3.672795051325882e-09,1712870176.6089678,2.34382042987534e-05
182.14560174942017,102,186.42360162734985,3471,6.915206747461806e-10,2.7715912672090277e-09,3.463111941955208e-09,1712870187.5217667,2.2780615819810763e-05
193.56693625450134,103,197.84513640403748,3694,6.591496915411325e-10,2.5944739111247343e-09,3.2536236026658667e-09,1712870198.9433014,2.2193293163215633e-05
205.6671862602234,104,209.94487643241882,3931,6.289794234314035e-10,2.395527142040924e-09,3.0245065654723274e-09,1712870211.0430415,2.179002824736758e-05
218.67544651031494,105,222.95319199562073,4183,6.075273766521267e-10,2.209049665473276e-09,2.8165770421254024e-09,1712870224.051357,2.1769457826456096e-05
232.5052032470703,106,236.78318810462952,4452,5.910900604618943e-10,2.0276062567277956e-09,2.61869631718969e-09,1712870237.8813531,2.1609660305188276e-05
247.30975580215454,107,251.58741068840027,4738,5.770506985305668e-10,1.8333384785167966e-09,2.410389177047363e-09,1712870252.6855757,2.1477097152091372e-05
262.95555448532104,108,267.2334339618683,5042,5.525896688114182e-10,1.5716913165838293e-09,2.1242809853952478e-09,1712870268.331599,2.1103525180088397e-05
279.70116329193115,109,283.97907876968384,5366,5.079316101303452e-10,1.3726099430182485e-09,1.880541553148594e-09,1712870285.0772438,1.993705063697746e-05
