l2_error,step,loss,time,_step,_runtime,_timestamp,loss_boundary,loss_interior
0.16341957643378247,88,0.27402730294235983,6.483051776885986,43,10.438137531280518,1714358499.6996064,0.030613880201168345,0.24341342274119146
0.14415355497900037,93,0.256244404502728,6.749446868896484,44,10.70511245727539,1714358499.9665813,0.03068740472941522,0.22555699977331278
0.1481301782483489,99,0.23640344472589575,7.067475318908691,45,11.023431777954102,1714358500.2849007,0.03065363090172229,0.20574981382417346
0.14188320998660459,106,0.22576808551061672,7.440604209899902,46,11.39687991142273,1714358500.6583488,0.029726668448642662,0.19604141706197406
0.13942978285219995,113,0.21724193525368388,7.805778741836548,47,11.76144552230835,1714358501.0229144,0.028971610204070124,0.18827032504961375
0.1520498756347688,120,0.2100033738446859,8.169008255004883,48,12.124690532684326,1714358501.3861594,0.028000711181082643,0.18200266266360327
0.13398830559897687,128,0.20123442263585242,8.585689783096313,49,12.541287660598755,1714358501.8027565,0.02657065462400641,0.17466376801184602
0.13484082360890123,136,0.19447768120681974,8.999690532684326,50,12.955362319946289,1714358502.2168312,0.02528466685155807,0.16919301435526166
0.13319935772767746,145,0.18811604020888797,9.467721462249756,51,13.423436403274536,1714358502.6849053,0.023974071845485338,0.16414196836340264
0.12418454995321077,154,0.1816771556696365,9.939380168914795,52,13.895049810409546,1714358503.1565187,0.022685939613195025,0.15899121605644148
0.12034790939167385,164,0.1755673133898708,10.47020411491394,53,14.42605447769165,1714358503.6875234,0.021115954123559332,0.15445135926631148
0.11626264212376781,175,0.16968050800709578,11.04980993270874,54,15.005548238754272,1714358504.2670171,0.01971984031461744,0.14996066769247834
0.11263346916733664,186,0.1640759352194651,11.631178379058838,55,15.587922811508179,1714358504.8493917,0.01836649236982147,0.14570944284964363
0.10988970326234203,198,0.1568748319152302,12.265888690948486,56,16.221659898757935,1714358505.4831288,0.016597010080766333,0.14027782183446386
0.10241335709155153,211,0.15103344001487187,12.939435243606567,57,16.89460301399231,1714358506.156072,0.015216533359756238,0.13581690665511564
0.0966204200834011,224,0.1454273003073217,13.789139032363892,58,17.74533176422119,1714358507.0068007,0.013957083082796617,0.1314702172245251
0.0933456057721265,238,0.13983009220615641,14.542553424835205,59,18.498388290405273,1714358507.7598572,0.012660500973184562,0.12716959123297186
0.08531320148717861,254,0.131775907149388,15.367100477218628,60,19.322211980819702,1714358508.5836809,0.011026845155146688,0.12074906199424132
0.08141811734757758,270,0.12609519534909344,16.064944982528687,61,20.01972198486328,1714358509.2811909,0.009827826996788098,0.11626736835230533
0.07870613234595321,288,0.12158033395654833,16.85006356239319,62,20.80489993095398,1714358510.0663688,0.008833268838841635,0.11274706511770669
0.06932325977060821,306,0.11229572109091958,17.64765954017639,63,21.60256052017212,1714358510.8640294,0.007134404956972694,0.10516131613394689
0.06587031921608669,326,0.10788777067270351,18.808897018432617,64,22.764641523361206,1714358512.0261104,0.0064336880692369425,0.10145408260346657
0.06169991692412063,347,0.10309509389821812,19.94107747077942,65,23.897428512573242,1714358513.1588974,0.005674725667177884,0.09742036823104024
0.057764569244862854,369,0.09852154371556845,21.11934232711792,66,25.074987649917603,1714358514.3364565,0.004999446030548316,0.09352209768502014
0.053100826727585114,393,0.0923898960268793,22.568001747131348,67,26.52374029159546,1714358515.7852092,0.004194943780642013,0.08819495224623729
0.04926018218210983,418,0.08775553925094846,23.926653385162354,68,27.882740020751953,1714358517.144209,0.0036765085590946887,0.08407903069185378
0.046208333069605936,445,0.08363687689043701,25.440036058425903,69,29.398071765899658,1714358518.6595407,0.003223639344202951,0.08041323754623407
0.04429503260559094,473,0.08065137295389997,27.032488346099854,70,30.988606452941895,1714358520.2500753,0.002944632715919835,0.07770674023798013
0.04253819116498979,504,0.07723900115573339,28.691189765930176,71,32.64695453643799,1714358521.9084234,0.002643584392951582,0.07459541676278181
0.04007827098118202,536,0.07378014119821007,30.384268045425415,72,34.3396475315094,1714358523.6011164,0.0023782132446422085,0.07140192795356785
0.03740828130026333,571,0.0702145831193172,32.558112144470215,73,36.51332187652588,1714358525.7747908,0.0021286947543734834,0.06808588836494373
0.03469934722443173,607,0.06690662684146441,35.51159405708313,74,39.4670934677124,1714358528.7285624,0.0019348732821641323,0.06497175355930028
0.03295982800704724,646,0.0632977812054651,38.83014678955078,75,42.78534770011902,1714358532.0468166,0.0017544849152272206,0.06154329629023788
0.030807580816080204,688,0.05920387368663487,40.74083113670349,76,44.69635534286499,1714358533.9578242,0.0015257272455666538,0.057678146441068216
0.028984808624096803,732,0.05550736344441482,43.05997681617737,77,47.01495289802551,1714358536.2764218,0.0013854949599100784,0.054121868484504745
0.027165217770765655,779,0.05021318491469235,45.529072523117065,78,49.484243869781494,1714358538.7457128,0.001266461260090409,0.04894672365460194
0.032476961844924705,829,0.04622423890660638,48.1717004776001,79,52.12722992897034,1714358541.3886988,0.0011172621596012558,0.045106976747005124
0.024440739697955693,882,0.04071413587390289,50.951430559158325,80,54.90650773048401,1714358544.1679766,0.001004817590692024,0.03970931828321087
0.02366746360487407,939,0.036817296372413946,54.11216926574707,81,58.06758499145508,1714358547.3290539,0.0009316750588214235,0.03588562131359252
0.02348375981752541,999,0.03157592578085209,59.03701639175415,82,62.99234867095947,1714358552.2538176,0.0008496694175084231,0.030726256363343668
0.02141504176271679,1064,0.0281689184486193,63.81088328361511,83,67.7773962020874,1714358557.038865,0.0007916058453136659,0.027377312603305632
0.02159201411598294,1132,0.025096891929012446,68.0926616191864,84,72.04806876182556,1714358561.3095376,0.0007449580823434124,0.024351933846669033
0.020271985829213548,1205,0.02258512203645475,72.19188261032104,85,76.14744305610657,1714358565.408912,0.0006931409365633016,0.02189198109989145
0.019241442066505673,1282,0.01999046862872749,77.08147263526917,86,81.0372486114502,1714358570.2987175,0.0006498803437153225,0.01934058828501217
0.018867716127525698,1364,0.01717985122030709,81.73286008834839,87,85.68854761123657,1714358574.9500165,0.0005864181100506402,0.01659343311025645
0.0178914282005299,1452,0.014984430073506116,86.33496451377869,88,90.2906243801117,1714358579.5520933,0.0005374875262560286,0.014446942547250088
0.016746588011771306,1545,0.012980512504430304,91.53922867774963,89,95.49487614631653,1714358584.756345,0.0005013660894540946,0.01247914641497621
0.01585287333332287,1645,0.011212760284426911,97.82589530944824,90,101.78129529953003,1714358591.0427642,0.00044224736409125085,0.01077051292033566
0.015083635856532447,1750,0.009686965401216541,104.66536045074463,91,108.62105798721313,1714358597.8825269,0.00039976278025119575,0.009287202620965346
0.014028565676294373,1863,0.00786044934196306,111.18662929534912,92,115.1421549320221,1714358604.4036238,0.0003458457196962322,0.007514603622266828
0.013242342243479184,1982,0.006882227763748164,119.73865127563477,93,123.6942389011383,1714358612.9557078,0.0003142030369949791,0.006568024726753185
0.012418333333642978,2110,0.005741554876460346,128.64670276641846,94,132.6023507118225,1714358621.8638196,0.00027520852972902094,0.0054663463467313255
0.011882593087531887,2245,0.00517313426759248,137.76102590560913,95,141.7165927886963,1714358630.9780617,0.0002563865974625241,0.004916747670129956
0.011406074348091122,2389,0.004603187995832989,146.32081747055054,96,150.27736568450928,1714358639.5388346,0.00023470488212455376,0.004368483113708435
0.010772933745606594,2543,0.003994042296163326,154.749037027359,97,158.70481419563293,1714358647.966283,0.00021173683271197264,0.0037823054634513534
0.008526255004436068,2706,0.0021015003630103636,164.8893973827362,98,168.84572672843933,1714358658.1071956,0.00013538042221597786,0.0019661199407943857
0.007966656162851395,2880,0.0018287838271562366,174.0728793144226,99,178.02999329566956,1714358667.2914622,0.00012070636445063404,0.0017080774627056025
0.0075376519782735,3065,0.0016715535779131254,183.78874230384827,100,187.74412322044373,1714358677.005592,0.00011246393512679383,0.0015590896427863316
0.007367743302073531,3261,0.0015264016195799075,193.91725945472717,101,197.87298202514648,1714358687.134451,0.00010491579841115034,0.0014214858211687572
0.0071882927882122374,3471,0.0014076511497135645,205.12478280067444,102,209.08048152923584,1714358698.3419504,9.82355140706566e-05,0.0013094156356429079
0.006903835492051302,3694,0.0013214134856673453,217.20017409324646,103,221.1558792591095,1714358710.4173481,9.339552569285563e-05,0.0012280179599744897
0.006847362682374927,3931,0.0012365969171918107,229.88777828216553,104,233.8434181213379,1714358723.104887,8.927932611213129e-05,0.0011473175910796795
0.0066569911705782765,4183,0.001165023348210717,243.869873046875,105,247.82565569877625,1714358737.0871246,8.427626634688438e-05,0.0010807470818638327
0.006390876546766435,4452,0.0011123904171984882,258.455176115036,106,262.41127038002014,1714358751.6727393,8.108882203907221e-05,0.001031301595159416
0.006339168258206899,4738,0.0010665872870015305,274.1551923751831,107,278.1126229763031,1714358767.3740919,7.828861467055722e-05,0.0009882986723309733
0.006226489900106262,5042,0.001016275281521226,291.12247467041016,108,295.07818388938904,1714358784.3396528,7.527642984255874e-05,0.0009409988516786671
0.006116694141010162,5366,0.0009801756461000244,310.1052896976471,109,314.0610053539276,1714358803.3224742,7.305308835332184e-05,0.0009071225577467025
0.006076240741437783,5711,0.0009482619469510713,329.1943550109863,110,333.1501486301422,1714358822.4116175,7.106439001484191e-05,0.0008771975569362294
0.0060274199982857,6077,0.0009253304533938905,349.4078640937805,111,353.3636395931244,1714358842.6251085,6.967379537269133e-05,0.0008556566580211992
0.0059604119240084415,6467,0.0009032144262859636,371.5305061340332,112,375.48628211021423,1714358864.747751,6.839212459940664e-05,0.000834822301686557
0.0059166412416499945,6883,0.0008850681728962498,393.5681266784668,113,397.52585220336914,1714358886.787321,6.729424787807386e-05,0.0008177739250181759
0.005877683885703127,7325,0.0008653831820495709,417.06734919548035,114,421.02359104156494,1714358910.28506,6.605423077690303e-05,0.0007993289512726679
0.005754825224089769,7795,0.0008256258875172565,442.3848888874054,115,446.3411147594452,1714358935.6025836,6.362747722702213e-05,0.0007619984102902344
0.005686064410920768,8296,0.000797461767905347,469.33139848709106,116,473.2873568534851,1714358962.5488257,6.191051537371393e-05,0.0007355512525316331
0.005651808938045087,8828,0.0007743478264848837,498.6082468032837,117,502.5645501613617,1714358991.826019,6.054173713828887e-05,0.0007138060893465948
0.0055741882812435735,9395,0.0007443622704883569,528.9901070594788,118,532.9462957382202,1714359022.2077646,5.8592658230185815e-05,0.0006857696122581711
0.0054703599324777835,9999,0.0007027770296345759,562.4803092479706,119,566.4360363483429,1714359055.6975052,5.589623259430997e-05,0.0006468807970402659
