loss,time,_runtime,_timestamp,loss_interior,_step,step,l2_error,loss_boundary
48.68663758935562,1.545159101486206,6.046010732650757,1714509798.0990307,48.67366922335172,0,0,1.3292425951930145,0.012968366003896538
27.182484368555578,1.9435172080993652,6.1841113567352295,1714509798.2371314,26.116924709024776,1,1,1.024547250752605,1.0655596595308023
26.305268428866253,2.0202486515045166,6.260761737823486,1714509798.3137817,25.44726528725358,2,2,1.024547250752605,0.8580031416126722
26.305268428866253,2.0953760147094727,6.335764646530151,1714509798.3887846,25.44726528725358,3,3,1.024547250752605,0.8580031416126722
26.305268428866253,2.2002310752868652,6.440606117248535,1714509798.493626,25.44726528725358,4,4,1.0304976123512422,0.8580031416126722
26.02865816414518,2.2728869915008545,6.513356685638428,1714509798.5663767,25.169979604516623,5,5,1.049038550938893,0.8586785596285568
26.005258250253753,2.346489906311035,6.586884498596191,1714509798.6399045,25.137479420389464,6,6,1.049038550938893,0.8677788298642897
26.005258250253753,2.43935489654541,6.689463138580322,1714509798.7424831,25.137479420389464,7,7,1.0490413806228462,0.8677788298642897
26.005258072342006,2.583240509033203,6.827338933944702,1714509798.880359,25.13747755302721,8,8,1.0490419071807728,0.8677805193147955
26.00525685471716,2.682727575302124,6.9232892990112305,1714509798.9763093,25.137475882918153,9,9,0.956781947581027,0.8677809717990067
25.097988816864454,2.755643844604492,6.996222257614136,1714509799.0492423,24.350557581524885,10,10,0.9488917990951545,0.7474312353395677
24.978180339640165,2.829374074935913,7.069971561431885,1714509799.1229916,24.247614178216836,11,11,0.9436647930355582,0.7305661614233296
24.94227028430531,2.9050087928771973,7.145409107208252,1714509799.198429,24.22479727079186,12,12,0.9436647930355582,0.7174730135134477
24.94227028430531,2.978015422821045,7.218583822250366,1714509799.2716038,24.22479727079186,13,13,0.9436620771689601,0.7174730135134477
24.942259010165383,3.0500006675720215,7.2905659675598145,1714509799.343586,24.224792997406855,14,14,0.9492972723240806,0.717466012758527
24.897098535840037,3.1271800994873047,7.367682933807373,1714509799.420703,24.183887550464384,15,15,0.9504194862016918,0.713210985375654
