_step,_runtime,loss_interior,l2_error,loss_boundary,loss,step,time,_timestamp
42,15.52688455581665,0.19877372589860948,0.08267417891589568,0.009391570103607028,0.2081652960022165,82,12.11664867401123,1712766209.5124645
43,16.222768545150757,0.16855972131644023,0.0783900921488977,0.008615077268231273,0.1771747985846715,88,12.812772512435913,1712766210.2083485
44,16.80927872657776,0.14636480181190725,0.0905559227584319,0.00838113730703425,0.1547459391189415,93,13.399241924285889,1712766210.7948587
45,17.506929397583008,0.10423887286907103,0.06913306612237283,0.00789369296440817,0.1121325658334792,99,14.096919536590576,1712766211.4925094
46,18.324885606765747,0.08018251794686819,0.06518873603502492,0.006758881692277694,0.08694139963914588,106,14.914818048477173,1712766212.3104656
47,19.373682498931885,0.07386748378834797,0.06569831781387753,0.006565979429226608,0.08043346321757458,113,15.963511228561401,1712766213.3592625
48,20.229811429977417,0.05928592703560975,0.059182202066564445,0.006299078228352793,0.06558500526396255,120,16.819631814956665,1712766214.2153914
49,21.203866958618164,0.04512324733586794,0.05738562067019132,0.00599576443020651,0.05111901176607445,128,17.79337191581726,1712766215.189447
50,22.16666531562805,0.04090241431104074,0.0573350705841152,0.005980385463410174,0.046882799774450916,136,18.75652503967285,1712766216.1522453
51,23.249363660812378,0.03695419882303261,0.05859183884969085,0.00581237833931803,0.04276657716235064,145,19.83923053741455,1712766217.2349436
52,24.33958077430725,0.03486615754825282,0.056644917995539744,0.005744347289860186,0.04061050483811301,154,20.92943549156189,1712766218.3251607
53,25.549216508865356,0.03277511249137821,0.05581583834705391,0.00567914837068689,0.038454260862065104,164,22.139039754867554,1712766219.5347965
54,26.886832237243652,0.03054597736797035,0.0571903304626022,0.005608016632084974,0.036153994000055326,175,23.476699590682983,1712766220.8724122
55,28.20824122428894,0.02822238498867832,0.05582226090711261,0.005521260034885584,0.033743645023563903,186,24.79810619354248,1712766222.1938212
56,29.67858338356018,0.02625002583625074,0.05555319408677106,0.005436404436851572,0.03168643027310231,198,26.26803684234619,1712766223.6641634
57,31.287986516952515,0.024283164750865265,0.05635563241470743,0.005340109867426893,0.02962327461829216,211,27.877949953079224,1712766225.2735665
58,32.97425985336304,0.02230671828291914,0.05375695136872021,0.005232935399044794,0.027539653681963934,224,29.564176321029663,1712766226.9598398
59,34.735602140426636,0.020395472892637854,0.05495009220178051,0.005161774405719087,0.02555724729835694,238,31.325294017791748,1712766228.721182
60,36.635334491729736,0.018477616160409018,0.05392370082210421,0.0050588113773728524,0.02353642753778187,254,33.22497582435608,1712766230.6209145
61,38.538487672805786,0.01700840883729259,0.052685078422470444,0.0049423798665924265,0.021950788703885015,270,35.12836837768555,1712766232.5240676
62,40.68840527534485,0.015469914327517265,0.05305450937124719,0.00480454742939701,0.020274461756914275,288,37.27808713912964,1712766234.6739852
63,42.827656984329224,0.014162774553003462,0.05182337043095468,0.00467333299604455,0.018836107549048013,306,39.417582750320435,1712766236.813237
64,45.19763159751892,0.012303759482008497,0.050661504063610974,0.004470087296441344,0.01677384677844984,326,41.78758215904236,1712766239.1832116
65,47.67235350608826,0.01102494168006602,0.05177777641128168,0.0043172561373977765,0.015342197817463796,347,44.26230502128601,1712766241.6579335
66,50.2881920337677,0.009887260135457451,0.04939668382550375,0.004172507888444352,0.014059768023901803,369,46.87774872779846,1712766244.273772
67,53.126880407333374,0.00872873653106936,0.0490410291620497,0.004021970317416437,0.012750706848485796,393,49.71678328514099,1712766247.1124604
68,56.102450132369995,0.007938623471883342,0.0476980522932534,0.003914022619275856,0.011852646091159198,418,52.6923668384552,1712766250.08803
69,59.30641984939575,0.007177719415317987,0.048732520736823895,0.0038012088228338947,0.010978928238151883,445,55.896373987197876,1712766253.2919998
70,62.626957654953,0.006180323898851273,0.046217795826289376,0.0036316253732909844,0.009811949272142257,473,59.216639041900635,1712766256.6125376
71,66.27790069580078,0.0054400454959443985,0.04424956533660618,0.0035050004674726724,0.00894504596341707,504,62.86782717704773,1712766260.2634807
72,70.04210877418518,0.004822966581754569,0.04410937012003091,0.0033755423227213865,0.008198508904475956,536,66.63207268714905,1712766264.0276887
73,74.18581175804138,0.004233121808016065,0.04390443069039648,0.0032304562195848143,0.007463578027600879,571,70.77576637268066,1712766268.1713917
74,78.44534873962402,0.0037016860757284587,0.04274481469952047,0.0030740575047313186,0.006775743580459777,607,75.03515338897705,1712766272.4309287
75,83.10139226913452,0.003132631461917597,0.04138022409752991,0.002872448188388294,0.006005079650305891,646,79.69132041931152,1712766277.0869722
76,88.09473490715027,0.0026968045500375456,0.04001907611283645,0.0026769113140937676,0.005373715864131313,688,84.68438696861267,1712766282.0803149
77,93.39072036743164,0.002434048825170811,0.039142168416316625,0.0025353373433816616,0.0049693861685524724,732,89.98057508468628,1712766287.3763003
78,99.07698178291321,0.002188695535034347,0.03809398081206048,0.002386995169179095,0.004575690704213442,779,95.66689109802246,1712766293.0625618
79,105.1291172504425,0.002031711831006241,0.03732592214410838,0.0022762161982332373,0.004307928029239478,829,101.71900701522827,1712766299.1146972
80,111.45092582702637,0.0018237997375696896,0.035830197948244775,0.002112873150822156,0.003936672888391846,882,108.04088711738586,1712766305.4365058
81,118.27530264854431,0.0016775227266185963,0.03499245730957462,0.001981310753755227,0.0036588334803738234,939,114.86496877670288,1712766312.2608826
82,125.4821400642395,0.0015678181560230926,0.034197411194599,0.0018768543227229094,0.0034446724787460022,999,122.07207250595093,1712766319.46772
83,133.27420234680176,0.00143726555536232,0.03282531780516079,0.0017309607966243183,0.0031682263519866383,1064,129.86415934562683,1712766327.2597823
84,141.41799664497375,0.0012970049684552921,0.031318250698299285,0.0015781905851449634,0.0028751955536002556,1132,138.00789737701416,1712766335.4035766
85,150.19350957870483,0.001194747241564589,0.030369312411738715,0.001451050094421881,0.00264579733598647,1205,146.7834391593933,1712766344.1790895
86,159.4613742828369,0.0011064211811145637,0.0291522104918912,0.00133715471661609,0.0024435758977306536,1282,156.05115842819214,1712766353.4469543
87,169.30143427848816,0.0010260037090889002,0.02756377306620137,0.0012290073833722125,0.002255011092461113,1364,165.89133644104004,1712766363.2870142
88,179.85498809814453,0.0009433757665630396,0.026750149212883944,0.0011167824597372645,0.0020601582263003043,1452,176.44494128227234,1712766373.840568
89,191.0382046699524,0.0008718944048567622,0.025766695507992075,0.0010239714985463676,0.0018958659034031297,1545,187.62811088562012,1712766385.0237846
90,203.04338145256042,0.0008001791303549988,0.024565252006361803,0.0009263621645947131,0.0017265412949497118,1645,199.63335943222046,1712766397.0289614
91,215.64070105552673,0.0007288247327271082,0.023049015570300264,0.0008316311454930327,0.0015604558782201408,1750,212.23061418533325,1712766409.626281
92,229.15149688720703,0.0006611040291638294,0.02212336898278762,0.0007412623462770609,0.0014023663754408901,1863,225.741290807724,1712766423.1370769
93,243.41057109832764,0.0006103263797635222,0.020739111714573804,0.0006749185068445329,0.001285244886608055,1982,240.00040817260742,1712766437.396151
94,258.69511222839355,0.0005624897871216677,0.02003042595262772,0.0006134010951441575,0.0011758908822658252,2110,255.28506684303284,1712766452.6806922
95,274.84988832473755,0.0005188613972348057,0.01914455451322396,0.000557044272891677,0.0010759056701264828,2245,271.43983721733093,1712766468.8354683
96,292.0497817993164,0.0004735046212068398,0.01814773009536775,0.0005006490847781909,0.0009741537059850307,2389,288.6397371292114,1712766486.0353618
97,310.53558230400085,0.00042784818852559736,0.01710701986486865,0.0004445683758752844,0.0008724165644008817,2543,307.12525391578674,1712766504.5211623
98,330.30210304260254,0.0003904094389748017,0.016125780947388178,0.00039880065923282435,0.0007892100982076261,2706,326.89181542396545,1712766524.287683
99,351.28158617019653,0.0003595909256941783,0.015349418609644692,0.0003618484164986654,0.0007214393421928437,2880,347.87131571769714,1712766545.2671661
100,373.5195379257202,0.00033084388625564086,0.014586925403720941,0.0003269158965014647,0.0006577597827571056,3065,370.1091842651367,1712766567.505118
101,397.099258184433,0.0003045924454321906,0.013881835681782412,0.00029652031895600835,0.000601112764388199,3261,393.6889832019806,1712766591.0848382
102,422.46559596061707,0.00028009246264234817,0.013146874602359524,0.0002680946213721846,0.0005481870840145327,3471,419.0551359653473,1712766616.451176
103,449.73148822784424,0.0002574067190026569,0.012454101767532085,0.00024204256189280782,0.0004994492808954648,3694,446.32134914398193,1712766643.7170682
104,478.4930775165558,0.00023746100755098562,0.011817248617859467,0.00021870262635356318,0.0004561636339045488,3931,475.08268451690674,1712766672.4786575
105,509.0154049396515,0.0002200826529937303,0.01128082179874459,0.0001998607193818253,0.0004199433723755556,4183,505.60528588294983,1712766703.000985
106,541.6362500190735,0.00020438189846392978,0.010715157399712256,0.00018239115411566563,0.0003867730525795954,4452,538.2259864807129,1712766735.62183
107,576.434796333313,0.00018872897921470017,0.010191429004309607,0.0001651077291318543,0.00035383670834655443,4738,573.0247054100037,1712766770.4203763
108,613.2187187671661,0.00017379582396501948,0.009580906712116203,0.0001486317493232781,0.0003224275732882976,5042,609.8084638118744,1712766807.2042987
109,652.6085457801819,0.00016005044405569858,0.009120665480966832,0.00013353028428776656,0.0002935807283434652,5366,649.1982221603394,1712766846.5941257
110,694.9838228225708,0.0001476250382333631,0.008636032710909998,0.00011968832746940497,0.00026731336570276807,5711,691.5734186172485,1712766888.9694028
111,738.8986005783081,0.00013521048865694813,0.008110545021584925,0.000106067447215236,0.00024127793587218414,6077,735.4873249530792,1712766932.8841805
112,787.4120497703552,0.00012543553523820334,0.007701575369329171,9.522119753347504e-05,0.00022065673277167836,6467,784.0010297298431,1712766981.3976297
113,837.2975375652313,0.00011623724307656862,0.007238686526286524,8.496631348899258e-05,0.0002012035565655612,6883,833.8874399662018,1712767031.2831175
114,890.7612850666046,0.00010751215194601942,0.00680696429175686,7.524024348045382e-05,0.00018275239542647325,7325,887.3507118225098,1712767084.746865
115,947.075058221817,9.896224000619956e-05,0.006341986482193313,6.567951952855355e-05,0.0001646417595347531,7795,943.6647131443024,1712767141.0606382
116,1006.9777510166168,9.19411423802918e-05,0.00589324119032016,5.800010635389907e-05,0.00014994124873419086,8296,1003.5673849582672,1712767200.963331
117,1070.5102453231812,8.488321661847586e-05,0.005524688729563433,5.0298606570112794e-05,0.00013518182318858864,8828,1067.099940776825,1712767264.4958253
118,1138.240796327591,7.919598805093026e-05,0.00517769619040076,4.420251125576182e-05,0.0001233984993066921,9395,1134.8304142951965,1712767332.2263763
119,1212.1241483688354,7.347388226827144e-05,0.004803374118730683,3.822345450222173e-05,0.00011169733677049318,9999,1208.7137296199799,1712767406.1097283
