loss_boundary,l2_error,loss_interior,_timestamp,loss,step,time,_step,_runtime
0.012968366003896538,0.32073857919621296,48.67366922335172,1714515241.3912814,48.68663758935562,0,1.4115371704101562,0,5.855090379714966
0.09228981304942697,0.3205480850463757,48.03408855845882,1714515241.668442,48.126378371508245,1,2.062390089035034,1,6.132251024246216
0.09012880402197453,0.32053482564962094,48.000345958394924,1714515241.8853793,48.090474762416896,2,2.2781600952148438,2,6.349188327789307
0.09009487847813823,0.3205430941807092,47.999264689098666,1714515242.0848086,48.08935956757681,3,2.478428602218628,3,6.548617601394653
0.09009429555656441,0.3454567483793472,47.999089536003964,1714515242.280289,48.089183831560526,4,2.673889636993408,4,6.744097948074341
0.07364062056801395,0.37031396595786836,46.34981478787154,1714515242.489507,46.42345540843955,5,2.8831119537353516,5,6.95331597328186
0.13912435714558397,0.6133715324689943,46.16305942946293,1714515242.6811802,46.302183786608516,6,3.0748202800750732,6,7.144989252090454
0.06714025438513681,4.202453816741739,45.869839361231094,1714515242.874037,45.93697961561623,7,3.2663934230804443,7,7.337846040725708
7.525329190896256,1.7057950626449545,34.10800575775127,1714515243.0595741,41.63333494864753,8,3.4532082080841064,8,7.523383140563965
1.123239638339501,0.917310903514972,22.131335162669874,1714515243.271435,23.254574801009376,9,3.6642558574676514,9,7.735244035720825
0.2911802499693593,0.8512571538273775,19.310959564593144,1714515243.486313,19.602139814562502,10,3.879955530166626,10,7.950122117996216
0.2376562522623815,0.846730198897371,18.425498268596733,1714515243.7092836,18.663154520859116,11,4.102546215057373,11,8.173092603683472
0.23414648582042336,1.0320451507457025,18.33337413775385,1714515243.907799,18.567520623574275,12,4.301451206207275,12,8.371608018875122
0.4341621250486014,0.9060987854528118,14.650686710883823,1714515244.175672,15.084848835932425,13,4.5696306228637695,13,8.63948106765747
0.315718065102834,0.6994812444727541,12.16557899385928,1714515244.384724,12.481297058962113,14,4.778227806091309,14,8.848532915115356
0.3963584075750281,0.5751191044630177,5.912937464436524,1714515244.5970068,6.309295872011552,15,4.99022912979126,15,9.060815811157227
0.2566727519190578,0.5335789053965707,4.514167439722323,1714515244.8107932,4.770840191641381,16,5.203797340393066,16,9.274602174758911
0.2491506935008104,0.2750137459085233,2.0579743012901988,1714515245.0094447,2.307124994791009,17,5.402949810028076,17,9.473253726959229
0.07131480983122417,0.2467281526998476,1.1164922305613925,1714515245.2190702,1.1878070403926166,18,5.612653732299805,18,9.682879209518433
0.05556259959343028,0.1641630541204281,0.8960617559055322,1714515245.4189157,0.9516243554989624,19,5.812462329864502,19,9.88272476196289
0.02876329056634991,0.19603017663553013,0.5493296700709192,1714515245.6212876,0.5780929606372691,20,6.014868974685669,20,10.085096597671509
0.03270387406535025,0.12017480887422083,0.1781739828747414,1714515245.8094745,0.21087785694009165,21,6.203054666519165,21,10.2732834815979
0.011899332229449916,0.05611942624473568,0.07484495288135769,1714515246.007805,0.0867442851108076,22,6.398775577545166,22,10.471614122390747
0.0030916308971155266,0.021610405196619074,0.024999570070791382,1714515246.2086937,0.028091200967906908,23,6.601965427398682,23,10.672502756118774
0.0004209379452984029,0.012332003995143887,0.00821783521508873,1714515246.4185452,0.008638773160387133,24,6.811790943145752,24,10.882354259490967
0.0001426846077306529,0.00736908882278886,0.003315478343087624,1714515246.6557689,0.003458162950818277,25,7.049583911895752,25,11.119577884674072
6.655421487705739e-05,0.005070723279532696,0.0009701333197638462,1714515246.9164746,0.0010366875346409037,26,7.310429096221924,26,11.38028359413147
3.417071603947838e-05,0.0032950506794949693,0.00019973113255837387,1714515247.1396718,0.00023390184859785226,27,7.532987117767334,27,11.603480815887451
1.9602878302487366e-05,0.0025601606727357587,5.846240646490569e-05,1714515247.3929849,7.806528476739306e-05,28,7.78655481338501,28,11.856793880462646
1.2260557496659034e-05,0.0020684158021431983,2.9146504439496892e-05,1714515247.6064706,4.140706193615593e-05,29,7.999884843826294,29,12.070279598236084
8.350380731033834e-06,0.0017348726425051141,1.7952965709720162e-05,1714515247.826643,2.6303346440753996e-05,30,8.220199823379517,30,12.290452003479004
5.866346576485904e-06,0.0014471103953735305,1.2930547619165866e-05,1714515248.0518212,1.879689419565177e-05,31,8.44538950920105,31,12.51563024520874
3.147921323506739e-06,0.0009022765477574529,1.060178033280491e-05,1714515248.2449324,1.3749701656311649e-05,32,8.638426542282104,32,12.708741426467896
1.901413673141617e-06,0.0008466977905068707,6.184265426549433e-06,1714515248.4508665,8.08567909969105e-06,33,8.8443922996521,33,12.91467547416687
1.5382652920313098e-06,0.0007304834111483065,3.6448702057215122e-06,1714515248.666586,5.183135497752822e-06,34,9.060033798217773,34,13.13039493560791
9.944444862071694e-07,0.0006065162502151522,2.6237426448238167e-06,1714515248.8644297,3.618187131030986e-06,35,9.258080244064331,35,13.328238725662231
