step,_step,loss,time,_timestamp,loss_boundary,loss_interior,l2_error,_runtime
82,42,0.037904318483437026,6.0943379402160645,1712772331.7254639,0.014817119759606865,0.02308719872383016,0.1742525640694625,9.772774934768677
88,43,0.03325492594863538,6.421661138534546,1712772332.0528235,0.014491510919125206,0.01876341502951018,0.16987819389665054,10.10013461112976
93,44,0.029315784520966906,6.6934685707092285,1712772332.3249667,0.01309116463864198,0.016224619882324928,0.16116527502082287,10.372277736663818
99,45,0.025498328041209665,7.020552396774292,1712772332.6516993,0.011519188931210041,0.013979139109999624,0.15142684121377212,10.699010372161865
106,46,0.021108142833813334,7.3983800411224365,1712772333.0295634,0.009931336346311269,0.011176806487502067,0.1413817840611398,11.076874494552612
113,47,0.01397441095401625,7.781010627746582,1712772333.4125574,0.005278190897999002,0.008696220056017247,0.09650954682712254,11.459868431091309
120,48,0.010558749142783742,8.157832145690918,1712772333.7890074,0.003929464136542972,0.006629285006240771,0.08227974907755954,11.836318492889404
128,49,0.008750555713102723,8.585733413696289,1712772334.216879,0.003498182837764435,0.005252372875338289,0.07999554625691957,12.264189958572388
136,50,0.006822946551698747,9.027381420135498,1712772334.658666,0.0027314542716695154,0.004091492280029232,0.0686423904645281,12.705976963043213
145,51,0.0054899088646410184,9.509833574295044,1712772335.1409688,0.0023332883608167755,0.0031566205038242425,0.06424576104690312,13.188279867172241
154,52,0.0039917697183842185,9.99662709236145,1712772335.6278133,0.0017636106196304011,0.002228159098753817,0.05472086003026919,13.675124406814575
164,53,0.0030185554964595462,10.536200523376465,1712772336.1674118,0.0013990654804022322,0.001619490016057314,0.04876145046255576,14.214722871780396
175,54,0.002122684652360218,11.121622562408447,1712772336.7522542,0.0009959738041038454,0.0011267108482563726,0.039738014997614646,14.799565315246582
186,55,0.0016326022052972977,11.713140487670898,1712772337.3437638,0.0007782976485137138,0.0008543045567835838,0.03392516322609761,15.391074895858765
198,56,0.001234477192814417,12.351118087768555,1712772337.9817562,0.0005689677041166407,0.0006655094886977765,0.02786684648941973,16.029067277908325
211,57,0.0009476378128083476,13.051806449890137,1712772338.682455,0.00042254436002354284,0.0005250934527848048,0.023439066681541568,16.729766130447388
224,58,0.0007810443222389465,13.745619058609009,1712772339.3767803,0.0003567431795892424,0.0004243011426497041,0.021334119762605266,17.424091339111328
238,59,0.0005874220709987186,14.494583129882812,1712772340.1257057,0.00024952345163264857,0.0003378986193660701,0.016345272582107554,18.173016786575317
254,60,0.00047063567127117776,15.357354402542114,1712772340.988501,0.0001953016253569858,0.00027533404591419195,0.014453257072745439,19.03581213951111
270,61,0.000373165787271832,16.214845180511475,1712772341.8460574,0.00015366000485896578,0.00021950578241286618,0.012416247159479733,19.89336848258972
288,62,0.00029270515817459623,17.17587924003601,1712772342.8074448,0.00011814195770791835,0.0001745632004666779,0.01085673212195981,20.854755878448486
306,63,0.00022295195359987922,18.144776105880737,1712772343.7759624,8.717512272770254e-05,0.0001357768308721767,0.008797870070220759,21.823273420333862
326,64,0.0001777695543633569,19.216782569885254,1712772344.8479397,6.812668627821268e-05,0.00010964286808514423,0.007755535500770529,22.89525079727173
347,65,0.00014309014739696504,20.34566617012024,1712772345.9768145,5.269401757229769e-05,9.039612982466735e-05,0.006675501492403355,24.024125576019287
369,66,0.00011491543931478539,21.524815797805786,1712772347.1563387,3.8689480240160385e-05,7.622595907462501e-05,0.005572808629826887,25.203649759292603
393,67,9.053410755988634e-05,22.807440280914307,1712772348.4387617,2.8854817423911272e-05,6.167929013597508e-05,0.004582770185767681,26.486072778701782
418,68,6.966065029188494e-05,24.143977165222168,1712772349.775159,2.1728488148420482e-05,4.7932162143464455e-05,0.004008583099076966,27.82246994972229
445,69,5.8544041722993306e-05,25.546176433563232,1712772351.177316,1.6882945003597204e-05,4.16610967193961e-05,0.0035200066778951337,29.224627017974854
473,70,4.97028180256953e-05,27.02996325492859,1712772352.6607978,1.3161412672084887e-05,3.6541405353610407e-05,0.0030520349312231874,30.70810890197754
504,71,4.2021928442990955e-05,28.630231380462646,1712772354.2608886,1.005062372767562e-05,3.1971304715315334e-05,0.002544161531809107,32.308199644088745
536,72,3.589589551006008e-05,30.29994511604309,1712772355.930545,8.171585482518863e-06,2.772431002754122e-05,0.0021999427735300493,33.977856159210205
571,73,2.977106761018441e-05,32.10378551483154,1712772357.7343845,6.777783405867853e-06,2.2993284204316556e-05,0.0019391411141171282,35.78169560432434
607,74,2.3057476686301552e-05,33.96568059921265,1712772359.5966692,5.6970689836911305e-06,1.736040770261042e-05,0.0017200631099833883,37.643980264663696
646,75,1.781082147786874e-05,35.973371505737305,1712772361.6041799,4.834458857005622e-06,1.2976362620863118e-05,0.0015746494180458972,39.651490926742554
688,76,1.31906374749343e-05,38.14774537086487,1712772363.778353,3.898147418686664e-06,9.292490056247637e-06,0.0013852360672280547,41.825664043426514
732,77,1.1292558946473764e-05,40.412044525146484,1712772366.0426283,3.3614417597331867e-06,7.931117186740577e-06,0.0013036688953351422,44.08993935585022
779,78,9.666940619192035e-06,42.81673622131348,1712772368.4473605,2.883895662003905e-06,6.783044957188129e-06,0.001208828100628886,46.49467158317566
829,79,6.800880568465434e-06,45.437305212020874,1712772371.0680242,2.3430389825455396e-06,4.457841585919894e-06,0.0010793158709826159,49.11533522605896
882,80,4.446427709654438e-06,48.19618344306946,1712772373.8272126,1.8317730702498882e-06,2.6146546394045493e-06,0.0009696729686857108,51.874523639678955
939,81,3.270901591624556e-06,51.130064964294434,1712772376.7610214,1.4329713820951415e-06,1.8379302095294144e-06,0.0008662989256968157,54.808332443237305
999,82,2.706300258873974e-06,54.309118032455444,1712772379.939832,1.2205076322117544e-06,1.4857926266622194e-06,0.0008086123909791747,57.98714303970337
1064,83,2.095718598094495e-06,57.80174446105957,1712772383.4324353,9.555117710973508e-07,1.140206826997144e-06,0.0007036076895982183,61.47974634170532
1132,84,1.620392214711401e-06,61.422778367996216,1712772387.0534148,7.574770286739303e-07,8.629151860374708e-07,0.0006402688520707531,65.10072588920593
1205,85,1.2581060671473837e-06,65.32454943656921,1712772390.9552176,5.876210772856149e-07,6.704849898617687e-07,0.0005682083666708088,69.00252866744995
1282,86,9.752204833172279e-07,69.40961837768555,1712772395.0408142,4.672509346220306e-07,5.079695486951972e-07,0.0005073994320412298,73.08812522888184
1364,87,7.503169233149033e-07,73.64988708496094,1712772399.2807841,3.616785201149076e-07,3.8863840319999564e-07,0.000452738603523925,77.32809519767761
1452,88,5.88355416554058e-07,78.29073858261108,1712772403.9214044,2.7860426204177246e-07,3.097511545122855e-07,0.000396336500021682,81.96871542930603
1545,89,4.529319174680259e-07,83.09575343132019,1712772408.7264364,2.1060815369625772e-07,2.423237637717682e-07,0.00034976524018944487,86.77374744415283
1645,90,3.516543508997237e-07,88.42493176460266,1712772414.0556052,1.5703951824008623e-07,1.9461483265963747e-07,0.0003057958252079718,92.10291624069214
1750,91,2.6644702576746147e-07,93.99542927742004,1712772419.6264694,1.0914320866816792e-07,1.5730381709929356e-07,0.00025615317739239235,97.67378044128418
1863,92,2.027209908631127e-07,99.86860156059265,1712772425.4993572,7.331800435919325e-08,1.2940298650391945e-07,0.00021029042678160877,103.54666829109192
1982,93,1.6377916412866403e-07,106.04284977912903,1712772431.673462,5.17207935887614e-08,1.1205837053990263e-07,0.00017527043141163983,109.72077298164368
2110,94,1.3277165882798905e-07,112.65404844284058,1712772438.2847204,3.523998474748351e-08,9.753167408050554e-08,0.00014299486633067597,116.33203148841858
2245,95,1.1132823079190388e-07,119.67979454994202,1712772445.3108482,2.5038153023925612e-08,8.629007776797827e-08,0.00012138444420228982,123.35815930366516
2389,96,9.457823471965563e-08,127.13545489311218,1712772452.7662597,1.9123160793691193e-08,7.545507392596444e-08,0.00010638031437813284,130.81357073783875
2543,97,8.259636834369555e-08,135.1257040500641,1712772460.7562983,1.6535346450977943e-08,6.60610218927176e-08,9.669582654709288e-05,138.8036093711853
2706,98,7.398456950608105e-08,143.6229281425476,1712772469.2535274,1.4848631537699292e-08,5.913593796838175e-08,9.160943437163161e-05,147.30083847045898
2880,99,6.736456235275653e-08,152.62998938560486,1712772478.2609982,1.3778852763077657e-08,5.358570958967887e-08,8.965765768819999e-05,156.30830931663513
3065,100,6.13196118044421e-08,162.2261679172516,1712772487.8569448,1.3048597560763939e-08,4.827101424367815e-08,8.7109960996679e-05,165.9042558670044
3261,101,5.546849669056079e-08,172.46436381340027,1712772498.09508,1.2186658563506835e-08,4.3281838127053954e-08,8.254046514693554e-05,176.1423909664154
3471,102,4.981045095224377e-08,183.33582592010498,1712772508.9665666,1.1223545806516998e-08,3.858690514572677e-08,7.867815866248661e-05,187.01387763023376
3694,103,4.43868023801266e-08,194.82909297943115,1712772520.4604065,1.0373076722958877e-08,3.401372565716772e-08,7.4383635214961e-05,198.50771760940552
3931,104,3.961700912635103e-08,207.04323601722717,1712772532.673835,9.382089420103208e-09,3.023491970624782e-08,7.157439964296677e-05,210.72114610671997
4183,105,3.7061552709286505e-08,220.0530390739441,1712772545.6842015,8.765452702338732e-09,2.829610000694777e-08,7.050123786275187e-05,223.7315125465393
4452,106,3.4753570629387795e-08,233.97199964523315,1712772559.6030302,8.152297867327519e-09,2.6601272762060275e-08,6.774771173072423e-05,237.65034127235413
4738,107,3.265051252296985e-08,248.70336318016052,1712772574.334463,7.635060877015928e-09,2.501545164595392e-08,6.670195578871094e-05,252.38177394866943
5042,108,3.0963473530761e-08,264.36204051971436,1712772589.9927227,7.302690021145614e-09,2.366078350961539e-08,6.522881495572292e-05,268.04003381729126
5366,109,2.9426745634339458e-08,281.03656029701233,1712772606.6672597,6.982928060869596e-09,2.2443817573469863e-08,6.363445715969028e-05,284.71457076072693
5711,110,2.7939529599133713e-08,298.73421239852905,1712772624.365335,6.634115667532363e-09,2.130541393160135e-08,6.242623807580437e-05,302.41264605522156
6077,111,2.6371613647680856e-08,317.542631149292,1712772643.1732461,6.205296579568231e-09,2.0166317068112624e-08,6.016914083032167e-05,321.2205572128296
6467,112,2.487088876592261e-08,337.60082483291626,1712772663.231522,5.789970082158756e-09,1.9080918683763854e-08,5.800837813234274e-05,341.27883315086365
6883,113,2.3309742633540773e-08,358.9990084171295,1712772684.6300116,5.258970833329609e-09,1.8050771800211163e-08,5.5290247543287505e-05,362.6773226261139
7325,114,2.1835527670611085e-08,381.699880361557,1712772707.331104,4.649062969927695e-09,1.718646470068339e-08,5.256852229262669e-05,385.37841510772705
7795,115,2.0470570552649952e-08,405.8504867553711,1712772731.4815168,4.125301344555966e-09,1.6345269208093987e-08,4.987183215077568e-05,409.5288279056549
8296,116,1.908383321805438e-08,431.6859037876129,1712772757.3169355,3.6043931435691025e-09,1.5479440074485275e-08,4.69098102609761e-05,435.3642466068268
8828,117,1.7421976056272e-08,459.24621057510376,1712772784.8772397,3.0314140426939728e-09,1.4390562013578028e-08,4.299491358407233e-05,462.92455077171326
9395,118,1.5959742346755862e-08,488.15126872062683,1712772813.7820432,2.6058986327952176e-09,1.3353843713960643e-08,4.0687159018884e-05,491.82935428619385
9999,119,1.3795437358092564e-08,518.6466073989868,1712772844.2776453,2.1273065224355493e-09,1.1668130835657014e-08,3.5517980397461164e-05,522.3249564170837
