_runtime,loss,time,step,_step,l2_error,_timestamp,loss_boundary,loss_interior
23.963309288024902,3.3255521956405796e-06,20.021241903305054,326,64,0.0012846166418508888,1714357943.7913902,2.4921154684056153e-06,8.334367272349644e-07
25.124024629592896,2.6716350390423573e-06,21.18205165863037,347,65,0.0011256548123749553,1714357944.9521055,1.9112166368794678e-06,7.604184021628895e-07
26.334975004196167,2.2229659238374766e-06,22.392964124679565,369,66,0.0009884910202313361,1714357946.163056,1.5424158930410637e-06,6.80550030796413e-07
27.664137363433838,1.834542592591793e-06,23.722137689590454,393,67,0.0008856430253821599,1714357947.4922183,1.2269623375511471e-06,6.075802550406458e-07
29.042192935943604,1.4789797471685537e-06,25.09999108314514,418,68,0.0007672666443709304,1714357948.8702738,9.70583833958042e-07,5.083959132105117e-07
30.532572746276855,1.176909602483129e-06,26.591037273406982,445,69,0.0006674923577035101,1714357950.3606536,7.631664349659467e-07,4.137431675171823e-07
32.16304874420166,9.24709988015117e-07,28.221638441085815,473,70,0.0005780089793032761,1714357951.9911296,5.945731067118259e-07,3.301368813032912e-07
33.86952447891235,7.115625372731726e-07,29.92809820175171,504,71,0.0004955441820708371,1714357953.6976054,4.5067976345588763e-07,2.60882773817285e-07
35.63489556312561,5.656236591674254e-07,31.692853689193726,536,72,0.00043351774637259303,1714357955.4629765,3.552725962527795e-07,2.103510629146459e-07
37.547072887420654,4.397214742824876e-07,33.60467505455017,571,73,0.0003721636289527802,1714357957.3751538,2.7913059213661346e-07,1.6059088214587414e-07
39.51185321807861,3.602718946579361e-07,35.56989073753357,607,74,0.00033547913914796747,1714357959.339934,2.3314879551698028e-07,1.2712309914095582e-07
41.63824129104614,2.9659099289623586e-07,37.696226596832275,646,75,0.0002975506666020165,1714357961.4663222,1.928771618768244e-07,1.0371383101941146e-07
43.93450999259949,2.468065078404459e-07,39.993045806884766,688,76,0.0002650590342209541,1714357963.762591,1.5898971067852729e-07,8.781679716191864e-08
46.342939138412476,2.0787400444392395e-07,42.40100717544556,732,77,0.00023784382710858071,1714357966.17102,1.3176174297671451e-07,7.611226146720943e-08
48.92281222343445,1.731292798867174e-07,44.980910539627075,779,78,0.00021176272447351988,1714357968.750893,1.0728689401594272e-07,6.584238587077467e-08
51.66930818557739,1.4551239532934318e-07,47.7272629737854,829,79,0.00018750344255740665,1714357971.497389,8.745077148849111e-08,5.806162384085206e-08
54.566290855407715,1.1502711532485301e-07,50.62435007095337,882,80,0.00016315543863682072,1714357974.3943717,6.486893519285319e-08,5.0158180131999824e-08
57.6786675453186,9.213396949059147e-08,53.73631167411804,939,81,0.00013564390783328236,1714357977.5067484,4.597150844197193e-08,4.616246104861953e-08
60.955843448638916,7.693108463148926e-08,57.01442265510559,999,82,0.00011421325843489191,1714357980.7839243,3.4024822714587446e-08,4.290626191690181e-08
64.62357592582703,6.22628828128084e-08,60.68168306350708,1064,83,9.503375732449017e-05,1714357984.4516568,2.396604296216122e-08,3.8296839850647184e-08
68.31749224662781,5.1405844189798564e-08,64.37557911872864,1132,84,7.669861244647453e-05,1714357988.1455731,1.639066268997442e-08,3.5015181499824144e-08
72.27761030197144,4.196837241856847e-08,68.33568382263184,1205,85,6.20845631678995e-05,1714357992.1056912,1.1125140616234121e-08,3.084323180233435e-08
76.48387312889099,3.488198111129954e-08,72.54195737838745,1282,86,5.5576984370259436e-05,1714357996.311954,8.747674050267404e-09,2.6134307061032138e-08
80.98826479911804,2.9819644653871574e-08,77.04610323905945,1364,87,4.892771591500263e-05,1714358000.8163457,6.736580847970356e-09,2.3083063805901215e-08
85.81228876113892,2.4850938736323156e-08,81.87031316757202,1452,88,4.2174024809849026e-05,1714358005.6403697,4.891324269138768e-09,1.9959614467184388e-08
90.91076278686523,2.1444802423339438e-08,86.96843218803406,1545,89,3.636282292181366e-05,1714358010.7388437,3.549305615559301e-09,1.7895496807780135e-08
96.39756202697754,1.8363532064502414e-08,92.45561361312866,1645,90,3.1861051908174663e-05,1714358016.225643,2.6696874205271765e-09,1.5693844643975236e-08
