time,_step,l2_error,_runtime,_timestamp,loss_boundary,loss_interior,step,loss
1.2942802906036377,0,1.6549565763491176,6.007183790206909,1714515075.5470617,0.012968366003896538,48.67366922335172,0,48.68663758935562
1.8831825256347656,1,1.056286523368182,6.156598329544067,1714515075.6964762,1.8899993479653534,29.51089290970874,1,31.400892257674094
2.0376670360565186,2,1.2766702445674682,6.311115741729736,1714515075.8509936,0.8249280299560046,12.09956919564549,2,12.924497225601494
2.1845738887786865,3,0.7357431180269318,6.4580183029174805,1714515075.9978962,1.082283999017333,6.7856684809010845,3,7.867952479918418
2.322040319442749,4,0.672272060099785,6.59541130065918,1714515076.1352892,0.5151201636828655,5.753717275050246,4,6.268837438733112
2.4592270851135254,5,0.6331745774924942,6.732823610305786,1714515076.2727015,0.4271743855509096,5.1057194311610035,5,5.532893816711913
2.607367515563965,6,0.5759397704595752,6.880821466445923,1714515076.4206994,0.43074630700222855,4.729409601327241,6,5.160155908329469
2.748845100402832,7,0.5594344156948537,7.02353048324585,1714515076.5634084,0.33637032541572637,4.334302440906286,7,4.670672766322012
2.8877086639404297,8,1.2365437256003924,7.161080598831177,1714515076.7009585,0.3360366813257013,4.122762517568833,8,4.458799198894535
3.0321292877197266,9,0.5350274167220475,7.305495738983154,1714515076.8453736,0.7279306841029329,2.562261046271088,9,3.290191730374021
3.181734323501587,10,0.6549980115290949,7.455162286758423,1714515076.9950402,0.16424972037174412,2.450975061615084,10,2.6152247819868277
3.325880527496338,11,0.37213007803073256,7.599252223968506,1714515077.13913,0.21317039806734084,2.20898479743767,11,2.422155195505011
3.4649007320404053,12,0.3890021983307078,7.738258600234985,1714515077.2781365,0.08083260452014876,2.1842470872506587,12,2.2650796917708074
3.5986807346343994,13,0.15344202937226503,7.872060298919678,1714515077.4119382,0.07983501276788493,2.063922603276994,13,2.143757616044879
3.7375710010528564,14,0.2859340998559346,8.010920763015747,1714515077.5507987,0.023043248209507414,2.039476195324118,14,2.0625194435336254
3.89532470703125,15,0.12506416682907529,8.170380353927612,1714515077.7102582,0.04566748535652939,1.9448516472490252,15,1.9905191326055545
4.044982194900513,16,0.18944581827503335,8.318342924118042,1714515077.8582208,0.018527878366125038,1.899169782805736,16,1.917697661171861
4.186673641204834,17,0.10550128895893221,8.460313320159912,1714515078.0001912,0.025845084068169617,1.8335176812547018,17,1.8593627653228715
4.325260162353516,18,0.15396477612223217,8.598613977432251,1714515078.1384919,0.017016161234969674,1.772765097741382,18,1.7897812589763518
4.4677300453186035,19,0.12416283783886256,8.741166353225708,1714515078.2810442,0.02088707330603624,1.716966898231179,19,1.7378539715372152
4.6066882610321045,20,0.14521502123722738,8.880069017410278,1714515078.419947,0.021018962438256426,1.6320935346768342,20,1.6531124971150906
4.74806022644043,21,0.13390663050997653,9.021443843841553,1714515078.5613217,0.0208962608411833,1.5652567877490469,21,1.5861530485902302
4.885677337646484,22,0.14132221892057864,9.159022808074951,1714515078.6989007,0.023765304286284948,1.497034275790012,22,1.5207995800762968
5.01857590675354,23,0.21253338999584645,9.291943311691284,1714515078.8318212,0.022404385410554725,1.446232662754529,23,1.4686370481650837
5.157691717147827,24,0.18408354390986004,9.43103575706482,1714515078.9709136,0.04305571011348895,1.2911597274505366,24,1.3342154375640256
5.293816804885864,25,0.1776365479400188,9.567200422286987,1714515079.1070783,0.03372313443038508,1.139471311409624,25,1.173194445840009
5.425224304199219,26,0.17387506487023408,9.698568105697632,1714515079.238446,0.036988309323747914,1.1014750309212327,26,1.1384633402449806
5.563894987106323,27,0.20999143660867087,9.837261199951172,1714515079.377139,0.03454697042493809,1.078437937238054,27,1.112984907662992
5.699549198150635,28,0.1984291882466316,9.972954988479614,1714515079.5128329,0.04088107071104921,0.8398711755722282,28,0.8807522462832774
5.838064193725586,29,0.21172732380551781,10.111434936523438,1714515079.6513128,0.043849823157550184,0.7760509602117895,29,0.8199007833693397
5.98975133895874,30,0.20037846810721827,10.263310194015503,1714515079.803188,0.048600407719516514,0.7526246661809866,30,0.8012250739005031
6.129993677139282,31,0.2006719066014426,10.4033842086792,1714515079.943262,0.043540729330568316,0.7421092850234873,31,0.7856500143540556
6.275960445404053,32,0.2065508369870393,10.549362421035767,1714515080.0892403,0.04428642162070189,0.7340034283743604,32,0.7782898499950622
6.416421413421631,33,0.22085461001747225,10.69000244140625,1714515080.2298803,0.046163691359961206,0.6930006513349536,33,0.7391643426949148
6.55151104927063,34,0.2092702358875926,10.824891567230225,1714515080.3647695,0.03940707090714213,0.647752724564754,34,0.6871597954718961
6.7021484375,35,0.15614902599233266,10.975597620010376,1714515080.5154755,0.036443071061884796,0.6426946249023917,35,0.6791376959642765
6.840690851211548,36,0.1664183554984839,11.114038228988647,1714515080.6539161,0.027372923361738605,0.6414381773098891,36,0.6688111006716276
7.012125492095947,37,0.16617263686187267,11.286759376525879,1714515080.8266373,0.028346317996640367,0.6072967477287976,37,0.6356430657254379
7.180129528045654,38,0.16241406109295303,11.45349383354187,1714515080.9933717,0.030779101137780172,0.5825800839477209,38,0.613359185085501
7.331375360488892,39,0.15988594003479,11.605319738388062,1714515081.1451976,0.02865163933494618,0.5618366897512214,39,0.5904883290861676
7.500953435897827,40,0.15531279913969728,11.774301767349243,1714515081.3141797,0.027513035839460617,0.5517485372382848,40,0.5792615730777454
7.781287431716919,41,0.15352495171575353,12.054709196090698,1714515081.594587,0.025175659895820667,0.5216731313228644,42,0.5468487912186851
8.346034049987793,42,0.1307972883420341,12.619495630264282,1714515082.1593735,0.02130355646016232,0.4492103342098639,46,0.4705138906700262
