loss,_step,_runtime,l2_error,step,time,_timestamp,loss_boundary,loss_interior
0.24117199327678498,41,9.577978610992432,0.0909538444833684,77,5.893848657608032,1712868977.4492507,0.017166811902102955,0.22400518137468203
0.2389881090369012,42,9.823116540908813,0.08968022492294228,82,6.139093399047852,1712868977.6943886,0.017030659861847538,0.22195744917505367
0.23634088763089134,43,10.135902404785156,0.08952645855657412,88,6.451884984970093,1712868978.0071745,0.01690139199523679,0.21943949563565454
0.23371893880756783,44,10.390523672103882,0.08968100802179285,93,6.7065064907073975,1712868978.2617958,0.01682261464196086,0.21689632416560697
0.23035790298651,45,10.703872203826904,0.08928565128780402,99,7.019908428192139,1712868978.5751443,0.01667999695252255,0.21367790603398745
0.22639789124603607,46,11.053654432296753,0.08861797486007977,106,7.369665622711182,1712868978.9249265,0.016466134969790713,0.20993175627624536
0.22219332602352906,47,11.411087274551392,0.08911664990691508,113,7.727097988128662,1712868979.2823594,0.0162942207072845,0.20589910531624456
0.21330282823385335,48,11.779873132705688,0.08716674369526092,120,8.095918416976929,1712868979.6511452,0.015887415484438127,0.19741541274941524
0.20085702319565543,49,12.285077571868896,0.08580004463512322,128,8.60041618347168,1712868980.1563497,0.015343321562228838,0.1855137016334266
0.18387032238694404,50,12.697442293167114,0.08413519811699241,136,9.013427972793579,1712868980.5687144,0.014537152228070834,0.1693331701588732
0.17553073690454662,51,13.140624046325684,0.08257984071573876,145,9.456217288970947,1712868981.0118961,0.01411088841631728,0.16141984848822935
0.15558288500274908,52,13.674103260040283,0.08171685988267269,154,9.990423440933228,1712868981.5453753,0.013008802276786939,0.14257408272596214
0.15274710749623074,53,14.160690069198608,0.08019340730622283,164,10.476285696029663,1712868982.0319622,0.012803894058979807,0.13994321343725094
0.14468889801448115,54,14.729344606399536,0.07965667273896535,175,11.045336484909058,1712868982.6006167,0.012321745566411016,0.13236715244807012
0.14194974564043494,55,15.28567910194397,0.07846992940125012,186,11.601679801940918,1712868983.1569512,0.012179672140536571,0.1297700734998984
0.13906777865077874,56,15.894620180130005,0.07812334589862023,198,12.210715770721436,1712868983.7658923,0.011984541482406337,0.12708323716837241
0.13568231359634753,57,16.587278127670288,0.0775234099235377,211,12.902728796005249,1712868984.4585502,0.011759362517028207,0.12392295107931933
0.13243049208879382,58,17.23828673362732,0.07700815799794454,224,13.554348707199097,1712868985.1095588,0.01153967289542549,0.12089081919336833
0.129139716749959,59,17.96011233329773,0.07632649071214397,238,14.275591611862183,1712868985.8313844,0.011309028429300379,0.11783068832065861
0.12512627126867915,60,18.774574995040894,0.07579934902780854,254,15.090590715408325,1712868986.645847,0.01103010176189421,0.11409616950678493
0.12064111101206784,61,19.57097864151001,0.07451252395864572,270,15.887016534805298,1712868987.4422507,0.010699673260269594,0.10994143775179825
0.11649698523536677,62,20.4787814617157,0.07351397519658392,288,16.794825315475464,1712868988.3500535,0.010392308392633593,0.10610467684273317
0.11238529897629808,63,21.526333332061768,0.07249576637901896,306,17.842317819595337,1712868989.3976054,0.010074870750190978,0.1023104282261071
0.1078852104775774,64,22.52868151664734,0.07131406573052093,326,18.84420680999756,1712868990.3999536,0.00971559354344073,0.09816961693413667
0.10322041556232628,65,23.600407600402832,0.06937485446458262,347,19.91607403755188,1712868991.4716797,0.009333650568104769,0.09388676499422151
0.09860880804078415,66,24.700148582458496,0.06802045319628755,369,21.015469789505005,1712868992.5714207,0.008941030449573999,0.08966777759121015
0.09373420413709782,67,25.928762197494507,0.0663145273672629,393,22.24415612220764,1712868993.8000343,0.008509957726695145,0.08522424641040267
0.08895954938653103,68,27.553168296813965,0.06539783279963589,418,23.86048984527588,1712868995.4244404,0.008054964307381538,0.0809045850791495
0.08416476230976974,69,29.092854022979736,0.06197033729004299,445,25.40805196762085,1712868996.964126,0.007614251209386431,0.07655051110038331
0.07949505817014389,70,30.545756578445435,0.060744981387274674,473,26.861268520355225,1712868998.4170287,0.007154538835672447,0.07234051933447144
0.07473449934572612,71,32.22196650505066,0.06028420979457504,504,28.537513732910156,1712869000.0932386,0.006661385644685937,0.06807311370104019
0.07000921927070966,72,34.063870668411255,0.0576430717097481,536,30.379258155822754,1712869001.9351428,0.006167853980321601,0.06384136529038806
0.06524795505469692,73,35.95235586166382,0.0539935962682503,571,32.2678496837616,1712869003.823628,0.0056747901640491726,0.059573164890647755
0.06060714086832411,74,38.085426330566406,0.0509129200450423,607,34.39117074012756,1712869005.9566984,0.0051772992176930465,0.05542984165063106
0.05561345822952032,75,40.44856357574463,0.04992238006410429,646,36.76413583755493,1712869008.3198357,0.004607290770808294,0.051006167458712025
0.05105187479129354,76,42.665541648864746,0.046971811267060584,688,38.980798959732056,1712869010.5368137,0.004143338828012034,0.04690853596328151
0.047101866657100075,77,44.88966727256775,0.044794032412794296,732,41.205105781555176,1712869012.7609394,0.003712554743171683,0.04338931191392839
0.04321350180499002,78,47.35983467102051,0.04157688280647313,779,43.67547631263733,1712869015.2311068,0.003341489477088273,0.039872012327901746
0.03937206425774029,79,50.359641551971436,0.03901554777570356,829,46.675081729888916,1712869018.2309136,0.0029526908343193814,0.036419373423420914
0.03561592090542097,80,53.652584075927734,0.03625604284172054,882,49.96792650222778,1712869021.5238562,0.002580965842747679,0.03303495506267329
0.03197643789211228,81,56.96280813217163,0.03383313351860544,939,53.27832078933716,1712869024.8340802,0.002231148532177458,0.029745289359934823
0.028722996567594396,82,60.550997257232666,0.03167784453040775,999,56.86639595031738,1712869028.4222693,0.0019134161781465906,0.026809580389447803
0.025743627393443033,83,64.19297981262207,0.02932800704372384,1064,60.5083110332489,1712869032.064252,0.0016572444379769537,0.024086382955466078
0.023149759654711277,84,67.89799976348877,0.027374784646749594,1132,64.2134644985199,1712869035.7692719,0.001428971072231557,0.02172078858247972
0.020785584823460993,85,71.98784470558167,0.025706439976767675,1205,68.30389928817749,1712869039.8591168,0.0012215389755841463,0.019564045847876847
0.01867451954272249,86,76.32152843475342,0.02356677597085564,1282,72.63699793815613,1712869044.1928005,0.0010501806034461133,0.017624338939276375
0.01678446238976411,87,81.14304447174072,0.021857903626986544,1364,77.45894289016724,1712869049.0143166,0.0008967601703117697,0.015887702219452342
0.015084564370908889,88,85.96903085708618,0.02025564385153562,1452,82.28445553779602,1712869053.840303,0.000762489256908661,0.014322075114000228
0.013509803006834584,89,91.12357020378113,0.01878217562365417,1545,87.43895721435547,1712869058.9948423,0.0006385538822305246,0.01287124912460406
0.011634602659715136,90,97.32266283035278,0.016585664598122912,1645,93.6380136013031,1712869065.193935,0.0004969295661825661,0.01113767309353257
0.00973157915298685,91,102.71291327476501,0.014140624970872397,1750,99.02819538116455,1712869070.5841854,0.0003594189972422292,0.00937216015574462
0.008230880690056093,92,108.4408028125763,0.012165834960680083,1863,104.75617480278015,1712869076.312075,0.0002605285556857412,0.007970352134370352
0.00682179858668393,93,115.76143026351929,0.009812630859544735,1982,112.0766499042511,1712869083.6327024,0.00017268352753982413,0.006649115059144106
0.0055804512269114846,94,123.61680722236633,0.007752109264555047,2110,119.93206262588501,1712869091.4880793,0.00010145848648548214,0.005478992740426002
0.004490003607494194,95,131.81893062591553,0.006054819656066807,2245,128.13468551635742,1712869099.6902027,5.688832315056898e-05,0.004433115284343625
0.003797855871179676,96,139.70330047607422,0.00507983329684711,2389,136.0188684463501,1712869107.5745726,3.548713038677265e-05,0.003762368740792903
0.003389413971274492,97,148.06792426109314,0.004619993668118535,2543,144.38331747055054,1712869115.9391963,2.7056111585499528e-05,0.003362357859688992
0.0031104139050037722,98,156.48388957977295,0.004476092242682543,2706,152.79953360557556,1712869124.3551617,2.331859680659006e-05,0.0030870953081971824
0.0023139548743248074,99,166.4148132801056,0.004416191219623999,2880,162.73034834861755,1712869134.2860854,2.3370181798381292e-05,0.002290584692526426
0.0018282493109818795,100,175.68851161003113,0.004661137636937051,3065,172.00423669815063,1712869143.5597837,3.0800130972659445e-05,0.00179744918000922
0.0015828309568070632,101,184.1297116279602,0.0049336619295064455,3261,180.44149351119995,1712869152.0009837,3.6086208657675664e-05,0.0015467447481493876
0.0013920078916415687,102,193.90231156349182,0.005112673266223525,3471,190.2166211605072,1712869161.7735837,4.058292851451016e-05,0.0013514249631270585
0.001249564001408703,103,205.49114155769348,0.005279744462273304,3694,201.8042769432068,1712869173.3624136,4.432354012984006e-05,0.0012052404612788628
0.0011470213699782935,104,217.99289274215698,0.005365180429757846,3931,214.3084180355072,1712869185.8641648,4.7189008550695123e-05,0.0010998323614275984
0.0010538478696024572,105,231.5407178401947,0.005468493362610481,4183,227.85618424415588,1712869199.41199,4.9897534934611066e-05,0.0010039503346678462
0.0009667802637359885,106,245.54324007034302,0.005570608772935721,4452,241.85884594917297,1712869213.4145122,5.238800895316325e-05,0.0009143922547828252
0.0009002773050917274,107,260.3668246269226,0.005654381083685668,4738,256.68167519569397,1712869228.2380967,5.436783031824679e-05,0.0008459094747734806
0.0008445354714774926,108,274.9793212413788,0.005717744635322756,5042,271.2948157787323,1712869242.8505933,5.602346421569957e-05,0.000788512007261793
0.000797589059382411,109,292.52547907829285,0.005776580578967487,5366,288.8405396938324,1712869260.3967512,5.74137555681334e-05,0.0007401753038142776
0.0007530252390530063,110,310.8559236526489,0.0058325207102943215,5711,307.1713750362396,1712869278.7271957,5.8733938453740534e-05,0.0006942913005992657
0.0007131979069735706,111,330.2396173477173,0.0058833032355440915,6077,326.5529155731201,1712869298.1108894,5.9871891448896454e-05,0.0006533260155246742
0.0006773407062508718,112,351.85313868522644,0.005928977402733291,6467,348.16853618621826,1712869319.7244108,6.0881203326465414e-05,0.0006164595029244064
0.0006451773530262373,113,374.89829182624817,0.005969356064414607,6883,371.21381521224976,1712869342.769564,6.172199531744831e-05,0.000583455357708789
0.0006145468322697839,114,398.2667980194092,0.006006507374149569,7325,394.5822491645813,1712869366.13807,6.250275020818925e-05,0.0005520440820615946
0.0005852192181146608,115,424.9218063354492,0.00604455557393441,7795,421.23742723464966,1712869392.7930784,6.320862653657575e-05,0.0005220105915780851
0.0005612243282860683,116,450.86654567718506,0.006075571302236604,8296,447.18204164505005,1712869418.7378178,6.3744814765519e-05,0.0004974795135205493
0.0005390347809661619,117,479.2792751789093,0.006104476802983013,8828,475.5923659801483,1712869447.1505473,6.421158351626727e-05,0.00047482319744989463
0.0005170644237052341,118,509.052649974823,0.006128502649341439,9395,505.36798882484436,1712869476.923922,6.46456144740488e-05,0.0004524188092311854
