loss,_step,_runtime,l2_error,step,time,_timestamp,loss_boundary,loss_interior
48.68664260128643,0,5.344081163406372,2.173155645968782,0,1.659003496170044,1712868973.2153533,0.012968360244833192,48.673674241041596
18.28505658687648,1,5.3970818519592285,0.7333759912683188,1,1.7131848335266113,1712868973.268354,2.7661408241043204,15.518915762772158
10.724644264774858,2,5.453276634216309,0.8252887491703447,2,1.7694833278656006,1712868973.3245487,0.5300602956527524,10.194583969122105
9.05675777215265,3,5.505324840545654,0.5536984356400206,3,1.8213262557983398,1712868973.376597,0.4972588249977048,8.559498947154946
8.223711412597188,4,5.574748754501343,0.7264581936986347,4,1.8859164714813232,1712868973.4460208,0.3086847619275301,7.915026650669659
7.377838535157298,5,5.656493902206421,0.525348731851103,5,1.9725348949432373,1712868973.527766,0.3519877764827088,7.025850758674589
6.4187539805530465,6,5.70707631111145,0.820764795618446,6,2.023289203643799,1712868973.5783484,0.22570931794538165,6.193044662607665
5.748672548510245,7,5.7578253746032715,0.6237849407593031,7,2.074049234390259,1712868973.6290975,0.36045268631696625,5.388219862193279
4.977298968314955,8,5.834522247314453,0.6921536912722842,8,2.139948606491089,1712868973.7057943,0.24053949073557981,4.736759477579374
3.0260135574989544,9,5.8944008350372314,0.6103156513916747,9,2.2104451656341553,1712868973.765673,0.27296624113328,2.7530473163656746
2.657371185513164,10,5.946598529815674,0.5623650898698248,10,2.2626917362213135,1712868973.8178706,0.2224464337010664,2.4349247518120976
1.6742782893746408,11,6.033474683761597,0.43021745848101595,11,2.344136953353882,1712868973.9047468,0.21887749881067767,1.4554007905639632
1.3603917089363122,12,6.092412948608398,0.4205608125231069,12,2.4084222316741943,1712868973.963685,0.153770048429499,1.2066216605068132
1.219755753604513,13,6.143948554992676,0.38960732860604297,13,2.4601335525512695,1712868974.0152206,0.14901307020870053,1.0707426833958125
1.118019730220753,14,6.195384740829468,0.3753739368396286,14,2.511634349822998,1712868974.0666568,0.13550673875714422,0.9825129914636088
1.0443751721826458,15,6.270697832107544,0.3401973086225032,15,2.5870766639709473,1712868974.14197,0.1307658321257538,0.9136093400568919
0.8753041469618489,16,6.371830940246582,0.32551530122754796,16,2.686429023742676,1712868974.243103,0.12234013483721731,0.7529640121246316
0.8006229107005014,17,6.444178342819214,0.2841541572519186,17,2.759493112564087,1712868974.3154504,0.11723850414430237,0.683384406556199
0.6498633099259473,18,6.501068592071533,0.2857938761618543,18,2.8167505264282227,1712868974.3723407,0.10525222446487557,0.5446110854610717
0.6144171333108116,19,6.554054021835327,0.28052605932469493,19,2.869753837585449,1712868974.425326,0.10594941429559847,0.5084677190152131
0.5814089435392513,20,6.659506320953369,0.26124601492627675,21,2.9749832153320312,1712868974.5307784,0.0986747537623666,0.48273418977688476
0.5619767916392931,21,6.755429267883301,0.25555611432807684,22,3.071570634841919,1712868974.6267014,0.09322392360794857,0.4687528680313446
0.547958467451265,22,6.848069429397583,0.23783315730504656,23,3.1628530025482178,1712868974.7193415,0.09025934457298017,0.45769912287828485
0.506483411204917,23,6.953021049499512,0.20386899998012617,25,3.2688629627227783,1712868974.8242931,0.07868856193557568,0.42779484926934136
0.4575809955204858,24,7.055630445480347,0.179587486036211,27,3.3716824054718018,1712868974.9269025,0.06255464125237255,0.3950263542681133
0.4369711402006985,25,7.10701322555542,0.17900201645501446,28,3.4230172634124756,1712868974.9782853,0.05209716812593242,0.3848739720747661
0.4235254630000703,26,7.210208177566528,0.1737678194957405,30,3.526228666305542,1712868975.0814803,0.05084383731733903,0.3726816256827313
0.4165314324189437,27,7.3123555183410645,0.1693402524870852,32,3.628380298614502,1712868975.1836276,0.04863159358643361,0.3678998388325101
0.40830865302045805,28,7.413784503936768,0.16291721770816736,34,3.7298409938812256,1712868975.2850566,0.04580557993570076,0.36250307308475727
0.4003288511623702,29,7.5144712924957275,0.1575290508250977,36,3.830491781234741,1712868975.3857434,0.04345113062511053,0.3568777205372597
0.383465040711209,30,7.665890693664551,0.14337817661253308,39,3.9819483757019043,1712868975.5371628,0.03945366784255851,0.3440113728686505
0.3728406733964113,31,7.763451814651489,0.09710021681698212,41,4.079591751098633,1712868975.634724,0.03691488788724384,0.33592578550916746
0.28489369566741884,32,7.906527280807495,0.09681496643593344,44,4.222646713256836,1712868975.7777994,0.019513906192699538,0.2653797894747193
0.28120060013331266,33,8.06221342086792,0.0982943038788465,47,4.378206253051758,1712868975.9334855,0.019196533498772535,0.2620040666345401
0.2792821114074268,34,8.214626550674438,0.09714524067617945,50,4.530715703964233,1712868976.0858986,0.01920193640948215,0.26008017499794467
0.2774721245492673,35,8.363315105438232,0.09583730214181507,53,4.679394006729126,1712868976.2345872,0.019016317000640923,0.25845580754862635
0.27519708177786834,36,8.567102193832397,0.09464274978214227,57,4.883120775222778,1712868976.4383743,0.018925523406070226,0.2562715583717981
0.2728019344872932,37,8.715465307235718,0.0942447927810092,60,5.031548023223877,1712868976.5867374,0.01889435212240113,0.253907582364892
0.26933341680751255,38,8.909450054168701,0.0933118969034317,64,5.225438117980957,1712868976.7807221,0.0187282494100593,0.25060516739745325
0.2643974912689278,39,9.112425327301025,0.09255646219466546,68,5.428422212600708,1712868976.9836974,0.018458160630396528,0.24593933063853127
0.24571731056413706,40,9.353438377380371,0.09403561062468192,73,5.669453859329224,1712868977.2247105,0.017365707744174782,0.22835160281996228
