_runtime,time,l2_error,step,_step,_timestamp,loss,loss_boundary,loss_interior
7.822504043579102,3.805851697921753,0.025182658007475926,46,42,1714840859.077271,0.0017154079157667987,0.0008067366246316952,0.0009086712911351035
7.977832794189453,3.961085081100464,0.02160675356191204,50,43,1714840859.2325997,0.001425942217632146,0.0006362037040462744,0.0007897385135858715
8.158936262130737,4.142748117446899,0.01553865561127293,55,44,1714840859.4137032,0.0008911753691998451,0.0003664384320310738,0.0005247369371687713
8.409321069717407,4.392175912857056,0.012385391932384986,61,45,1714840859.664088,0.0005382086922698946,0.00020628491247319763,0.00033192377979669697
8.613679885864258,4.597063779830933,0.010142647887210546,67,46,1714840859.8684468,0.00034585968651948623,0.00013634104974474942,0.0002095186367747368
8.809161901473999,4.79249382019043,0.0071954788210131125,73,47,1714840860.0639288,0.00022920012029128893,8.045854084096643e-05,0.0001487415794503225
9.080559492111206,5.063766002655029,0.00494269012772794,81,48,1714840860.3353264,0.00014498039357000464,4.062357509169199e-05,0.00010435681847831266
9.357849597930908,5.341039419174194,0.003980494713704323,89,49,1714840860.6126165,9.400970442704138e-05,2.3554453009620533e-05,7.045525141742085e-05
9.65416932106018,5.637472867965698,0.00315770803827707,98,50,1714840860.9089363,6.525912053201232e-05,1.403843299137782e-05,5.12206875406345e-05
9.954907417297363,5.938297748565674,0.0023605956263860433,107,51,1714840861.2096744,4.2144241045940676e-05,8.955006713727085e-06,3.318923433221359e-05
10.292667150497437,6.276921987533569,0.0015829384182130491,118,52,1714840861.547434,2.7113206943719467e-05,4.605041225524091e-06,2.2508165718195377e-05
10.628193855285645,6.612529039382935,0.0012864723231217519,130,53,1714840861.8829608,1.908371922068531e-05,3.2416015389933396e-06,1.5842117681691972e-05
10.995595216751099,6.980008125305176,0.001105048598627685,143,54,1714840862.2503622,1.735839512990892e-05,2.3208129875055055e-06,1.5037582142403413e-05
11.498854160308838,7.482430696487427,0.0009119743003400502,157,55,1714840862.753621,1.303625639920248e-05,1.6878615274226608e-06,1.134839487177982e-05
11.986847400665283,7.970797300338745,0.0008163589509262014,172,56,1714840863.2416143,1.0451175606645972e-05,1.2774558070468519e-06,9.17371979959912e-06
12.63161826133728,8.61485767364502,0.0006071562002357675,190,57,1714840863.8863852,8.579367043080498e-06,8.80986588619261e-07,7.698380454461238e-06
13.229472875595093,9.21345043182373,0.0005747675911043664,208,58,1714840864.4842398,7.184908091430027e-06,7.418923610553815e-07,6.443015730374645e-06
13.949737548828125,9.932362079620361,0.0004820933889169231,229,59,1714840865.2045045,6.057867821170595e-06,6.225411152414857e-07,5.43532670592911e-06
14.744401454925537,10.727305173873901,0.00046424118678123463,252,60,1714840865.9991684,5.341169006845216e-06,5.57306278283965e-07,4.783862728561251e-06
15.598566055297852,11.582390785217285,0.00047703062118256554,277,61,1714840866.853333,4.520420504196615e-06,4.757431330881264e-07,4.044677371108489e-06
16.571852684020996,12.554686784744263,0.0003990368776467258,305,62,1714840867.8266196,3.7685355873910836e-06,4.112073983884233e-07,3.3573281890026602e-06
17.582005500793457,13.565695524215698,0.00040500641357422713,335,63,1714840868.8367724,3.2500601949094045e-06,3.2847551023204034e-07,2.9215846846773642e-06
18.706194639205933,14.689410209655762,0.0003162072761248105,369,64,1714840869.9609616,2.612814686595964e-06,2.351842242261768e-07,2.377630462369787e-06
19.93192481994629,15.91516375541687,0.0004783672624286188,406,65,1714840871.1866918,2.0627795040565345e-06,1.6024724204132983e-07,1.9025322620152046e-06
21.431240797042847,17.41494917869568,0.0002292811117806499,446,66,1714840872.6860077,1.5357799483378381e-06,9.177562939631765e-08,1.4440043189415204e-06
23.136555671691895,19.11997103691101,0.00020069927760966067,491,67,1714840874.3913226,1.0796910922548162e-06,7.848071558352482e-08,1.0012103766712914e-06
24.920822381973267,20.904432773590088,0.0001576245883467884,540,68,1714840876.1755893,7.410565765084359e-07,5.1182809385462934e-08,6.89873767122973e-07
26.775632619857788,22.756829738616943,0.00014512563019905504,594,69,1714840878.0303996,5.273035491592731e-07,2.963134033090783e-08,4.976722088283653e-07
28.895352602005005,24.877828121185303,0.00011716468953549083,653,70,1714840880.1501195,3.8519010183500473e-07,2.283753863531871e-08,3.62352563199686e-07
30.895992517471313,26.880018949508667,0.00010130245889432117,718,71,1714840882.1507595,2.9376755202162097e-07,2.2618677911914598e-08,2.7114887410970637e-07
33.68201732635498,29.66543483734131,9.089578087513554e-05,790,72,1714840884.9367843,2.221468298224604e-07,1.7442887753912845e-08,2.0470394206854755e-07
36.48168683052063,32.46179246902466,8.644885507656043e-05,869,73,1714840887.7364538,1.6510556326796012e-07,1.294168441458308e-08,1.5216387885337703e-07
39.73694562911987,35.72021150588989,6.978608368882341e-05,956,74,1714840890.9917126,1.240860778046977e-07,9.449633010890639e-09,1.1463644479380704e-07
42.98016023635864,38.96035170555115,7.091074103836131e-05,1052,75,1714840894.2349272,9.237964870261975e-08,7.627925061688738e-09,8.475172364093102e-08
46.51047110557556,42.49309420585632,6.388733082802979e-05,1157,76,1714840897.765238,7.02927748815415e-08,6.517504674562213e-09,6.377527020697929e-08
50.36306405067444,46.347116231918335,6.417799326696144e-05,1272,77,1714840901.617831,5.402189043490516e-08,4.947374402473261e-09,4.90745160324319e-08
54.548874855041504,50.53276515007019,5.5661775870823685e-05,1400,78,1714840905.8036418,4.520081168655392e-08,3.966444135504217e-09,4.12343675510497e-08
59.13187861442566,55.11524724960327,5.092753012943903e-05,1539,79,1714840910.3866456,3.864718548021981e-08,3.2935164133985737e-09,3.5353669066821235e-08
64.40727925300598,60.39027380943298,4.2442565572955586e-05,1693,80,1714840915.6620462,3.254399662198949e-08,2.7302114846283226e-09,2.981378513736117e-08
70.13824653625488,66.12175607681274,4.3051859093876134e-05,1863,81,1714840921.3930135,2.7618265268413817e-08,2.19848949644698e-09,2.5419775771966836e-08
76.45699453353882,72.43657422065735,3.6330012036954054e-05,2049,82,1714840927.7117615,2.2916273783598583e-08,1.71109875291528e-09,2.1205175030683302e-08
83.33026790618896,79.3133955001831,3.139793530932043e-05,2254,83,1714840934.5850348,1.9305071339066143e-08,1.2744164747434205e-09,1.8030654864322723e-08
91.08771514892578,87.07119059562683,2.5978309201744145e-05,2479,84,1714840942.342482,1.640824455544983e-08,9.359228565725814e-10,1.547232169887725e-08
100.26729416847229,96.25046277046204,2.2369736238249137e-05,2727,85,1714840951.522061,1.434026327452885e-08,6.822326441872097e-10,1.365803063034164e-08
108.93114376068115,104.91363835334778,1.9698282194948714e-05,3000,86,1714840960.1859107,1.2736103705670201e-08,5.138689522572907e-10,1.222223475341291e-08
