loss_interior,loss,l2_error,_timestamp,step,loss_boundary,_step,_runtime,time
3.851596515628509e-07,4.2382198298501926e-07,0.00014180059899649466,1712773066.2906163,882,3.8662331422168357e-08,80,85.11189126968384,81.61150550842285
3.851596515628509e-07,4.2382198298501926e-07,0.00014180059899649466,1712773067.5174122,939,3.8662331422168357e-08,81,86.33868718147278,82.83830118179321
3.851596515628509e-07,4.2382198298501926e-07,0.00014180059899649466,1712773068.8596666,999,3.8662331422168357e-08,82,87.68094158172607,84.18055534362793
3.851596515628509e-07,4.2382198298501926e-07,0.00014180059899649466,1712773070.263061,1064,3.8662331422168357e-08,83,89.08433604240417,85.58396315574646
3.851596515628509e-07,4.2382198298501926e-07,0.00014180059899649466,1712773071.7287014,1132,3.8662331422168357e-08,84,90.54997634887695,87.04963946342468
3.851596515628509e-07,4.2382198298501926e-07,0.00014180059899649466,1712773073.2717376,1205,3.8662331422168357e-08,85,92.09301257133484,88.59264016151428
3.851596515628509e-07,4.2382198298501926e-07,0.00014180059899649466,1712773075.0822496,1282,3.8662331422168357e-08,86,93.90352463722229,90.40315413475037
3.851596515628509e-07,4.2382198298501926e-07,0.00014180059899649466,1712773076.9325268,1364,3.8662331422168357e-08,87,95.75380182266235,92.25336575508118
3.851596515628509e-07,4.2382198298501926e-07,0.00014180059899649466,1712773078.900015,1452,3.8662331422168357e-08,88,97.72129011154175,94.22090697288513
3.851596515628509e-07,4.2382198298501926e-07,0.00014180059899649466,1712773080.9438632,1545,3.8662331422168357e-08,89,99.76513814926147,96.26474714279175
3.851596515628509e-07,4.2382198298501926e-07,0.00014180059899649466,1712773083.1599321,1645,3.8662331422168357e-08,90,101.98120713233948,98.48081636428833
3.851596515628509e-07,4.2382198298501926e-07,0.00014180059899649466,1712773085.3971848,1750,3.8662331422168357e-08,91,104.21845984458923,100.7178704738617
3.851596515628509e-07,4.2382198298501926e-07,0.00014180059899649466,1712773088.0038369,1863,3.8662331422168357e-08,92,106.82511186599731,103.32468628883362
3.851596515628509e-07,4.2382198298501926e-07,0.00014180059899649466,1712773090.6477582,1982,3.8662331422168357e-08,93,109.46903324127197,105.96867680549622
3.851596515628509e-07,4.2382198298501926e-07,0.00014180059899649466,1712773093.5113912,2110,3.8662331422168357e-08,94,112.33266615867615,108.8323106765747
3.851596515628509e-07,4.2382198298501926e-07,0.00014180059899649466,1712773096.596484,2245,3.8662331422168357e-08,95,115.41775894165039,111.91741466522217
3.851596515628509e-07,4.2382198298501926e-07,0.00014180059899649466,1712773099.7848175,2389,3.8662331422168357e-08,96,118.60609245300293,115.10572552680969
3.851596515628509e-07,4.2382198298501926e-07,0.00014180059899649466,1712773103.0634382,2543,3.8662331422168357e-08,97,121.8847131729126,118.38435506820679
3.851596515628509e-07,4.2382198298501926e-07,0.00014180059899649466,1712773106.7480857,2706,3.8662331422168357e-08,98,125.56936073303223,122.06903266906738
3.851596515628509e-07,4.2382198298501926e-07,0.00014180059899649466,1712773110.567464,2880,3.8662331422168357e-08,99,129.3887391090393,125.88826823234558
3.851596515628509e-07,4.2382198298501926e-07,0.00014180059899649466,1712773114.5908961,3065,3.8662331422168357e-08,100,133.412171125412,129.91156578063965
3.851596515628509e-07,4.2382198298501926e-07,0.00014180059899649466,1712773119.0312474,3261,3.8662331422168357e-08,101,137.85252237319946,134.35208368301392
3.851596515628509e-07,4.2382198298501926e-07,0.00014180059899649466,1712773123.7218022,3471,3.8662331422168357e-08,102,142.5430772304535,139.0427303314209
3.851596515628509e-07,4.2382198298501926e-07,0.00014180059899649466,1712773128.7583892,3694,3.8662331422168357e-08,103,147.57966423034668,144.07930970191956
3.851596515628509e-07,4.2382198298501926e-07,0.00014180059899649466,1712773133.9997535,3931,3.8662331422168357e-08,104,152.82102847099304,149.32064628601074
3.851596515628509e-07,4.2382198298501926e-07,0.00014180059899649466,1712773139.6400418,4183,3.8662331422168357e-08,105,158.46131682395935,154.96098136901855
3.851596515628509e-07,4.2382198298501926e-07,0.00014180059899649466,1712773145.5937893,4452,3.8662331422168357e-08,106,164.41506433486938,160.9144127368927
3.851596515628509e-07,4.2382198298501926e-07,0.00014180059899649466,1712773151.8496816,4738,3.8662331422168357e-08,107,170.6709566116333,167.17053842544556
3.851596515628509e-07,4.2382198298501926e-07,0.00014180059899649466,1712773158.2775557,5042,3.8662331422168357e-08,108,177.09883069992065,173.5984878540039
3.851596515628509e-07,4.2382198298501926e-07,0.00014180059899649466,1712773165.3880203,5366,3.8662331422168357e-08,109,184.20929527282715,180.70890545845032
3.851596515628509e-07,4.2382198298501926e-07,0.00014180059899649466,1712773172.9785438,5711,3.8662331422168357e-08,110,191.79981875419617,188.29943442344666
3.851596515628509e-07,4.2382198298501926e-07,0.00014180059899649466,1712773181.052698,6077,3.8662331422168357e-08,111,199.87397289276123,196.37357425689697
3.851596515628509e-07,4.2382198298501926e-07,0.00014180059899649466,1712773189.7716303,6467,3.8662331422168357e-08,112,208.59290528297424,205.09229111671448
3.851596515628509e-07,4.2382198298501926e-07,0.00014180059899649466,1712773198.8524394,6883,3.8662331422168357e-08,113,217.67371439933777,214.17333102226257
3.851596515628509e-07,4.2382198298501926e-07,0.00014180059899649466,1712773208.9058108,7325,3.8662331422168357e-08,114,227.72708582878113,224.2266960144043
3.851596515628509e-07,4.2382198298501926e-07,0.00014180059899649466,1712773219.292754,7795,3.8662331422168357e-08,115,238.11402893066406,234.6136119365692
3.851596515628509e-07,4.2382198298501926e-07,0.00014180059899649466,1712773229.947504,8296,3.8662331422168357e-08,116,248.76877903938293,245.2683823108673
3.851596515628509e-07,4.2382198298501926e-07,0.00014180059899649466,1712773241.3911476,8828,3.8662331422168357e-08,117,260.2124226093292,256.71173191070557
3.851596515628509e-07,4.2382198298501926e-07,0.00014180059899649466,1712773253.460404,9395,3.8662331422168357e-08,118,272.2816789150238,268.7811653614044
3.851596515628509e-07,4.2382198298501926e-07,0.00014180059899649466,1712773266.2781055,9999,3.8662331422168357e-08,119,285.09938049316406,281.59900403022766
