loss_boundary,loss,time,_runtime,l2_error,_timestamp,step,_step,loss_interior
0.012968360244833192,48.68664260128643,1.2350249290466309,4.719276189804077,1.837706705994333,1712719405.4732802,0,0,48.673674241041596
2.0160443601485425,17.815068654967934,1.3055717945098877,4.7891130447387695,1.509626936525658,1712719405.543117,1,1,15.799024294819393
1.2785923616450348,11.55596097523028,1.3586108684539795,4.8420493602752686,0.9078629441251823,1712719405.5960534,2,2,10.277368613585244
0.5434408221431947,8.557603456053261,1.409733533859253,4.893143177032471,0.533136166654206,1712719405.6471472,3,3,8.014162633910066
0.1972647650193846,6.464339435114483,1.4609580039978027,4.944414377212524,0.5030070522941659,1712719405.6984184,4,4,6.2670746700950986
0.19316492750038994,4.276328432572456,1.5119340419769287,4.995333671569824,0.4623751113721084,1712719405.7493377,5,5,4.083163505072067
0.15706473341328864,3.3336425792748567,1.5626981258392334,5.046097993850708,0.46238264629104453,1712719405.800102,6,6,3.176577845861568
0.15999381452437783,3.0021057117097807,1.6131830215454102,5.096580266952515,0.394511545091134,1712719405.8505843,7,7,2.842111897185403
0.11047118123377112,2.2488624566894164,1.6647863388061523,5.149521589279175,0.40504624489711116,1712719405.9035256,8,8,2.1383912754556453
0.11810478594413219,2.087336472365765,1.719282865524292,5.203149318695068,0.3573641564190342,1712719405.9571533,9,9,1.9692316864216326
0.08571976309551342,1.7614750462231656,1.772599220275879,5.256425857543945,0.3784617209574688,1712719406.0104299,10,10,1.6757552831276523
0.09849264076144236,1.4659801751460073,1.8264589309692383,5.310265064239502,0.36347722829148266,1712719406.064269,11,11,1.367487534384565
0.08996947543769945,1.3318017982957777,1.8793787956237793,5.363179683685303,0.3937807032794467,1712719406.1171837,12,12,1.2418323228580783
0.09762989610528665,1.1770865665887253,1.931922435760498,5.415714979171753,0.3805226137269724,1712719406.169719,13,13,1.0794566704834387
0.0883634449574826,1.1076229354543647,1.9921700954437256,5.476299047470093,0.3742915617251441,1712719406.230303,14,14,1.0192594904968821
0.08512334967095271,1.0722012134356802,2.046145439147949,5.530001878738403,0.37382747599387817,1712719406.2840059,15,15,0.9870778637647275
0.08333383328462705,1.0369836014814366,2.098886251449585,5.582678318023682,0.39568931628620535,1712719406.3366823,16,16,0.9536497681968096
0.0893605058600671,1.0076567348317185,2.1522419452667236,5.636067152023315,0.2707056254885529,1712719406.3900712,17,17,0.9182962289716514
0.05102169861853017,0.9416178386777563,2.205650568008423,5.689471244812012,0.26584421057765334,1712719406.4434752,18,18,0.8905961400592262
0.04939927697754979,0.9067310905270685,2.2584688663482666,5.742341041564941,0.22885071778095065,1712719406.496345,19,19,0.8573318135495187
0.03819929447650074,0.8341053159227829,2.360720634460449,5.8445658683776855,0.2589565657452477,1712719406.5985699,21,20,0.7959060214462822
0.04603060686579908,0.8014129235552404,2.4132373332977295,5.897059202194214,0.2513953814721512,1712719406.6510632,22,21,0.7553823166894413
0.04407493426276304,0.7563479804541241,2.4656686782836914,5.9494853019714355,0.251171959829177,1712719406.7034893,23,22,0.7122730461913611
0.04829747725501001,0.7022027551480583,2.5684330463409424,6.052314519882202,0.2987394670997651,1712719406.8063185,25,23,0.6539052778930483
0.054455389208752536,0.6704659393009982,2.6217920780181885,6.105654001235962,0.2957533893454284,1712719406.859658,26,24,0.6160105500922456
0.05072031254419261,0.6094348711581049,2.7250659465789795,6.208961725234985,0.2933094677841143,1712719406.9629657,28,25,0.5587145586139123
0.05144505842476931,0.579608913118531,2.778261661529541,6.262071371078491,0.2878690677795943,1712719407.0160754,29,26,0.5281638546937617
0.05243926871137653,0.4986731963806011,2.881847620010376,6.365736246109009,0.3006481377687551,1712719407.1197402,31,27,0.44623392766922454
0.051427999243214714,0.46212112580483583,2.9981348514556885,6.485787868499756,0.31951016943157773,1712719407.2397919,33,28,0.4106931265616211
0.046736970926449926,0.41725061561072496,3.1051712036132812,6.589151620864868,0.3005658305964602,1712719407.3431556,35,29,0.37051364468427506
0.05300600117826118,0.38011236594974784,3.2083499431610107,6.692256927490234,0.3309292181972258,1712719407.446261,37,30,0.32710636477148664
0.062461263281158294,0.3518067453819892,3.310822010040283,6.794775009155273,0.3461784817922949,1712719407.548779,39,31,0.2893454821008309
0.062037895561309245,0.3230044275594438,3.464284896850586,6.9482197761535645,0.35506427158919684,1712719407.7022238,42,32,0.2609665319981346
0.0367541474849421,0.2896576359589338,3.568434238433838,7.052597284317017,0.28508835013720824,1712719407.8066013,44,33,0.2529034884739917
0.047181668420661446,0.2455376803952497,3.7214407920837402,7.2054829597473145,0.3107718036208316,1712719407.959487,47,34,0.19835601197458824
0.048999111312600055,0.22301860564376402,3.8745710849761963,7.358557224273682,0.3070380032898181,1712719408.1125612,50,35,0.17401949433116395
0.048054331658016786,0.199976988781405,4.0261008739471436,7.510055065155029,0.31471123776989257,1712719408.264059,53,36,0.1519226571233882
0.05105808554892992,0.18468431659597845,4.178957462310791,7.663291931152344,0.10789836336384749,1712719408.417296,56,37,0.13362623104704852
0.015498314535932948,0.1206821746684343,4.334318161010742,7.818485736846924,0.11238906326260258,1712719408.5724897,59,38,0.10518386013250135
0.012868983550540959,0.09128131976890218,4.537709474563599,8.021804809570312,0.11099085083752035,1712719408.7758088,63,39,0.07841233621836122
0.010904813788185396,0.07379707078734402,4.69145941734314,8.175408363342285,0.10117284563546065,1712719408.9294124,66,40,0.06289225699915862
0.00779506292305155,0.054545842595443025,4.894045829772949,8.37810230255127,0.08168093142808186,1712719409.1321063,70,41,0.046750779672391475
