step,l2_error,loss_boundary,_step,_timestamp,_runtime,loss_interior,loss,time
46,0.03717620242928665,0.0011212842309935554,42,1715692095.7217298,25.007250785827637,0.00023889029915610653,0.001360174530149662,21.260573387145996
50,0.03136551761541237,0.0008007922004176919,43,1715692097.3512127,26.636733770370483,0.0001646605556089603,0.0009654527560266522,22.89010262489319
55,0.024858392196949883,0.000519022532868158,44,1715692099.3853343,28.670855283737183,0.00010532283119802555,0.0006243453640661836,24.92421555519104
61,0.01973845597462294,0.00025819197984978227,45,1715692101.8219197,31.10744071006775,7.435920508825492e-05,0.00033255118493803716,27.360756158828735
67,0.017128716162097064,0.00014629226862614413,46,1715692104.25877,33.5442910194397,4.12305543822468e-05,0.00018752282300839093,29.797552824020386
73,0.013496403065960328,9.162030480930306e-05,47,1715692106.6929064,35.97842741012573,2.299105576933814e-05,0.0001146113605786412,32.231682538986206
81,0.010631304462306056,4.164476196565151e-05,48,1715692109.9385343,39.22405529022217,1.3168045788124885e-05,5.481280775377639e-05,35.477298974990845
89,0.007823755182726926,2.1749073847331727e-05,49,1715692113.1832504,42.46877145767212,6.633629483383474e-06,2.8382703330715202e-05,38.7219877243042
98,0.006203976860761785,1.1412930230373194e-05,50,1715692116.832726,46.11824703216553,4.057408255646589e-06,1.5470338486019784e-05,42.37125205993652
107,0.005163803216441847,1.5390032701423743e-05,51,1715692120.4809268,49.76644778251648,3.85220846044226e-06,1.9242241161866003e-05,46.01967525482178
118,0.00403325957125374,8.851436322221174e-06,52,1715692124.9382393,54.22376036643982,2.170419441292191e-06,1.1021855763513365e-05,50.47693991661072
130,0.0032959375207023698,4.1599568222571095e-06,53,1715692129.8058965,59.09141755104065,1.3486260202895466e-06,5.508582842546656e-06,55.344571113586426
143,0.0028158453809068932,2.0467017672358127e-06,54,1715692135.0710468,64.35656785964966,7.43210101978227e-07,2.7899118692140396e-06,60.609716176986694
157,0.002391900456303491,1.0299636656625317e-06,55,1715692140.7397473,70.02526831626892,3.4159760384085916e-07,1.371561269503391e-06,66.2784309387207
172,0.002099636846825297,5.501459774284219e-07,56,1715692146.8108726,76.09639358520508,1.9000615006369415e-07,7.401521274921161e-07,72.34947514533997
190,0.0018846685575813085,2.99811188130724e-07,57,1715692154.0915036,83.37702465057373,1.0163560550690234e-07,4.014467936376263e-07,79.62970757484436
208,0.001661728823156861,1.3704953163911353e-06,58,1715692161.3836865,90.66920757293701,2.599246156677445e-07,1.6304199320588798e-06,86.92228484153748
229,0.0011822832827456749,3.9802195356014766e-07,59,1715692169.8757913,99.16131234169006,9.043080299034792e-08,4.884527565504956e-07,95.41434097290039
252,0.0010637933584449729,2.325042992110299e-07,60,1715692179.1691554,108.45467638969421,5.746805214984693e-08,2.8997235136087685e-07,104.70770859718323
277,0.0010133254213825654,1.65997570597083e-07,61,1715692189.2619789,118.54749989509583,4.379747452614325e-08,2.0979504512322626e-07,114.80046510696411
305,0.0009512823150153003,6.515637196033925e-07,62,1715692200.5784233,129.86394429206848,1.5050598825471262e-07,8.020697078581052e-07,126.11674499511719
335,0.0008720156603334885,3.247817981751422e-07,63,1715692212.7031198,141.98864078521729,5.6517678324152296e-08,3.812994764992945e-07,138.24165797233582
369,0.0007984891295011428,1.825338362270694e-07,64,1715692226.4249668,155.71048784255981,3.4054254276920326e-08,2.165880905039897e-07,151.9633502960205
406,0.0007248804290576288,4.5078224311494555e-07,65,1715692241.3669686,170.6524896621704,7.62529321985603e-08,5.270351753135059e-07,166.9052927494049
446,0.0006071827742349937,1.3898256700532237e-07,66,1715692257.5203414,186.8058624267578,2.77498509710402e-08,1.6673241797636256e-07,183.0588321685791
491,0.0005661289165140025,8.32114961785291e-08,67,1715692275.691314,204.9768350124359,1.830314503669087e-08,1.0151464121521997e-07,201.22947144508362
540,0.0005073688448861037,9.606726395991791e-08,68,1715692295.4664044,224.75192546844482,2.2233971600527764e-08,1.1830123556044568e-07,221.00492477416992
594,0.0004867861048337895,5.332616419544002e-08,69,1715692317.2664971,246.55201816558838,1.3395707544432125e-08,6.672187173987214e-08,242.8046896457672
653,0.0004423108002734248,4.847540309317337e-08,70,1715692341.067359,270.3528800010681,1.3886890540372514e-08,6.236229363354588e-08,266.605797290802
718,0.0004003541552731773,7.355087221165698e-08,71,1715692367.3712604,296.6567814350128,2.035100498662606e-08,9.390187719828305e-08,292.90935587882996
790,0.0003775475028582402,3.081631883972155e-08,72,1715692396.5174642,325.8029851913452,1.0166419634408862e-08,4.098273847413041e-08,322.0558822154999
869,0.0003301655146870452,3.24942709246031e-08,73,1715692428.517447,357.8029680252075,8.103441954133728e-09,4.0597712878736826e-08,354.05559182167053
956,0.00029625723545795567,3.193989661885974e-08,74,1715692463.7280927,393.0136137008667,9.86813165054878e-09,4.1808028269408525e-08,389.26613998413086
1052,0.00026984815847284406,3.33082198807098e-08,75,1715692502.575279,431.8608000278473,7.945937848743484e-09,4.125415772945329e-08,428.11329197883606
1157,0.00023169886049660156,1.9664094350389737e-08,76,1715692545.0745337,474.360054731369,6.810837851995387e-09,2.6474932202385124e-08,470.61264753341675
1272,0.00020929662226680683,1.741640245307227e-08,77,1715692591.542172,520.8276929855347,4.75257733097533e-09,2.21689797840476e-08,517.0802593231201
1400,0.00019558208165565725,4.4272657125223606e-08,78,1715692643.2418034,572.5273244380951,3.01778388449469e-08,7.44504959701705e-08,568.779422044754
1539,0.0001673884108511055,1.1914859984197965e-08,79,1715692699.2942088,628.5797297954559,4.309255744880126e-09,1.622411572907809e-08,624.8323786258698
1693,0.0001485572155152543,8.447138057989623e-09,80,1715692761.4288356,690.7143566608429,2.587285943449446e-09,1.1034424001439069e-08,686.9669709205627
1863,0.00013047574941200791,8.00227845777121e-09,81,1715692830.0091481,759.2946691513062,2.977522766786699e-09,1.0979801224557908e-08,755.5472536087036
2049,0.00012391240112894677,5.877479046170294e-09,82,1715692905.0246644,834.3101854324341,2.8004644550019684e-09,8.677943501172262e-09,830.5628650188446
2254,0.0001113795775093144,5.153280523047554e-09,83,1715692987.6999614,916.9854824542999,2.686700419182978e-09,7.839980942230532e-09,913.2382230758667
2479,9.866740961158296e-05,3.935595689616293e-09,84,1715693078.469015,1007.7545359134674,1.7880056420421668e-09,5.72360133165846e-09,1004.0072238445282
2727,8.920367205417101e-05,5.03571684188584e-09,85,1715693178.4930336,1107.7785546779633,2.5934400144286534e-09,7.629156856314493e-09,1104.0311832427979
3000,8.428712751017074e-05,7.0189566476741006e-09,86,1715693288.6073282,1217.8928492069244,9.370273552376949e-09,1.638923020005105e-08,1214.145536661148
3299,7.787851446849506e-05,2.2336130532448958e-09,87,1715693409.217244,1338.5027649402618,1.355445063147851e-09,3.5890581163927467e-09,1334.7547943592072
3629,6.702253338180434e-05,2.494487350090888e-09,88,1715693542.3116078,1471.597128868103,1.7167784951206014e-09,4.2112658452114895e-09,1467.8495845794678
3992,6.343685827337806e-05,1.6660829499866226e-09,89,1715693688.698368,1617.9838891029358,1.0554764245029822e-09,2.721559374489605e-09,1614.2365267276764
4391,5.989905204024006e-05,1.5138240797411758e-09,90,1715693849.6599164,1778.9454374313354,9.735150854417532e-10,2.487339165182929e-09,1775.1981129646301
4831,5.285653844069641e-05,1.3639711658412835e-09,91,1715694027.1444569,1956.4299778938293,1.2013980815082372e-09,2.565369247349521e-09,1952.6826255321503
5314,4.851916100963261e-05,2.0315298804594366e-09,92,1715694222.0491116,2151.3346326351166,1.420402307741974e-09,3.451932188201411e-09,2147.5873398780823
5845,4.359760513846717e-05,1.0133613773154147e-09,93,1715694436.3689034,2365.65442442894,6.846853085122664e-10,1.698046685827681e-09,2361.907124519348
6429,4.114485719521298e-05,1.0075615486949618e-09,94,1715694671.9802165,2601.2657375335693,1.0650894230474866e-09,2.0726509717424484e-09,2597.518463373184
7072,3.753597123604601e-05,7.269296563061201e-10,95,1715694931.345949,2860.631469964981,7.665722024059014e-10,1.4935018587120213e-09,2856.8841168880463
7427,3.634392123765925e-05,8.122718303298696e-10,96,1715695074.6279516,3003.9134726524353,7.601505215376316e-10,1.5724223518675012e-09,3000.166221857071
