loss_boundary,loss_interior,_runtime,step,time,_step,l2_error,_timestamp,loss
0.01909353290327857,0.0176177870819752,42.97084093093872,46,39.11554193496704,42,0.1682116145892909,1715684483.3896098,0.036711319985253774
0.01759608439710064,0.013772694687049817,46.11297583580017,50,42.25730276107788,43,0.14853415380736998,1715684486.5317447,0.03136877908415046
0.017809426152158577,0.007830090474744802,50.033353328704834,55,46.178115129470825,44,0.16267488485350975,1715684490.4521222,0.025639516626903378
0.010225926367226657,0.004726882847369579,54.72302198410034,61,50.86769151687622,45,0.10050222555895956,1715684495.1417909,0.014952809214596236
0.006145081330882903,0.004258547928077877,59.41892981529236,67,55.56357741355896,46,0.09361096665219554,1715684499.8376987,0.010403629258960781
0.00314695156230069,0.0023799377769884223,64.1224730014801,73,60.266801834106445,47,0.05864125536465922,1715684504.541242,0.0055268893392891125
0.002098096216864619,0.0016893727245792,70.38360095024109,81,66.52809643745422,48,0.05010344000405361,1715684510.8023698,0.003787468941443819
0.0015309417275546353,0.0011923439962962447,76.64987802505493,89,72.79429650306702,49,0.04230832526071722,1715684517.068647,0.00272328572385088
0.00123566612372055,0.0008208377836579017,83.69799137115479,98,79.84232711791992,50,0.03789780259715523,1715684524.1167603,0.0020565039073784518
0.0010552238109231209,0.00038486818131239486,90.75038075447083,107,86.89437818527222,51,0.0348986002341462,1715684531.1691496,0.0014400919922355157
0.0007191800601451664,0.00014022143116977577,99.34966325759888,118,95.4941132068634,52,0.03035965355311023,1715684539.7684321,0.0008594014913149422
0.00045099063328699583,9.484761313075393e-05,108.72966980934143,130,104.8741307258606,53,0.02463616598805214,1715684549.1484387,0.0005458382464177498
0.0002957570691766429,8.199187889530654e-05,118.89486289024353,143,115.03874492645264,54,0.022323046217386306,1715684559.3136318,0.0003777489480719494
0.00016448835861546915,4.357901426296196e-05,129.865660905838,157,126.01004934310913,55,0.017578670025177764,1715684570.2844298,0.0002080673728784311
0.00010272799492453109,2.6726996338698395e-05,141.63101387023926,172,137.77521800994873,56,0.01444262227664117,1715684582.0497828,0.00012945499126322947
5.3627451105721266e-05,2.0348885229236098e-05,155.74744319915771,190,151.89153933525085,57,0.01083632570592067,1715684596.166212,7.397633633495736e-05
3.867587218292703e-05,1.5847755613897182e-05,169.8627450466156,208,166.00714802742004,58,0.00851526485081491,1715684610.281514,5.452362779682421e-05
1.8313489214982254e-05,7.850909864879e-06,186.31999897956848,229,182.464289188385,59,0.006372361769528464,1715684626.7387679,2.6164399079861255e-05
7.85008411445173e-06,2.5885007083135706e-06,204.35796427726746,252,200.50194644927979,60,0.004508808686740309,1715684644.7767332,1.04385848227653e-05
2.9806185043327337e-06,1.327526903469373e-06,223.95030808448792,277,220.09456324577332,61,0.0030699890784539542,1715684664.369077,4.308145407802107e-06
2.4415863532063817e-06,1.3439995692933396e-06,245.91533279418945,305,242.05950498580933,62,0.002030016481244461,1715684686.3341017,3.7855859224997213e-06
4.739505662557655e-07,3.8480059659473767e-07,269.44488406181335,335,265.58928298950195,63,0.001168894257409402,1715684709.863653,8.587511628505032e-07
1.4270066470148884e-07,1.247667172326002e-07,296.08745765686035,369,292.231650352478,64,0.0008758339841758467,1715684736.5062265,2.67467381934089e-07
3.013450924022712e-07,1.7823965086747224e-07,325.1071557998657,406,321.2512950897217,65,0.0007093689934047096,1715684765.5259247,4.795847432697434e-07
6.147075702218579e-08,4.2628670480481357e-08,356.51521611213684,446,352.65925908088684,66,0.0005054950146328129,1715684796.933985,1.0409942750266715e-07
2.2216428775610212e-08,1.559611190162081e-08,391.8759388923645,491,388.0199303627014,67,0.0004478596500843933,1715684832.2947078,3.7812540677231026e-08
2.4431431238001853e-08,1.5839324297466395e-08,430.3881764411926,540,426.53216528892517,68,0.0003895285882757169,1715684870.8069453,4.027075553546825e-08
9.618019821249193e-09,5.8923074847152445e-09,472.8529438972473,594,468.9969298839569,69,0.000343428826676749,1715684913.2717128,1.5510327305964437e-08
1.1574159463504094e-08,5.0109108257795e-09,519.2448625564575,653,515.3888492584229,70,0.00024515941185770864,1715684959.6636314,1.6585070289283594e-08
1.8334422640326626e-08,7.776337336389094e-09,570.3264818191528,718,566.4704899787903,71,0.00019485539464059583,1715685010.7452507,2.611075997671572e-08
3.795888344448529e-09,2.3568048035186392e-09,626.9057757854462,790,623.0497543811798,72,0.0001754487106461544,1715685067.3245447,6.1526931479671684e-09
3.511010887591482e-09,1.8549426076806921e-09,689.01615858078,869,685.1602170467377,73,0.0001473086502003873,1715685129.4349275,5.365953495272174e-09
4.568529339977278e-09,2.1179306159196845e-09,757.3499791622162,956,753.4939937591553,74,0.00012547128390830446,1715685197.768748,6.686459955896963e-09
3.950167695296035e-09,1.763312857171821e-09,832.7566423416138,1052,828.9006989002228,75,0.00011234354226002385,1715685273.1754112,5.713480552467856e-09
2.1397660907045363e-09,1.4533664896996096e-09,915.2424750328064,1157,911.3864991664886,76,0.00010077803343370268,1715685355.661244,3.593132580404146e-09
1.962150397669821e-09,8.890512633579433e-10,1005.5541343688965,1272,1001.6980967521667,77,8.82316216210105e-05,1715685445.9729033,2.8512016610277642e-09
4.778876491233751e-09,8.694762856128507e-09,1106.0757570266724,1400,1102.2197923660278,78,7.881432630649174e-05,1715685546.494526,1.3473639347362259e-08
1.5602810126073776e-09,8.044743260075382e-10,1215.2441923618317,1539,1211.3882138729095,79,6.80779009836609e-05,1715685655.6629612,2.3647553386149158e-09
8.980309161073853e-10,4.668191642307713e-10,1336.3114335536957,1693,1332.4544610977173,80,5.860821998357613e-05,1715685776.7302024,1.3648500803381566e-09
8.411384450301315e-10,5.44646660097801e-10,1470.1901805400848,1863,1466.3340740203857,81,5.4926064215409576e-05,1715685910.6089494,1.3857851051279324e-09
8.149251726712091e-10,4.5081439745216085e-10,1616.636169910431,2049,1612.77929854393,82,4.8736282876457944e-05,1715686057.0549388,1.26573957012337e-09
5.937742273702639e-10,4.4034147984740764e-10,1777.8553807735443,2254,1773.999430179596,83,4.532372024034364e-05,1715686218.2741497,1.0341157072176716e-09
6.090837870028299e-10,3.700282766950398e-10,1954.5140430927277,2479,1950.6581935882568,84,4.0163826881305955e-05,1715686394.932812,9.791120636978696e-10
6.469238434633891e-10,4.4553573321046233e-10,2149.1649820804596,2727,2145.309073448181,85,3.574348040683157e-05,1715686589.583751,1.0924595766738515e-09
1.0751965402857467e-09,2.890048980881218e-09,2363.5014979839325,3000,2359.645582675934,86,3.442853847440789e-05,1715686803.9202669,3.9652455211669645e-09
3.5885644772786255e-10,2.5845355846542534e-10,2598.1901412010193,3299,2594.334221124649,87,3.068566099831712e-05,1715687038.60891,6.173100061932879e-10
3.573250113087171e-10,3.0262877991012224e-10,2857.0775191783905,3629,2853.2213439941406,88,2.7138601143333598e-05,1715687297.496288,6.599537912188394e-10
4.781593396275337e-10,4.032592684449009e-10,3004.534427881241,3817,3000.6784999370575,89,2.4865291769236182e-05,1715687444.9531968,8.814186080724345e-10
