loss_boundary,step,l2_error,loss_interior,loss,time,_runtime,_timestamp,_step
0.004055179010242898,0,0.7689627000786027,49.66975347057391,49.67380864958415,1.804401159286499,6.17214822769165,1715433367.6436331,0
0.612603574973688,1,2.7566447769462243,42.709884183344336,43.322487758318026,2.379693031311035,6.46358060836792,1715433367.9350655,1
4.764662289946055,2,2.7723044351833295,21.187661703641457,25.952323993587513,2.6729166507720947,6.757996559143066,1715433368.2294815,2
5.009918806799423,3,2.4522467896079876,10.913617713510513,15.923536520309936,2.9696578979492188,7.053364038467407,1715433368.524849,3
4.42432962614903,4,2.368249936695574,8.902483984678852,13.326813610827882,3.2654714584350586,7.349223613739014,1715433368.8207085,4
4.252492049528067,5,2.065268624200504,9.004300617575383,13.25679266710345,3.561478614807129,7.645197629928589,1715433369.1166825,5
3.535352396714449,6,1.6493544895958387,8.931795561189372,12.467147957903821,3.8583860397338867,7.942066431045532,1715433369.4135513,6
2.423044929987028,7,1.4957640098495213,6.5958006486861045,9.018845578673133,4.157619953155518,8.241283893585205,1715433369.7127688,7
2.002508567761189,8,1.3623154365439578,5.95186320904054,7.954371776801729,4.460874557495117,8.544556379318237,1715433370.0160413,8
1.655654721800144,9,1.2431621207288164,5.781274989563428,7.436929711363573,4.758143186569214,8.841877698898315,1715433370.3133626,9
1.3806957968577072,10,1.0368765006788925,5.760262176740462,7.140957973598169,5.0559983253479,9.139760971069336,1715433370.6112459,10
0.9877464930632743,11,0.7706384825326209,5.601574555570357,6.589321048633631,5.357665538787842,9.441401958465576,1715433370.9128869,11
0.5924858491390371,12,0.7866928958368957,4.737622413786105,5.330108262925142,5.655885696411133,9.739784479141235,1715433371.2112694,12
0.5655273988840742,13,0.7874934098248184,3.4842890064717564,4.0498164053558305,5.954906940460205,10.0386381149292,1715433371.510123,13
0.5358744522788967,14,0.6409444527001759,3.3861325785137897,3.9220070307926864,6.2537267208099365,10.337465524673462,1715433371.8089504,14
0.3298123847860224,15,0.5621453884990295,2.0232722807929533,2.353084665578976,6.558346271514893,10.642263889312744,1715433372.1137488,15
0.24020254496548146,16,0.4894566224181818,1.8735191525406996,2.113721697506181,6.8585851192474365,10.942350625991821,1715433372.4138355,16
0.17409007857480746,17,0.4271711958421482,1.811530412816332,1.9856204913911395,7.157581090927124,11.2413969039917,1715433372.7128818,17
0.13093454080828293,18,0.3031223935874045,1.6470893476947701,1.778023888503053,7.458982944488525,11.54272985458374,1715433373.0142148,18
0.07133117079396682,19,0.15591120839572725,1.299644818807605,1.3709759896015719,7.760093927383423,11.843951940536499,1715433373.3154368,19
0.026121372152670953,20,0.1274323057726793,1.0103614503248395,1.0364828224775104,8.061854362487793,12.145665168762207,1715433373.61715,20
0.02066281147335213,21,0.13610243737417468,0.8734513344032039,0.894114145876556,8.36271047592163,12.446547985076904,1715433373.918033,21
0.022978962063040696,22,0.13421885505328754,0.7707708416772635,0.7937498037403042,8.667566299438477,12.751378536224365,1715433374.2228634,22
0.022750201965568814,23,0.1303629205549363,0.652200202555733,0.6749504045213017,8.969440221786499,13.053218126296997,1715433374.524703,23
0.020821687345549095,24,0.14003782460062864,0.5524832010743955,0.5733048884199446,9.271029233932495,13.354853391647339,1715433374.8263383,24
0.02121086432035771,25,0.1535002028792724,0.48846272089902665,0.5096735852193843,9.574036359786987,13.657911539077759,1715433375.1293964,25
0.023837456472333204,26,0.1605894229131626,0.4234276956560632,0.4472651521283964,9.880814552307129,13.96465253829956,1715433375.4361374,26
0.026242309241740005,27,0.15759478118998266,0.378817425363346,0.405059734605086,10.18362545967102,14.267661809921265,1715433375.7391467,27
0.02603032236213949,28,0.13578251389349857,0.35452554925327806,0.38055587161541754,10.488715410232544,14.572525024414062,1715433376.04401,28
0.02065643961262203,29,0.1271243832151216,0.3211790997967382,0.34183553940936023,10.793242692947388,14.87712836265564,1715433376.3486133,29
0.016856354746235338,30,0.1444319354315901,0.2992721123905859,0.3161284671368212,11.098482370376587,15.182569026947021,1715433376.654054,30
0.017808760091860498,31,0.1621775810450111,0.25797860673944584,0.27578736683130634,11.400754928588867,15.484630584716797,1715433376.9561155,31
0.02095692143995075,32,0.16569280667027847,0.23333134338822087,0.25428826482817163,11.700175523757935,15.783954381942749,1715433377.2554393,32
0.025330945479872982,33,0.1556965391722969,0.20166530344695333,0.2269962489268263,11.999483108520508,16.083315134048462,1715433377.5548,33
0.023271382383976972,34,0.1484259805665854,0.18531157726369665,0.20858295964767362,12.301703453063965,16.38575839996338,1715433377.8572433,34
0.02082211578444297,35,0.14286338876323834,0.16888491729241703,0.18970703307686,12.604526042938232,16.68837547302246,1715433378.1598604,35
0.019072763926505233,36,0.13119043775979541,0.15647918950064732,0.17555195342715255,12.911578893661499,16.99538826942444,1715433378.4668732,36
0.01687041790585002,37,0.11619017003900638,0.148372669195284,0.165243087101134,13.212865352630615,17.296709299087524,1715433378.7681942,37
0.014482364607214537,38,0.09516555243534609,0.14028036348624429,0.1547627280934588,13.513875007629395,17.59768056869507,1715433379.0691655,38
0.011248921677092268,39,0.09358994094956333,0.1291853836243369,0.14043430530142917,13.818262577056885,17.90212917327881,1715433379.373614,39
0.010332391894454602,40,0.09180013552927303,0.12044559397683742,0.13077798587129202,14.12020206451416,18.204041481018066,1715433379.6755264,40
0.007479956151739693,42,0.079769439084872,0.10166795459695165,0.10914791074869135,14.718425035476685,18.80223846435547,1715433380.2737234,41
0.005790331098616782,46,0.0734550394687189,0.07040072422623707,0.07619105532485385,15.922725200653076,20.006566286087036,1715433381.4780512,42
