loss_boundary,step,_step,l2_error,_timestamp,loss,time,_runtime,loss_interior
0.7451297461785045,0,0,0.9707676398323383,1729107071.88086,50.18686575758588,1.1003031730651855,1.8025140762329102,49.44173601140737
0.6985817231835559,1,1,0.9203350230408621,1729107072.0242016,49.83237343670881,1.4712328910827637,1.9458556175231934,49.13379171352525
0.6195085183100779,2,2,0.7651983149646391,1729107072.1934853,49.164396025968564,1.6406259536743164,2.1151392459869385,48.54488750765849
0.40497675058859134,3,3,0.5505261762878041,1729107072.3748205,46.65305634413894,1.8219010829925537,2.2964744567871094,46.24807959355035
0.31876627748087083,4,4,1.363632947594114,1729107072.632573,16.24079341474896,2.07961106300354,2.554226875305176,15.922027137268088
1.708013018934117,5,5,1.1921660133543526,1729107073.0286763,7.547098746090742,2.475703239440918,2.9503302574157715,5.839085727156625
1.3003646578198338,6,6,0.9098704087969751,1729107073.5456488,3.0684863555751316,2.9927635192871094,3.4673027992248535,1.7681216977552978
0.7678178998613674,7,7,0.704510766596063,1729107074.1338058,1.7976741374098846,3.5776546001434326,4.05545973777771,1.0298562375485172
0.46803895050385064,8,8,0.4589773532743937,1729107074.698106,1.628093349774032,4.144136190414429,4.619760036468506,1.1600543992701813
0.20671871994044513,9,9,0.250616788592874,1729107075.381637,1.1751938928068522,4.828610420227051,5.303291082382202,0.9684751728664069
0.0716496526026855,10,10,0.1531496911358297,1729107076.0546887,0.8652158434199372,5.501691579818726,5.976342678070068,0.7935661908172517
0.0339068325360047,11,11,0.1191176202359042,1729107076.821746,0.2532272501360117,6.268754243850708,6.7434000968933105,0.21932041760000703
0.021038160251913147,12,12,0.08637581715037919,1729107077.612641,0.04263405257015682,7.059592008590698,7.534295082092285,0.021595892318243676
0.011109556131246208,13,13,0.05530571261709591,1729107078.5629406,0.018745236844032006,8.009882926940918,8.484594583511353,0.007635680712785797
0.00454948970310796,14,14,0.03182107153455875,1729107079.5921562,0.008877125285286688,9.039119005203247,9.513810157775879,0.004327635582178728
0.0015233674977723707,15,15,0.016960370711622933,1729107080.6642623,0.004314084764633573,10.111253023147583,10.58591628074646,0.002790717266861202
0.0004314882171199774,16,16,0.010000809711715294,1729107081.800746,0.001767384888381958,11.247705698013306,11.722399950027466,0.0013358966712619805
0.00014371945397126216,17,17,0.00792351269743798,1729107082.9764142,0.0006539731505852734,12.423306703567505,12.898068189620972,0.0005102536966140113
8.602332762905964e-05,18,18,0.007145767200899628,1729107084.1403825,0.00037747249124056895,13.587273597717285,14.062036514282227,0.0002914491636115093
6.927389867894937e-05,19,19,0.006598298354010246,1729107085.585787,0.000250986634544835,15.03275203704834,15.50744104385376,0.0001817127358658856
6.04697809947358e-05,20,20,0.00617415910930127,1729107087.0234034,0.0001768750249103513,16.470338106155396,16.94505739212036,0.0001164052439156155
5.42601847843486e-05,21,21,0.005628280994247027,1729107088.462001,0.0001473799567761866,17.90888738632202,18.383655071258545,9.311977199183798e-05
4.6517960080340894e-05,22,22,0.0050929254013927505,1729107089.9418566,0.00012460806357745532,19.388627767562866,19.863510608673096,7.809010349711444e-05
3.9329006545682123e-05,23,23,0.004670260664419219,1729107091.4222298,9.052812162712434e-05,20.869080305099487,21.343883752822876,5.1199115081442215e-05
3.33414733935373e-05,24,24,0.004289381155220114,1729107093.0496445,7.005052125831987e-05,22.49660611152649,22.971298456192017,3.670904786478256e-05
2.8421560421403997e-05,25,25,0.004030633193944626,1729107094.8701499,6.007377524580193e-05,24.317081928253174,24.79180383682251,3.1652214824397936e-05
2.4767395701527526e-05,26,26,0.0037973139378194368,1729107096.7199495,5.20672780883829e-05,26.166895389556885,26.641603469848633,2.7299882386855373e-05
2.2231610275077232e-05,27,27,0.0037126850644411433,1729107097.781703,5.125698722945519e-05,27.22861075401306,27.703356981277466,2.9025376954377957e-05
2.0620289718024384e-05,28,28,0.0036196322844612825,1729107099.1031654,4.8132390360222126e-05,28.550068140029907,29.024819374084473,2.7512100642197738e-05
1.889532149667579e-05,29,29,0.003499457701790412,1729107101.5419497,4.7680516027959625e-05,30.988837480545044,31.463603734970093,2.8785194531283836e-05
1.7272576972619638e-05,30,30,0.003401990954908843,1729107102.6187603,4.545619028776674e-05,32.0656418800354,32.540414333343506,2.81836133151471e-05
1.616632688309411e-05,31,31,0.0033011029512170064,1729107103.6852415,4.415856228731112e-05,33.13213562965393,33.606895446777344,2.799223540421701e-05
1.5143583857747211e-05,32,32,0.003195481394027544,1729107104.8558507,4.221221241208694e-05,34.30273079872131,34.777504682540894,2.7068628554339723e-05
1.403119242337581e-05,33,33,0.0030851759222472823,1729107107.425196,4.129914243770067e-05,36.87205243110657,37.34684991836548,2.726795001432486e-05
1.2998775067320886e-05,34,34,0.003009327181977641,1729107108.5145462,3.961269663146181e-05,37.9611611366272,38.43620014190674,2.6613921564140928e-05
1.233342121127837e-05,35,35,0.0029349685054399746,1729107109.6016738,3.904903021818088e-05,39.048508405685425,39.52332782745361,2.6715609006902512e-05
1.1713836492573242e-05,36,36,0.0028540730491497164,1729107110.7820964,3.8065087276237434e-05,40.228875160217285,40.70375037193298,2.6351250783664193e-05
1.1020985689442853e-05,37,37,0.002774315239646561,1729107111.9697292,3.7545447881048256e-05,41.416561126708984,41.89138317108154,2.65244621916054e-05
1.0380252061618054e-05,38,38,0.002685840616586773,1729107115.156884,3.650369203806444e-05,44.60372042655945,45.078537940979004,2.6123439976446383e-05
9.661475718033355e-06,39,39,0.002632969115270393,1729107116.263072,3.6048496417724376e-05,45.7099084854126,46.18472599983215,2.638702069969102e-05
9.231957645525083e-06,40,40,0.002581060702497533,1729107117.3603296,3.572821325473051e-05,46.807173013687134,47.281983613967896,2.6496255609205428e-05
8.375788659977213e-06,42,41,0.0024666633028702046,1729107119.2716534,3.4837512052143876e-05,48.71847224235535,49.193307399749756,2.6461723392166663e-05
6.366419487010565e-06,46,42,0.0021788223234643638,1729107123.6773517,3.293375860492251e-05,53.1241660118103,53.599005699157715,2.6567339117911942e-05
4.223071310372035e-06,50,43,0.001838907860059942,1729107127.9464252,3.014220768576143e-05,57.393237590789795,57.86807918548584,2.5919136375389396e-05
1.5798703378391883e-06,55,44,0.001363532346869581,1729107133.8999145,2.283264201605552e-05,63.346489667892456,63.82156848907471,2.125277167821633e-05
3.695815413749239e-07,61,45,0.0008427859181101305,1729107141.6743274,1.5658705226273163e-05,71.12115097045898,71.59598135948181,1.528912368489824e-05
1.8462726905379056e-07,67,46,0.0005811344446551087,1729107151.3516521,8.541634076253991e-06,80.79850578308105,81.27330613136292,8.357006807200201e-06
1.137357370283894e-07,73,47,0.00037062939156760525,1729107166.8539238,3.2731418920448203e-06,96.30048561096191,96.7755777835846,3.159406155016431e-06
6.88060498057311e-08,81,48,0.00020415241973233516,1729107176.1945236,2.1437043725769727e-06,105.64128565788269,106.11617755889893,2.0748983227712416e-06
9.062205835805623e-08,89,49,0.0002556547949462524,1729107194.4767125,8.230565989185311e-07,123.9232497215271,124.39836645126343,7.324345405604749e-07
4.111672438173793e-08,98,50,0.00018903273267793907,1729107210.9734564,4.697303740214303e-07,140.42028093338013,140.89511036872864,4.286136496396924e-07
3.2443797438857664e-08,107,51,0.00017782513898791094,1729107227.9166915,2.5963821070904364e-07,157.3632574081421,157.83834552764893,2.2719441327018597e-07
2.0780991464329535e-08,118,52,0.00010140508524057273,1729107254.1447604,1.1818141645036002e-07,183.59156799316406,184.0664143562317,9.740042498603049e-08
1.625592149662924e-08,130,53,0.00010170952810846497,1729107272.874444,6.101886873652385e-08,202.32101559638977,202.7960979938507,4.4762947239894615e-08
1.3408920912565382e-08,143,54,9.51858498429793e-05,1729107289.1623137,4.080544926484027e-08,218.6091184616089,219.08396768569946,2.7396528352274887e-08
1.0259816517973462e-08,157,55,8.387596665410883e-05,1729107316.9541922,2.7276211107343953e-08,246.40078806877136,246.87584614753723,1.701639458937049e-08
7.595485604968812e-09,172,56,7.355432429894122e-05,1729107344.5615413,1.812927016823899e-08,274.0083360671997,274.4831953048706,1.0533784563270181e-08
5.954241153898987e-09,190,57,6.69182198315811e-05,1729107376.606856,1.2841049141217412e-08,306.0534303188324,306.52851009368896,6.886807987318425e-09
4.3625324103297775e-09,208,58,5.6458687726004495e-05,1729107408.664551,1.0099381736941143e-08,338.1113648414612,338.58620500564575,5.736849326611366e-09
2.5302600851515223e-09,229,59,4.3923921545700535e-05,1729107449.1855001,6.555786166814487e-09,378.632040977478,379.10715413093567,4.0255260816629645e-09
9.433142283712344e-10,252,60,2.4889328384923168e-05,1729107501.8122997,3.3587943110086534e-09,431.25906443595886,431.7339537143707,2.415480082637419e-09
2.6812617624973006e-10,277,61,1.3273688908221232e-05,1729107562.352222,1.53973903116681e-09,491.7988257408142,492.27387595176697,1.2716128549170798e-09
1.4787685212824689e-10,305,62,8.900252327297929e-06,1729107629.0573595,1.0868835293590046e-09,558.5038497447968,558.9790134429932,9.390066772307577e-10
6.363965314230876e-11,335,63,6.2473263903133926e-06,1729107742.9383497,5.315192364648481e-10,672.3849024772644,672.8600037097931,4.678795833225393e-10
1.6500037113773914e-11,369,64,2.839801504207764e-06,1729107888.762418,2.7362723893564005e-10,818.2090094089508,818.6840720176697,2.5712720182186613e-10
9.604735629123297e-12,406,65,2.021955079571958e-06,1729108065.1946037,1.7801098691817575e-10,994.6411714553833,995.1162576675415,1.6840625128905245e-10
9.521491097882278e-12,408,66,2.0102143830192412e-06,1729108074.6667876,1.7621214219326658e-10,1004.1135015487671,1004.5884416103363,1.666906510953843e-10
