l2_error,loss_boundary,time,_timestamp,_step,loss_interior,loss,_runtime,step
0.0014104358717462484,7.38426644499449e-08,327.6975953578949,1715441942.3042977,80,6.597895853562057e-08,1.3982162298556548e-07,331.51273560523987,1693
0.0013445449732206523,6.397787237367899e-08,360.22901010513306,1715441974.835408,81,5.824754046498769e-08,1.2222541283866668e-07,364.0438458919525,1863
0.0012879808343104007,5.645118891351154e-08,395.9283528327942,1715442010.5353441,82,5.210359306232589e-08,1.0855478197583743e-07,399.74378204345703,2049
0.0012366585759134724,5.027701969609664e-08,435.1509873867035,1715442049.7576442,83,4.6950004724603005e-08,9.722702442069965e-08,438.96608209609985,2254
0.001189493482867285,4.506184407692131e-08,478.26369547843933,1715442092.8704786,84,4.2542437539564105e-08,8.760428161648541e-08,482.0789165496826,2479
0.0011457489755912638,4.053668914022288e-08,525.7748215198517,1715442140.3814828,85,3.870048787795381e-08,7.923717701817668e-08,529.589920759201,2727
0.0011050901659454722,3.654112743456498e-08,577.9927663803101,1715442192.5994706,86,3.531596913424697e-08,7.185709656881195e-08,581.8079085350037,3000
0.0010670740731363504,3.29610311879623e-08,635.3139350414276,1715442249.9206676,87,3.230671949462357e-08,6.526775068258587e-08,639.1291055679321,3299
0.0010312279583627754,2.9693783191458237e-08,698.477371931076,1715442313.0840666,88,2.9585521780593923e-08,5.927930497205216e-08,702.2925045490265,3629
0.0009972373586527932,2.6692402754236502e-08,767.9428608417511,1715442382.5495117,89,2.710903447082245e-08,5.380143722505895e-08,771.757949590683,3992
0.0009649339478738825,2.3923721514924888e-08,844.1859338283539,1715442458.7925532,90,2.4841733696443125e-08,4.8765455211368016e-08,848.0009911060333,4391
0.0009337193729373236,2.134263221284953e-08,928.4142198562622,1715442543.021009,91,2.2742372212516396e-08,4.4085004425365926e-08,932.22944688797,4831
0.0009099517243691594,1.944481022963541e-08,1000.0292184352875,1715442614.635954,92,2.1206827504345033e-08,4.0651637733980445e-08,1003.8443918228149,5206
