loss,step,time,_step,_runtime,_timestamp,loss_boundary,loss_interior
48.32358472951901,0,1.1522409915924072,0,4.592720985412598,1710870659.610294,0.013371693364886023,48.310213036154124
42.59792726154524,1,1.3463644981384277,1,4.786614179611206,1710870659.8041873,0.35326093289618443,42.24466632864905
38.12382168622163,2,1.5145289897918701,2,4.954831838607788,1710870659.972405,0.8795816453515144,37.24424004087012
38.12377106153837,3,1.7124383449554443,3,5.152856826782227,1710870660.17043,0.8795787085574799,37.24419235298089
38.1237689246201,4,1.881385087966919,4,5.321725606918335,1710870660.3392987,0.8795804734760134,37.24418845114409
32.73951707573598,5,2.050637722015381,5,5.490996599197388,1710870660.5085697,2.9829711904887604,29.756545885247224
32.73865836098623,6,2.2282016277313232,6,5.668560981750488,1710870660.686134,2.9829472135635053,29.755711147422723
30.058852200804687,7,2.404756546020508,7,5.845803737640381,1710870660.8633769,3.5276021102800588,26.531250090524626
30.053356375909477,8,2.5796921253204346,8,6.020709276199341,1710870661.0382824,3.52627402641258,26.527082349496897
19.762241432442686,9,2.758188247680664,9,6.199223279953003,1710870661.2167964,3.025438842182167,16.73680259026052
18.50131714704295,10,2.935793876647949,10,6.376880884170532,1710870661.394454,2.5066060840264774,15.994711063016474
17.772645318256224,11,3.117835760116577,11,6.5583155155181885,1710870661.5758886,2.3927623184061737,15.37988299985005
16.51334243823856,12,3.3041155338287354,12,6.744406700134277,1710870661.7619798,1.8637555605481315,14.64958687769043
14.328910574080728,13,3.468257188796997,13,6.908617734909058,1710870661.9261909,1.7450045270183323,12.583906047062396
11.104136839858677,14,3.6372463703155518,14,7.077564716339111,1710870662.0951378,1.058464386474483,10.045672453384194
8.526527399941502,15,3.8049397468566895,15,7.245221138000488,1710870662.2627943,1.6376701116825296,6.888857288258973
6.383382900950142,16,3.975175142288208,16,7.4155168533325195,1710870662.43309,1.5228175543885465,4.860565346561596
4.892778751177094,17,4.144023895263672,17,7.584361791610718,1710870662.601935,1.083084210509791,3.809694540667303
4.670816981015145,18,4.3217856884002686,18,7.76213264465332,1710870662.7797058,1.003124950543636,3.6676920304715095
4.46567218625463,19,4.490411281585693,19,7.930672883987427,1710870662.948246,0.9453990167184043,3.5202731695362255
3.248489933433417,20,4.6654582023620605,20,8.106010675430298,1710870663.1235838,0.7506821307915688,2.497807802641848
1.5726169485181143,21,4.834006071090698,21,8.27430772781372,1710870663.2918808,0.29572304374088165,1.2768939047772325
0.34808261644305827,22,5.013576984405518,22,8.45401668548584,1710870663.4715898,0.04751533436693252,0.30056728207612576
0.19979211566009453,23,5.181600093841553,23,8.62174367904663,1710870663.6393168,0.019582756211811315,0.1802093594482832
0.11473627060927524,24,5.3626649379730225,24,8.803045988082886,1710870663.820619,0.009252703753023277,0.10548356685625196
0.07758670555587364,25,5.537930965423584,25,8.978289365768433,1710870663.9958625,0.004491304009481274,0.07309540154639237
0.027178548435453958,26,5.705983400344849,26,9.146348714828491,1710870664.1639218,0.000969621720343585,0.026208926715110374
0.011059315262185126,27,5.87553858757019,27,9.315856218338013,1710870664.3334293,0.00040201085133181945,0.010657304410853307
0.0044990657697074644,28,6.047431230545044,28,9.488059282302856,1710870664.5056324,0.00018788366900082023,0.004311182100706645
0.000838687970005991,29,6.217249155044556,29,9.657612323760986,1710870664.6751854,0.00011618151275775554,0.0007225064572482354
9.83785444230441e-05,31,6.548206090927124,30,9.98854660987854,1710870665.0061197,1.493574506802206e-05,8.344279935502204e-05
6.511836617130463e-05,32,6.715451955795288,31,10.155717372894287,1710870665.1732905,7.729231093927921e-06,5.738913507737671e-05
4.8700155713365905e-05,33,6.883577585220337,32,10.323896646499634,1710870665.3414698,5.842990602219256e-06,4.285716511114665e-05
1.6550667139412215e-05,35,7.253709554672241,33,10.693998336791992,1710870665.7115715,1.2331315750963525e-06,1.5317535564315863e-05
1.0427974032974847e-05,36,7.420080661773682,34,10.860397815704346,1710870665.877971,9.137279268672358e-07,9.514246106107611e-06
5.017908638850599e-06,38,7.762786388397217,35,11.203411340713501,1710870666.2209845,4.2652736623281846e-07,4.5913812726177805e-06
2.5967237482909306e-06,40,8.091373682022095,36,11.531689405441284,1710870666.5492625,2.975150631442052e-07,2.2992086851467256e-06
2.125366978112874e-06,41,8.260865449905396,37,11.701284885406494,1710870666.718858,2.766088963111554e-07,1.8487580818017187e-06
1.2870206668831002e-06,43,8.597251415252686,38,12.037580251693726,1710870667.0551534,2.1020247441827524e-07,1.076818192464825e-06
8.128595200409774e-07,45,8.931600332260132,39,12.3719162940979,1710870667.3894894,1.5213062921650332e-07,6.607288908244741e-07
4.942431232685697e-07,47,9.288350343704224,40,12.728688478469849,1710870667.7462616,9.656497111170315e-08,3.976781521568666e-07
3.3398822784992516e-07,49,9.619139909744263,41,13.05948281288147,1710870668.077056,6.679815785968605e-08,2.671900699902391e-07
2.158947286812075e-07,51,9.961612224578857,42,13.401942253112793,1710870668.4195154,4.2915279752976255e-08,1.7297944892823123e-07
1.423789844664787e-07,53,10.368972063064575,43,13.809707164764404,1710870668.8272803,2.6558262012666295e-08,1.158207224538124e-07
8.001514255289074e-08,56,10.943333148956299,44,14.38365364074707,1710870669.4012268,1.361473547725746e-08,6.640040707563329e-08
5.205466753724412e-08,58,11.284867763519287,45,14.725245475769043,1710870669.7428186,8.27212761334634e-09,4.3782539923897784e-08
3.511738810729602e-08,61,11.785057306289673,46,15.225410461425781,1710870670.2429836,5.037970210258927e-09,3.007941789703709e-08
2.631968896615333e-08,63,12.138606071472168,47,15.578948259353638,1710870670.5965214,3.6707321861177773e-09,2.2648956780035555e-08
1.6497652888605763e-08,66,12.68494963645935,48,16.125580549240112,1710870671.1431537,2.2308332111590726e-09,1.426681967744669e-08
1.0943654869696216e-08,69,13.198033571243286,49,16.638427019119263,1710870671.6560001,1.4348869847414638e-09,9.508767884954752e-09
8.247543009697611e-09,72,13.70264196395874,50,17.142996311187744,1710870672.1605694,9.585994840441482e-10,7.288943525653463e-09
6.18356415765834e-09,75,14.213927745819092,51,17.65453600883484,1710870672.6721091,6.328249714202092e-10,5.550739186238131e-09
4.800423386824498e-09,78,14.711185216903687,52,18.151485919952393,1710870673.169059,4.0993811937569374e-10,4.390485267448804e-09
2.862078580842762e-09,82,15.388556003570557,53,18.82895016670227,1710870673.8465233,2.054336320095667e-10,2.6566449488331955e-09
2.1472546747154088e-09,85,15.885825634002686,54,19.32615613937378,1710870674.3437293,1.2861721283649581e-10,2.018637461878913e-09
1.3993611048501243e-09,89,16.558177709579468,55,19.99850630760193,1710870675.0160794,4.725493488489961e-11,1.3521061699652246e-09
1.001718153862664e-09,93,17.241127729415894,56,20.681448936462402,1710870675.699022,2.6273094315984664e-11,9.754450595466793e-10
8.17903738024112e-10,97,17.934007167816162,57,21.37509512901306,1710870676.3926682,1.686913910105576e-11,8.010345989230562e-10
6.675765892989467e-10,101,18.624307870864868,58,22.065104961395264,1710870677.082678,1.123379444147996e-11,6.563427948574668e-10
5.817720868782465e-10,105,19.303619623184204,59,22.743947505950928,1710870677.7615206,1.6532003396320616e-11,5.652400834819258e-10
4.4396226479751616e-10,110,20.22584629058838,60,23.666478157043457,1710870678.6840513,1.519203550005576e-11,4.287702292974604e-10
3.5125925931916945e-10,114,20.88657522201538,61,24.32687282562256,1710870679.344446,6.340111145395637e-12,3.4491914817377383e-10
2.587174676148629e-10,119,21.73437213897705,62,25.175061464309692,1710870680.1926346,3.0749570728098503e-12,2.556425105420531e-10
2.0505102683009846e-10,124,22.569355487823486,63,26.009678602218628,1710870681.0272517,3.04020101026283e-12,2.0201082581983562e-10
1.443959413865835e-10,130,23.594686031341553,64,27.035311698913574,1710870682.0528848,2.955770817006721e-12,1.4144017056957678e-10
1.0786842248728205e-10,135,24.44219398498535,65,27.88311767578125,1710870682.9006908,2.5418435043845367e-12,1.0532657898289751e-10
8.483176909623724e-11,141,25.463595628738403,66,28.904406547546387,1710870683.9219797,1.5102370567390715e-12,8.332153203949817e-11
5.5349851297215836e-11,147,26.486640691757202,67,29.92783522605896,1710870684.9454083,1.342565368190893e-12,5.4007285929024944e-11
3.00877926710095e-11,154,27.728402137756348,68,31.17607617378235,1710870686.1936493,6.86175820185882e-13,2.940161685082362e-11
2.1549864751294958e-11,160,28.74212145805359,69,32.182801485061646,1710870687.2003746,5.647238821494877e-13,2.098514086914547e-11
1.7456996725138483e-11,167,29.92231512069702,70,33.36296010017395,1710870688.3805332,3.931360016471535e-13,1.7063860723491328e-11
1.358676299960924e-11,174,31.09570598602295,71,34.53635382652283,1710870689.553927,2.5665134096407593e-13,1.3330111658645164e-11
1.0788371502993272e-11,182,32.43774890899658,72,35.878015756607056,1710870690.8955889,2.165897125959219e-13,1.057178179039735e-11
9.188258007473298e-12,190,33.769611120224,73,37.20987010002136,1710870692.2274432,1.7965866851442397e-13,9.008599338958873e-12
7.335477241403345e-12,198,35.0952045917511,74,38.535463094711304,1710870693.5530362,1.366269257971085e-13,7.198850315606237e-12
5.924483336410517e-12,206,36.448845624923706,75,39.889474391937256,1710870694.9070475,1.4164817172291707e-13,5.7828351646876e-12
4.947810249384158e-12,215,37.96158838272095,76,41.401830196380615,1710870696.4194033,8.876922114643349e-14,4.859041028237725e-12
4.452657953067017e-12,224,39.57575297355652,77,43.01602387428284,1710870698.033597,8.417254230636355e-14,4.3684854107606535e-12
3.87701935095804e-12,234,41.22277474403381,78,44.66303730010986,1710870699.6806104,7.325122464836132e-14,3.803768126309679e-12
3.4884847960690427e-12,244,42.89614486694336,79,46.33690667152405,1710870701.3544798,7.433544119149926e-14,3.4141493548775436e-12
3.226120641861648e-12,254,44.57773971557617,80,48.01843476295471,1710870703.036008,7.670215659924637e-14,3.1494184852624018e-12
3.018255932434408e-12,265,46.4301176071167,81,49.87048697471619,1710870704.88806,8.707762652453946e-14,2.9311783059098685e-12
2.6610499602080475e-12,277,48.426804065704346,82,51.86751461029053,1710870706.8850877,6.798577418322502e-14,2.5930641860248226e-12
2.5154521935173995e-12,289,50.41477394104004,83,53.85552215576172,1710870708.8730953,6.29352295184012e-14,2.4525169639989983e-12
2.3422602328285483e-12,301,52.42408609390259,84,55.86442947387695,1710870710.8820026,7.208333492963104e-14,2.2701768978989174e-12
2.1972970265686118e-12,314,54.64100503921509,85,58.082141399383545,1710870713.0997145,5.9717090375985e-14,2.1375799361926267e-12
2.08297890482605e-12,327,56.8580858707428,86,60.29915165901184,1710870715.3167248,6.034603851628791e-14,2.022632866309762e-12
1.861309084516385e-12,342,59.47147035598755,87,62.91214299201965,1710870717.929716,5.797737995496194e-14,1.803331704561423e-12
1.744989074813661e-12,356,61.80021357536316,88,65.24053573608398,1710870720.2581089,5.795971469574652e-14,1.6870293601179147e-12
1.6320395067663973e-12,371,64.29682064056396,89,67.73709011077881,1710870722.7546632,6.162291404211793e-14,1.5704165927242794e-12
1.5317401627228113e-12,387,66.9523503780365,90,70.3933539390564,1710870725.410927,5.68865872130285e-14,1.4748535755097827e-12
1.4220548225722915e-12,404,69.84526205062866,91,73.28642129898071,1710870728.3039944,5.654469056619667e-14,1.3655101320060948e-12
1.3177405522489045e-12,421,72.71523523330688,92,76.15564727783203,1710870731.1732204,5.292389178515689e-14,1.2648166604637476e-12
1.1606123487379496e-12,439,75.7600998878479,93,79.20087575912476,1710870734.2184489,6.124199353392083e-14,1.0993703552040287e-12
1.0334044551890598e-12,458,78.96649074554443,94,82.407066822052,1710870737.42464,4.7355730287922566e-14,9.860487249011373e-13
9.566759792005058e-13,478,82.34584188461304,95,85.78634715080261,1710870740.8039203,4.327488697885464e-14,9.13401092221651e-13
8.837703543036365e-13,499,85.92448234558105,96,89.36575675010681,1710870744.3833299,4.040196248022235e-14,8.433683918234142e-13
