_step,loss_boundary,step,l2_error,loss,_runtime,time,_timestamp,loss_interior
70,1.4459582828070414e-06,473,0.0007521110692205572,3.785160714542995e-06,57.33516716957092,53.74522399902344,1711568139.479731,2.3392024317359535e-06
71,1.4459582828070414e-06,504,0.0007521110692205572,3.785160714542995e-06,57.76552653312683,54.175564765930176,1711568139.9100904,2.3392024317359535e-06
72,1.4459582828070414e-06,536,0.0007521110692205572,3.785160714542995e-06,58.15800499916077,54.568039894104004,1711568140.302569,2.3392024317359535e-06
73,1.4459582828070414e-06,571,0.0007521110692205572,3.785160714542995e-06,58.637730836868286,55.04778742790222,1711568140.7822948,2.3392024317359535e-06
74,1.4459582828070414e-06,607,0.0007521110692205572,3.785160714542995e-06,59.114497423172,55.524529218673706,1711568141.2590613,2.3392024317359535e-06
75,1.4459582828070414e-06,646,0.0007521110692205572,3.785160714542995e-06,59.64885592460632,56.05890703201294,1711568141.7934198,2.3392024317359535e-06
76,1.4459582828070414e-06,688,0.0007521110692205572,3.785160714542995e-06,60.23703861236572,56.64688801765442,1711568142.3816025,2.3392024317359535e-06
77,1.4459582828070414e-06,732,0.0007521110692205572,3.785160714542995e-06,60.83439040184021,57.2444121837616,1711568142.9789543,2.3392024317359535e-06
78,1.4459582828070414e-06,779,0.0007521110692205572,3.785160714542995e-06,61.48888397216797,57.898972272872925,1711568143.633448,2.3392024317359535e-06
79,1.4459582828070414e-06,829,0.0007521110692205572,3.785160714542995e-06,62.066935300827026,58.47701954841614,1711568144.2114992,2.3392024317359535e-06
80,1.4459582828070414e-06,882,0.0007521110692205572,3.785160714542995e-06,62.74557185173035,59.155545473098755,1711568144.8901358,2.3392024317359535e-06
81,1.4459582828070414e-06,939,0.0007521110692205572,3.785160714542995e-06,63.40302515029907,59.813098669052124,1711568145.547589,2.3392024317359535e-06
82,1.4459582828070414e-06,999,0.0007521110692205572,3.785160714542995e-06,64.23389935493469,60.64396810531616,1711568146.3784633,2.3392024317359535e-06
83,1.4459582828070414e-06,1064,0.0007521110692205572,3.785160714542995e-06,65.06187725067139,61.47197151184082,1711568147.2064412,2.3392024317359535e-06
84,1.4459582828070414e-06,1132,0.0007521110692205572,3.785160714542995e-06,65.88638472557068,62.29647874832153,1711568148.0309486,2.3392024317359535e-06
85,1.4459582828070414e-06,1205,0.0007521110692205572,3.785160714542995e-06,66.90542411804199,63.31548571586609,1711568149.049988,2.3392024317359535e-06
86,1.4459582828070414e-06,1282,0.0007521110692205572,3.785160714542995e-06,67.87034440040588,64.28040504455566,1711568150.0149083,2.3392024317359535e-06
87,1.4459582828070414e-06,1364,0.0007521110692205572,3.785160714542995e-06,68.90119361877441,65.31125807762146,1711568151.0457575,2.3392024317359535e-06
88,1.4459582828070414e-06,1452,0.0007521110692205572,3.785160714542995e-06,70.02102613449097,66.43109560012817,1711568152.16559,2.3392024317359535e-06
89,1.4459582828070414e-06,1545,0.0007521110692205572,3.785160714542995e-06,71.32482838630676,67.73488593101501,1711568153.4693923,2.3392024317359535e-06
90,1.4459582828070414e-06,1645,0.0007521110692205572,3.785160714542995e-06,72.70804119110107,69.11810278892517,1711568154.852605,2.3392024317359535e-06
91,1.4459582828070414e-06,1750,0.0007521110692205572,3.785160714542995e-06,73.92873215675354,70.33880090713501,1711568156.073296,2.3392024317359535e-06
92,1.4459582828070414e-06,1863,0.0007521110692205572,3.785160714542995e-06,75.2671570777893,71.67723393440247,1711568157.411721,2.3392024317359535e-06
93,1.4459582828070414e-06,1982,0.0007521110692205572,3.785160714542995e-06,76.86064958572388,73.27071833610535,1711568159.0052135,2.3392024317359535e-06
94,1.4459582828070414e-06,2110,0.0007521110692205572,3.785160714542995e-06,78.54048442840576,74.9505410194397,1711568160.6850483,2.3392024317359535e-06
95,1.4459582828070414e-06,2245,0.0007521110692205572,3.785160714542995e-06,80.34410238265991,76.75413107872009,1711568162.4886663,2.3392024317359535e-06
96,1.4459582828070414e-06,2389,0.0007521110692205572,3.785160714542995e-06,82.2990231513977,78.70882749557495,1711568164.443587,2.3392024317359535e-06
97,1.4459582828070414e-06,2543,0.0007521110692205572,3.785160714542995e-06,84.37997078895569,80.79003119468689,1711568166.5245347,2.3392024317359535e-06
98,1.4459582828070414e-06,2706,0.0007521110692205572,3.785160714542995e-06,86.37258124351501,82.78259348869324,1711568168.5171452,2.3392024317359535e-06
99,1.4459582828070414e-06,2880,0.0007521110692205572,3.785160714542995e-06,88.65886664390564,85.06891083717346,1711568170.8034306,2.3392024317359535e-06
100,1.4459582828070414e-06,3065,0.0007521110692205572,3.785160714542995e-06,91.20161199569702,87.61164593696594,1711568173.346176,2.3392024317359535e-06
101,1.4459582828070414e-06,3261,0.0007521110692205572,3.785160714542995e-06,93.52040433883667,89.9304428100586,1711568175.6649683,2.3392024317359535e-06
102,1.4459582828070414e-06,3471,0.0007521110692205572,3.785160714542995e-06,96.2114806175232,92.62153816223145,1711568178.3560445,2.3392024317359535e-06
103,1.4459582828070414e-06,3694,0.0007521110692205572,3.785160714542995e-06,98.97727727890015,95.38736295700073,1711568181.1218412,2.3392024317359535e-06
104,1.4459582828070414e-06,3931,0.0007521110692205572,3.785160714542995e-06,102.18658590316772,98.59660267829895,1711568184.3311498,2.3392024317359535e-06
105,1.4459582828070414e-06,4183,0.0007521110692205572,3.785160714542995e-06,105.53932237625122,101.94936418533325,1711568187.6838863,2.3392024317359535e-06
106,1.4459582828070414e-06,4452,0.0007521110692205572,3.785160714542995e-06,109.02416968345642,105.43403458595276,1711568191.1687336,2.3392024317359535e-06
107,1.4459582828070414e-06,4738,0.0007521110692205572,3.785160714542995e-06,112.66515016555786,109.0752170085907,1711568194.809714,2.3392024317359535e-06
108,1.4459582828070414e-06,5042,0.0007521110692205572,3.785160714542995e-06,116.34626126289368,112.75628113746643,1711568198.4908252,2.3392024317359535e-06
109,1.4459582828070414e-06,5366,0.0007521110692205572,3.785160714542995e-06,120.71537971496582,117.12542200088501,1711568202.8599436,2.3392024317359535e-06
110,1.4459582828070414e-06,5711,0.0007521110692205572,3.785160714542995e-06,125.07962656021118,121.48969268798828,1711568207.2241905,2.3392024317359535e-06
111,1.4459582828070414e-06,6077,0.0007521110692205572,3.785160714542995e-06,129.8595049381256,126.26958203315735,1711568212.0040689,2.3392024317359535e-06
112,1.4459582828070414e-06,6467,0.0007521110692205572,3.785160714542995e-06,135.09712600708008,131.50712895393372,1711568217.24169,2.3392024317359535e-06
113,1.4459582828070414e-06,6883,0.0007521110692205572,3.785160714542995e-06,140.48911786079407,136.89897084236145,1711568222.6336818,2.3392024317359535e-06
114,1.4459582828070414e-06,7325,0.0007521110692205572,3.785160714542995e-06,146.36081409454346,142.77080368995667,1711568228.505378,2.3392024317359535e-06
115,1.4459582828070414e-06,7795,0.0007521110692205572,3.785160714542995e-06,152.47949981689453,148.88957715034485,1711568234.6240637,2.3392024317359535e-06
116,1.4459582828070414e-06,8296,0.0007521110692205572,3.785160714542995e-06,158.75413751602173,155.1642143726349,1711568240.8987014,2.3392024317359535e-06
117,1.4459582828070414e-06,8828,0.0007521110692205572,3.785160714542995e-06,165.59522414207458,162.00525736808777,1711568247.739788,2.3392024317359535e-06
118,1.4459582828070414e-06,9395,0.0007521110692205572,3.785160714542995e-06,172.7578854560852,169.1678569316864,1711568254.9024494,2.3392024317359535e-06
119,1.4459582828070414e-06,9999,0.0007521110692205572,3.785160714542995e-06,180.39943623542786,176.8092908859253,1711568262.5440001,2.3392024317359535e-06
