_timestamp,_runtime,l2_error,time,loss_interior,loss,_step,loss_boundary,step
1712929138.733571,5.2320051193237305,0.6240878740251071,1.1516625881195068,48.946754466749006,48.95554335584125,0,0.008788889092245525,0
1712929138.9359534,5.434387445449829,1.4651074693322435,1.6827011108398438,44.76733896742318,44.79842048384591,1,0.03108151642272895,1
1712929139.36235,5.86078405380249,1.415572880213558,2.109342336654663,32.687610909843386,33.48653658885615,2,0.7989256790127609,2
1712929139.8354073,6.333841323852539,1.2618887486713717,2.582383394241333,31.60061109968308,32.278208158639586,3,0.6775970589565062,3
1712929140.270123,6.768557071685791,0.6655984779947307,3.0171308517456055,27.856883646085507,28.410169807984,4,0.5532861618984948,4
1712929140.8323374,7.330771446228027,0.4690112832240354,3.5793561935424805,14.432947867517182,14.830698200675526,5,0.3977503331583442,5
1712929141.2622426,7.760676622390747,0.44289988599506397,4.007995128631592,11.471727944465856,11.607091364863303,6,0.1353634203974464,6
1712929141.6940234,8.192457437515259,0.24681845750653014,4.440984725952148,5.169898925638805,5.341597551138058,7,0.171698625499253,7
1712929142.1363542,8.634788274765015,0.404777978128624,4.883332967758179,5.051955232829663,5.078710040503411,8,0.026754807673748854,8
1712929142.6129816,9.11141562461853,0.09824062443005566,5.359962463378906,3.9728360840257535,4.143519284143271,9,0.17068320011751764,9
1712929143.0660155,9.564449548721313,0.08091853974435553,5.813000917434692,0.20249902343255327,0.21422684233343853,10,0.011727818900885267,10
1712929143.6556373,10.15407133102417,0.06589874740484106,6.402645826339722,0.019012996741560335,0.026761402295056667,11,0.007748405553496333,11
1712929144.4315147,10.929948806762695,0.05246361940548139,7.178535223007202,0.003644628455617729,0.009097220906221046,12,0.005452592450603317,12
1712929145.3542068,11.852640867233276,0.04374524156605104,8.101166725158691,0.0016951800136363365,0.005138137450318403,13,0.0034429574366820668,13
1712929146.243928,12.742362022399902,0.03769236436563762,8.990864753723145,0.0015617097468517407,0.004019081310544811,14,0.00245737156369307,14
1712929147.0629427,13.561376810073853,0.033797737559117656,9.809925317764282,0.001418465998116485,0.0032766070646215928,15,0.0018581410665051078,15
1712929147.9164002,14.414834260940552,0.031629505545930144,10.663448095321655,0.001200048479243249,0.0027186961294358766,16,0.0015186476501926277,16
1712929148.52827,15.02670407295227,0.029102078826646435,11.275305032730103,0.0011780038567331841,0.002432460711446387,17,0.0012544568547132027,17
1712929149.042892,15.54132604598999,0.026650017812223,11.789899110794067,0.0011031200250620702,0.002168557403463513,18,0.0010654373784014426,18
1712929150.3083284,16.80676245689392,0.023588929411972392,13.055331468582153,0.001090672219369649,0.0019656451503519126,19,0.0008749729309822637,19
1712929151.7603507,18.258784770965576,0.01541774738317613,14.507163524627686,0.0008797516976065964,0.0013983545295547608,20,0.0005186028319481644,21
1712929152.2770517,18.77548575401306,0.012375064700920434,15.024073362350464,0.0007433245732837116,0.001047224027652185,21,0.00030389945436847345,22
1712929153.5679271,20.06636118888855,0.009261105163931017,16.314894199371338,0.000656598418428994,0.0008343945459807552,22,0.0001777961275517612,23
1712929155.113822,21.612256050109863,0.004544124757909605,17.86070990562439,0.0004975272235130193,0.0005403455935593807,23,4.2818370046361455e-05,25
1712929157.0585938,23.55702781677246,0.003103714344714274,19.805601358413696,0.0003267817102246536,0.00034553643875031485,24,1.8754728525661246e-05,27
1712929158.2468684,24.745302438735962,0.0036498496515991866,20.99386978149414,0.0002914381336362726,0.00030749463691440447,25,1.605650327813188e-05,28
1712929159.9505281,26.448962211608887,0.004878346052366206,22.69753909111023,0.00026692391871002734,0.0002817816937779594,26,1.4857775067932024e-05,30
1712929161.4430745,27.941508531570435,0.0033949559881703284,24.190058708190918,0.00017641810080874226,0.0001860333356583481,27,9.615234849605846e-06,32
1712929163.2654119,29.763845920562744,0.0035207367549248956,26.0124192237854,7.312696338832985e-05,7.883201305986746e-05,28,5.705049671537605e-06,34
