loss,_step,l2_error,loss_boundary,loss_interior,step,_runtime,time,_timestamp
0.00015581300278724763,41,0.004802730517712935,3.717402380474428e-05,0.00011863897898250335,42,9.25658106803894,5.307296514511108,1714845375.6444352
0.00011764123781280938,42,0.003382146558784555,3.157998757206737e-05,8.606125024074202e-05,46,9.581255197525024,5.6320765018463135,1714845375.9691093
8.45426158752216e-05,43,0.0031308158166591217,1.7574496980245082e-05,6.696811889497652e-05,50,9.897834539413452,5.948734998703003,1714845376.2856886
5.200234277495816e-05,44,0.0023121965316701735,1.1787667800801712e-05,4.021467497415645e-05,55,10.320849895477295,6.371460676193237,1714845376.708704
3.582493016683186e-05,45,0.0020120468701112196,7.903865425880173e-06,2.7921064740951687e-05,61,10.813615322113037,6.864506959915161,1714845377.2014694
2.3961219468225402e-05,46,0.0018953112574320325,4.604877204970028e-06,1.9356342263255375e-05,67,11.344058275222778,7.394869089126587,1714845377.7319124
1.8344066831978464e-05,47,0.0014299638929817634,3.9744659316702995e-06,1.4369600900308166e-05,73,11.860975742340088,7.911725044250488,1714845378.2488298
1.0569000926124794e-05,48,0.0006285214624853126,5.48907177560873e-07,1.0020093748563922e-05,81,12.594209671020508,8.644901037216187,1714845378.9820638
9.516138642127706e-06,49,0.00043794996494853707,3.9537480606628127e-07,9.120763836061424e-06,89,13.249498844146729,9.30030632019043,1714845379.637353
8.558069518798536e-06,50,0.000511190186668201,5.256126078288362e-07,8.0324569109697e-06,98,13.995953798294067,10.046747207641602,1714845380.383808
7.423348602106343e-06,51,0.0006284387916621851,4.790521826528671e-07,6.944296419453476e-06,107,14.744427680969238,10.794992923736572,1714845381.1322818
6.566101080068002e-06,52,0.00039783968478745426,4.3162452087695934e-07,6.134476559191042e-06,118,15.651630163192749,11.702144384384155,1714845382.0394843
5.774253243726774e-06,53,0.0004060714553380667,3.624286829494317e-07,5.411824560777342e-06,130,16.644532918930054,12.695314168930054,1714845383.032387
5.426532341849223e-06,54,0.0004916198718203243,4.5147802909584063e-07,4.975054312753383e-06,143,17.73551034927368,13.786293983459473,1714845384.1233644
4.9224621289349665e-06,55,0.0004266977784233075,3.738908454899737e-07,4.548571283444993e-06,157,18.855976581573486,14.906810283660889,1714845385.2438307
4.618238498874516e-06,56,0.0003770105511575667,3.004610965950046e-07,4.317777402279512e-06,172,20.106232404708862,16.15705394744873,1714845386.4940865
4.134912180175406e-06,57,0.0003205619441212158,2.2954187811215996e-07,3.905370302063246e-06,190,21.58818483352661,17.639010906219482,1714845387.976039
3.4607747538463923e-06,58,0.0003129782483352915,2.187779046804111e-07,3.241996849165981e-06,208,23.081196069717407,19.131892919540405,1714845389.4690502
3.2117401114002523e-06,59,0.00027013656882631535,1.7912842397119102e-07,3.0326116874290613e-06,229,24.83640956878662,20.88717222213745,1714845391.2242637
3.126149224997986e-06,60,0.0002562615695808,1.6589584304042973e-07,2.9602533819575564e-06,252,26.752196550369263,22.802746534347534,1714845393.1400506
2.952789240411268e-06,61,0.00025684858483770686,1.704640611640286e-07,2.782325179247239e-06,277,28.822551727294922,24.873196840286255,1714845395.2104058
2.852285004847299e-06,62,0.00023979825607419779,1.5918374323979444e-07,2.6931012616075046e-06,305,31.145402193069458,27.19598150253296,1714845397.5332563
2.7388350365473705e-06,63,0.00023499466356130148,1.4993256954246591e-07,2.5889024670049044e-06,335,33.654568910598755,29.705379486083984,1714845400.042423
2.358846242550068e-06,64,0.00032898783969006226,2.569071499349045e-07,2.1019390926151633e-06,369,36.44623947143555,32.49706959724426,1714845402.8340936
1.947557959431686e-06,65,0.00036907393326853784,2.90977327625979e-07,1.656580631805707e-06,406,39.57084107398987,35.62164044380188,1714845405.9586952
1.7714716845246894e-06,66,0.0004019502411896412,3.027680449089434e-07,1.468703639615746e-06,446,42.9131817817688,38.96404409408569,1714845409.301036
1.4291981074969024e-06,67,0.00033735576740287455,2.3754698736433265e-07,1.1916511201325696e-06,491,46.614495038986206,42.665297985076904,1714845413.0023491
1.2029148559140986e-06,68,0.0002912848773708258,1.883814434295951e-07,1.0145334124845035e-06,540,50.62046408653259,46.67122530937195,1714845417.0083182
7.136143574992692e-07,69,0.0001807091719099013,9.817941300919699e-08,6.154349444900722e-07,594,55.06541061401367,51.11593413352966,1714845421.4532647
5.883377709919859e-07,70,0.0001769698059342026,7.076436406410497e-08,5.175734069278809e-07,653,59.934499979019165,55.98524069786072,1714845426.322354
5.137747835458008e-07,71,0.00019106222729911018,7.215184148535078e-08,4.4162294206044997e-07,718,65.35095739364624,61.400912284851074,1714845431.7388115
4.847265809287376e-07,72,0.00017659904092282022,7.473454301982053e-08,4.099920379089171e-07,790,71.31734490394592,67.36811971664429,1714845437.705199
4.4598669887397127e-07,73,0.00018397677396106858,6.382971010190168e-08,3.821569887720696e-07,869,77.84525990486145,73.89613080024719,1714845444.233114
4.1257019742815257e-07,74,0.00017650495118829823,5.549340387804948e-08,3.570767935501031e-07,956,85.07858991622925,81.12907862663269,1714845451.466444
3.815425778300047e-07,75,0.00015168339147886287,4.3558863346952874e-08,3.3798371448305186e-07,1052,93.0024209022522,89.05319404602051,1714845459.390275
3.257731056722166e-07,76,0.00012973893221396272,2.98946075275772e-08,2.958784981446394e-07,1157,101.55036425590515,97.60119605064392,1714845467.9382184
2.7665513633015955e-07,77,0.00010207733571667167,1.671018906026782e-08,2.5994494726989173e-07,1272,111.00345706939697,107.05417704582214,1714845477.3913112
2.5821867052732146e-07,78,9.747490394109909e-05,1.4693668870059279e-08,2.435250016572622e-07,1400,126.17593026161194,122.22646832466125,1714845492.5637844
2.03330072221553e-07,79,7.194384258062936e-05,7.435116017401427e-09,1.9589495620415158e-07,1539,137.62012219429016,133.67082262039185,1714845504.0079763
1.6298932873641272e-07,80,6.087594015417259e-05,6.248602962303861e-09,1.5674072577410886e-07,1693,150.36676597595215,146.41437697410583,1714845516.75462
1.3395271314859658e-07,81,6.250141607634433e-05,8.141953054716506e-09,1.2581076009388007e-07,1863,164.42183661460876,160.47257471084595,1714845530.8096907
1.197716528774233e-07,82,6.194605793149464e-05,8.547185790098307e-09,1.1122446708732498e-07,2049,179.79173946380615,175.84132170677185,1714845546.1795936
1.035385713880876e-07,83,6.381786143603352e-05,1.0294747845114065e-08,9.324382354297353e-08,2254,196.80247902870178,192.85318684577942,1714845563.1903331
8.477423109939889e-08,84,7.786309694146225e-05,1.2146994312681312e-08,7.262723678671757e-08,2479,215.46899557113647,211.5198516845703,1714845581.8568497
5.478981961186416e-08,85,6.665026170057434e-05,1.0479760931442828e-08,4.431005868042133e-08,2727,235.7561719417572,231.80670547485352,1714845602.144026
4.8739343923796854e-08,86,6.357755048982257e-05,9.315547209086271e-09,3.942379671471058e-08,3000,258.4269640445709,254.4776749610901,1714845624.8148181
3.525417733394208e-08,87,5.4862830087232726e-05,7.097542620429363e-09,2.8156634713512713e-08,3299,283.16518211364746,279.215744972229,1714845649.5530362
2.6379033150151583e-08,88,6.0449435307940515e-05,7.281065924237305e-09,1.9097967225914278e-08,3629,310.45560121536255,306.50633788108826,1714845676.8434553
1.9765248970507357e-08,89,4.7212285270932956e-05,4.914387999204898e-09,1.485086097130246e-08,3992,340.22678875923157,336.27731108665466,1714845706.6146429
1.5878362037173323e-08,90,2.8789443162294423e-05,2.2055443308468723e-09,1.367281770632645e-08,4391,373.0712687969208,369.1216938495636,1714845739.459123
1.1759270265020532e-08,91,2.2795813775472878e-05,1.3758405183433267e-09,1.0383429746677205e-08,4831,409.3673892021179,405.4178924560547,1714845775.7552433
8.559411704338425e-09,92,2.0960807075901833e-05,1.274571313490365e-09,7.284840390848059e-09,5314,449.22963786125183,445.28033900260925,1714845815.617492
7.72218221417276e-09,93,2.1860632283637595e-05,9.84456918400716e-10,6.737725295772045e-09,5845,493.08809447288513,489.1387069225311,1714845859.4759486
7.242895990390098e-09,94,2.056169095309278e-05,7.385479792173813e-10,6.504348011172717e-09,6429,541.1637589931488,537.2142705917358,1714845907.551613
5.975126531579459e-09,95,2.632327955637309e-05,1.0845865790974805e-09,4.890539952481978e-09,7072,594.2546360492706,590.3051064014435,1714845960.6424901
5.21143807868142e-09,96,2.6384532289631805e-05,1.0439928094694186e-09,4.167445269212002e-09,7779,652.5589346885681,648.6086111068726,1714846018.9467888
3.972951795694548e-09,97,2.2105319329965156e-05,8.187833484076749e-10,3.154168447286873e-09,8557,716.9603281021118,713.0107867717743,1714846083.3481822
3.4478999976231363e-09,98,1.950240472570732e-05,6.673764316188963e-10,2.78052356600424e-09,9413,787.8954970836639,783.9456808567047,1714846154.2833512
3.043606219012406e-09,99,1.7108586665420694e-05,6.754940378652097e-10,2.3681121811471963e-09,10354,866.0051074028015,862.055661201477,1714846232.3929615
2.6245006631749225e-09,100,1.6109251248520938e-05,5.410025992795541e-10,2.0834980638953686e-09,11389,961.5705819129944,957.6208302974701,1714846327.958436
2.4801098502306907e-09,101,1.5406307374317216e-05,4.713359999255064e-10,2.0087738503051844e-09,11895,1003.9899854660034,1000.0395951271057,1714846370.3778396
