l2_error,loss_boundary,loss_interior,step,time,_runtime,_timestamp,_step,loss
0.6121877226555087,0.008788884612366111,48.946749394667954,0,1.5083425045013428,5.762362003326416,1714844959.688112,0,48.95553827928032
0.42342462557198995,0.008788809560339974,48.946743928060734,1,1.9143717288970947,5.8657402992248535,1714844959.7914903,1,48.95553273762108
0.6758932899055041,0.017958483087271354,79.94821903119032,2,2.015199661254883,5.966461658477783,1714844959.8922117,2,79.96617751427759
0.6112868438769767,0.03310019157420043,44.120824788212694,3,2.1067278385162354,6.057928562164307,1714844959.9836786,3,44.15392497978689
0.8435474003346233,0.03912278043067023,40.93518891300527,4,2.196209192276001,6.147392988204956,1714844960.073143,4,40.97431169343594
0.9008309449937032,0.15754777076970253,34.38213580529823,5,2.2866008281707764,6.237721681594849,1714844960.1634717,5,34.53968357606794
0.7964920364126561,0.26039840737265546,71.97106308973629,6,2.3766279220581055,6.327705144882202,1714844960.2534552,6,72.23146149710895
0.6581795681286032,0.18567543002858236,30.05205228656325,7,2.4663634300231934,6.419004678726196,1714844960.3447547,7,30.23772771659183
0.5399970350330113,0.1490910861953329,18.10307800666913,8,2.557988166809082,6.509042024612427,1714844960.434792,8,18.252169092864463
0.5876012775976917,0.12149198786754267,203.9253560532137,9,2.6525585651397705,6.6036376953125,1714844960.5293877,9,204.04684804108123
0.5753374216827011,0.16020868909462943,63.6064204719262,10,2.7461297512054443,6.697746515274048,1714844960.6234965,10,63.76662916102083
0.4701928883262963,0.14132245203126353,16.393295109926964,11,2.8426573276519775,6.794220447540283,1714844960.7199705,11,16.53461756195823
0.44626948220936496,0.09984086722978922,10.137979679272929,12,2.9361178874969482,6.887252330780029,1714844960.8130023,12,10.237820546502718
0.432330232946711,0.08123429678503331,10.56518863406314,13,3.029785633087158,6.980936527252197,1714844960.9066865,13,10.646422930848175
0.3774229301529663,0.08362972419214551,6.943902276638096,14,3.126218318939209,7.077549457550049,1714844961.0032995,14,7.0275320008302415
0.3047772201791331,0.06707664451701058,5.0991890033179255,15,3.2214834690093994,7.172593355178833,1714844961.0983434,15,5.166265647834936
0.1969984963630083,0.052638623256924345,3.5662248609279996,16,3.3181874752044678,7.269837379455566,1714844961.1955874,16,3.618863484184924
0.16090594662875096,0.031752416738048114,2.388037003211578,17,3.4096550941467285,7.360712289810181,1714844961.2864623,17,2.419789419949626
0.14570780123839958,0.025875456159596046,1.6783019309838558,18,3.4992806911468506,7.45119309425354,1714844961.376943,18,1.7041773871434518
0.13278485841856702,0.023636806110337034,1.2347269644206071,19,3.592529296875,7.54364800453186,1714844961.469398,19,1.2583637705309443
0.1228722922341009,0.022047051282245288,0.812525442235754,20,3.6870760917663574,7.638211250305176,1714844961.5639613,20,0.8345724935179992
0.12219833738723951,0.02029092505109588,0.6073991146729868,21,3.7950634956359863,7.746185064315796,1714844961.671935,21,0.6276900397240827
0.12218336949994765,0.019804070539694477,0.45579340862708984,22,3.8883557319641113,7.839694261550903,1714844961.7654443,22,0.4755974791667843
0.12259502981111407,0.01930066639075976,0.3478581921527926,23,3.9833319187164307,7.934471130371094,1714844961.8602211,23,0.3671588585435524
0.12595918046710256,0.019055976194359652,0.2891704201394244,24,4.07424259185791,8.025317907333374,1714844961.951068,24,0.30822639633378407
0.1209683717966878,0.01941162244213021,0.30066370248203544,25,4.1641552448272705,8.115222692489624,1714844962.0409727,25,0.3200753249241657
0.11958916698921279,0.018642101203837098,0.22705642027696132,26,4.253570795059204,8.20461893081665,1714844962.130369,26,0.24569852148079843
0.11660462913694332,0.01863330304120565,0.2013615401773307,27,4.348747253417969,8.299800157546997,1714844962.2255502,27,0.21999484321853635
0.11788778108412036,0.018391416818068558,0.17633467277613377,28,4.442387342453003,8.393518447875977,1714844962.3192685,28,0.19472608959420232
0.11840436642307041,0.01876655334081901,0.14469528347578745,29,4.545207262039185,8.496391534805298,1714844962.4221416,29,0.16346183681660645
0.1178289197710811,0.018747257561887793,0.1306863033993283,30,4.641993284225464,8.593139171600342,1714844962.5188892,30,0.1494335609612161
