l2_error,loss_boundary,loss_interior,step,time,_runtime,_timestamp,_step,loss
0.11610401064326,0.018572695954171835,0.12040218305895929,31,4.734873056411743,8.686021327972412,1714844962.6117713,31,0.13897487901313113
0.11596236570708962,0.018147680932828196,0.10776220829696825,32,4.824063539505005,8.775208950042725,1714844962.700959,32,0.12590988922979646
0.11544897093755506,0.017982525861020428,0.09485298125691802,33,4.9154064655303955,8.86658763885498,1714844962.7923377,33,0.11283550711793844
0.11535581550918055,0.01776286163933751,0.0862995419429025,34,5.009191989898682,8.960304737091064,1714844962.8860548,34,0.10406240358224
0.11569256959932178,0.017663718056078314,0.08033289234124838,35,5.104171991348267,9.055267810821533,1714844962.9810178,35,0.0979966103973267
0.11603222359694282,0.017651240613964003,0.07288230301488807,36,5.197126388549805,9.148414373397827,1714844963.0741644,36,0.09053354362885208
0.11565073280491084,0.017446523307049294,0.0655263883293259,37,5.287976503372192,9.239030599594116,1714844963.1647806,37,0.0829729116363752
0.11627378893493115,0.017066291432921505,0.05776706741323029,38,5.384386777877808,9.3355131149292,1714844963.2612631,38,0.07483335884615179
0.1172140959204507,0.016982389848111568,0.05039772935928578,39,5.47725510597229,9.428563594818115,1714844963.3543136,39,0.06738011920739734
0.11594909769883345,0.01692820696558747,0.04434242413716206,40,5.580998182296753,9.532343864440918,1714844963.458094,40,0.06127063110274952
0.1134862750514708,0.01597387436112919,0.035696782852537974,42,5.767259836196899,9.718573331832886,1714844963.6443233,41,0.05167065721366716
0.10564720693527174,0.014525785416567887,0.024720654225268354,46,6.124724864959717,10.075849533081055,1714844964.0015996,42,0.039246439641836245
0.09963793926128447,0.013316814864063213,0.016957737791037344,50,6.485128164291382,10.436490535736084,1714844964.3622406,43,0.030274552655100557
0.09665161920045302,0.012359143515566735,0.029342596264432138,55,6.941089153289795,10.89219355583191,1714844964.8179436,44,0.04170173977999887
0.09181987403908508,0.011557527478200321,0.010630779565253814,61,7.46628999710083,11.417482852935791,1714844965.3432329,45,0.022188307043454134
0.08500928888173112,0.010419372678657503,0.008021081318845116,67,8.005228519439697,11.956344842910767,1714844965.8820949,46,0.018440453997502618
0.0799646974696335,0.009264762870243437,0.007647126453170516,73,8.549814701080322,12.500964879989624,1714844966.426715,47,0.016911889323413955
0.07534776089983954,0.008563676167333485,0.9718820741478734,81,9.255394458770752,13.206451416015625,1714844967.1322014,48,0.9804457503152069
0.07078547957938756,0.0074564612629325925,0.005245786420196484,89,9.972349166870117,13.923437118530273,1714844967.8491871,49,0.012702247683129077
0.06425968606863597,0.00655612671032869,0.003085089045596253,98,10.78445553779602,14.73582673072815,1714844968.6615767,50,0.009641215755924942
0.05558265780867643,0.0050943843849044655,0.002031246725362231,107,11.582602739334106,15.533702611923218,1714844969.4594526,51,0.007125631110266696
0.04484005643385704,0.0034828000854603344,0.0014897694958139046,118,12.586172103881836,16.53756618499756,1714844970.4633162,52,0.004972569581274239
0.03317022970969796,0.001797623504124521,0.001119642079066018,130,13.672037601470947,17.62315058708191,1714844971.5489006,53,0.002917265583190539
0.023968047823028426,0.0009850358032364266,0.0008996939858606624,143,14.843838930130005,18.79487133026123,1714844972.7206213,54,0.001884729789097089
0.020966153598221984,0.0007185251876974947,0.000702073187027188,157,16.078494548797607,20.029587030410767,1714844973.955337,55,0.0014205983747246826
0.01454504196625877,0.000363449472439272,0.000539571220980191,172,17.404661417007446,21.355958700180054,1714844975.2817087,56,0.0009030206934194631
0.010634323892508455,0.00017774299111801957,0.00044106434759491657,190,19.023052215576172,22.974122047424316,1714844976.899872,57,0.0006188073387129361
0.00705324310957591,8.395469822857612e-05,0.0003490467327764219,208,20.655406951904297,24.606541395187378,1714844978.5322914,58,0.000433001431004998
0.00513827421481948,4.127472818172053e-05,0.00025674202069770447,229,22.512485027313232,26.464892148971558,1714844980.3906422,59,0.000298016748879425
0.0039166044563270575,1.9982523347474067e-05,0.00018607150749519366,252,24.581021308898926,28.53272771835327,1714844982.4584777,60,0.00020605403084266772
0.003304017363999764,1.5176112799677984e-05,0.00015645485498570253,277,26.860414266586304,30.811936616897583,1714844984.7376866,61,0.00017163096778538052
0.002868687701278093,1.3078017278297837e-05,0.0001367176739686695,305,29.35771369934082,33.308773040771484,1714844987.234523,62,0.0001497956912469673
0.00275091612990506,1.1921133113047103e-05,0.00012259516454599594,335,32.063294649124146,36.01466631889343,1714844989.9404163,63,0.00013451629765904305
0.002718731202082107,1.1343001677478356e-05,0.0001135909285389583,369,35.12862944602966,39.07972812652588,1714844993.0054781,64,0.00012493393021643665
0.002646984565265675,1.083959888284813e-05,0.00010607357023732154,406,38.436774253845215,42.38787269592285,1714844996.3136227,65,0.00011691316912016967
0.002563541473380946,1.0394745872177678e-05,9.931215997420462e-05,446,42.074644804000854,46.026402711868286,1714844999.9521527,66,0.0001097069058463823
0.002496114454225336,9.990667123429098e-06,9.288923305240997e-05,491,46.08438730239868,50.035563468933105,1714845003.9613135,67,0.00010287990017583906
0.002440342979869821,9.62332782034621e-06,8.701427881179405e-05,540,50.47024989128113,54.42132639884949,1714845008.3470764,68,9.663760663214026e-05
0.002389560217892457,9.281020116230026e-06,8.151400683538513e-05,594,55.25389742851257,59.20502281188965,1714845013.1307728,69,9.079502695161516e-05
0.0023397753012659684,8.957228474899148e-06,7.625329989414056e-05,653,60.618037939071655,64.56930327415466,1714845018.4950533,70,8.52105283690397e-05
0.002291020828117872,8.641224722816374e-06,7.11330537214319e-05,718,66.41970801353455,70.37146854400635,1714845024.2972186,71,7.977427844424828e-05
0.002240829552974314,8.320246931149863e-06,6.609335997022648e-05,790,72.80800151824951,76.75917863845825,1714845030.6849287,72,7.441360690137634e-05
0.002186796458328374,7.991275707488094e-06,6.108609120425372e-05,869,79.7788438796997,83.72987699508667,1714845037.655627,73,6.907736691174181e-05
0.0021304169114939367,7.648959646422366e-06,5.611618795919642e-05,956,87.61654233932495,91.56811928749084,1714845045.4938693,74,6.376514760561879e-05
0.0020711599779855657,7.288139883855715e-06,5.11838572381093e-05,1052,96.25081634521484,100.20194506645203,1714845054.127695,75,5.8471997121965016e-05
0.0020071047991216335,6.90594749995617e-06,4.63346063366607e-05,1157,105.59863615036011,109.549800157547,1714845063.4755502,76,5.3240553836616866e-05
0.0019369163807906424,6.489554778555026e-06,4.1531786301147226e-05,1272,115.92732262611389,119.87891459465027,1714845073.8046646,77,4.802134107970225e-05
0.0018497035220414184,5.9824182626043504e-06,3.643549509313933e-05,1400,127.43432188034058,131.38541722297668,1714845085.3111672,78,4.241791335574368e-05
0.001742359610023756,5.354762829520968e-06,3.112233992733496e-05,1539,140.05079054832458,144.00222301483154,1714845097.927973,79,3.647710275685593e-05
0.0016224486363666628,4.670549340248088e-06,2.6327557367858397e-05,1693,153.79341435432434,157.74457931518555,1714845111.6703293,80,3.0998106708106486e-05
0.0015065975893974045,4.05273911685418e-06,2.2698158334421642e-05,1863,169.0385754108429,172.98979711532593,1714845126.9155471,81,2.6750897451275824e-05
0.0014058013326071733,3.561095281088457e-06,2.0142007247137303e-05,2049,185.6351535320282,189.5864541530609,1714845143.5122042,82,2.370310252822576e-05
0.001316876463066304,3.159875647902098e-06,1.8197587179222727e-05,2254,203.871417760849,207.82259345054626,1714845161.7483435,83,2.1357462827124823e-05
0.0012369278779246972,2.8176238934090014e-06,1.6614494560793005e-05,2479,223.82264232635498,227.7746503353119,1714845181.7004004,84,1.9432118454202006e-05
0.0011616680710655543,2.5190981822570988e-06,1.5288145319127134e-05,2727,245.9965419769287,249.9480140209198,1714845203.873764,85,1.780724350138423e-05
0.0010931106405461448,2.2607900999712963e-06,1.4141034300516993e-05,3000,270.3509290218353,274.3022940158844,1714845228.228044,86,1.640182440048829e-05
0.0010266482046175415,2.027299975873187e-06,1.3065649276424755e-05,3299,297.05144810676575,301.0029299259186,1714845254.92868,87,1.5092949252297942e-05
0.0009625825390649556,1.8178981216036394e-06,1.2046448108727699e-05,3629,326.52691984176636,330.47801876068115,1714845284.4037688,88,1.3864346230331338e-05
0.0009025099684018964,1.635658455160098e-06,1.1097935312719409e-05,3992,358.98439049720764,362.93583273887634,1714845316.8615828,89,1.2733593767879508e-05
0.0008470494778149583,1.4798505746384495e-06,1.022621130415909e-05,4391,394.49616503715515,398.4481258392334,1714845352.3738759,90,1.170606187879754e-05
0.0007972700432675626,1.346920529831704e-06,9.425048330609782e-06,4831,433.78718066215515,437.73846435546875,1714845391.6642144,91,1.0771968860441486e-05
0.0007509863473351251,1.2316553966929434e-06,8.679141535965122e-06,5314,476.72136330604553,480.67279958724976,1714845434.5985496,92,9.910796932658065e-06
0.0007081603972366177,1.1279856712504194e-06,7.965949544006577e-06,5845,524.0233438014984,527.9752669334412,1714845481.901017,93,9.093935215256996e-06
0.0006681687214498181,1.0325044441659787e-06,7.277021850665963e-06,6429,575.9988369941711,579.9502773284912,1714845533.8760273,94,8.309526294831942e-06
0.0006311020348774161,9.438535127904929e-07,6.619433220859251e-06,7072,633.3983454704285,637.3502373695374,1714845591.2759874,95,7.563286733649744e-06
0.0005968581276404308,8.604433560616532e-07,5.9992498934898575e-06,7779,696.3491134643555,700.3005840778351,1714845654.226334,96,6.859693249551511e-06
0.0005648005625102146,7.798889299309984e-07,5.41679141832538e-06,8557,766.0309484004974,769.9823470115662,1714845723.908097,97,6.196680348256378e-06
0.0005345839863563834,7.012854193111293e-07,4.8763228558408545e-06,9413,842.3063428401947,846.2578413486481,1714845800.1835914,98,5.577608275151984e-06
0.0005061488506848575,6.252824949266121e-07,4.380552825283426e-06,10354,926.3454542160034,930.2968189716339,1714845884.222569,99,5.005835320210038e-06
0.00048394711658744665,5.648389736014433e-07,4.005206617009302e-06,11182,1000.0742697715759,1004.0263235569,1714845957.9520736,100,4.570045590610745e-06
