l2_error,_step,_runtime,loss,loss_boundary,loss_interior,step,time,_timestamp
8.085338161675387e-06,40,883.7701659202576,1.091910595715296e-09,9.850477214879972e-11,9.934058235664963e-10,73,879.7200276851654,1712954468.584821
7.5369331169556235e-06,41,930.0603833198547,8.860880625599799e-10,8.196435585938929e-11,8.041237067005906e-10,77,926.0123541355133,1712954514.8750384
7.107079154571566e-06,42,989.0536930561066,6.970469526428731e-10,6.82846803152304e-11,6.287622723276427e-10,82,985.0057926177979,1712954573.8683481
6.765807546702911e-06,43,1061.1617691516876,5.415673126256985e-10,5.594110612736116e-11,4.856262064983373e-10,88,1057.1138377189636,1712954645.9764242
5.990958979592597e-06,44,1120.45059633255,4.156619238674394e-10,4.5599850996932246e-11,3.700620728705071e-10,93,1116.4027724266052,1712954705.2652514
5.411086023450178e-06,45,1191.0130565166473,3.2065439317123297e-10,3.622862938659836e-11,2.844257637846346e-10,99,1186.9654638767242,1712954775.8277116
5.136592977480068e-06,46,1275.6555058956146,2.6079804952307053e-10,3.056428181673984e-11,2.302337677063307e-10,106,1271.6048209667206,1712954860.470161
4.744699413155662e-06,47,1358.0889081954956,2.2290844585959232e-10,2.6732998679238342e-11,1.96175447180354e-10,113,1354.040498971939,1712954942.9035633
4.436751737808581e-06,48,1439.9968929290771,1.9345269819866043e-10,2.3321815115400207e-11,1.7013088308326024e-10,120,1435.9484100341797,1712955024.811548
4.055507821448713e-06,49,1537.9426431655884,1.6602274417619078e-10,1.966749863369369e-11,1.4635524554249709e-10,128,1533.8939476013184,1712955122.7572982
3.7684956171218445e-06,50,1633.5644524097443,1.464437906943179e-10,1.6965525524677495e-11,1.294782651696404e-10,136,1629.5160465240479,1712955218.3791075
3.4258776816303513e-06,51,1740.081642627716,1.254228438713311e-10,1.3790831589766453e-11,1.1163201228156466e-10,145,1736.0338261127472,1712955324.8962977
3.0844161439496576e-06,52,1846.585526227951,1.0833882146604579e-10,1.1056667875468215e-11,9.728215359057757e-11,154,1842.5376427173615,1712955431.4001813
2.65302127166388e-06,53,1965.349381685257,9.094164318361893e-11,8.319529264399793e-12,8.262211391921914e-11,164,1961.301465511322,1712955550.1640368
2.2427516159991663e-06,54,2091.691490650177,7.433340464180546e-11,5.9462057627371685e-12,6.838719887906829e-11,175,2087.6437430381775,1712955676.5061457
1.888158630249701e-06,55,2218.1853992938995,6.152922164563794e-11,4.2898498419843035e-12,5.723937180365364e-11,186,2214.137727022171,1712955803.0000544
1.613029211558362e-06,56,2356.9199159145355,5.018980183966413e-11,2.9745441883924325e-12,4.72152576512717e-11,198,2352.8713006973267,1712955941.734571
1.328247327920657e-06,57,2511.770539522171,4.016642598640362e-11,2.0297388245145265e-12,3.813668716188909e-11,211,2507.7222995758057,1712956096.5851946
1.068515525408636e-06,58,2664.185491323471,3.1878114627438455e-11,1.440437739237143e-12,3.043767688820131e-11,224,2660.13787484169,1712956249.0001464
9.471500949336145e-07,59,2826.319690465927,2.584862474887335e-11,1.0769556812554094e-12,2.477166906761794e-11,238,2822.2722864151,1712956411.1343455
8.539790900197983e-07,60,3015.6095910072327,2.1159501712915037e-11,8.82373469882291e-13,2.0277128243032746e-11,254,3011.561719417572,1712956600.424246
7.553631885800706e-07,61,3202.851010322571,1.7192915560324273e-11,7.489637129652329e-13,1.644395184735904e-11,270,3198.8031721115112,1712956787.6656654
7.004415864228418e-07,62,3418.2218565940857,1.4170037582009622e-11,6.741139126742728e-13,1.349592366933535e-11,288,3414.173982143402,1712957003.0365117
6.598255886098407e-07,63,3633.255617380142,1.1823396852954837e-11,6.279503383195224e-13,1.1195446514635314e-11,306,3629.207494735718,1712957218.0702724
6.26450758772948e-07,64,3870.1869146823883,9.7453461553482e-12,5.931229236309358e-13,9.152223231717264e-12,326,3866.138030767441,1712957455.0015697
5.929139675074276e-07,65,4117.561212301254,8.10787234677054e-12,5.582681276293153e-13,7.549604219141224e-12,347,4113.513572216034,1712957702.3758674
5.812730722223352e-07,66,4374.404913425446,6.971229521674223e-12,5.275016628514797e-13,6.443727858822743e-12,369,4370.356303215027,1712957959.2195685
5.531134582178412e-07,67,4654.992265701294,6.09505667656202e-12,4.931158413751022e-13,5.601940835186918e-12,393,4650.944643735886,1712958239.8069208
5.305915341700153e-07,68,4948.3783757686615,5.431197239810782e-12,4.558599014252557e-13,4.975337338385526e-12,418,4944.330513238907,1712958533.1930308
4.996188012471152e-07,69,5266.691085577011,4.774406620002025e-12,4.083884004232141e-13,4.366018219578811e-12,445,5262.642586708069,1712958851.5057406
4.6792241114764693e-07,70,5590.6418743133545,4.21437381846908e-12,3.6701549657516506e-13,3.847358321893915e-12,473,5586.594024896622,1712959175.4565294
4.52235385922441e-07,71,5960.019399642944,3.683021384438365e-12,3.268098973264899e-13,3.356211487111875e-12,504,5955.971558094025,1712959544.8340547
4.1890159180938114e-07,72,6335.461255788803,3.234387455534174e-12,2.9315125167926563e-13,2.9412362038549084e-12,536,6331.41349196434,1712959920.2759109
3.967772620946794e-07,73,6746.207201004028,2.856028128432774e-12,2.6291020042085313e-13,2.593117928011921e-12,571,6742.155096292496,1712960331.021856
3.8993301997820155e-07,74,7160.0735874176025,2.5153022546239446e-12,2.388725941432805e-13,2.276429660480664e-12,607,7156.025963068008,1712960744.8882425
