_step,loss,time,_timestamp,loss_interior,step,loss_boundary,_runtime,l2_error
43,0.15556341580669086,29.05459976196289,1712932608.236935,0.05661324520069174,88,0.09895017060599912,32.8668098449707,0.303842325666726
44,0.14816404054850635,30.58524203300476,1712932609.7678466,0.05386789860454556,93,0.09429614194396078,34.39772152900696,0.29436572868044397
45,0.13494088456120215,32.51502966880798,1712932611.6975694,0.04876040284775845,99,0.08618048171344371,36.327444314956665,0.28841744612460885
46,0.11567121253599696,34.6910138130188,1712932613.8737574,0.040493351929690925,106,0.07517786060630603,38.50363230705261,0.2666468435352085
47,0.10304165562823459,36.856210231781006,1712932616.038875,0.03708681043282719,113,0.0659548451954074,40.668750047683716,0.24931360100833827
48,0.0857602551038422,39.06811594963074,1712932618.2506833,0.03204587053902384,120,0.05371438456481837,42.880558252334595,0.22492356832671898
49,0.07095507041896533,41.50716423988342,1712932620.6897075,0.027617499373901382,128,0.04333757104506395,45.31958246231079,0.19853932109054517
50,0.06604597108926444,43.86266016960144,1712932623.0450335,0.02610524364396008,136,0.03994072744530436,47.67490839958191,0.19355749382142667
51,0.0545684411609058,46.71086120605469,1712932625.8932762,0.02247472729612501,145,0.03209371386478079,50.5231511592865,0.17224103433774368
52,0.044196273951877384,49.38047456741333,1712932628.5628479,0.01895494114829383,154,0.025241332803583552,53.1927227973938,0.15085353201084448
53,0.03862781571352365,52.34520387649536,1712932631.5277505,0.01667336450774605,164,0.021954451205777607,56.15762543678284,0.13857232219966528
54,0.03381961422838189,55.62182283401489,1712932634.8044305,0.014228637584605503,175,0.019590976643776386,59.43430542945862,0.12819059992986034
55,0.03312079152148268,58.932621717453,1712932638.115224,0.013934462155968821,186,0.019186329365513857,62.74509882926941,0.12691582652534425
56,0.021249884247650577,62.76377749443054,1712932641.9462008,0.009034060559715403,198,0.012215823687935175,66.57607579231262,0.08961461527550924
57,0.020887937122353623,66.87149620056152,1712932646.0540702,0.008804568429374502,211,0.01208336869297912,70.6839451789856,0.08888104755917163
58,0.020667062784574128,70.70198059082031,1712932649.8843791,0.008687647725491103,224,0.011979415059083027,74.51425409317017,0.08870408187561166
59,0.020448501483334047,75.05881142616272,1712932654.2415955,0.008575648835026563,238,0.011872852648307484,78.87147045135498,0.08821695852463814
60,0.016600269059467647,80.1001718044281,1712932659.2826023,0.006731090771757027,254,0.00986917828771062,83.91247725486755,0.07917884473882958
61,0.016448039983495196,84.67264604568481,1712932663.8551805,0.006641489210195293,270,0.009806550773299902,88.48505544662476,0.07878676728929968
62,0.016307135651235122,90.42346739768982,1712932669.6061735,0.0065659321822263295,288,0.009741203469008792,94.23604846000671,0.07211758796631201
63,0.014184756326354717,95.74721384048462,1712932674.9297395,0.005475227586004504,306,0.008709528740350213,99.55961441993713,0.07283151452015528
64,0.01295034285078172,101.76615524291992,1712932680.9485567,0.004874625343220688,326,0.008075717507561031,105.57843160629272,0.07026832397939392
65,0.012790776011984452,108.2107801437378,1712932687.3932245,0.004806082980841754,347,0.007984693031142699,112.02309942245483,0.0702033092646638
66,0.012056142517853679,115.04624485969543,1712932694.2286158,0.004542249746224828,369,0.007513892771628851,118.85849070549011,0.06827538301761985
67,0.01128021692566094,122.68393564224243,1712932701.8667352,0.004250291079780257,393,0.0070299258458806834,126.49661016464233,0.06640195313958766
68,0.010487692903623254,130.4745626449585,1712932709.656907,0.003908311059422524,418,0.006579381844200731,134.2867820262909,0.06392902074619572
69,0.010380294475300117,138.50410199165344,1712932717.6864853,0.003858634103761009,445,0.006521660371539108,142.31636023521423,0.063751914176594
70,0.008630548375930755,147.32859444618225,1712932726.5112102,0.0031024278179451097,473,0.005528120557985646,151.14108514785767,0.058239650270410594
71,0.008178113384094996,156.86305737495422,1712932736.045621,0.0027715178471899786,504,0.005406595536905018,160.67549586296082,0.05711613846050108
72,0.007540619133154736,166.64006400108337,1712932745.822475,0.0024417139897104866,536,0.005098905143444249,170.45234990119934,0.05581486605056829
73,0.006789326056681349,177.13677644729614,1712932756.3193393,0.0020522633904911836,571,0.004737062666190165,180.949214220047,0.05392695349590146
74,0.006261986537132205,188.1861915588379,1712932767.36866,0.001784504050128328,607,0.004477482487003877,191.99853491783142,0.052348718005488945
75,0.006006915632209233,199.9350037574768,1712932779.1175117,0.0016555824475997542,646,0.0043513331846094785,203.74738669395447,0.051638346353130485
76,0.005679876675617144,213.0770034790039,1712932792.259666,0.0014936232810928121,688,0.0041862533945243325,216.88954091072083,0.050752904198507205
77,0.005377197284922058,226.33065366744995,1712932805.5132098,0.0013488572608384938,732,0.004028340024083564,230.1430847644806,0.04979485312453655
78,0.005091019721601852,240.36344289779663,1712932819.5458076,0.0012085145932646743,779,0.0038825051283371773,244.17568254470825,0.04898023742990204
79,0.004862260127818369,255.7754306793213,1712932834.957809,0.001100134065442683,829,0.0037621260623756855,259.5876839160919,0.04821339651263047
80,0.004703832615465125,271.6148750782013,1712932850.7975175,0.0010281842274576128,882,0.003675648388007512,275.42739248275757,0.047786186704627295
81,0.004595205032603156,289.01384949684143,1712932868.1962388,0.000979622848062585,939,0.003615582184540571,292.8261137008667,0.04743247453310028
82,0.0044753553028887985,307.1938099861145,1712932886.376181,0.0009274416028860587,999,0.0035479137000027396,311.0060558319092,0.047010279797655485
83,0.004351640385732352,327.19164872169495,1712932906.37432,0.0008740209527016678,1064,0.003477619433030684,331.0041949748993,0.04657609054986672
84,0.004232298610699151,347.812753200531,1712932926.9953065,0.0008245082810136001,1132,0.003407790329685551,351.6251814365387,0.046108436934267444
85,0.004100029064864818,370.2332179546356,1712932949.4156256,0.0007718010539359256,1205,0.0033282280109288927,374.0455005168915,0.04571316709640506
86,0.003936063387090725,392.9205276966095,1712932972.1031342,0.0007163847153104764,1282,0.0032196786717802483,396.7330090999603,0.04523650961896711
87,0.003779246396881258,417.34290409088135,1712932996.5255988,0.0006631577674455928,1364,0.003116088629435665,421.15547370910645,0.04456553830198608
88,0.003639843022162958,444.03457713127136,1712933023.2170649,0.000617671100848715,1452,0.003022171921314243,447.8469398021698,0.04378122054564362
89,0.0034975975121191803,472.44471621513367,1712933051.6272876,0.000576113972520469,1545,0.0029214835395987115,476.25716257095337,0.043212900946520694
90,0.0033843024711794813,502.9967122077942,1712933082.1790984,0.0005448598214527606,1645,0.002839442649726721,506.80897331237793,0.04267422795541305
91,0.003241494548728475,535.5422570705414,1712933114.7248304,0.000524890642255532,1750,0.0027166039064729433,539.3547053337097,0.04211690212755687
92,0.0030846280519612763,569.7213325500488,1712933148.9039464,0.0005074637817653819,1863,0.002577164270195894,573.5338213443756,0.04102910065364378
93,0.0029817099169872673,606.0385196208954,1712933185.2210135,0.0004928166940207654,1982,0.002488893222966502,609.8508884906769,0.04041980507192934
94,0.00289381653174822,646.0005538463593,1712933225.1832688,0.0004773123982666021,2110,0.002416504133481618,649.8131437301636,0.03976590093772647
95,0.0028143853300718353,687.2522563934326,1712933266.4345815,0.0004640959694977028,2245,0.0023502893605741324,691.0644564628601,0.039189418209513
96,0.002715341639507285,731.0753688812256,1712933310.2579522,0.00044882534333987294,2389,0.002266516296167412,734.8878271579742,0.03849596537756566
97,0.002641282101148312,778.2514953613281,1712933357.4338944,0.0004376540935842989,2543,0.0022036280075640132,782.0637693405151,0.03791102482571385
98,0.002562550046523197,827.704758644104,1712933406.887459,0.00042661592592673175,2706,0.0021359341205964655,831.517333984375,0.03735014210377611
99,0.002482079278322433,881.1345286369324,1712933460.3172817,0.0004146591915529436,2880,0.0020674200867694895,884.9471566677094,0.0367751177695104
100,0.0024026930377789124,936.8705084323883,1712933516.0531554,0.00040284341496397156,3065,0.001999849622814941,940.6830303668976,0.036100332422019696
101,0.002322007649939231,996.8646445274353,1712933576.0472267,0.0003907186070414763,3261,0.0019312890428977547,1000.6771016120911,0.03540393763188605
102,0.002250362074926177,1060.9312343597412,1712933640.1138318,0.0003797845835259345,3471,0.0018705774914002423,1064.743706703186,0.03494058741514098
103,0.0021538255814718965,1129.7465772628784,1712933708.9293513,0.00036421839705121724,3694,0.0017896071844206794,1133.5592262744904,0.0343247899490871
104,0.002031487523393822,1202.2424252033234,1712933781.4249988,0.0003504062138714933,3931,0.0016810813095223286,1206.0548737049103,0.033184355347913135
105,0.0019148844075664753,1279.0921149253845,1712933858.274786,0.00033822667630060223,4183,0.0015766577312658731,1282.9046609401703,0.032104527007780874
106,0.0018196669162221695,1361.1181452274323,1712933940.30086,0.00032751523643014734,4452,0.001492151679792022,1364.930734872818,0.031207889265902247
107,0.001726603518894445,1447.949059009552,1712934027.131826,0.00031759550901569943,4738,0.0014090080098787456,1451.7617008686066,0.03033723674925703
108,0.0016361604700100094,1539.9437811374664,1712934119.126508,0.0003084050524680673,5042,0.0013277554175419421,1543.7563829421997,0.02944701453223542
109,0.0014611953552835493,1638.8752753734589,1712934218.058063,0.00026549928129509614,5366,0.0011956960739884532,1642.6879379749298,0.028450858160941422
110,0.001322049243654053,1743.9101378917694,1712934323.0926712,0.0002509456933815091,5711,0.0010711035502725438,1747.7225461006165,0.026936694327074403
111,0.0012090237738596407,1855.0839965343475,1712934434.2666376,0.00024107848578986863,6077,0.000967945288069772,1858.8965125083923,0.025672723758584426
112,0.0011210835506962656,1973.108481168747,1712934552.291028,0.00023366291561817946,6467,0.0008874206350780862,1976.920902967453,0.02458196590834955
113,0.0010476022590740564,2099.5439162254333,1712934678.7264903,0.00022742411409974305,6883,0.0008201781449743132,2103.3563652038574,0.02364097731980921
114,0.0009904078757435708,2233.7295939922333,1712934812.91228,0.00022217633487574013,7325,0.0007682315408678306,2237.5421550273895,0.02288690870546548
115,0.0009402184035639917,2375.8230381011963,1712934955.0057838,0.000217650921748634,7795,0.0007225674818153577,2379.6356587409973,0.022183210676315637
116,0.000901978153559949,2528.4148454666138,1712935107.5974972,0.00021412432543218074,8296,0.0006878538281277683,2532.2273721694946,0.021666857760670594
117,0.0008500177471995928,2689.2321169376373,1712935268.414807,0.00020877977565562293,8828,0.0006412379715439699,2693.0446820259094,0.02090982087919494
118,0.000796879007265396,2860.1920404434204,1712935439.3745313,0.00020333714125160695,9395,0.0005935418660137891,2864.0044062137604,0.020125180650973722
119,0.0007449281418916067,3041.2399909496307,1712935620.4225652,0.00019683250891897123,9999,0.0005480956329726354,3045.0524401664734,0.01933030562160634
