time,loss,_runtime,l2_error,_timestamp,loss_interior,step,loss_boundary,_step
33.35966396331787,0.0005840531857009472,37.067116498947144,0.00926826026793994,1714521525.4836874,0.00036532511048187945,46,0.0002187280752190677,42
37.14280152320862,0.000385461394887601,40.85001087188721,0.006201910498426242,1714521529.2665818,0.00030838920925214556,50,7.707218563545544e-05,43
40.89458918571472,0.00026015968028255835,44.601733446121216,0.004522771467248476,1714521533.0183043,0.00023934309790874477,55,2.081658237381358e-05,44
44.771175146102905,0.00020186747331874035,48.4783353805542,0.004793157780159701,1714521536.8949063,0.00018844352012056028,61,1.3423953198180057e-05,45
50.06115388870239,0.0001250244050356979,53.768561363220215,0.0022688905670879274,1714521542.1851323,0.00011890123003850729,67,6.123174997190619e-06,46
54.17749810218811,6.195216590929451e-05,57.88473463058472,0.0013660154711335718,1714521546.3013055,5.884197118556526e-05,73,3.1101947237292525e-06,47
65.64687013626099,9.945712913517137e-06,69.35403776168823,0.0014482084228511084,1714521557.7706087,6.110341878287491e-06,81,3.835371035229647e-06,48
72.52045559883118,7.261864471169881e-06,76.2279646396637,0.0010270186844240155,1714521564.6445355,5.704853764713117e-06,89,1.5570107064567644e-06,49
82.25384855270386,5.325079481897796e-06,85.96099162101746,0.0006374296636641202,1714521574.3775625,4.391723112010281e-06,98,9.33356369887515e-07,50
90.76116847991943,3.390325960807051e-06,94.46835970878601,0.000525716910548616,1714521582.8849306,3.009474597767486e-06,107,3.8085136303956464e-07,51
103.96372675895691,1.4553203203092908e-06,107.67115831375122,0.0004515328022129564,1714521596.0877292,1.0984426583319722e-06,118,3.568776619773186e-07,52
121.39448571205139,6.853209505672851e-07,125.10193586349487,0.0004067665616440387,1714521613.5185068,5.230457790320243e-07,130,1.6227517153526077e-07,53
138.12992811203003,2.808801083434702e-07,141.8371012210846,0.00023317587317231875,1714521630.2536721,1.65741406384238e-07,143,1.1513870195923217e-07,54
156.17938137054443,1.8035224386400583e-07,159.8868489265442,0.00015193758943851234,1714521648.3034198,1.2846460332299923e-07,157,5.188764054100659e-08,55
181.17422127723694,9.338284158540751e-08,184.88161492347717,0.00013213448471788498,1714521673.2981858,6.514671560426499e-08,172,2.8236125981142528e-08,56
208.52563071250916,6.120334249825632e-08,212.23285245895386,0.00011093810470196273,1714521700.6494234,3.8320511684385015e-08,190,2.2882830813871315e-08,57
234.82605385780334,4.1639739997046506e-08,238.53343081474304,0.00011042981874236828,1714521726.9500017,2.3739634282056918e-08,208,1.7900105714989585e-08,58
265.53827142715454,2.8860415909391835e-08,269.24574160575867,9.071808879386082e-05,1714521757.6623125,1.5711062767829968e-08,229,1.3149353141561866e-08,59
299.3327498435974,1.881422994528463e-08,303.04017305374146,8.012302048104517e-05,1714521791.456744,9.040674089726748e-09,252,9.773555855557881e-09,60
341.7974503040314,1.2598489478798663e-08,345.5046510696411,7.031630087297947e-05,1714521833.921222,5.1124205389416e-09,277,7.486068939857063e-09,61
397.4816663265228,6.200617924930538e-09,401.18904852867126,4.9065455691231066e-05,1714521889.6056194,2.5152115751147743e-09,305,3.6854063498157634e-09,62
462.5886354446411,2.8449347857442757e-09,466.29607367515564,2.90274767490667e-05,1714521954.7126446,1.5270196001535277e-09,335,1.317915185590748e-09,63
550.7356886863708,1.4671429643575985e-09,554.4431254863739,1.4879946858606323e-05,1714522042.8596964,1.039058563599694e-09,369,4.280844007579046e-10,64
653.7316389083862,9.321970119384567e-10,657.4391386508942,9.358519392263608e-06,1714522145.8557096,7.264978559044567e-10,406,2.0569915603400002e-10,65
761.7338206768036,7.070204147976826e-10,765.4414968490601,7.185106045372405e-06,1714522253.8580678,5.709933823296629e-10,446,1.3602703246801973e-10,66
884.5412948131561,5.425531508953782e-10,888.2487654685974,5.1721107032038516e-06,1714522376.6653364,4.711491607955346e-10,491,7.140399009984355e-11,67
1003.1198327541351,4.4195608587451196e-10,1006.8285121917725,4.407964219928572e-06,1714522495.245083,3.9737136295129223e-10,535,4.4584722923219753e-11,68
