_step,_timestamp,loss_boundary,step,l2_error,time,loss_interior,loss,_runtime
48,1714520479.2026472,0.0004228936190644105,81,0.01648553249907764,25.934024333953857,0.00032419648917134217,0.0007470901082357527,29.84862518310547
49,1714520481.6517653,0.0002765064967152708,89,0.011828847861656902,28.383153438568115,0.00018940425526205686,0.00046591075197732767,32.29774332046509
50,1714520484.3869367,9.135469500746711e-05,98,0.005697492270417771,31.118292093276978,0.00014595724925955933,0.00023731194426702645,35.03291463851929
51,1714520487.138316,1.0912360705965901e-05,107,0.0022059028919278697,33.86937999725342,8.252025781988517e-05,9.343261852585107e-05,37.78429388999939
52,1714520490.4926121,3.711330323142299e-06,118,0.0015566981502313612,37.22402310371399,5.693180618651406e-05,6.064313650965636e-05,41.13859009742737
53,1714520494.177118,3.6116657743972506e-06,130,0.001555528073692858,40.90850496292114,3.6956866267288604e-05,4.0568532041685856e-05,44.82309603691101
54,1714520498.1484396,4.297985065247308e-06,143,0.0016096064844571087,44.87960362434387,2.6207536070467566e-05,3.0505521135714873e-05,48.7944176197052
55,1714520502.4024777,3.1385309117145944e-06,157,0.0014198371080519818,49.13377356529236,1.4015138308836813e-05,1.7153669220551408e-05,53.04845571517944
56,1714520506.9657726,7.29263843795788e-07,172,0.0005724773819014854,53.69714045524597,9.169289966723728e-06,9.898553810519515e-06,57.61175060272217
57,1714520512.4802792,8.693856897041037e-07,190,0.0006341149103590007,59.21164155006409,5.401158588191663e-06,6.270544277895767e-06,63.1262571811676
58,1714520513.988576,7.605163056835758e-07,208,0.0005844256467140679,60.71997427940369,5.039383264111806e-06,5.7998995697953815e-06,64.63455390930176
59,1714520514.470474,7.560728370949449e-07,229,0.000582273787009303,61.20185875892639,5.035457774884821e-06,5.791530611979765e-06,65.11645197868347
60,1714520514.990962,7.533274344021822e-07,252,0.0005810120722028076,61.72234606742859,5.033929516198727e-06,5.787256950600909e-06,65.6369400024414
61,1714520515.5539231,7.516672746590776e-07,277,0.0005802934356358759,62.28534173965454,5.0332479849205604e-06,5.784915259579638e-06,66.19990110397339
62,1714520516.1917763,7.506670432892306e-07,305,0.0005798921575674812,62.92317843437195,5.032683379272127e-06,5.783350422561358e-06,66.83775424957275
63,1714520516.864657,7.501202639883987e-07,335,0.0005796970801428964,63.59605574607849,5.031990263540149e-06,5.7821105275285476e-06,67.5106348991394
64,1714520517.6519992,7.498332716173701e-07,369,0.0005796172899325722,64.38339328765869,5.031061385646883e-06,5.7808946572642535e-06,68.29797720909119
65,1714520518.501354,7.497174829272536e-07,406,0.0005796087272550972,65.23276138305664,5.029945448579919e-06,5.779662931507173e-06,69.1473319530487
66,1714520519.4171667,7.496991268735814e-07,446,0.0005796380218259854,66.14853763580322,5.028691923319637e-06,5.778391050193218e-06,70.06314468383789
67,1714520520.4333625,7.497360061544345e-07,491,0.0005796881393539915,67.1647310256958,5.027281234247989e-06,5.7770172404024234e-06,71.07934045791626
68,1714520521.5388467,7.498035760676086e-07,540,0.0005797474241351457,68.27025151252747,5.025778762180666e-06,5.775582338248275e-06,72.1848247051239
69,1714520522.766923,7.49889208210516e-07,594,0.0005798109527485995,69.49829912185669,5.024179638975491e-06,5.774068847186006e-06,73.41290092468262
70,1714520524.1398513,7.49985731125989e-07,653,0.0005798752678421933,70.87121939659119,5.0225045473532986e-06,5.7724902784792876e-06,74.7858293056488
71,1714520525.6335714,7.500909906715778e-07,718,0.0005799391318307964,72.3649332523346,5.0207435048302485e-06,5.7708344955018265e-06,76.27954936027527
72,1714520527.2821693,7.50204268660979e-07,790,0.0005800013689194842,74.01355171203613,5.01888904521217e-06,5.769093313873149e-06,77.928147315979
73,1714520529.0941489,7.503236936621422e-07,869,0.0005800597843685627,75.82557773590088,5.016960688018167e-06,5.7672843816803096e-06,79.74012684822083
74,1714520531.10748,7.504489055590251e-07,956,0.0005801127677593297,77.83884024620056,5.014953421575447e-06,5.765402327134472e-06,81.75345802307129
75,1714520533.210634,7.505580293089804e-07,1052,0.000580151126034716,79.9419195652008,5.013204610396138e-06,5.763762639705118e-06,83.85661196708679
76,1714520534.7997253,7.505580293089804e-07,1157,0.000580151126034716,81.53114175796509,5.013204610396138e-06,5.763762639705118e-06,85.44570326805115
77,1714520536.5302823,7.505580293089804e-07,1272,0.000580151126034716,83.26165342330933,5.013204610396138e-06,5.763762639705118e-06,87.17626023292542
78,1714520538.467537,7.505580293089804e-07,1400,0.000580151126034716,85.19861340522766,5.013204610396138e-06,5.763762639705118e-06,89.11351490020752
79,1714520540.5880191,7.505580293089804e-07,1539,0.000580151126034716,87.31942534446716,5.013204610396138e-06,5.763762639705118e-06,91.23399710655212
80,1714520542.914268,7.505580293089804e-07,1693,0.000580151126034716,89.64560174942017,5.013204610396138e-06,5.763762639705118e-06,93.56024599075317
81,1714520545.545819,7.505580293089804e-07,1863,0.000580151126034716,92.27722835540771,5.013204610396138e-06,5.763762639705118e-06,96.19179701805115
82,1714520548.3622544,7.505580293089804e-07,2049,0.000580151126034716,95.09362864494324,5.013204610396138e-06,5.763762639705118e-06,99.0082323551178
83,1714520551.4750738,7.505580293089804e-07,2254,0.000580151126034716,98.20649147033691,5.013204610396138e-06,5.763762639705118e-06,102.12105178833008
84,1714520554.924673,7.505580293089804e-07,2479,0.000580151126034716,101.65597605705261,5.013204610396138e-06,5.763762639705118e-06,105.57065105438232
85,1714520558.6876457,7.505580293089804e-07,2727,0.000580151126034716,105.4190468788147,5.013204610396138e-06,5.763762639705118e-06,109.33362364768982
86,1714520562.8444452,7.505580293089804e-07,3000,0.000580151126034716,109.57582569122314,5.013204610396138e-06,5.763762639705118e-06,113.49042320251465
87,1714520567.391066,7.505580293089804e-07,3299,0.000580151126034716,114.1224250793457,5.013204610396138e-06,5.763762639705118e-06,118.03704404830933
88,1714520572.3990395,7.505580293089804e-07,3629,0.000580151126034716,119.13031148910522,5.013204610396138e-06,5.763762639705118e-06,123.04501748085022
89,1714520578.4081142,7.505580293089804e-07,3992,0.000580151126034716,125.13908076286316,5.013204610396138e-06,5.763762639705118e-06,129.05409216880798
90,1714520584.5197287,7.505580293089804e-07,4391,0.000580151126034716,131.25074172019958,5.013204610396138e-06,5.763762639705118e-06,135.16570663452148
91,1714520591.1610727,7.505580293089804e-07,4831,0.000580151126034716,137.89216542243958,5.013204610396138e-06,5.763762639705118e-06,141.80705070495605
92,1714520598.4725697,7.505580293089804e-07,5314,0.000580151126034716,145.20360827445984,5.013204610396138e-06,5.763762639705118e-06,149.11854767799377
93,1714520606.7501326,7.505580293089804e-07,5845,0.000580151126034716,153.4811773300171,5.013204610396138e-06,5.763762639705118e-06,157.39611053466797
94,1714520615.5958893,7.505580293089804e-07,6429,0.000580151126034716,162.326899766922,5.013204610396138e-06,5.763762639705118e-06,166.24186730384827
95,1714520625.3672695,7.505580293089804e-07,7072,0.000580151126034716,172.09829783439636,5.013204610396138e-06,5.763762639705118e-06,176.0132474899292
96,1714520636.1030712,7.505580293089804e-07,7779,0.000580151126034716,182.83415746688843,5.013204610396138e-06,5.763762639705118e-06,186.74904918670654
97,1714520647.9908693,7.505580293089804e-07,8557,0.000580151126034716,194.7221839427948,5.013204610396138e-06,5.763762639705118e-06,198.63684725761414
98,1714520660.9110308,7.505580293089804e-07,9413,0.000580151126034716,207.64240336418152,5.013204610396138e-06,5.763762639705118e-06,211.55700874328613
99,1714520675.2177114,7.505580293089804e-07,10354,0.000580151126034716,221.94877219200134,5.013204610396138e-06,5.763762639705118e-06,225.86368942260742
100,1714520690.9693124,7.505580293089804e-07,11389,0.000580151126034716,237.70067477226257,5.013204610396138e-06,5.763762639705118e-06,241.6152904033661
101,1714520708.3312907,7.505580293089804e-07,12528,0.000580151126034716,255.0624737739563,5.013204610396138e-06,5.763762639705118e-06,258.9772686958313
102,1714520727.349939,7.505580293089804e-07,13781,0.000580151126034716,274.08127427101135,5.013204610396138e-06,5.763762639705118e-06,277.9959170818329
103,1714520748.2693095,7.505580293089804e-07,15159,0.000580151126034716,295.0003230571747,5.013204610396138e-06,5.763762639705118e-06,298.9152874946594
104,1714520771.1986606,7.505580293089804e-07,16675,0.000580151126034716,317.93000173568726,5.013204610396138e-06,5.763762639705118e-06,321.8446385860443
105,1714520796.5066662,7.505580293089804e-07,18342,0.000580151126034716,343.23792552948,5.013204610396138e-06,5.763762639705118e-06,347.15264415740967
106,1714520824.3557255,7.505580293089804e-07,20177,0.000580151126034716,371.086909532547,5.013204610396138e-06,5.763762639705118e-06,375.0017035007477
107,1714520855.0221422,7.505580293089804e-07,22194,0.000580151126034716,401.7532424926758,5.013204610396138e-06,5.763762639705118e-06,405.66812014579773
108,1714520889.005221,7.505580293089804e-07,24414,0.000580151126034716,435.7362804412842,5.013204610396138e-06,5.763762639705118e-06,439.65119886398315
109,1714520925.931792,7.505580293089804e-07,26855,0.000580151126034716,472.6628243923187,5.013204610396138e-06,5.763762639705118e-06,476.5777699947357
110,1714520966.7075915,7.505580293089804e-07,29540,0.000580151126034716,513.4387032985687,5.013204610396138e-06,5.763762639705118e-06,517.3535695075989
111,1714521011.5516062,7.505580293089804e-07,32494,0.000580151126034716,558.282746553421,5.013204610396138e-06,5.763762639705118e-06,562.1975841522217
112,1714521060.78171,7.505580293089804e-07,35744,0.000580151126034716,607.5127866268158,5.013204610396138e-06,5.763762639705118e-06,611.4276878833771
113,1714521114.8423436,7.505580293089804e-07,39318,0.000580151126034716,661.5734026432037,5.013204610396138e-06,5.763762639705118e-06,665.4883215427399
114,1714521174.7638807,7.505580293089804e-07,43250,0.000580151126034716,721.4950437545776,5.013204610396138e-06,5.763762639705118e-06,725.4098587036133
115,1714521240.1837578,7.505580293089804e-07,47575,0.000580151126034716,786.9148766994476,5.013204610396138e-06,5.763762639705118e-06,790.8297357559204
116,1714521312.7890954,7.505580293089804e-07,52332,0.000580151126034716,859.5200939178467,5.013204610396138e-06,5.763762639705118e-06,863.4350733757019
117,1714521392.1972778,7.505580293089804e-07,57566,0.000580151126034716,938.9283647537231,5.013204610396138e-06,5.763762639705118e-06,942.8432557582855
118,1714521453.2779806,7.505580293089804e-07,61601,0.000580151126034716,1000.0089638233185,5.013204610396138e-06,5.763762639705118e-06,1003.9239585399628
